"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"20238","Paychex Q4 Adj. EPS $0.63 Misses $0.65 Estimate, Sales $980.4M Miss $981.11M Estimate","negative",0.7,0.8,9545,"PAYCHEX INC",4,NA,143,28,0,"2019-06-26",61621,-3.57312075793743,0.403573270887136,3.46092938455802,4.35368145940216,-1.60129647701979,-1.98797237347625,-3.15211812607165
"20239","Pacira BioSciences Says New Retrospective Analysis Shows EXPAREL Is Associated With Significantly Less Opioid Use Following Third Molar Extraction","positive",0.8,0.9,9553,"PACIRA BIOSCIENCES INC",4,NA,145,28,2,"2019-06-26",12583,-0.826447643339634,1.71295795589685,-0.0462974062859777,-2.19907591026753,1.02041382342577,-0.954975323167828,-0.274722779844327
"20240","Pfizer Says 'Revised Recommendation Reinforces That Prevnar 13 Is Considered Safe And Effective By The Fda And Acip'","positive",0.8,0.9,9561,"PFIZER INC",4,NA,137,28,2,"2019-06-26",21936,-1.75959020853043,1.02349063381553,3.27983211511194,-0.0232660771007808,0,0.206091487780213,0.366972134499699
"20241","UPDATE: Baird Notes 'We remain positively inclined into this dataset as Sarepta has set the bar so high with its results last year, we think Pfizer is likely to fall short on safety, efficacy or both'; Believes Sarepta Will Retain Clear Advantage","negative",0.9,0.8,9569,"PFIZER INC",4,NA,162,28,0,"2019-06-26",21936,-1.75959020853043,1.02349063381553,3.27983211511194,-0.0232660771007808,0,0.206091487780213,0.366972134499699
"20242","Baird Maintains Outperform, $202 Target On Sarepta Therapeutics As Firm Notes 'When Pfizer presents the first data for its DMD gene therapy Friday morning, we expect the results to have meaningful ramifications to Sarepta'","positive",0.7,0.8,9577,"PFIZER INC",4,NA,156,28,2,"2019-06-26",21936,-1.75959020853043,1.02349063381553,3.27983211511194,-0.0232660771007808,0,0.206091487780213,0.366972134499699
"20243","Primoris Services Corporation Announces Civil Award Valued Over $24M","positive",0.8,0.9,9585,"PRIMORIS SERVICES CORP",4,NA,130,28,2,"2019-06-26",92773,2.19949018210173,2.25225873291492,5.6154898538032,3.15580516032652,1.61122381687164,-0.305973467011911,0.462487821468471
"20244","B. Riley Maintains Buy on Prudential Financial, Raises Price Target to $122","positive",0.7,0.8,9593,"PRUDENTIAL FINANCIAL INC",4,NA,134,28,2,"2019-06-26",89258,0.254401145502925,0.720672681927681,3.98903833163606,2.65936152826265,-1.03726722300053,-1.33534319312213,-1.85758579114189
"20245","Qualcomm, Tencent QQ Collaborate to Bring Watch QQ Experiences to Snapdragon Wear Platforms","positive",0.7,0.8,9601,"QUALCOMM INC",4,NA,125,28,2,"2019-06-26",77178,3.30805480480194,0.64043146558106,2.24149485216159,-1.65443356604189,-0.833789724856615,-0.23377084608982,-0.261197154264747
"20246","Rite Aid shares are trading lower after the stock reported worse-than-expected Q1 EPS and sales results.","negative",0.9,0.8,9609,"RITE AID CORP",4,NA,135,28,0,"2019-06-26",46922,3.79562377929688,20.5344513058662,21.0970389850237,27.1448630926568,8.73015373945236,2.69864776197513,2.23880715571143
"20247","Rite Aid Reaffirms FY20 Guidance; Sees Adj. EPS $(0.14)-$0.72 vs $(0.02) Est., Sales $21.5B-$21.9B vs $21.6B Est.","negative",0.6,0.8,9617,"RITE AID CORP",4,NA,164,28,0,"2019-06-26",46922,3.79562377929688,20.5344513058662,21.0970389850237,27.1448630926568,8.73015373945236,2.69864776197513,2.23880715571143
"20248","Rite Aid Q1 Adj. EPS $(0.14) Misses $(0.07) Estimate, Sales $5.37B Miss $5.38B Estimate","negative",0.7,0.8,9625,"RITE AID CORP",4,NA,149,28,0,"2019-06-26",46922,3.79562377929688,20.5344513058662,21.0970389850237,27.1448630926568,8.73015373945236,2.69864776197513,2.23880715571143
"20249","Ring Energy Filing Shows Registration For ~4.58M Share Common Stock Via Selling Shareholders","neutral",0.2,0.7,9633,"RING ENERGY INC",4,NA,129,28,1,"2019-06-26",14137,-0.920244492590427,-0.309597235172987,0.619194617071583,1.23838929581646,0.928791705518961,2.19435523948044,-1.21212001983118
"20250","SunTrust Robinson Humphrey Initiates Coverage On Renasant with Hold Rating, Announces $37 Price Target","neutral",0.2,0.6,9641,"RENASANT CORP",4,NA,135,28,1,"2019-06-26",77526,-0.201090751215815,1.66953932493925,3.05123051296194,1.61196746149022,0.374858896248043,-1.58325576722579,-4.23658094641223
"20251","ROBO Global Expands With Health Care Innovation ETF","positive",0.7,0.8,9649,"EXCHANGE TRADED CONCEPTS TR",4,NA,128,28,2,"2019-06-26",14259,0.543335266411304,1.31239918991923,3.13947808254909,-0.617606007563709,-0.922832079231739,-1.52865848762707,-2.12712105212551
"20252","Rollins shares are trading lower after Stifel downgraded the company's stock from Hold to Sell and lowered the price target from $36.5 to $25.","negative",0.8,0.9,9657,"ROLLINS INC",4,NA,143,28,0,"2019-06-26",36003,-3.35698574781418,3.44535782933235,4.65970487958061,5.25275509469454,-0.0272909557679668,-2.50133691553771,-3.50277008509857
"20253","Stifel Nicolaus Downgrades Rollins to Sell, Lowers Price Target to $25","negative",0.8,0.9,9665,"ROLLINS INC",4,NA,129,28,0,"2019-06-26",36003,-3.35698574781418,3.44535782933235,4.65970487958061,5.25275509469454,-0.0272909557679668,-2.50133691553771,-3.50277008509857
"20254","Family Feud Continues Over Estate Left By The Founder Of Rush Enterprises","neutral",0.2,0.6,9673,"RUSH ENTERPRISES INC",4,NA,128,28,1,"2019-06-26",89455,1.45985530689359,0.636412668973207,0.581071044544945,-3.95683549288102,0.849374942481518,0.792299854897172,-0.807577074256083
"20255","Schnitzer Steel Industries shares are trading higher after the company reported better-than-expected Q3 EPS and sales results.","positive",0.9,0.8,9681,"SCHNITZER STEEL INDUSTRIES INC",4,NA,147,28,2,"2019-06-26",79866,5.34475483000278,0.426028715446591,-5.53834376012508,-5.80945013899812,1.03050284087658,-0.527594051798719,-0.487206442051791
"20256","Schnitzer Steel Reports Mixed Q3 Earnings","neutral",0.2,0.6,9689,"SCHNITZER STEEL INDUSTRIES INC",4,NA,134,28,1,"2019-06-26",79866,5.34475483000278,0.426028715446591,-5.53834376012508,-5.80945013899812,1.03050284087658,-0.527594051798719,-0.487206442051791
"20257","Schnitzer Steel Indus Q3 Adj. EPS $0.63 Beats $0.58 Estimate, Sales $547M Beat $527.12M Estimate","positive",0.7,0.8,9697,"SCHNITZER STEEL INDUSTRIES INC",4,NA,157,28,2,"2019-06-26",79866,5.34475483000278,0.426028715446591,-5.53834376012508,-5.80945013899812,1.03050284087658,-0.527594051798719,-0.487206442051791
"20258","TransAct Wins 100% Of Electronic Gaming Machine Printer Footprint At New Encore Boston Harbor Company","positive",0.8,0.9,9705,"TRANSACT TECHNOLOGIES INC",4,NA,133,28,2,"2019-06-26",83910,1.80179998278618,-1.85840744525194,2.56637110389952,13.9822996721542,-0.804282445460558,-4.06222405335968,-5.69243885339447
"20259","UPDATE: Kerrisdale's Full Report On Tucows 'Three Terrible Businesses In One'","negative",0.9,0.8,9713,"TUCOWS INC",4,NA,131,28,0,"2019-06-26",83382,2.15938668698072,-0.234858901239932,4.49589046119827,-14.1083701489088,-2.13015843182802,-3.21778471511374,-3.7605188141166
"20260","Hearing Kerrisdale Is Short On Tucows, Sets $25 Price Target","negative",0.9,0.8,9721,"TUCOWS INC",4,NA,129,28,0,"2019-06-26",83382,2.15938668698072,-0.234858901239932,4.49589046119827,-14.1083701489088,-2.13015843182802,-3.21778471511374,-3.7605188141166
"20261","Teleflex Announces That Anthem Is Not Covering Its UroLift System For Patients With Enlarged Prostate","negative",0.9,0.8,9729,"TELEFLEX INC",4,NA,134,28,0,"2019-06-26",44329,-2.73406188935041,0.24775112979114,1.94530659511378,2.76503600424749,1.00060617551208,0.418245744060153,0.385261226285438
"20262","T-Mobile shares are trading lower after CNBC's David Faber said that the merger talks with Sprint are expected to drag into next week.","neutral",0.2,0.7,9737,"T MOBILE U S INC",4,NA,140,28,1,"2019-06-26",91937,-2.06489786505699,0.342278205789626,3.80613193016488,7.14677069293232,-1.27084869891405,-1.47951808447543,-4.29872770821754
"20263","Targa Resources Option Alert: Oct 18 $41 Calls at the Ask: 1000 @ $1.531 vs 96 OI; Earnings 8/8 Before Open [est] Ref=$38.6","positive",0.6,0.8,9745,"TARGA RESOURCES CORP",4,NA,162,28,2,"2019-06-26",12476,2.68312320113182,0.156784360297024,3.60596032572733,9.40684189413794,-0.374229857698083,-3.74483670191258,-3.34543806646266
"20264","Fidelity Investments, Capital Group, Wellington Management, T. Rowe Price Planning Private Conferences Where Analysts Can Meet CEOs, Meetings Would Allow Sources To Bypass Bank Handlers","neutral",0.2,0.6,9753,"T ROWE PRICE GROUP INC",4,NA,148,28,1,"2019-06-26",10138,0.915786623954773,1.54364444315434,2.63822591401461,2.27336544354761,-1.06482291594148,-2.21565874260873,-3.34884413539874
"20265","Russia To Deliver First S-400 Missile To Turkey In July","neutral",0.2,0.6,9761,"ISHARES INC",4,NA,124,28,1,"2019-06-26",92600,0.0855085847433656,0.982484128326178,8.03076045007487,6.66381640449119,0.300170225091278,1.21159143074427,0.128419417916925
"20266","United Air Says Has Decided To Pull Boeing's 737 MAX Flights Out Of Its Schedule Til Sep. 3, 2019","negative",0.9,0.8,9769,"UNITED AIRLINES HOLDINGS INC",4,NA,144,28,0,"2019-06-26",91103,0.317428028210998,1.28911100327969,6.25805251569476,4.86347289211939,-1.72155443578959,-1.91421073916204,-2.38696550837485
"20267","UniFirst shares are trading higher after the company reported better-than-expected Q3 EPS and sales results; the company also issued its FY19 EPS and sales guidance above analyst estimates.","positive",0.8,0.9,9777,"UNIFIRST CORP",4,NA,147,28,2,"2019-06-26",65306,6.915183365345,4.14350964128971,6.79916959172064,5.72679653750827,-1.53673747554421,-0.986629240721615,-1.90779339850884
"20268","UniFirst Reports Q3 Earnings Beat","positive",0.8,0.9,9785,"UNIFIRST CORP",4,NA,120,28,2,"2019-06-26",65306,6.915183365345,4.14350964128971,6.79916959172064,5.72679653750827,-1.53673747554421,-0.986629240721615,-1.90779339850884
"20269","UniFirst Corporation Sees FY19 EPS $8.75-$8.85 vs $7.96 Est., Sales $1.802B-$1.809B vs $1.79B Est.","positive",0.8,0.9,9793,"UNIFIRST CORP",4,NA,153,28,2,"2019-06-26",65306,6.915183365345,4.14350964128971,6.79916959172064,5.72679653750827,-1.53673747554421,-0.986629240721615,-1.90779339850884
"20270","Veracyte Reports Its Percepta Genomic Sequencing Classifer Now Available To Physicians","positive",0.8,0.9,9801,"VERACYTE INC",4,NA,128,25,2,"2019-06-26",14263,-3.08618638664484,3.02912890911102,13.5145613867704,9.78640960134518,-2.49541401863098,-4.49317056719314,-6.47659340804241
"20271","Valley National Bancorp To Acquire Oritani Financial Corp; Transaction Estimated To Be Valued At $740M","positive",0.9,0.8,9809,"VALLEY NATIONAL BANCORP",4,NA,140,28,2,"2019-06-26",80072,-0.589395081624389,3.65612544119358,6.71937079035965,6.02766480630259,-0.0981283141300082,-1.45207763849489,-1.54738728942069
"20272","Wayfair Employees Protest Contract To Supply Beds To U.S. Detention Facilities","negative",0.8,0.9,9817,"WAYFAIR INC",4,NA,125,28,0,"2019-06-26",14983,0.976456888020039,1.26191368326545,-1.96145721593132,2.99704763173487,-5.25556690990925,-6.09352288081124,-5.87928847867227
"20273","Western Digital shares are trading higher. Craig-Hallum upgraded the stock from Hold to Buy after Micron on its earnings call said the NAND environment is improving.","positive",0.9,0.8,9825,"WESTERN DIGITAL CORP",4,NA,145,28,2,"2019-06-26",66384,7.2992704808712,2.15419679880142,9.92754540541434,24.4194534887,0.170606130268425,2.64734651430683,3.68314609460845
"20274","Whirlpool And Nidec Receive European Commission Final Approval For Whirlpool's Sale Of Embraco To Nidec","positive",0.8,0.9,9833,"WHIRLPOOL CORP",4,NA,139,28,2,"2019-06-26",25419,1.55523205175996,1.8391240388155,4.64433230490953,2.06812597440342,-1.7844395712018,-2.8728679889535,-2.57717305002308
"20275","Raymond James Upgrades Williams Companies to Strong Buy","positive",0.8,0.9,9841,"WILLIAMS COS",4,NA,120,28,2,"2019-06-26",38156,2.65023913234472,0.145457871258259,3.23636131269316,4.39999660974255,-1.32596213370562,-3.28519802109793,-1.97584716423338
"20276","Worthington Industries shares are trading lower after the company reported worse-than-expected Q4 sales results.","negative",0.9,0.8,9849,"WORTHINGTON INDUSTRIES INC",4,NA,137,28,0,"2019-06-26",83601,2.33870670199394,2.20646224915981,5.48988765535656,-0.105071772887977,-1.37858018279076,-2.64328279514048,-2.7959229014163
"20277","Worthington Sees Steel Pricing, Softening Of Auto Market To Continue To Be Headwinds, 'our growth levers combined with investments in technology have us positioned well to deliver on our goal of year over year earnings growth'","neutral",0.2,0.6,9857,"WORTHINGTON INDUSTRIES INC",4,NA,163,28,1,"2019-06-26",83601,2.33870670199394,2.20646224915981,5.48988765535656,-0.105071772887977,-1.37858018279076,-2.64328279514048,-2.7959229014163
"20278","Worthington Industries Q4 Adj. EPS $0.77, Inline, Sales $938.8M Miss $986.47M Estimate","negative",0.6,0.8,9865,"WORTHINGTON INDUSTRIES INC",4,NA,146,28,0,"2019-06-26",83601,2.33870670199394,2.20646224915981,5.48988765535656,-0.105071772887977,-1.37858018279076,-2.64328279514048,-2.7959229014163
"20279","Yelp Option Alert: Jul 19 $35 Calls Sweep (2) near the Ask: 1806 @ $0.451 vs 4183 OI; Earnings 8/7 After Close [est] Ref=$32.9","positive",0.6,0.8,9873,"YELP INC",4,NA,160,28,2,"2019-06-26",13318,1.00887138396501,2.75423675775528,5.11500787037338,8.20217617791277,-1.41651965677738,-0.335163343119238,-1.29752662972049
"20280","Yum! Brands Names Chris Turner CFO","positive",0.6,0.8,9881,"YUM BRANDS INC",4,NA,120,28,2,"2019-06-26",85348,-0.172237167134881,0.39955941028893,0.780966833239449,1.25317584733846,-0.316289626061916,0.0362754265792464,-0.280243342792819
"20281","AbbVie Receives Positive Recommendation From INESSS For The Combination VENCLEXTA With Rituximab As A Treatment For Patients With Chronic Lymphocytic Leukemia","positive",0.8,0.9,9889,"ABBVIE INC",4,NA,150,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20282","AbbVie CEO Says Feels Comfortable With Risk Related To Allergan's Opioid Exposure","neutral",0.2,0.6,9897,"ABBVIE INC",4,NA,133,28,1,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20283","Abbvie CEO Says Believes It Is Highly Unlikely There Will Be A Botox Biosimilar For A Long Time","positive",0.7,0.9,9905,"ABBVIE INC",4,NA,137,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20284","AbbVie Says Allergan Deal Mitigates Impact Of 2023 US Humira Loss Of Exclusivity","positive",0.8,0.9,9913,"ABBVIE INC",4,NA,136,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20285","AbbVie shares are trading lower after the company announced it will acquire Allergan for $188.24/share.","positive",0.7,0.8,9921,"ABBVIE INC",4,NA,135,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20286","AbbVie To Acquire Allergan For $188.24/Share In Cash And Stock","positive",0.8,0.9,9929,"ABBVIE INC",4,NA,132,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20287","UPDATE: AbbVie Would Pay $188/Share In Cash And Stock For Allergan, Representing 45% Premium To Allergan's Monday Close, According To Sources Cited By WSJ","positive",0.8,0.9,9937,"ABBVIE INC",4,NA,154,28,2,"2019-06-25",13721,-16.2523910403252,3.50076593458652,12.983267864756,9.05632434139656,-0.418890360742807,0.140414365137054,1.0823300108165
"20288","Axcelis Announces First Order For 'Purion XE Power Series' Implanter","positive",0.8,0.9,9945,"AXCELIS TECHNOLOGIES INC",4,NA,136,28,2,"2019-06-25",88417,-1.8156373873353,2.702696621418,7.89473409177954,6.61450439164812,-0.968190468847752,-2.18579673765864,-2.05198490941351
"20289","Acasti Pharma shares are trading higher following a bullish Seeking Alpha blog post that mentioned potential valuation around $55 per share.","positive",0.9,0.8,9953,"ACASTI PHARMA INC",4,NA,140,28,2,"2019-06-25",13750,3.96039225161076,14.2857238650322,20.9523841793011,32.3809560617565,0.999999046325684,1.22362786569852e-08,1.22362786569852e-08
"20290","Acasti Pharma Shares Moving Higher Following Bullish Blog Post Mentioning Potential Valuation Around $55/Share","positive",0.9,0.8,9961,"ACASTI PHARMA INC",4,NA,138,28,2,"2019-06-25",13750,3.96039225161076,14.2857238650322,20.9523841793011,32.3809560617565,0.999999046325684,1.22362786569852e-08,1.22362786569852e-08
"20291","No Solace For Aldeyra As Late-Stage Study Of Lead Drug In Anterior Uveitis Fails","negative",0.8,0.9,9969,"ALDEYRA THERAPEUTICS INC",4,NA,146,28,0,"2019-06-25",14647,-12.3500354588032,0.322060892358422,-2.8985478511349,-3.54267734827947,-4.51482534408569,1.21428607434355,0.212161995067306
"20292","Aldeyra Therapeutics Shares Resume Trade","neutral",0.2,0.6,9977,"ALDEYRA THERAPEUTICS INC",4,NA,131,28,1,"2019-06-25",14647,-12.3500354588032,0.322060892358422,-2.8985478511349,-3.54267734827947,-4.51482534408569,1.21428607434355,0.212161995067306
"20293","Aldeyra Therapeutics shares are trading lower after the company announced its SOLACE trial in noninfectious anterior uveitis did not achieve statistical significance in its primary or secondary endpoints.","negative",0.8,0.9,9985,"ALDEYRA THERAPEUTICS INC",4,NA,160,28,0,"2019-06-25",14647,-12.3500354588032,0.322060892358422,-2.8985478511349,-3.54267734827947,-4.51482534408569,1.21428607434355,0.212161995067306
"20294","Aldeyra Therapeutics Announces SOLACE Trial In Noninfectious Anterior Uveitis Did Not Achieve Statistical Significance In Its Primary Or Secondary Endpoints","negative",0.9,0.8,9993,"ALDEYRA THERAPEUTICS INC",4,NA,157,28,0,"2019-06-25",14647,-12.3500354588032,0.322060892358422,-2.8985478511349,-3.54267734827947,-4.51482534408569,1.21428607434355,0.212161995067306
"20295","Amcor Enters Agreement For Sale Of Three Flexible Packaging Planks In UK And Ireland Fro $394M","neutral",0.2,0.6,10001,"A M C ENTERTAINMENT HOLDINGS INC",4,NA,143,28,1,"2019-06-25",14328,-5.29471188783646,-0.316452886909246,-2.84809616747603,-2.74260848260648,-5.56603893637657,-8.41720077274674,-13.1829969668069
"20296","Actinium Highlights Presentation Of New Data Demonstrating Effective Lymphodepletion With Lutetium-177 For CAR-T At The 2019 Society Of Nuclear Medicine And Molecular Imaging Annual Meeting","positive",0.8,0.9,10009,"ACTINIUM PHARMACEUTICALS INC",4,NA,160,28,2,"2019-06-25",14497,-1.8440343439579,-2.152637578547,-3.13111024172923,-6.02739445034585,-1.73649992793798,-1.36415346919844,-0.686760951281584
"20297","AeroVironment shares are trading lower after the company reported fiscal Q4 revenue decreased 23% from last year and fiscal Q4 gross margin decreased 27% from last year.","negative",0.9,0.8,10017,"AEROVIRONMENT INC",4,NA,149,28,0,"2019-06-25",91733,-0.824972987174988,-8.84032249450684,-9.75370942417364,-10.2104091355143,-3.39115783572197,-5.24218007120314,-0.129243742693175
"20298","Aerovironment Sees FY20 Sales $350M-$370M vs $351.2M Estimate, Adj. EPS $1.47-$1.67 vs $1.61 Est.","neutral",0.2,0.7,10025,"AEROVIRONMENT INC",4,NA,153,28,1,"2019-06-25",91733,-0.824972987174988,-8.84032249450684,-9.75370942417364,-10.2104091355143,-3.39115783572197,-5.24218007120314,-0.129243742693175
"20299","AeroVironment Q4 Adj. EPS $0.26, Inline, Sales $87.93M Beat $82.44M Estimate","positive",0.7,0.8,10033,"AEROVIRONMENT INC",4,NA,142,28,2,"2019-06-25",91733,-0.824972987174988,-8.84032249450684,-9.75370942417364,-10.2104091355143,-3.39115783572197,-5.24218007120314,-0.129243742693175
"20300","Fintech Focus Rewind: This CEO Wants To Make Business Expenses Easier","positive",0.6,0.8,10041,"AMERICAN EXPRESS CO",4,NA,126,28,2,"2019-06-25",59176,-0.789427850395441,0.349133368581533,1.57518246102732,3.34782987487423,-0.473024882376194,-0.624398639074186,-0.433109480793259
"20301","Big Lots Reports Tim Johnson To Step Down As CFO; Jonathan Ramsden Named Replacement","neutral",0.2,0.6,10049,"BIG LOTS INC",4,NA,126,28,1,"2019-06-25",67467,1.12850889563561,2.6277881115675,-2.05184158771768,-6.2634980371286,-5.21049089729786,-6.40545499350069,-8.79814551671622
"20302","How Shipping Banks' GHG Focus Impacts Fleets And Freight Rates","neutral",0.2,0.6,10057,"CITIGROUP INC",4,NA,124,28,1,"2019-06-25",70519,-1.29061369225383,1.02194212377071,5.86113837446383,6.89810081135476,-0.823889300227165,-1.01320827350073,-0.266300756880677
"20303","Stifel Nicolaus Initiates Coverage On CymaBay Therapeutics with Buy Rating, Announces $14 Price Target","positive",0.8,0.9,10065,"CYMABAY THERAPEUTICS INC",4,NA,147,28,2,"2019-06-25",14691,1.32939666509628,-2.62391101568937,2.47813537959707,0.87463442832163,-4.24328409135342,-1.02416197744759e-07,-3.56125357193154
"20304","Cameco Option Alert: Jan 17 $15 Calls Sweep (35) near the Ask: 1000 @ $0.201 vs 10200 OI; Earnings 7/24 After Close [est] Ref=$10.49","positive",0.6,0.8,10073,"CAMECO CORP",4,NA,163,28,2,"2019-06-25",83188,-1.79245788604021,1.3448640704155,3.17002812384575,2.78578254955637,-0.282217608764768,0.189040239114457,1.8251731752239
"20305","Crane Co.Criticizes CIRCOR's Revised Business Plan, Says Its $45/Share All-Cash Offer Represents A Better Option For Shareholders","negative",0.9,0.8,10081,"CIRCOR INTERNATIONAL INC",4,NA,143,28,0,"2019-06-25",87268,-0.109287945087999,-0.32823090441525,0.590810646496043,-0.634575340665244,-0.196335418149829,-0.521856204688043,-2.22269907006696
"20306","UPDATE: Credit Suisse Initiates Chipotle With Outperform, $870 Tgt As Firm Notes Co. 'has returned to a narrative of growth rather than recovery, with on-trend initiatives that well position the company to appeal to its target base and outperform peers'","positive",0.8,0.9,10089,"CHIPOTLE MEXICAN GRILL INC",4,NA,176,28,2,"2019-06-25",91068,1.25529477372765,-0.781481806188822,-1.38293480084898,1.33521167125197,-0.374213489703834,-1.98565019443164,-1.6595330429675
"20307","Credit Suisse Initiates Coverage On Chipotle Mexican Grill with Outperform Rating, Announces $870 Price Target","positive",0.8,0.9,10097,"CHIPOTLE MEXICAN GRILL INC",4,NA,144,28,2,"2019-06-25",91068,1.25529477372765,-0.781481806188822,-1.38293480084898,1.33521167125197,-0.374213489703834,-1.98565019443164,-1.6595330429675
"20308","Criteo Reports COO Mollie Spilman To Leave; CEO JB Rudelle To Directly Manage Sales, Operations Teams","negative",0.7,0.8,10105,"CRITEO S A",4,NA,139,28,0,"2019-06-25",14240,-0.60874717310071,-7.51669555902481,-1.22494055157475,0.0556805463517884,-1.84682328253984,-2.69251493307786,-2.64008513062851
"20309","Goldman Sachs Downgrades Delek US Hldgs to Sell, Announces $37 Price Target","negative",0.8,0.9,10113,"DELEK U S HOLDINGS INC NEW",4,NA,140,28,0,"2019-06-25",91215,-1.99437160044908,0.0260848435573279,3.52204117536541,3.13069873212011,-1.63480322808027,-1.88158559083516,2.75879985060243
"20310","UPDATE: Credit Suisse Initiates Domino's Pizza With Outperform, $320 Target As Firm Notes Co. 'is one of the best growth stories in restaurants, with ~10% revenue growth (~4% SSS, ~7% unit growth), margin expansion and benefits from repurchases'","positive",0.8,0.9,10121,"DOMINOS PIZZA INC",4,NA,174,28,2,"2019-06-25",90248,1.00959269329905,-0.458259182050824,-1.20156498458787,-0.645886080552227,-2.12606284767389,-2.6435356594795,-2.24811099302221
"20311","Credit Suisse Initiates Coverage On Domino's Pizza with Outperform Rating, Announces $320 Price Target","positive",0.8,0.9,10129,"DOMINOS PIZZA INC",4,NA,137,28,2,"2019-06-25",90248,1.00959269329905,-0.458259182050824,-1.20156498458787,-0.645886080552227,-2.12606284767389,-2.6435356594795,-2.24811099302221
"20312","DURECT Receives Approval From Nasdaq For Transfer Of Listing To Nasdaq Capital Market","positive",0.8,0.9,10137,"DURECT CORP",4,NA,130,28,2,"2019-06-25",88626,4.71170842647552,3.72178070247173,2.19646130287723,3.66076633632353,2.63934247195721,7.28238880627261,7.61430421084579
"20313","EQT Highlights 'Strong Shareholder Support' For Co.'s Board Nominees","positive",0.7,0.8,10145,"E Q T CORP",4,NA,129,28,2,"2019-06-25",24328,-6.4369298517704,2.77970544993877,4.79499357863922,10.7713634849155,0.984902027994394,-1.09324811964971,1.45118901309143
"20314","Elbit Systems' Subsidiary, BrightWay Vision, Raises $25 Million Investment","positive",0.9,0.8,10153,"ELBIT SYSTEMS LTD",4,NA,130,28,2,"2019-06-25",84207,-2.95193865895271,-1.53408190235496,-1.26296924411052,3.29300478491601,-0.934520829468966,-2.33767604712612,-2.60624893730084
"20315","Hearing China's Consul General In Montreal, Canada Says China Will Stop All Imports Of Meat Products From Canada Wed.","negative",0.8,0.9,10161,"ISHARES INC",4,NA,135,28,0,"2019-06-25",83211,-0.732981087639928,0.105480942875147,1.09001215220477,1.86356803118037,0.2098617143929,-0.417104064549079,0.702983663694257
"20316","'TSA says hundreds of its workers being diverted from airports to southern border' -Washington Post","neutral",0.2,0.6,10169,"ISHARES INC",4,NA,130,28,1,"2019-06-25",83223,-0.272238533943891,0.591451628133655,-0.159234989918522,-1.81983453143957,0.0226960211875848,-1.09938943689349,0.113565900938517
"20317","'Mexican forces will not detain migrants crossing US border: president' -Tweet From AFP","neutral",0.2,0.7,10177,"ISHARES INC",4,NA,130,28,1,"2019-06-25",83223,-0.272238533943891,0.591451628133655,-0.159234989918522,-1.81983453143957,0.0226960211875848,-1.09938943689349,0.113565900938517
"20318","US House Democratic Caucus Chair Jefferies Says House On Tues. Will Pass Aid To Address Migrant Surge At US, Mexico Border","neutral",0.2,0.6,10185,"ISHARES INC",4,NA,138,28,1,"2019-06-25",83223,-0.272238533943891,0.591451628133655,-0.159234989918522,-1.81983453143957,0.0226960211875848,-1.09938943689349,0.113565900938517
"20319","Mexican President Lopez Obrador Says Mexican National Guard Does Have Legal Right To Detain Migrants","neutral",0.2,0.6,10193,"ISHARES INC",4,NA,132,28,1,"2019-06-25",83223,-0.272238533943891,0.591451628133655,-0.159234989918522,-1.81983453143957,0.0226960211875848,-1.09938943689349,0.113565900938517
"20320","Brazil Central Bank President Roberto Campos Neto Says Economic, Fiscal Reforms Essential For Sustained Economic Recovery","positive",0.8,0.9,10201,"ISHARES INC",4,NA,133,28,2,"2019-06-25",88396,-2.65885591506958,0.810181628912687,0.648145294482361,8.17129338501292,0.0225425654207356,0.452695265279712,2.49423065262175
"20321","FactSet Reports Q3 Earnings Beats, Shares Rise","positive",0.8,0.9,10209,"FACTSET RESEARCH SYSTEMS INC",4,NA,127,28,2,"2019-06-25",83597,-2.75457222014666,1.43031952902675,2.65731334048078,2.18405273359763,-1.59353204071522,-2.632285449631,-2.88693984886348
"20322","FactSet Sees FY19 Adj. EPS $9.80-$9.90 vs $9.59 Est.","positive",0.7,0.8,10217,"FACTSET RESEARCH SYSTEMS INC",4,NA,139,28,2,"2019-06-25",83597,-2.75457222014666,1.43031952902675,2.65731334048078,2.18405273359763,-1.59353204071522,-2.632285449631,-2.88693984886348
