BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
96-HR-5305,1979,16,"Space, Science, Technology, and Communications",Democrat,0,0,"A bill to promote the full use of human resources in science and technology through a comprehensive program to maximize the potential contribution and advancement of women in scientific, professional, and technical careers.","A bill to promote the full use of human resources in science and technology through a comprehensive program to maximize the potential contribution and advancement of women in scientific, professional, and technical careers.",-0.469,-0.469,House,5305,HR,96,1799.0,2.0,0,0,0,0,0.0,2163.0,1,Richard Ottinger,NY,13
108-HR-3262,2003,10,Transportation,Republican,0,0,"To amend section 44921 of title 49, United States Code, to provide for the arming of cargo pilots against terrorism.","To amend section 44921 of title 49, United States Code, to provide for the arming of cargo pilots against terrorism.",0.532,0.532,House,3262,HR,108,1003.0,1.0,0,0,0,0,0.0,6547.0,1,Richard Baker,LA,45
102-HR-5074,1992,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,To protect civil rights.,To protect civil rights.,-0.656,-0.656,House,5074,HR,102,200.0,1.0,0,0,0,0,1.0,7219.0,1,John Conyers,MI,23
110-HR-6006,2008,15,Defense,Democrat,0,0,"To amend title 10, United States Code, to authorize the Secretary of a military department, and the Secretary of Defense with respect to the Defense Agencies, to participate in conservation banking programs and in-lieu-fee mitigation programs.","To amend title 10, United States Code, to authorize the Secretary of a military department, and the Secretary of Defense with respect to the Defense Agencies, to participate in conservation banking programs and in-lieu-fee mitigation programs.",-0.359602,-0.359602,House,6006,HR,110,1614.0,1.0,0,0,0,0,0.0,2188.0,0,Madeleine Bordallo,GU,0
90-HR-20206,1968,20,Public Lands and Water Management,Republican,0,0,To provide for the disposition of funds appropriated to pay a judgment in favor of the Chemehuevi Tribe of Indians,To provide for the disposition of funds appropriated to pay a judgment in favor of the Chemehuevi Tribe of Indians,0.194,0.194,House,20206,HR,90,2102.0,1.0,0,0,0,0,0.0,0.0,1,"Pettis, Jerry L.",CA,71
93-HR-485,1973,7,Environment,Republican,0,0,A bill to establish a national system of solid waste management.,A bill to establish a national system of solid waste management.,0.032,0.032,House,485,HR,93,703.0,1.0,0,0,0,0,0.0,716.0,0,Hamilton Fish,NY,13
87-HR-7095,1961,17,Foreign Trade,Democrat,0,0,"To amend paragraph 1798(c) (2) of the Tariff Act of 1930 to reduce temporarily the exemption from duty enjoyed by returning residents, and for other purposes","To amend paragraph 1798(c) (2) of the Tariff Act of 1930 to reduce temporarily the exemption from duty enjoyed by returning residents, and for other purposes",-0.246,-0.246,House,7095,HR,87,1807.0,1.0,0,0,0,0,1.0,2.0,1,"Dulski, Thaddeus J.",NY,13
90-S-968,1967,10,Transportation,Democrat,0,0,A bill to regulate and foster commerce among the States by providing a system for the taxation of interstate commerce,A bill to regulate and foster commerce among the States by providing a system for the taxation of interstate commerce,-0.42,-0.42,Senate,968,S,90,1000.0,1.0,0,0,0,0,0.0,4000.0,1,"Ribicoff, Abra",CT,1
85-HR-11956,1958,19,Government Operations,Democrat,0,0,"To amend the act of July 24, 1956, to promote continued efficient and economical operation of the public transportation facilities of the District of Columbia and the Washington metropolitan area by amending or repealing certain provisions of that act req","To amend the act of July 24, 1956, to promote continued efficient and economical operation of the public transportation facilities of the District of Columbia and the Washington metropolitan area by amending or repealing certain provisions of that act req",-0.229,-0.229,House,11956,HR,85,2014.0,1.0,0,0,0,0,0.0,2.0,1,"Lankford, Richard E.",MD,52
110-HR-7249,2008,8,Energy,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to provide a tax credit to farmers to offest high energy prices, to encourage the use of renewable energy, and to reduce prices to consumers.","To amend the Internal Revenue Code of 1986 to provide a tax credit to farmers to offest high energy prices, to encourage the use of renewable energy, and to reduce prices to consumers.",-0.483,-0.483,House,7249,HR,110,800.0,1.0,0,0,0,0,0.0,3650.0,0,Rush Holt,NJ,12
83-HR-279,1953,15,Defense,Republican,0,0,"To grant pensions to certain veterans of the war with Spain, the Philippine Insurrection, or the China Relief Expedition who served less than 70 days","To grant pensions to certain veterans of the war with Spain, the Philippine Insurrection, or the China Relief Expedition who served less than 70 days",0.328,0.328,House,279,HR,83,1608.0,1.0,0,0,0,0,0.0,10.0,1,"Goodwin, Angier L.",MA,3
83-HR-4946,1953,10,Transportation,Republican,0,0,To amend section 10 (a) of the Railroad Retirement Act of 1937,To amend section 10 (a) of the Railroad Retirement Act of 1937,0.122,0.122,House,4946,HR,83,1005.0,1.0,0,0,0,0,0.0,10.667,1,"Van Zandt, James E.",PA,14
93-HR-6334,1973,15,Defense,Democrat,1,1,"A bill to provide for the uniform application of the position classification and General Schedule pay rate provisions of title 5, United States Code, to certain employees of the Selective Service System.","A bill to provide for the uniform application of the position classification and General Schedule pay rate provisions of title 5, United States Code, to certain employees of the Selective Service System.",-0.077,-0.077,House,6334,HR,93,1608.0,2.0,1,1,1,0,0.0,716.0,1,David Henderson,NC,47
96-S-1133,1979,8,Energy,Democrat,0,0,"A bill to prohibit deregulation of oil pricing until January 1, 1980, or until such time as there is enacted an excess profits tax.","A bill to prohibit deregulation of oil pricing until January 1, 1980, or until such time as there is enacted an excess profits tax.",-0.355,-0.355,Senate,1133,S,96,803.0,1.0,0,0,0,0,0.0,0.0,0,Thomas Eagleton,MO,34
91-HR-6741,1969,18,International Affairs and Foreign Aid,Republican,0,0,"To relieve citizens of the United States of liability to repay to the United States amounts of money advanced to them to enable them to evaluate foreign zones of war or civil disturbance, and for other purposes","To relieve citizens of the United States of liability to repay to the United States amounts of money advanced to them to enable them to evaluate foreign zones of war or civil disturbance, and for other purposes",0.22,0.22,House,6741,HR,91,1929.0,1.0,0,0,0,0,0.0,16.0,1,"Broyhill, Joel T.",VA,40
107-HR-797,2001,17,Foreign Trade,Democrat,0,0,"To make an exception to the United States embargo on trade with Cuba for the export of agricultural commodities, medicines, medical supplies, medical instruments, or medical equipment, and for other purposes.","To make an exception to the United States embargo on trade with Cuba for the export of agricultural commodities, medicines, medical supplies, medical instruments, or medical equipment, and for other purposes.",-0.469,-0.469,House,797,HR,107,1803.0,2.0,0,0,0,0,0.0,10915.0,1,Charles Rangel,NY,13
110-S-874,2007,3,Health,Republican,0,0,"A bill to amend title 38, United States Code, to establish a financial assistance program to facilitate the provision of supportive services for very low-income veteran families in permanent housing, and for other purposes.","A bill to amend title 38, United States Code, to establish a financial assistance program to facilitate the provision of supportive services for very low-income veteran families in permanent housing, and for other purposes.",0.553,0.553,Senate,874,S,110,333.0,1.0,0,0,0,0,0.0,3627.0,1,Richard Burr,NC,47
94-S-1033,1975,20,Public Lands and Water Management,Democrat,0,0,"A bill to designate certain lands in the Malheur National Wildlife Refuge, Harney County, Oreg., as wilderness.","A bill to designate certain lands in the Malheur National Wildlife Refuge, Harney County, Oreg., as wilderness.",-0.277,-0.277,Senate,1033,S,94,2103.0,1.0,0,0,0,0,0.0,0.0,0,Henry Jackson,WA,73
99-HR-2822,1985,18,International Affairs and Foreign Aid,Democrat,0,0,"A bill to direct the Secretary of State to take certain measures to improve security at foreign international airports, and for other purposes.","A bill to direct the Secretary of State to take certain measures to improve security at foreign international airports, and for other purposes.",-0.446,-0.446,House,2822,HR,99,1927.0,2.0,0,0,0,0,1.0,5036.0,1,Dante Fascell,FL,43
89-HR-38,1965,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To provide that tile National Bureau of Standards shall conduct a program of investigation,research, and survey . to determine . the practicability of the adoption by the United States of the metric system of weights and measures","To provide that tile National Bureau of Standards shall conduct a program of investigation,research, and survey . to determine . the practicability of the adoption by the United States of the metric system of weights and measures",0.21,0.21,House,38,HR,89,1599.0,1.0,0,0,0,0,0.0,2.0,1,"McClory, Robert",IL,21
103-HR-3008,1993,12,Social Welfare,Democrat,0,0,To amend title XVI of the Social Security Act to require plans for achieving self-support to include a career or housing goal.,To amend title XVI of the Social Security Act to require plans for achieving self-support to include a career or housing goal.,-0.646,-0.646,House,3008,HR,103,1301.0,1.0,0,0,0,0,1.0,8002.0,1,Fortney Stark,CA,71
91-HR-12565,1969,19,Government Operations,Democrat,0,0,To provide for the appointmentof a layman as Deputy Chief Medical Director of the Veterans' Administration,To provide for the appointmentof a layman as Deputy Chief Medical Director of the Veterans Administration,0.09,0.09,House,12565,HR,91,2005.0,1.0,0,0,0,0,0.0,22.16,1,"Teague, Olin E.",TX,49
95-HR-7978,1977,9,Immigration,Democrat,0,0,"A bill to amend title XVI of the Social Security Act to provide that an alien is not qualified for supplemental security income benefits unless he has a permanent resident status in the United States for at least 6 years, and to provide for the establishment of procedures which will more effectively prevent the payment of such benefits to individuals who become ineligible because of their departure from the United States.","A bill to amend title XVI of the Social Security Act to provide that an alien is not qualified for supplemental security income benefits unless he has a permanent resident status in the United States for at least 6 years, and to provide for the establishment of procedures which will more effectively prevent the payment of such benefits to individuals who become ineligible because of their departure from the United States.",0.093,0.093,House,7978,HR,95,900.0,1.0,0,0,0,0,0.0,1370.0,0,Sam Hall,TX,49
111-HR-4052,2009,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Internal Revenue Code of 1986 to make certain disaster relief provisions permanent.,To amend the Internal Revenue Code of 1986 to make certain disaster relief provisions permanent.,-0.29,-0.29,House,4052,HR,111,1523.0,1.0,0,0,0,0,0.0,5097.0,1,Ron Kind,WI,25
89-HR-828,1965,20,Public Lands and Water Management,Republican,0,0,"To extend the period of time within which assurances of local cooperation may be furnished the Department of the Army in connection with a flood control1457828-865 project on the Yakima River at Ellensburg, Wash","To extend the period of time within which assurances of local cooperation may be furnished the Department of the Army in connection with a flood control1457828-865 project on the Yakima River at Ellensburg, Wash",0.2,0.2,House,828,HR,89,2104.0,1.0,0,0,0,0,0.0,6.0,1,"May, Catherine D.",WA,73
84-S-3841,1956,5,Labor and Employment,Republican,0,0,"A bill to provide for the relocation of the National Training School for Boys, and for other purposes","A bill to provide for the relocation of the National Training School for Boys, and for other purposes",0.379,0.379,Senate,3841,S,84,506.0,1.0,0,0,0,0,0.0,0.0,1,"Watkins, Arthu",UT,67
92-S-683,1971,6,Education,Democrat,0,0,"A bill to provide financial assistance for the establishment and maintenance of stable, quality, integrated education in elementary and secondary schools and to assist school districts to overcome the adverse educational effects of minority group isolatio","A bill to provide financial assistance for the establishment and maintenance of stable, quality, integrated education in elementary and secondary schools and to assist school districts to overcome the adverse educational effects of minority group isolatio",-0.516,-0.516,Senate,683,S,92,602.0,1.0,0,0,0,0,0.0,0.0,1,"MONDALE, WALTER F.",MN,33
82-HR-3918,1951,20,Public Lands and Water Management,Republican,0,0,Authorizing the issuance of a patent in fee to Marcella Mentz Wicks,Authorizing the issuance of a patent in fee to Marcella Mentz Wicks,0.031,0.031,House,3918,HR,82,2103.0,1.0,0,0,0,0,0.0,12.0,1,"Burdick, Usher L.",ND,36
114-S-1694,2015,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend Public Law 103-434 to authorize Phase III of the Yakima River Basin Water Enhancement Project for the purposes of improving water management in the Yakima River basin, and for other purposes.","A bill to amend Public Law 103-434 to authorize Phase III of the Yakima River Basin Water Enhancement Project for the purposes of improving water management in the Yakima River basin, and for other purposes.",-0.288,-0.288,Senate,1694,S,114,2104.0,1.0,0,0,1,0,0.0,695.0,1,Maria Cantwell,WA,73
102-S-2257,1992,12,Social Welfare,Democrat,0,0,"A bill to amend the Social Security Act to extend the terms of service of the members of the National Commission on Children, and for other purposes.","A bill to amend the Social Security Act to extend the terms of service of the members of the National Commission on Children, and for other purposes.",-0.16,-0.16,Senate,2257,S,102,1300.0,1.0,0,0,1,0,1.0,0.0,0,Lloyd Bentsen,TX,49
103-HR-4596,1994,19,Government Operations,Democrat,1,0,"To designate the building located at 2200 North Highway 67 in Florissant, Missouri, for the period of time during which it houses operations of the United States Postal Service, as the John L. Lawler, Jr. Post Office.","To designate the building located at 2200 North Highway 67 in Florissant, Missouri, for the period of time during which it houses operations of the United States Postal Service, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""John L. Lawler, Jr. Post Office"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",-0.576,-0.576,House,4596,HR,103,2008.0,2.0,0,0,1,0,1.0,8002.0,1,William Clay,MO,34
98-HR-6393,1984,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to extend the Equal Access to Justice Act.,A bill to extend the Equal Access to Justice Act.,-0.5,-0.5,House,6393,HR,98,1200.0,1.0,0,0,0,0,0.0,4300.0,1,Robert Kastenmeier,WI,25
96-HR-7748,1980,12,Social Welfare,Republican,0,0,"A bill to amend title II of the Social Security Act to suspend the payment of old-age or disability insurance benefits to any individual who is confined in a penal institution or correction facility, and to provide instead (if specified conditions are met) for the payment of such benefits to the individual's dependents or to such institution or facility.","A bill to amend title II of the Social Security Act to suspend the payment of old-age or disability insurance benefits to any individual who is confined in a penal institution or correction facility, and to provide instead (if specified conditions are met) for the payment of such benefits to the individual's dependents or to such institution or facility.",-0.036,-0.036,House,7748,HR,96,1303.0,1.0,0,0,0,0,0.0,2904.0,0,Matthew Rinaldo,NJ,12
94-HR-8696,1975,19,Government Operations,Republican,0,0,A bill to amend the Federal Tort Claims Act to allow a U.S. citizen to bring a civil action against the United States on certain claims arising in foreign countries.,A bill to amend the Federal Tort Claims Act to allow a U.S. citizen to bring a civil action against the United States on certain claims arising in foreign countries.,0.411,0.411,House,8696,HR,94,2015.0,1.0,0,0,0,0,0.0,1367.0,0,William Armstrong,CO,62
102-HR-1369,1991,20,Public Lands and Water Management,Republican,0,0,"To designate certain areas in the State of Colorado as components of the National Wilderness Preservation System, and for other purposes.","To designate certain areas in the State of Colorado as components of the National Wilderness Preservation System, and for other purposes.",0.618,0.618,House,1369,HR,102,2103.0,2.0,0,0,0,0,0.0,645.0,0,Wayne Allard,CO,62
93-HR-210,1973,18,International Affairs and Foreign Aid,Democrat,0,0,A bill to insure international cooperation in the prosecution of extradition to the United States of persons alleged to have committed aircraft piracy against the laws of the United States or international law.,A bill to insure international cooperation in the prosecution of extradition to the United States of persons alleged to have committed aircraft piracy against the laws of the United States or international law.,-0.309,-0.309,House,210,HR,93,1927.0,1.0,0,0,0,0,0.0,716.0,0,Robert Roe,NJ,12
81-HR-6451,1949,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend section 1 of the Expediting act of February 11, 1903, as amended","To amend section 1 of the Expediting act of February 11, 1903, as amended",-0.468,-0.468,House,6451,HR,81,1521.0,1.0,0,0,0,0,1.0,25.833,1,"Celler, Emanuel",NY,13
114-S-2623,2016,3,Health,Democrat,0,0,A bill to amend the Internal Revenue Code of 1986 to deny the deduction for advertising and promotional expenses for prescription drugs.,A bill to amend the Internal Revenue Code of 1986 to deny the deduction for advertising and promotional expenses for prescription drugs.,-0.439,-0.439,Senate,2623,S,114,335.0,1.0,0,0,0,0,0.0,0.0,0,Alan Franken,MN,33
86-HR-507,1959,12,Social Welfare,Republican,0,0,To amend title II of the Social Security Act to increase the amount of outside income which a widow with minor children may earn without suffering deductions from the benefits towhich she is entitled under such title,To amend title II of the Social Security Act to increase the amount of outside income which a widow with minor children may earn without suffering deductions from the benefits towhich she is entitled under such title,0.27,0.27,House,507,HR,86,1303.0,1.0,0,0,0,0,0.0,10.0,1,"Ford, Gerald R. Jr.",MI,23
102-HR-2247,1991,4,Agriculture,Democrat,0,0,To amend the Agricultural Act of 1949 to limit the milk price support program to the 48 contiguous States in the continental United States.,To amend the Agricultural Act of 1949 to limit the milk price support program to the 48 contiguous States in the continental United States.,-0.511,-0.511,House,2247,HR,102,402.0,1.0,0,0,0,0,0.0,7219.0,0,Patsy Mink,HI,82
114-HR-1959,2015,6,Education,Democrat,0,0,To provide Dreamer students with access to student financial aid.,To provide Dreamer students with access to student financial aid.,-0.34,-0.34,House,1959,HR,114,601.0,2.0,0,0,0,0,0.0,7301.0,1,Rubén Hinojosa,TX,49
81-HR-3128,1949,9,Immigration,Democrat,0,0,To grant permanent residence in the United States to Jadwiga Pulaska,To grant permanent residence in the United States to Jadwiga Pulaska,-0.458,-0.458,House,3128,HR,81,900.0,1.0,0,0,0,0,0.0,6.0,1,"Gordon, Thomas S.",IL,21
91-S-236,1969,4,Agriculture,Democrat,0,0,"A bill to provide a special export wheat payment to farmers for a portion of crops of wheat and to provide that price support for corn, beginning with the 1969 crop, shall be at a national average rate of not less than 90 per centum of parity, and for oth","A bill to provide a special export wheat payment to farmers for a portion of crops of wheat and to provide that price support for corn, beginning with the 1969 crop, shall be at a national average rate of not less than 90 per centum of parity, and for oth",-0.58,-0.58,Senate,236,S,91,400.0,1.0,0,0,0,0,0.0,4000.0,1,"McGovern, Geor",SD,37
86-HR-12794,1960,18,International Affairs and Foreign Aid,Democrat,0,0,"To provide that additional information shall be included in certain reports relating to the use of foreign currencies, and for other purposes","To provide that additional information shall be included in certain reports relating to the use of foreign currencies, and for other purposes",0.193,0.193,House,12794,HR,86,1900.0,1.0,0,0,0,0,0.0,12.0,1,"Burleson, Omar T.",TX,49
113-HR-5575,2014,7,Environment,Democrat,0,0,"To direct the Secretary of Transportation to establish a program to provide grants to carry out projects to reduce railway noise levels that adversely impact schools located in urbanized areas, and for other purposes.","To direct the Secretary of Transportation to establish a program to provide grants to carry out projects to reduce railway noise levels that adversely impact schools located in urbanized areas, and for other purposes.",-0.412,-0.412,House,5575,HR,113,705.0,1.0,0,0,0,0,0.0,5841.0,0,Joseph Crowley,NY,13
96-HR-4805,1979,4,Agriculture,Democrat,0,0,"A bill to establish a National Center for Alternative Research, to develop and coordinate alternative methods of research and testing which do not involve the use of live animals, to develop training programs in the use of alternative methods of research and testing which do not involve the use of live animals, to disseminate information on such methods, and for other purposes.","A bill to establish a National Center for Alternative Research, to develop and coordinate alternative methods of research and testing which do not involve the use of live animals, to develop training programs in the use of alternative methods of research and testing which do not involve the use of live animals, to disseminate information on such methods, and for other purposes.",-0.584,-0.584,House,4805,HR,96,405.0,2.0,0,0,0,0,0.0,2163.0,0,Frederick Richmond,NY,13
110-HR-3958,2007,19,Government Operations,Republican,0,0,"To amend title 31, United States Code, to require certain additional calculations to be included in the annual financial statement submitted under section 331(e) of that title, and for other purposes.","To amend title 31, United States Code, to require certain additional calculations to be included in the annual financial statement submitted under section 331(e) of that title, and for other purposes.",0.759,0.759,House,3958,HR,110,2002.0,2.0,0,0,0,0,0.0,730.0,0,Michele Bachmann,MN,33
89-HR-539,1965,15,Defense,Democrat,0,0,"To amend section 312 of title 38, United States Code, by providing a 2year presumptive period of service connection for the psychoses which develop within 2 years from the date of separation from active service","To amend section 312 of title 38, United States Code, by providing a 2year presumptive period of service connection for the psychoses which develop within 2 years from the date of separation from active service",0.08,0.08,House,539,HR,89,1608.0,1.0,0,0,0,0,0.0,18.16,1,"Teague, Olin E.",TX,49
86-HR-561,1959,1,Macroeconomics,Democrat,0,0,To increase to $700 the amount a dependent may earn without loss of exemption to the taxpayer,To increase to $700 the amount a dependent may earn without loss of exemption to the taxpayer,-0.513,-0.513,House,561,HR,86,107.0,1.0,0,0,0,0,0.0,8.0,1,"Machrowicz, Thaddeus M.",MI,23
106-S-1580,1999,4,Agriculture,Republican,0,0,"A bill to amend the Federal Crop Insurance Act to assist agricultural producers in managing risk, and for other purposes.","A bill to amend the Federal Crop Insurance Act to assist agricultural producers in managing risk, and for other purposes.",0.379,0.379,Senate,1580,S,106,402.0,1.0,0,0,0,0,1.0,5751.0,1,Pat Roberts,KS,32
102-HR-1437,1991,4,Agriculture,Democrat,0,0,"To authorize the Secretary of Agriculture to construct buildings and related facilities on federally owned land in Skagit County, Washington, for plant materials purposes.","To authorize the Secretary of Agriculture to construct buildings and related facilities on federally owned land in Skagit County, Washington, for plant materials purposes.",-0.473,-0.473,House,1437,HR,102,400.0,1.0,0,0,0,0,0.0,5016.0,0,Allan Swift,WA,73
84-S-1344,1955,12,Social Welfare,Republican,0,0,A bill to extend the Federal old-age and survivors insurance system to dentists.,A bill to extend the Federal old-age and survivors insurance system to dentists.,0.454,0.454,Senate,1344,S,84,1303.0,1.0,0,0,0,0,1.0,0.0,0,"Bridges, H. St",NH,4
111-HR-4487,2010,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To require the approval of a majority of a public company's shareholders for any expenditure by that company to influence public opinion on matters not related to the company's products or services.,To require the approval of a majority of a public company's shareholders for any expenditure by that company to influence public opinion on matters not related to the company's products or services.,-0.383,-0.383,House,4487,HR,111,1520.0,1.0,0,0,0,0,0.0,715.0,1,Alan Grayson,FL,43
84-HR-4734,1955,20,Public Lands and Water Management,Democrat,1,1,"To amend the provisions of the Rivers and Harbors Act of 1954 which authorize the Secretary of the Army to reimburse local interests for work done on a dredging project at Los Angeles and Long Beach Harbors, Calif., during a period ending on July 1, 1953,","To amend the provisions of the Rivers and Harbors Act of 1954 which authorize the Secretary of the Army to reimburse local interests for work done on a dredging project at Los Angeles and Long Beach Harbors, Calif., during a period ending on July 1, 1953,",-0.476,-0.476,House,4734,HR,84,2104.0,1.0,1,1,0,0,0.0,12.417,1,"King, Cecil R.",CA,71
111-HR-2679,2009,9,Immigration,Democrat,0,0,"To extend certain immigration programs, and for other purposes.","To extend certain immigration programs, and for other purposes.",-0.104,-0.104,House,2679,HR,111,900.0,3.0,0,0,0,0,0.0,1448.0,0,Gabrielle Giffords,AZ,61
80-S-1919,1947,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"A bill to amend the act entitled A:. act to provide for the registration and protection of trademarks used in commerce, to carry out the provisions of international conventions, and for other purposes, approved July 5, 1946","A bill to amend the act entitled A:. act to provide for the registration and protection of trademarks used in commerce, to carry out the provisions of international conventions, and for other purposes, approved July 5, 1946",-0.0002153380151543,,Senate,1919,S,80,1522.0,1.0,0,0,0,0,0.0,0.0,0,"Hawkes, Albert",NJ,12
83-S-2761,1954,20,Public Lands and Water Management,Republican,1,1,"A bill to approve repayment contracts negotiated with the Hermiston and West Extension Irrigation Districts, Oregon, and to authorize their execution, and for other purposes","A bill to approve repayment contracts negotiated with the Hermiston and West Extension Irrigation Districts, Oregon, and to authorize their execution, and for other purposes",0.341,0.341,Senate,2761,S,83,2104.0,1.0,1,0,1,0,0.0,0.0,1,"Cordon, Guy",OR,72
105-S-1319,1997,19,Government Operations,Democrat,0,0,A bill to repeal the Line Item Veto Act of 1996.,A bill to repeal the Line Item Veto Act of 1996.,-0.351,-0.351,Senate,1319,S,105,2011.0,1.0,0,0,0,0,0.0,0.0,0,Robert Byrd,WV,56
106-S-590,1999,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain hardrock mines, and for other purposes.","A bill to amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain hardrock mines, and for other purposes.",-0.518,-0.518,Senate,590,S,106,2103.0,1.0,0,0,0,0,0.0,0.0,0,Russell Feingold,WI,25
91-HR-4242,1969,19,Government Operations,Democrat,0,0,"To amend the Federal Regulation of Lobbying Act, and for other purposes","To amend the Federal Regulation of Lobbying Act, and for other purposes",-0.56,-0.56,House,4242,HR,91,2012.0,1.0,0,0,0,0,1.0,45.83,1,"Celler, Emanuel",NY,13
104-HR-4209,1996,19,Government Operations,Republican,0,0,"To amend the National Voter Registration Act of 1993 to require each individual registering to vote in elections for Federal office to provide the individual's Social Security number and to permit a State to remove a registrant who fails to vote in two consecutive general elections for Federal office from the official list of eligible voters in elections for Federal office on the ground that the registrant has changed residence, if the registrant fails to respond to written notices requesting confirmation of the registrant's residence.","To amend the National Voter Registration Act of 1993 to require each individual registering to vote in elections for Federal office to provide the individual's Social Security number and to permit a State to remove a registrant who fails to vote in two consecutive general elections for Federal office from the official list of eligible voters in elections for Federal office on the ground that the registrant has changed residence, if the registrant fails to respond to written notices requesting confirmation of the registrant's residence.",0.397,0.397,House,4209,HR,104,2012.0,1.0,0,0,0,0,0.0,5751.0,0,Bill McCollum,FL,43
99-S-1143,1985,11,"Law, Crime, and Family Issues",Republican,0,0,An original bill to amend the Toxic Substances Control Act to authorize appropriations for fiscal year 1986.,An original bill to amend the Toxic Substances Control Act to authorize appropriations for fiscal year 1986.,0.06,0.06,Senate,1143,S,99,1203.0,1.0,0,0,1,0,0.0,0.0,1,David Durenberger,MN,33
83-HR-9392,1954,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend the Flammable Fabrics Act, so as to exempt from its application fabrics and wearing apparel which are not highly inflammable","To amend the Flammable Fabrics Act, so as to exempt from its application fabrics and wearing apparel which are not highly inflammable",0.067,0.067,House,9392,HR,83,1525.0,1.0,0,0,0,0,0.0,6.0,1,"Patterson, James T.",CT,1
82-HR-7384,1952,19,Government Operations,Democrat,0,0,"To declare the public policy of the District of Columbia to be opposed to the segregation of persons of different race, color, creed, national origin, or ancestry; to provide for the operation of the public schools of the District of Columbia on a nonsegr","To declare the public policy of the District of Columbia to be opposed to the segregation of persons of different race, color, creed, national origin, or ancestry; to provide for the operation of the public schools of the District of Columbia on a nonsegr",-0.699,-0.699,House,7384,HR,82,2014.0,1.0,0,0,0,0,0.0,8.417,1,"Klein, Arthur G.",NY,13
92-S-3766,1972,8,Energy,Democrat,0,0,"A bill to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and the 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes","A bill to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and the 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes",-0.319,-0.319,Senate,3766,S,92,803.0,1.0,0,0,0,0,0.0,8000.0,1,"MAGNUSON, WARREN GRANT",WA,73
110-HR-5023,2008,17,Foreign Trade,Democrat,0,0,To extend the temporary suspension of duty on Dinotefuran.,To extend the temporary suspension of duty on Dinotefuran.,-0.317,-0.317,House,5023,HR,110,1807.0,1.0,0,0,0,0,0.0,4379.0,0,Ellen Tauscher,CA,71
90-HR-12487,1967,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend the Securities Act of 1933 to exempt certain securities sold, given, or otherwise transferred to certain employees","To amend the Securities Act of 1933 to exempt certain securities sold, given, or otherwise transferred to certain employees",-0.526,-0.526,House,12487,HR,90,1502.0,1.0,0,0,0,0,0.0,5.167,1,"Gonzalez, Henry B.",TX,49
86-HR-7323,1959,7,Environment,Republican,0,0,To provide for the payment of bounties on dogfish sharks to control the depredations of this species on the fisheries of the United States,To provide for the payment of bounties on dogfish sharks to control the depredations of this species on the fisheries of the United States,0.168,0.168,House,7323,HR,86,709.0,1.0,0,0,0,0,0.0,6.0,1,"Pelly, Thomas M.",WA,73
