BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_impute,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
102-S-1046,1991,18,International Affairs and Foreign Aid,100.0,0,0,A bill to provide for the establishment of an international arms suppliers regime to limit the transfer of armaments to nations in the Middle East.,A bill to provide for the establishment of an international arms suppliers regime to limit the transfer of armaments to nations in the Middle East.,-0.343,-0.343,1,1046,S,102,1921.0,1.0,0,0,0,0,1.0,0.0,1,Joseph Biden,DE,11.0
91-HR-969,1969,18,International Affairs and Foreign Aid,100.0,0,0,To provide for reimbursement of United States cities for a portion of expenses incurred in connection with the entertainment of foreign officials,To provide for reimbursement of United States cities for a portion of expenses incurred in connection with the entertainment of foreign officials,-0.62,-0.62,0,969,HR,91,1929.0,1.0,0,0,0,0,0.0,4.0,1,"Bingham, Jonathan B.",NY,13.0
96-HR-866,1979,1,Macroeconomics,200.0,0,0,"A bill to amend the United States Code (relating to Congressional Budget and Fiscal Operations) to set a maximum percentage of nine per centum by which federal expenditures and new budget authority could increase from any one fiscal year to the next fiscal year, except in time of war or in time of economic necessity declared by Congress.","A bill to amend the United States Code (relating to Congressional Budget and Fiscal Operations) to set a maximum percentage of nine per centum by which federal expenditures and new budget authority could increase from any one fiscal year to the next fiscal year, except in time of war or in time of economic necessity declared by Congress.",0.195,0.195,0,866,HR,96,105.0,2.0,0,0,0,0,0.0,2904.0,0,Chalmers Wylie,OH,24.0
93-HR-15093,1974,19,Government Operations,100.0,1,0,"A bill to amend title 5, United States Code, to correct inequities in the determination of rates of basic pay in conversions to the general schedule of employees and positions subject to prevailing rate pay schedules.","A bill to amend title 5, United States Code, to correct inequities in the determination of rates of basic pay in conversions to the general schedule of employees and positions subject to prevailing rate pay schedules.",0.013,0.013,0,15093,HR,93,2004.0,1.0,0,0,0,0,0.0,716.0,0,Thomas Downing,VA,40.0
101-S-917,1989,20,Public Lands and Water Management,200.0,0,0,"A bill to expand the powers of the Indian Arts and Crafts Board, and for other purposes.","A bill to expand the powers of the Indian Arts and Crafts Board, and for other purposes.",0.338,0.338,1,917,S,101,2102.0,1.0,0,0,0,0,0.0,1384.0,0,John McCain,AZ,61.0
81-HR-4326,1949,5,Labor and Employment,100.0,0,0,To transfer the employment service administration of the various States to the United States Department of Labor,To transfer the employment service administration of the various States to the United States Department of Labor,-0.44,-0.44,0,4326,HR,81,500.0,1.0,0,0,0,0,0.0,4.0,1,"Miller, George P.",CA,71.0
92-HR-11038,1971,1,Macroeconomics,100.0,0,0,"To amend the Economic Stabilization Act of 1970, as amended, to direct the President to stabilize rentals and carrying charges through the period ending at midnight, April 30, 1972","To amend the Economic Stabilization Act of 1970, as amended, to direct the President to stabilize rentals and carrying charges through the period ending at midnight, April 30, 1972",-0.81,-0.81,0,11038,HR,92,110.0,1.0,0,0,0,0,0.0,10.0,1,"Ryan, William Fitts",NY,13.0
87-S-1339,1961,12,Social Welfare,200.0,0,0,A bill amending title II of the Social Security Act to permit certain children to receive benefits thereunder on the basis of the wages and self employment income of an individual who has supported them.,A bill amending title II of the Social Security Act to permit certain children to receive benefits thereunder on the basis of the wages and self employment income of an individual who has supported them.,-0.265,-0.265,1,1339,S,87,1303.0,1.0,0,0,0,0,0.0,8000.0,0,"Javits, Jacob",NY,13.0
104-HR-3325,1996,7,Environment,200.0,0,0,To provide certain technical assistance to the Chickasaw Basin Authority.,To provide certain technical assistance to the Chickasaw Basin Authority.,0.522,0.522,0,3325,HR,104,711.0,1.0,0,0,0,0,0.0,639.0,1,Ed Bryant,TN,54.0
104-S-845,1995,12,Social Welfare,200.0,0,0,"A bill to replace the supplemental security income program for the disabled and blind with a block grant to the States, and for other purposes.","A bill to replace the supplemental security income program for the disabled and blind with a block grant to the States, and for other purposes.",0.565,0.565,1,845,S,104,1304.0,1.0,0,0,0,0,0.0,0.0,0,John Ashcroft,MO,34.0
86-HR-13222,1960,18,International Affairs and Foreign Aid,100.0,0,0,"To provide that the Secretary of State shall investigate and report to the Congress as to the feasibility of establishing a Pacific International House on Sand Island, Hawaii","To provide that the Secretary of State shall investigate and report to the Congress as to the feasibility of establishing a Pacific International House on Sand Island, Hawaii",-0.415,-0.415,0,13222,HR,86,1926.0,1.0,0,0,0,0,0.0,0.0,1,"Inouye, Daniel K.",HI,82.0
106-HR-4595,2000,17,Foreign Trade,200.0,0,0,To suspend temporarily the duty on nelfilcon polymer.,To suspend temporarily the duty on nelfilcon polymer.,0.534,0.534,0,4595,HR,106,1807.0,1.0,0,0,0,0,0.0,709.0,0,John Isakson,GA,44.0
110-HR-234,2007,7,Environment,100.0,0,0,To make funds available for Pacific Salmon emergency disaster assistance.,To make funds available for Pacific Salmon emergency disaster assistance.,-0.413,-0.413,0,234,HR,110,709.0,1.0,0,0,0,0,0.0,3650.0,0,Mike Thompson,CA,71.0
83-HR-1431,1953,1,Macroeconomics,200.0,0,0,"To amend section 113 of the Internal Revenue Code with respect to the adjustment of the basis of property for depreciation, obsolescence, amortization. and depletion","To amend section 113 of the Internal Revenue Code with respect to the adjustment of the basis of property for depreciation, obsolescence, amortization. and depletion",0.422,0.422,0,1431,HR,83,107.0,1.0,0,0,0,0,0.0,16.0,1,"Simpson, Richard M.",PA,14.0
90-S-1550,1967,4,Agriculture,100.0,0,1,"A bill to amend the Consolidated Farmers Home Administration Act of 1961, as amended, to provide for release of valueless liens, and for other purposes.","A bill to amend the Consolidated Farmers Home Administration Act of 1961, as amended, to provide for release of valueless liens, and for other purposes.",0.14,0.14,1,1550,S,90,402.0,1.0,0,0,1,0,0.0,0.0,1,"Ellender, Alle",LA,45.0
105-HR-633,1997,19,Government Operations,200.0,1,1,"To amend the Foreign Service Act of 1980 to provide that the annuities of certain special agents and security personnel of the Department of State be computed in the same way as applies generally with respect to Federal law enforcement officers, and for other purposes.","To amend the Foreign Service Act of 1980 to provide that the annuities of certain special agents and security personnel of the Department of State be computed in the same way as applies generally with respect to Federal law enforcement officers, and for other purposes.",0.367,0.367,0,633,HR,105,2004.0,2.0,1,1,0,0,0.0,1445.0,1,Thomas Davis,VA,40.0
85-HR-9738,1958,15,Defense,100.0,1,1,"To authorize the Secretary of the H. Navy to convey to the city of Macon, Ga a parcel of land in the said city of Macon containing 5.39 acres, more or less","To authorize the Secretary of the H. Navy to convey to the city of Macon, Ga a parcel of land in the said city of Macon containing 5.39 acres, more or less",-0.086,-0.086,0,9738,HR,85,1611.0,1.0,1,1,0,0,1.0,42.167,1,"Vinson, Carl",GA,44.0
103-HR-859,1993,10,Transportation,100.0,0,0,"To exclude shipboard supervisory personnel from selection as employer representatives, and for other purposes.","To exclude shipboard supervisory personnel from selection as employer representatives, and for other purposes.",-0.606,-0.606,0,859,HR,103,1007.0,1.0,0,0,0,0,0.0,2158.0,1,Donald Payne,NJ,12.0
81-HR-5137,1949,11,"Law, Crime, and Family Issues",100.0,1,0,To provide for the appointment of an additional Federal district judge for the eastern district of Texas,To provide for the appointment of an additional Federal district judge for the eastern district of Texas,-0.31,-0.31,0,5137,HR,81,1204.0,1.0,0,1,0,0,0.0,4.0,1,"Combs, Jesse M.",TX,49.0
111-S-2213,2009,17,Foreign Trade,100.0,0,0,A bill to suspend temporarily the duty on certain food choppers.,A bill to suspend temporarily the duty on certain food choppers.,-0.416,-0.416,1,2213,S,111,1807.0,1.0,0,0,0,0,1.0,2163.0,0,Christopher Dodd,CT,1.0
81-HR-9172,1950,19,Government Operations,200.0,0,0,"To amend the Civil Service Retirement Act of May 29, 1930, as amended, to provide increased retirement benefits for immigrant inspectors, Immigration and Naturalization Service, Department of Justice","To amend the Civil Service Retirement Act of May 29, 1930, as amended, to provide increased retirement benefits for immigrant inspectors, Immigration and Naturalization Service, Department of Justice",0.413,0.413,0,9172,HR,81,2004.0,1.0,0,0,0,0,0.0,23.833,1,"Jenkins, Thomas A.",OH,24.0
104-HR-4313,1996,14,"Banking, Finance, and Domestic Commerce",200.0,0,0,"To amend the Small Business Act to strengthen existing protections for small business participation in Federal contracting opportunities, to provide for assessments of the impacts on small businesses of the steadily increasing use of contract bundling by the procurement activities of the various Federal agencies, and for other purposes.","To amend the Small Business Act to strengthen existing protections for small business participation in Federal contracting opportunities, to provide for assessments of the impacts on small businesses of the steadily increasing use of contract bundling by the procurement activities of the various Federal agencies, and for other purposes.",0.223,0.223,0,4313,HR,104,1521.0,2.0,0,0,0,0,1.0,4292.0,1,Jan Meyers,KS,32.0
108-HR-3059,2003,19,Government Operations,100.0,1,1,"To designate the facility of the United States Postal Service located at 304 West Michigan Street in Stuttgart, Arkansas, as the Lloyd L. Burke Post Office.","To designate the facility of the United States Postal Service located at 304 West Michigan Street in Stuttgart, Arkansas, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lloyd L. Burke Post Office"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",-0.284,-0.284,0,3059,HR,108,2008.0,2.0,1,0,1,0,0.0,2893.0,0,Robert Berry,AR,42.0
80-HR-3556,1947,19,Government Operations,100.0,0,0,"To amend the Civil Service Retirement Act of May 29, 1930, as amended, to provide annuities for United States marshals and deputy marshals of the courts of the United States","To amend the Civil Service Retirement Act of May 29, 1930, as amended, to provide annuities for United States marshals and deputy marshals of the courts of the United States",-0.435,-0.435,0,3556,HR,80,2004.0,1.0,0,0,0,0,0.0,10.0,1,"Keogh, Eugene J.",NY,13.0
100-HR-3193,1987,2,"Civil Rights, Minority Issues, and Civil Liberties",100.0,1,0,"A bill to provide for the acquisition and publication of data about crimes that manifest prejudice based on race, religion, sexual orientation, or ethnicity.","A bill to provide for the acquisition and publication of data about crimes that manifest prejudice based on race, religion, sexual orientation, or ethnicity.",-0.665,-0.665,0,3193,HR,100,200.0,2.0,0,1,0,0,0.0,5771.0,1,John Conyers,MI,23.0
86-HR-728,1959,15,Defense,200.0,0,0,"To amend sections 522 and 545 of title 38, United States Code, to increase the income limitations applicable to the payment of pension for non-service-connected disability or death to $1,800 and $3,000","To amend sections 522 and 545 of title 38, United States Code, to increase the income limitations applicable to the payment of pension for non-service-connected disability or death to $1,800 and $3,000",-0.126,-0.126,0,728,HR,86,1608.0,1.0,0,0,0,0,0.0,18.0,1,"Canfield, Gordon",NJ,12.0
92-HR-12311,1971,19,Government Operations,100.0,0,0,"To amend chapter 89 of title 5, United States Code, to provide improved health benefits for Fereral employees","To amend chapter 89 of title 5, United States Code, to provide improved health benefits for Fereral employees",-0.2,-0.2,0,12311,HR,92,2004.0,1.0,0,0,0,0,0.0,0.0,1,"Roy, William R.",KS,32.0
93-HR-2188,1973,15,Defense,200.0,0,0,A bill; Vietnam Disengagement Act of 1973.,A bill; Vietnam Disengagement Act of 1973.,-0.199,-0.199,0,2188,HR,93,1619.0,1.0,0,0,0,0,0.0,716.0,0,Charles Whalen,OH,24.0
105-S-2642,1998,4,Agriculture,200.0,0,0,A bill to establish a Chief Agricultural Negotiator in the Office of the United States Trade Representative.,A bill to establish a Chief Agricultural Negotiator in the Office of the United States Trade Representative.,0.565,0.565,1,2642,S,105,401.0,1.0,0,0,0,0,0.0,0.0,0,John Ashcroft,MO,34.0
80-HR-7064,1948,19,Government Operations,200.0,0,0,To provide for permanent pay increases for Government employees designated as unclassified or ungraded,To provide for permanent pay increases for Government employees designated as unclassified or ungraded,0.336,0.336,0,7064,HR,80,2004.0,1.0,0,0,0,0,0.0,2.0,1,"Cole, Albert M.",KS,32.0
108-HR-2169,2003,20,Public Lands and Water Management,200.0,0,0,"To save taxpayers money, reduce the deficit, cut corporate welfare, protect communities from wildfires, encourage Federal land management agency reform and accountability, and protect and restore America's natural heritage by eliminating the fiscally wasteful and ecologically destructive commercial logging program on Federal public lands, restoring native biodiversity in our Federal public forests, and facilitating the economic recovery and diversification of communities affected by the Federal logging program.","To save taxpayers money, reduce the deficit, cut corporate welfare, protect communities from wildfires, encourage Federal land management agency reform and accountability, and protect and restore America's natural heritage by eliminating the fiscally wasteful and ecologically destructive commercial logging program on Federal public lands, restoring native biodiversity in our Federal public forests, and facilitating the economic recovery and diversification of communities affected by the Federal logging program.",0.21,0.21,0,2169,HR,108,2103.0,3.0,0,0,0,0,0.0,10201.0,0,James Leach,IA,31.0
82-S-337,1951,3,Health,100.0,0,0,"A bill to amend the Public Health Service Act and the Vocational Education Act of 1946 to provide an emergency 5year program of grants and scholarships for education in the fields of medicine, osteopathy, dentistry, dental hygiene, public health, and nurs","A bill to amend the Public Health Service Act and the Vocational Education Act of 1946 to provide an emergency 5year program of grants and scholarships for education in the fields of medicine, osteopathy, dentistry, dental hygiene, public health, and nurs",-0.478,-0.478,1,337,S,82,325.0,1.0,0,0,1,0,0.0,0.0,1,"Murray, James",MT,64.0
97-HR-5218,1981,11,"Law, Crime, and Family Issues",100.0,0,0,"A bill to amend title 18 of the United States Code to prohibit the production and knowing possession of false documents or papers of the United States, and the use of false information in obtaining any official document or paper of the United States which includes a statement or other indication of identification or United States nationality.","A bill to amend title 18 of the United States Code to prohibit the production and knowing possession of false documents or papers of the United States, and the use of false information in obtaining any official document or paper of the United States which includes a statement or other indication of identification or United States nationality.",-0.372,-0.372,0,5218,HR,97,1210.0,1.0,0,0,0,0,0.0,1438.0,0,Anthony Coelho,CA,71.0
96-HR-4602,1979,5,Labor and Employment,100.0,0,0,"A bill to provide training, counseling, and services for displaced homemakers.","A bill to provide training, counseling, and services for displaced homemakers.",-0.297,-0.297,0,4602,HR,96,502.0,1.0,0,0,0,0,0.0,2163.0,0,John LaFalce,NY,13.0
80-HR-6008,1948,8,Energy,200.0,0,0,To amend the Internal Revenue Code by providing a synthetic liquid fuel plant amortization deduction and a percentage depletion for certain materials used in the production of synthetic fuels,To amend the Internal Revenue Code by providing a synthetic liquid fuel plant amortization deduction and a percentage depletion for certain materials used in the production of synthetic fuels,0.355,0.355,0,6008,HR,80,806.0,1.0,0,0,0,0,0.0,10.0,1,"Case, Francis H.",SD,37.0
90-HR-1221,1967,15,Defense,100.0,0,0,To amend title 38 of the United States Code in order to increase the amount of the spouses income which may be excluded in determining a veterans annual income for determining his eligibility for pensions,To amend title 38 of the United States Code in order to increase the amount of the spouses income which may be excluded in determining a veterans annual income for determining his eligibility for pensions,-0.791,-0.791,0,1221,HR,90,1608.0,1.0,0,0,0,0,0.0,6.0,1,"Ryan, William Fitts",NY,13.0
80-HR-1765,1947,11,"Law, Crime, and Family Issues",100.0,0,0,"To amend the act entitled An act defining the compensation of persons holding positions as deputy clerks and commissioners of United States district courts, and for other purposes, approved June 16, 1938","To amend the act entitled An act defining the compensation of persons holding positions as deputy clerks and commissioners of United States district courts, and for other purposes, approved June 16, 1938",-0.07,-0.07,0,1765,HR,80,1204.0,1.0,0,0,0,0,0.0,10.0,1,"Hendricks, Joseph E.",FL,43.0
113-S-2563,2014,10,Transportation,100.0,0,0,"A bill to amend title 23, United States Code, to improve highway safety and for other purposes.","A bill to amend title 23, United States Code, to improve highway safety and for other purposes.",-0.27,-0.27,1,2563,S,113,1002.0,1.0,0,0,0,0,0.0,0.0,1,Amy Klobuchar,MN,33.0
99-HR-5738,1986,16,"Space, Science, Technology, and Communications",200.0,0,0,"A bill to amend the Communications Act of 1934 to require, as part of its obligation to ensure objectivity and balance in programming, that the Corporation for Public Broadcasting perform on-going, systematic content analyses of documentaries produced with funds provided by such Corporation.","A bill to amend the Communications Act of 1934 to require, as part of its obligation to ensure objectivity and balance in programming, that the Corporation for Public Broadcasting perform on-going, systematic content analyses of documentaries produced with funds provided by such Corporation.",0.24,0.24,0,5738,HR,99,1707.0,1.0,0,0,0,0,0.0,2833.0,1,Donald Ritter,PA,14.0
101-HR-2499,1989,3,Health,100.0,0,0,"To amend title XIX of the Social Security Act to permit States to include, at their option, certain long-term care services under their medicaid plans.","To amend title XIX of the Social Security Act to permit States to include, at their option, certain long-term care services under their medicaid plans.",-0.34,-0.34,0,2499,HR,101,334.0,1.0,0,0,0,0,0.0,3583.0,0,Barbara Kennelly,CT,1.0
95-HR-11752,1978,4,Agriculture,200.0,0,0,"A bill to increase agricultural exports, provide necessary agricultural credit, increase 1978 and 1979 market prices for wheat, feed grains, and cotton, revise and extend the sugar program, modernize and revise meat quotas, establish a farmer- and rancher-elected advisory board, restrict authority for agricultural embargoes, expand purchases of domestically produced agricultural commodities by United States Government agencies, revise certain agricultural tax laws, assign a higher priority for the use of natural gas for agricultural purposes, provide for congressional review of executive regulations and functions, and for other purposes.","A bill to increase agricultural exports, provide necessary agricultural credit, increase 1978 and 1979 market prices for wheat, feed grains, and cotton, revise and extend the sugar program, modernize and revise meat quotas, establish a farmer- and rancher-elected advisory board, restrict authority for agricultural embargoes, expand purchases of domestically produced agricultural commodities by United States Government agencies, revise certain agricultural tax laws, assign a higher priority for the use of natural gas for agricultural purposes, provide for congressional review of executive regulations and functions, and for other purposes.",0.229,0.229,0,11752,HR,95,400.0,3.0,0,0,0,0,0.0,1370.0,1,William Moore,LA,45.0
89-HR-9914,1965,20,Public Lands and Water Management,100.0,0,0,"To provide  for the establishment of the St. Croix National Scenic Waterway in. the States of-Minnesota and Wisconsin, and for other ,purposes","To provide  for the establishment of the St. Croix National Scenic Waterway in. the States of-Minnesota and Wisconsin, and for other ,purposes",-0.53,-0.53,0,9914,HR,89,2101.0,1.0,0,0,0,0,0.0,10.0,1,"Reuss, Henry S.",WI,25.0
103-HR-4163,1994,20,Public Lands and Water Management,100.0,0,0,"To enable the Park Service to regulate, or prohibit, scenic commercial overflights at units of the National Park System.","To enable the Park Service to regulate, or prohibit, scenic commercial overflights at units of the National Park System.",-0.326,-0.326,0,4163,HR,103,2101.0,1.0,0,0,0,0,0.0,5799.0,1,John Williams,MT,64.0
114-S-1386,2015,10,Transportation,100.0,0,0,A bill to provide multiyear procurement authority for the procurement of up to six polar icebreakers to be owned and operated by the Coast Guard.,A bill to provide multiyear procurement authority for the procurement of up to six polar icebreakers to be owned and operated by the Coast Guard.,-0.288,-0.288,1,1386,S,114,1007.0,1.0,0,0,0,0,0.0,695.0,0,Maria Cantwell,WA,73.0
90-HR-15619,1968,3,Health,100.0,0,0,"To revise and extend section 317(a) of the Public Health .Service Act to .assure the continuation of various immunization programs authorized thereunder, and for other purposes","To revise and extend section 317(a) of the Public Health .Service Act to .assure the continuation of various immunization programs authorized thereunder, and for other purposes",-0.314,-0.314,0,15619,HR,90,331.0,1.0,0,0,0,0,0.0,14.0,1,"Boland, Edward P.",MA,3.0
110-S-3309,2008,19,Government Operations,100.0,0,1,"A bill to designate the facility of the United States Postal Service located at 2523 7th Avenue East in North Saint Paul, Minnesota, as the Mayor William Bill Sandberg Post Office Building.","A bill to designate the facility of the United States Postal Service located at 2523 7th Avenue East in North Saint Paul, Minnesota, as the Mayor William """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bill"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Sandberg Post Office Building.",-0.27,-0.27,1,3309,S,110,2008.0,1.0,0,0,1,0,0.0,0.0,0,Amy Klobuchar,MN,33.0
91-S-2716,1969,16,"Space, Science, Technology, and Communications",200.0,0,0,A bill providing for a study of serious interruptions of certain essential services,A bill providing for a study of serious interruptions of certain essential services,0.021,0.021,1,2716,S,91,1708.0,1.0,0,0,0,0,0.0,16000.0,1,"Scott, Hugh D.",PA,14.0
98-HR-2033,1983,13,Community Development and Housing Issues,100.0,0,0,"A bill to provide that the Secretary of the Department of Housing and Urban Development shall use the same cost-based criteria in determining payments for the operation of lower income housing projects that were used immediately prior to January 1, 1983.","A bill to provide that the Secretary of the Department of Housing and Urban Development shall use the same cost-based criteria in determining payments for the operation of lower income housing projects that were used immediately prior to January 1, 1983.",-0.383,-0.383,0,2033,HR,98,1406.0,1.0,0,0,0,0,0.0,1376.0,1,Charles Schumer,NY,13.0
102-HR-1620,1991,17,Foreign Trade,200.0,0,0,To suspend temporarily the duty on synthetic staple fibers containing 84 percent or more by weight of vinyl chloride and 14 percent or more by weight of vinyl acetate.,To suspend temporarily the duty on synthetic staple fibers containing 84 percent or more by weight of vinyl chloride and 14 percent or more by weight of vinyl acetate.,0.112,0.112,0,1620,HR,102,1807.0,1.0,0,0,0,0,0.0,3567.0,0,Nancy Johnson,CT,1.0
85-HR-857,1957,5,Labor and Employment,200.0,0,0,"To amend the Annual and Sick Leave Act of 1951 to prevent loss of annual leave by employees in certain cases, and for other purposes","To amend the Annual and Sick Leave Act of 1951 to prevent loss of annual leave by employees in certain cases, and for other purposes",0.164,0.164,0,857,HR,85,503.0,1.0,0,0,0,0,0.0,4.0,1,"Pelly, Thomas M.",WA,73.0
86-S-150,1959,20,Public Lands and Water Management,100.0,0,0,"A bill authorizing the enlargement of the harbor on the Mississippi River at Red Wing, Minn.","A bill authorizing the enlargement of the harbor on the Mississippi River at Red Wing, Minn.",-0.443,-0.443,1,150,S,86,2104.0,1.0,0,0,0,0,0.0,0.0,0,"Humphrey, Hube",MN,33.0
104-S-1168,1995,20,Public Lands and Water Management,200.0,0,0,"A bill to amend the Wild and Scenic Rivers Act to exlude any private lands from the segment of the Missouri River designated as a recreational river, and for otehr purposes.","A bill to amend the Wild and Scenic Rivers Act to exlude any private lands from the segment of the Missouri River designated as a recreational river, and for otehr purposes.",0.374,0.374,1,1168,S,104,2101.0,1.0,0,0,0,0,1.0,1370.0,0,Larry Pressler,SD,37.0
101-HR-1529,1989,20,Public Lands and Water Management,100.0,1,1,"To provide for the establishment of the White Haven National Historic Site in the State of Missouri, and for other purposes.","To provide for the establishment of the White Haven National Historic Site in the State of Missouri, and for other purposes.",-0.4,-0.4,0,1529,HR,101,2101.0,2.0,1,1,1,0,0.0,5045.0,0,Richard Gephardt,MO,34.0
107-HR-2274,2001,8,Energy,100.0,0,0,"To require the refund of unjust or unreasonable rates and charges for certain sales of electric energy after June 1, 2000, in the Western United States.","To require the refund of unjust or unreasonable rates and charges for certain sales of electric energy after June 1, 2000, in the Western United States.",-0.386,-0.386,0,2274,HR,107,802.0,1.0,0,0,0,0,0.0,3608.0,1,Anna Eshoo,CA,71.0
100-S-1142,1987,20,Public Lands and Water Management,100.0,0,0,A bill to provide Federal recognition of the Mowa Band of Choctaw Indians of Alabama.,A bill to provide Federal recognition of the Mowa Band of Choctaw Indians of Alabama.,-0.316593,-0.316593,1,1142,S,100,2102.0,1.0,0,0,0,0,0.0,2833.0,0,Richard Shelby,AL,41.0
107-HR-3396,2001,18,International Affairs and Foreign Aid,200.0,0,0,"To amend title 18, United States Code, to prohibit aiding terrorists.","To amend title 18, United States Code, to prohibit aiding terrorists.",0.648,0.648,0,3396,HR,107,1927.0,1.0,0,0,0,0,0.0,1416.0,1,Mark Green,WI,25.0
102-HR-3544,1991,5,Labor and Employment,100.0,0,0,"Making appropriations to meet our economic problems coming from changing conditions with essential productive jobs for the fiscal year ending September 30, 1992, and for other purposes.","Making appropriations to meet our economic problems coming from changing conditions with essential productive jobs for the fiscal year ending September 30, 1992, and for other purposes.",-0.32,-0.32,0,3544,HR,102,503.0,1.0,0,0,0,0,1.0,7219.0,1,Jamie Whitten,MS,46.0
91-HR-7177,1969,3,Health,100.0,0,0,"To extend public health protection with respect to cigarette smoking, and for other purposes","To extend public health protection with respect to cigarette smoking, and for other purposes",0.07,0.07,0,7177,HR,91,341.0,1.0,0,0,0,0,0.0,16.0,1,"Fountain, Lawrence H.",NC,47.0
96-S-2267,1980,17,Foreign Trade,100.0,0,1,A bill to amend the Civil Service Reform Act of 1978.,A bill to amend the Civil Service Reform Act of 1978.,-0.362,-0.362,1,2267,S,96,1803.0,2.0,0,0,1,0,1.0,0.0,1,Abraham Ribicoff,CT,1.0
95-HR-2750,1977,1,Macroeconomics,100.0,0,0,A bill to protect funds invested in series E United States savings bonds from inflation and to encourage persons to provide for their own security.,A bill to protect funds invested in series E United States savings bonds from inflation and to encourage persons to provide for their own security.,-0.192,-0.192,0,2750,HR,95,104.0,1.0,0,0,0,0,0.0,2111.0,0,Jamie Whitten,MS,46.0
87-HR-5339,1961,19,Government Operations,200.0,0,0,"To require certain fire safety installations in buildings used for school, convalescent, nursing home, or hospital purposes in the District of Columbia","To require certain fire safety installations in buildings used for school, convalescent, nursing home, or hospital purposes in the District of Columbia",0.174,0.174,0,5339,HR,87,2014.0,1.0,0,0,0,0,0.0,18.0,1,"Auchincloss, James C.",NJ,12.0
95-HR-1888,1977,6,Education,100.0,0,0,A bill to amend title 38 of the United States Code with respect to the computation of the ten year period in which wives and widows may pursue programs of education.,A bill to amend title 38 of the United States Code with respect to the computation of the ten year period in which wives and widows may pursue programs of education.,-0.04,-0.04,0,1888,HR,95,601.0,1.0,0,0,0,0,1.0,2111.0,1,Herbert Roberts,TX,49.0
88-HR-7200,1963,19,Government Operations,100.0,0,0,"To provide for continuous improvement of the administrative procedure of Federal agencies by creating an Administrative Conference 6f the United States, and for other purposes","To provide for continuous improvement of the administrative procedure of Federal agencies by creating an Administrative Conference 6f the United States, and for other purposes",-0.043,-0.043,0,7200,HR,88,2002.0,1.0,0,0,0,0,0.0,22.0,1,"Harris, Oren",AR,42.0
82-HR-2616,1951,1,Macroeconomics,200.0,0,0,To ease the burden of income taxes on persons of limited means,To ease the burden of income taxes on persons of limited means,0.154,0.154,0,2616,HR,82,107.0,1.0,0,0,0,0,0.0,11.167,1,"Hall, Edwin Arthur",NY,13.0
113-HR-4555,2014,17,Foreign Trade,200.0,0,0,To amend the Internal Revenue Code of 1986 to expand and make permanent rules related to investment by nonresident aliens in domestic mutual funds.,To amend the Internal Revenue Code of 1986 to expand and make permanent rules related to investment by nonresident aliens in domestic mutual funds.,0.694,0.694,0,4555,HR,113,1804.0,1.0,0,0,0,0,0.0,2188.0,1,Erik Paulsen,MN,33.0
