headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Essex Property Trust Q3 Core FFO $3.35 Up From $3.15 YoY,2019-10-23,ESS,2019-10-23 20:19:00+00:00,ESSEX PROPERTY TRUST INC,80681.0,29717810,-0.008006266318261623,-0.006273976992815733,-0.009898276330035372,-0.015075780583842735,-0.002101487729734841,-0.03164397969859489,-0.05229330267274157,-0.04513928899814268,-0.00466114841401577,-0.0009357004414157766,0.007089352210891464,0.008070883617560698,0.010008845296932023,0.03670129720690074,0.08166107861413496,0.25,-0.09,0.26,0.007,80681,252,-0.8006%,0.0009,0.3251,-0.5062,-0.21,0.9989%,1.0889%,15.8411%,-0.8886%,11
ESSA Bancorp Q4 EPS $0.35 Up From $0.28 YoY,2019-10-23,ESSA,2019-10-23 20:42:00+00:00,E S S A BANCORP INC,91959.0,29667D10,0.008610048331320286,0.004878044128417969,-0.0030487338213767146,-0.006097584189642347,-0.00914631810840738,-0.0012195400425106806,0.03841470017893944,0.05004743639225251,-0.005504596512764581,0.009310962832111302,0.0037036706395456864,0.003703670616207466,0.023929478505989588,0.038773422247529776,0.05416758601845739,0.25,-0.09,0.26,0.007,91959,252,0.8610%,0.0003,0.3531,0.601,0.3053,1.0301%,1.1634%,21.6101%,0.7411%,9
"Evercore Q3 EPS $1.26 Misses $1.63 Estimate, Sales $408.546M Miss $480.08M Estimate",2019-10-23,EVR,2019-10-23 10:11:00+00:00,EVERCORE INC,91413.0,29977A10,-0.07083117961883545,0.013091491535305977,0.01636433835802542,0.038047195724975724,0.004636525824617932,0.0619119159134387,0.042435328081402934,0.06153106640841943,0.0025406116619706154,0.025334505621996684,0.03001821105794633,0.023074912896678956,0.06706326660580553,-0.03296167339718481,-0.09175338336216432,0.25,-0.09,0.26,0.007,91413,252,-7.0831%,-0.0006,1.4121,0.4965,0.7376,1.3169%,2.0251%,57.7170%,-7.5943%,12
Edwards Life Science Raised Its FY19 EPS Guidance From $5.20 - $5.40 to $5.50 - $5.65 vs $5.34 Estimate,2019-10-23,EW,2019-10-23 20:20:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.01391326170414686,0.016342516988515854,0.01345596441712793,0.05289103637016024,0.06199487847484053,0.04458659085099104,0.0789591178173723,0.07522871773799267,-0.022534264251589775,-0.02360859125341863,-0.02506587618898959,-0.028605206458569343,0.01862128075898961,0.017501228187263074,0.026910773021184387,0.25,-0.09,0.26,0.007,87657,252,1.3913%,0.0012,1.0966,-0.0179,-0.7431,1.3958%,1.9620%,49.3918%,1.3150%,19
Edwards Lifesciences Q3 Adj. EPS $1.41 vs $1.22 Estimate,2019-10-23,EW,2019-10-23 20:20:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.01391326170414686,0.016342516988515854,0.01345596441712793,0.05289103637016024,0.06199487847484053,0.04458659085099104,0.0789591178173723,0.07522871773799267,-0.022534264251589775,-0.02360859125341863,-0.02506587618898959,-0.028605206458569343,0.01862128075898961,0.017501228187263074,0.026910773021184387,0.25,-0.09,0.26,0.007,87657,252,1.3913%,0.0012,1.0966,-0.0179,-0.7431,1.3958%,1.9620%,49.3918%,1.3150%,9
"Edwards Lifesciences Q3 EPS $1.3 Beats $1.22 Estimate, Sales $1.1B Beat $1.04B Estimate",2019-10-23,EW,2019-10-23 20:18:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.01391326170414686,0.016342516988515854,0.01345596441712793,0.05289103637016024,0.06199487847484053,0.04458659085099104,0.0789591178173723,0.07522871773799267,-0.022534264251589775,-0.02360859125341863,-0.02506587618898959,-0.028605206458569343,0.01862128075898961,0.017501228187263074,0.026910773021184387,0.25,-0.09,0.26,0.007,87657,252,1.3913%,0.0012,1.0966,-0.0179,-0.7431,1.3958%,1.9620%,49.3918%,1.3150%,13
CAN Wholesale Sales (MoM) for Aug (1.2)% vs 0.3% Est; Prior 1.4%,2019-10-23,EWC,2019-10-23 12:31:00+00:00,ISHARES INC,83211.0,46428650,-0.0006951844552531838,0.0020869378931820393,0.00556521210605454,0.0052173780707316375,0.0027826060974049938,0.019130408577912483,0.022608682012709602,0.07820276489679312,-0.0010416243458166718,0.0062959182531405755,0.002788425215931589,0.007352975705079423,0.02897000717401954,0.00034771257728127836,0.004188510769264742,0.25,-0.09,0.26,0.007,83211,252,-0.0695%,0.0001,0.6509,0.0908,0.1506,0.4209%,0.8076%,72.8375%,-0.2696%,12
"AFP Reports Man Holed Up at Museum in Southern France, Threatening Messages in Arabic, According to Police",2019-10-23,EWQ,2019-10-23 08:17:00+00:00,ISHARES INC,83212.0,46428670,0.00556829571723938,0.0035830195993185043,0.007166101367084732,0.011726341727474665,0.021824106289142664,0.030293106705872486,0.025732866225628204,0.06349783285528621,-0.0052134194411337376,-0.004889166083531182,-0.007477228111026024,-0.0035900358861585824,0.04842032237499172,0.01563543525949096,0.0006555334561963999,0.25,-0.09,0.26,0.007,83212,252,0.5568%,0.0001,0.7576,-0.1022,0.0675,0.5543%,0.9634%,66.9014%,0.3316%,17
"EU Diplomats Say No Decision Expected On Wednesday On Length, Type Of Extension For Britain's Departure Date From EU; Ambassadors To Discuss Brexit Extension Again On Friday, EU Diplomats Say 3 Month Delay To End Of Jan. Most Likely",2019-10-23,EWU,2019-10-23 17:06:00+00:00,ISHARES TRUST,14907.0,46435G33,0.009345890022814274,0.0037036705762147903,0.0018517764646350798,0.006172744994318968,0.009876533326073744,0.01388879350198624,0.0037036692673064753,0.05927595993287427,-0.0012445836327968918,0.003124952264061731,0.0028116262225692523,0.008482518071950107,0.06397077828121889,0.03248627486976363,-0.0012445842937438556,0.25,-0.09,0.26,0.007,14907,252,0.9346%,-0.0,0.6723,-0.0953,0.1526,0.5375%,0.8730%,62.0944%,0.7117%,39
Spokesperson For UK Prime Minister Says UK Parliament Will Always Vote For Delay,2019-10-23,EWU,2019-10-23 12:27:00+00:00,ISHARES TRUST,14907.0,46435G33,0.009345890022814274,0.0037036705762147903,0.0018517764646350798,0.006172744994318968,0.009876533326073744,0.01388879350198624,0.0037036692673064753,0.05927595993287427,-0.0012445836327968918,0.003124952264061731,0.0028116262225692523,0.008482518071950107,0.06397077828121889,0.03248627486976363,-0.0012445842937438556,0.25,-0.09,0.26,0.007,14907,252,0.9346%,-0.0,0.6723,-0.0953,0.1526,0.5375%,0.8730%,62.0944%,0.7117%,13
"Spokesperson For UK Prime Minister Johnson Says Johnson Spoke With EC President Tusk And Told Him He Still Opposes Deal Extension, Wants To Leave By Oct. 31",2019-10-23,EWU,2019-10-23 12:26:00+00:00,ISHARES TRUST,14907.0,46435G33,0.009345890022814274,0.0037036705762147903,0.0018517764646350798,0.006172744994318968,0.009876533326073744,0.01388879350198624,0.0037036692673064753,0.05927595993287427,-0.0012445836327968918,0.003124952264061731,0.0028116262225692523,0.008482518071950107,0.06397077828121889,0.03248627486976363,-0.0012445842937438556,0.25,-0.09,0.26,0.007,14907,252,0.9346%,-0.0,0.6723,-0.0953,0.1526,0.5375%,0.8730%,62.0944%,0.7117%,27
UK Times Political Editor Says PM Johnson Meeting Labour's Corbyn to Discuss New Program Motion,2019-10-23,EWU,2019-10-23 10:23:00+00:00,ISHARES TRUST,14907.0,46435G33,0.009345890022814274,0.0037036705762147903,0.0018517764646350798,0.006172744994318968,0.009876533326073744,0.01388879350198624,0.0037036692673064753,0.05927595993287427,-0.0012445836327968918,0.003124952264061731,0.0028116262225692523,0.008482518071950107,0.06397077828121889,0.03248627486976363,-0.0012445842937438556,0.25,-0.09,0.26,0.007,14907,252,0.9346%,-0.0,0.6723,-0.0953,0.1526,0.5375%,0.8730%,62.0944%,0.7117%,15
'Congressional Sources Confirm USMCA Meeting Between US Trade Rep Lighthizer & Democratic Working Group Happened This Morning' -Tweet From Fox Business Correspondent,2019-10-23,EWW,2019-10-23 18:34:00+00:00,ISHARES INC,83223.0,46428682,0.002462516538798809,0.00044663817971013486,-0.00044663819224166623,0.00781604047438611,0.0022331908823027824,0.006922764122863745,-0.035060288060691724,0.07329865446628792,-0.002901809522882104,0.007669667102734534,0.005175507789420886,0.009719631254369032,0.05130610583052153,0.05130610564220772,0.05928385520310586,0.25,-0.09,0.26,0.007,83223,252,0.2463%,-0.0002,0.5992,0.1697,-0.0021,1.2874%,1.4502%,21.1964%,0.0968%,22
Ford Falls After Q3 Sales Miss,2019-10-23,F,2019-10-23 20:21:00+00:00,FORD MOTOR CO DEL,25785.0,34537086,0.0154355401173234,-0.06623231619596481,-0.05320301277089079,-0.06514661858918247,-0.07274701946370776,-0.03148750832623892,-0.030401707630445807,1.8312196203851272e-09,0.004429674707353115,-0.007463489010876012,0.012147584471457362,0.016611296295981015,0.07970306703076147,-0.021160929283208008,-0.039514192221442146,0.25,-0.09,0.26,0.007,25785,252,1.5436%,0.0007,1.0075,0.4011,0.7335,1.5622%,1.9227%,33.9840%,1.1414%,6
"Ford Motor Q3 EPS $0.34 Beats $0.26 Estimate, Sales $33.93B Miss $33.98B Estimate; Sees FY Adj. EPS $1.20-$1.32 vs $1.26 Est.",2019-10-23,F,2019-10-23 20:06:00+00:00,FORD MOTOR CO DEL,25785.0,34537086,0.0154355401173234,-0.06623231619596481,-0.05320301277089079,-0.06514661858918247,-0.07274701946370776,-0.03148750832623892,-0.030401707630445807,1.8312196203851272e-09,0.004429674707353115,-0.007463489010876012,0.012147584471457362,0.016611296295981015,0.07970306703076147,-0.021160929283208008,-0.039514192221442146,0.25,-0.09,0.26,0.007,25785,252,1.5436%,0.0007,1.0075,0.4011,0.7335,1.5622%,1.9227%,33.9840%,1.1414%,21
Q3 Earnings Outlook For Ford Motor,2019-10-23,F,2019-10-23 11:13:00+00:00,FORD MOTOR CO DEL,25785.0,34537086,0.0154355401173234,-0.06623231619596481,-0.05320301277089079,-0.06514661858918247,-0.07274701946370776,-0.03148750832623892,-0.030401707630445807,1.8312196203851272e-09,0.004429674707353115,-0.007463489010876012,0.012147584471457362,0.016611296295981015,0.07970306703076147,-0.021160929283208008,-0.039514192221442146,0.25,-0.09,0.26,0.007,25785,252,1.5436%,0.0007,1.0075,0.4011,0.7335,1.5622%,1.9227%,33.9840%,1.1414%,6
FirstCash Sees FY19 Adj. EPS $3.85-$4.00 vs $3.90 Est.,2019-10-23,FCFS,2019-10-23 10:07:00+00:00,FIRSTCASH HOLDINGS INC,76856.0,33768G10,-0.09263556450605392,-0.011395388282835484,-0.009883703647102893,0.0034884067832685606,-0.0017442046462758931,-0.05174414988386855,-0.05860501024478704,-0.00972113405570263,-0.0020006573759019375,0.013798277227147437,0.019688024591083986,0.04406257003626046,0.06590194302713837,-0.010750433147524108,-0.06795090369254597,0.25,-0.09,0.26,0.007,76856,252,-9.2636%,0.0006,0.7864,0.8388,-0.0188,1.4388%,1.7735%,34.1808%,-9.4010%,9
"FirstCash Q3 Adj. EPS $0.84, Inline, Sales $452.46M Miss $452.76M Estimate",2019-10-23,FCFS,2019-10-23 10:06:00+00:00,FIRSTCASH HOLDINGS INC,76856.0,33768G10,-0.09263556450605392,-0.011395388282835484,-0.009883703647102893,0.0034884067832685606,-0.0017442046462758931,-0.05174414988386855,-0.05860501024478704,-0.00972113405570263,-0.0020006573759019375,0.013798277227147437,0.019688024591083986,0.04406257003626046,0.06590194302713837,-0.010750433147524108,-0.06795090369254597,0.25,-0.09,0.26,0.007,76856,252,-9.2636%,0.0006,0.7864,0.8388,-0.0188,1.4388%,1.7735%,34.1808%,-9.4010%,11
"Freeport-McMoRan Q3 Adj. EPS $(0.01) Down From $0.35 YoY, Sales $3.308B Miss $3.55B Estimate",2019-10-23,FCX,2019-10-23 12:00:00+00:00,FREEPORT MCMORAN INC,81774.0,35671D85,0.02014096640050411,-0.053307004272937775,0.0009871883441712193,0.010858800130227442,-5.702192051870725e-10,0.050345530589447796,0.11845999657684292,0.2158383395735206,0.011201691813766956,0.036534485948314765,0.05190685782757676,0.043067208020131975,0.17297174523952386,-0.01363735429462054,-0.14022479601422133,0.25,-0.09,0.26,0.007,81774,252,2.0141%,-0.0003,1.6441,0.835,0.6655,2.0913%,2.7908%,43.8479%,1.5055%,14
"National Securities Initiates Coverage On Fidus Inv with Neutral Rating, Announces $15 Price Target",2019-10-23,FDUS,2019-10-23 11:45:00+00:00,FIDUS INVESTMENT CORP,12885.0,31650010,0.008885858580470085,-0.0020325668156148113,-0.007452615919334549,-0.002710024791713228,0.00880759507151585,0.02168019634028684,0.07181572643123846,0.04047603356960705,0.0,0.013860000297427177,0.012456768659034667,0.018802260476495247,0.015972255929110446,-0.0128204862936796,-0.07074088383567223,0.25,-0.09,0.26,0.007,12885,252,0.8886%,0.0007,0.5327,0.199,0.1111,0.9718%,1.1361%,26.8278%,0.7339%,14
"Peak Season For Air Cargo: Past Results, Present Challenges",2019-10-23,FDX,2019-10-23 19:36:00+00:00,FEDEX CORP,60628.0,31428X10,0.008730458095669746,-0.012373334728181362,0.013527379376170323,0.01551479804749789,-0.0008975470628180826,0.04609566865566528,-0.013078554199631887,0.014128879535982852,0.017035067081451416,0.031485564645252984,0.026078353661117992,0.03114162318166458,0.11734955863129004,-0.10234522878085428,-0.10051606447806227,0.25,-0.09,0.26,0.007,60628,252,0.8730%,-0.0012,1.3883,0.5598,0.7704,1.4938%,2.1378%,51.1742%,0.3737%,9
First Financial Bankshares Reports Has Begun National Search For Successor To CFO J. Bruce Hildebrand,2019-10-23,FFIN,2019-10-23 12:34:00+00:00,FIRST FINANCIAL BANKSHARES INC,79824.0,32020R10,0.002261108253151178,-0.006768129300326109,-0.01804848853251484,-0.012126348514874041,-0.03440489041842809,-0.034968918833284346,-0.02735469056370121,-0.03480378534521822,0.003403367940336466,0.014625814760721889,0.049228939396402494,0.0631010336248028,0.08995693501199775,0.09862304855732784,0.08818557621222567,0.25,-0.09,0.26,0.007,79824,252,0.2261%,0.0014,0.9487,0.8084,1.1713,1.0283%,1.6164%,59.5257%,-0.2585%,15
FibroGen Announces First Patient Dosed In LAPIS Phase 3 Clinical Trial Of Pamrevlumab For The Treatment Of Patients With Locally Advanced Pancreatic Cancer,2019-10-23,FGEN,2019-10-23 11:22:00+00:00,FIBROGEN INC,15065.0,31572Q80,-0.01969196647405624,0.029873803257941978,0.02060260582851625,0.048416100181541966,0.00978617520771774,-0.013134230746907782,0.21400970426729415,0.10584589888822671,0.009429126046597958,0.02087632375892068,-0.022216681456623588,0.01930005026509951,0.08968369434706824,-0.040920067211875244,-0.16750737695997686,0.25,-0.09,0.26,0.007,15065,252,-1.9692%,-0.0006,1.2568,1.8368,-1.1045,2.4353%,3.2044%,42.2424%,-1.8748%,23
First Interstate BancSys Q3 EPS $0.8 Beats $0.79 Estimate,2019-10-23,FIBK,2019-10-23 21:54:00+00:00,FIRST INTERSTATE BANCSYSTEM INC,93304.0,32055Y20,0.005854800809174776,0.004133457076243241,-0.0023367540594876335,0.0004006758720551673,-0.050614759607845006,0.006870886896957584,-0.013535289753076829,-0.020580703083978413,-0.017027577262986537,-0.03704890103488101,-0.04034585793372958,-0.020707322699867303,-0.03325308744539901,-0.0696922875818955,0.011297065899280145,0.25,-0.09,0.26,0.007,93304,252,0.5855%,0.0005,0.9104,0.7822,0.9799,0.7279%,1.3750%,71.9753%,0.1571%,9
Fidelity National Info Option Alert: Dec 20 $130 Calls Sweep (2) near the Ask: 2931 @ $3.701 vs 2832 OI; Earnings 11/5 Before Open Ref=$125.8318,2019-10-23,FIS,2019-10-23 14:13:00+00:00,FIDELITY NATIONAL INFO SVCS INC,89003.0,31620M10,0.01219705678522587,0.017642006278038025,0.018508357459297686,0.025596597864129267,0.03930066581817182,0.03087342151933603,0.0784436618276334,0.16561290060654876,-0.026313740760087967,-0.02252005950053748,-0.03899483896671041,-0.05549277317600221,-0.03157566795672828,-0.0425622814230705,-0.08003062273490569,0.25,-0.09,0.26,0.007,89003,252,1.2197%,0.0002,0.8312,-0.4986,-0.4903,0.9433%,1.3729%,52.7947%,1.0895%,25
"Bank of America Reiterates Buy on Fifth Third Bancorp, Raises Price Target to $31",2019-10-23,FITB,2019-10-23 17:09:00+00:00,FIFTH THIRD BANCORP,34746.0,31677310,-0.001060027512721717,-0.002829852281138301,0.027591042320327386,0.04138663103823115,0.03572692646668729,0.07640607828586754,0.0565971135000809,0.03459428592840408,0.009992818348109722,0.03549210719235485,0.045051672423186195,0.0337899256452765,0.11198421765682487,0.022462777679233215,-0.04107624436858692,0.25,-0.09,0.26,0.007,34746,252,-0.1060%,0.0007,1.1602,0.225,1.4685,0.9627%,1.6733%,66.9004%,-0.7744%,14
"Raymond James Maintains Outperform on Fifth Third Bancorp, Raises Price Target to $31",2019-10-23,FITB,2019-10-23 12:51:00+00:00,FIFTH THIRD BANCORP,34746.0,31677310,-0.001060027512721717,-0.002829852281138301,0.027591042320327386,0.04138663103823115,0.03572692646668729,0.07640607828586754,0.0565971135000809,0.03459428592840408,0.009992818348109722,0.03549210719235485,0.045051672423186195,0.0337899256452765,0.11198421765682487,0.022462777679233215,-0.04107624436858692,0.25,-0.09,0.26,0.007,34746,252,-0.1060%,0.0007,1.1602,0.225,1.4685,0.9627%,1.6733%,66.9004%,-0.7744%,13
Farmers National Banc Q3 EPS $0.33 Up From $0.29 YoY,2019-10-23,FMNB,2019-10-23 12:08:00+00:00,FARMERS NATIONAL BANC CORP,13006.0,30962710,-0.011371242813766,0.0013532110024243593,0.007442531242045636,0.0067659257509604664,0.008119072095580826,0.04533153431620818,0.030446534685676152,0.08462513901544666,0.0,0.027491383254528046,0.036036001589649924,0.052075987704747195,0.06405691323992357,0.07669439144815393,0.0452907968025118,0.25,-0.09,0.26,0.007,13006,252,-1.1371%,0.0007,0.8305,1.0518,0.7918,1.3197%,1.7514%,43.2191%,-1.4651%,10
Redburn Downgrades Fresenius Medical Care to Neutral,2019-10-23,FMS,2019-10-23 10:53:00+00:00,FRESENIUS MED CARE AG & CO KGAA,83987.0,35802910,0.01614406891167164,0.0012221484212204814,0.001527627238010476,0.012221250692190155,0.10082490690732837,0.14451572047958505,0.1176291551755917,0.18087387746178885,-0.059287454932928085,-0.05736023280210878,-0.05625554901738761,-0.04364611559703391,0.003426810359676402,-0.0744252920222056,-0.15437125013999553,0.25,-0.09,0.26,0.007,83987,252,1.6144%,-0.001,1.032,-0.0144,-0.143,1.5861%,1.9475%,33.6736%,1.3832%,7
First Bancorp Q3 EPS $0.58 Up From $0.55 YoY,2019-10-23,FNLC,2019-10-23 20:25:00+00:00,FIRST BANCORP INC ME,87067.0,31866P10,-0.002483139280229807,-0.0014225075719878078,-0.009601722562029291,0.0007111862167332728,0.00871262228249825,0.033783741419612046,-0.004267454743914878,0.06953551326308394,-0.002476988360285759,0.014028824281480778,0.013664188515021047,0.02883215064970379,0.051865722121665625,0.08652514378813003,0.08487071427347237,0.25,-0.09,0.26,0.007,87067,252,-0.2483%,0.0006,0.7101,0.6759,0.6501,1.1388%,1.4572%,38.9263%,-0.5394%,9
"First Industrial Realty Q3 FFO $0.44 Beats $0.2 Estimate, Sales $106.59M Beat $106.48M Estimate",2019-10-23,FR,2019-10-23 21:47:00+00:00,FIRST INDUSTRIAL REALTY TR INC,80683.0,32054K10,0.0029702705796808,0.01949656754732132,0.016534999329433253,0.029121428702542973,0.04146101398092794,0.030848962074365938,0.045903271940039625,0.07133152827253464,-0.0014828857965767384,0.003477476723876105,0.005976137611197974,0.014056259556597617,0.019944481378195267,0.054078030666166566,0.0634574244153141,0.25,-0.09,0.26,0.007,80683,252,0.2970%,0.001,0.6042,0.0622,-0.0876,0.9145%,1.1348%,35.0496%,0.1625%,14
First Bank Announces 1M Share Buyback,2019-10-23,FRBA,2019-10-23 13:03:00+00:00,FIRST BANK,14310.0,31931U10,0.02429908700287342,-0.010036464780569077,-0.017335727795930955,-0.010948894481262794,-0.04014594714680386,-0.0054744904971656405,-0.022870353755409134,-0.038423922708458735,-0.0055762468837202706,0.005639047307954392,0.004694853694827916,0.005639047317934631,0.02588681720341013,-0.026387620869065653,-0.05628106705413083,0.25,-0.09,0.26,0.007,14310,252,2.4299%,-0.0003,0.4985,0.3788,0.4515,0.9049%,1.0913%,31.2485%,2.2329%,6
First Solar Announces DE Shaw Is The Acquirer Of Its Cove Mountain And Cove Mountain 2 Projects,2019-10-23,FSLR,2019-10-23 13:07:00+00:00,FIRST SOLAR INC,91611.0,33643310,-0.01672007143497467,0.015060066730275379,0.028098577827038618,-0.013876279326950791,-0.012160667518169355,0.07041654053522417,0.16374492983978572,-0.13808532202671775,0.0031806363115529646,-0.003098878971971586,-0.028386884547749514,-0.018087435300905175,0.10718155814561214,0.1124732258917478,0.2660783434807201,0.25,-0.09,0.26,0.007,91611,252,-1.6720%,0.0007,1.32,0.3976,-0.1096,1.9847%,2.4844%,36.1850%,-1.9621%,17
"TechnipFMC Q3 EPS $0.12 Does Not Compare To $0.50 Estimate, Sales $3.34B Miss $3.52B Estimate",2019-10-23,FTI,2019-10-23 20:31:00+00:00,TECHNIPFMC PLC,16538.0,G8711010,-0.002977443393319845,-0.11774744838476181,-0.08873719587233908,-0.10708191848039972,-0.1582764905881633,-0.124146748297845,-0.1883161236038765,-0.1668430077350801,0.011182805523276329,0.026637581284749468,0.022173922620333686,0.012053408681002464,0.05190155808032659,-0.08556977635767493,-0.16125897855408888,0.25,-0.09,0.26,0.007,16538,252,-0.2977%,-0.0007,1.4255,0.1762,0.9244,1.7267%,2.2890%,43.0961%,-0.8890%,15
"JP Morgan Maintains Overweight on TechnipFMC, Raises Price Target to $35",2019-10-23,FTI,2019-10-23 12:26:00+00:00,TECHNIPFMC PLC,16538.0,G8711010,-0.002977443393319845,-0.11774744838476181,-0.08873719587233908,-0.10708191848039972,-0.1582764905881633,-0.124146748297845,-0.1883161236038765,-0.1668430077350801,0.011182805523276329,0.026637581284749468,0.022173922620333686,0.012053408681002464,0.05190155808032659,-0.08556977635767493,-0.16125897855408888,0.25,-0.09,0.26,0.007,16538,252,-0.2977%,-0.0007,1.4255,0.1762,0.9244,1.7267%,2.2890%,43.0961%,-0.8890%,11
Greene County Bancorp Q1 EPS $0.57 Up From $0.51 YoY,2019-10-23,GCBC,2019-10-23 14:35:00+00:00,GREENE COUNTY BANCORP INC,87069.0,39435710,-0.003597067436203361,-0.038628216832876205,-0.043321327145970256,-0.04693144920934911,0.007220172730152186,-0.014079470179975684,0.03699091153615286,0.0688871407920506,-0.007142884191125631,0.006881514521359211,-0.001436814531245112,-0.00536678072626573,0.007976769323528199,0.01682513119222384,0.021793403322005522,0.25,-0.09,0.26,0.007,87069,252,-0.3597%,-0.0003,0.2822,0.4175,0.1574,1.3171%,1.3772%,8.5462%,-0.4313%,10
New Media Announces European Commission Regulatory Clearance For Merger with Gannett,2019-10-23,GCI,2019-10-23 20:18:00+00:00,GANNETT CO INC,14490.0,36472T10,0.01685399748384953,-0.006629880517721065,0.0055248825094849074,0.0353590811718556,0.004419883928060919,-0.10209897197082762,-0.2888254907827802,-0.2046832854561963,-0.004474268760532252,0.0011247779358471988,0.011363571348102397,0.04705877980350848,0.08009707257206533,-0.03260871472422555,-0.1068317020720222,0.25,-0.09,0.26,0.007,15391,252,0.8264%,0.001,0.5185,0.3405,0.4866,2.6724%,2.7441%,5.1566%,0.6195%,11
General Dynamics shares are trading lower after the company reported its Q3 earnings results.,2019-10-23,GD,2019-10-23 13:56:00+00:00,GENERAL DYNAMICS CORP,12052.0,36955010,-0.03513457253575325,0.0063954866491258144,-0.0001152584540735635,0.007893496115703336,0.02696478486406262,0.046151244164816196,0.05076052948095566,0.06196688544468154,0.025249404832720757,0.031244696993524057,0.017651111496559402,0.008013493483949086,0.025033542208166448,-0.037002050649350804,-0.04694506548741462,0.25,-0.09,0.26,0.007,12052,252,-3.5135%,-0.0004,0.9297,0.2276,0.0896,1.0513%,1.4615%,48.2547%,-3.7590%,14
"General Dynamics Q3 EPS $3.14 Beats $3.06 Estimate, Sales $9.76B Inline",2019-10-23,GD,2019-10-23 11:00:00+00:00,GENERAL DYNAMICS CORP,12052.0,36955010,-0.03513457253575325,0.0063954866491258144,-0.0001152584540735635,0.007893496115703336,0.02696478486406262,0.046151244164816196,0.05076052948095566,0.06196688544468154,0.025249404832720757,0.031244696993524057,0.017651111496559402,0.008013493483949086,0.025033542208166448,-0.037002050649350804,-0.04694506548741462,0.25,-0.09,0.26,0.007,12052,252,-3.5135%,-0.0004,0.9297,0.2276,0.0896,1.0513%,1.4615%,48.2547%,-3.7590%,11
"Graco CEO Says 'Given the sharp decline in Asia Pacific and slowing in our Industrial and Process businesses in the Americas, we are lowering our full-year 2019 worldwide outlook to flat revenue on a constant currency organic basis'",2019-10-23,GGG,2019-10-23 20:11:00+00:00,GRACO INC,39571.0,38410910,0.0006420971476472914,-0.014331511221826077,-0.020748688802227133,-0.00491977588933723,-0.01925136954022011,-0.004278091122395522,0.03529415180990303,0.12776173474051955,0.0030055686365813017,0.010380612412277834,0.015633931035952786,0.030592665651766326,0.07699663242102517,0.014754571985772902,-0.025734354246117697,0.25,-0.09,0.26,0.007,39571,252,0.0642%,0.0006,1.05,0.2653,0.2302,0.9544%,1.4819%,58.5214%,-0.2404%,38
"Graco Q3 Adj. EPS $0.45 Misses $0.51 Estimate, Sales $400.6M Miss $418.89M Estimate",2019-10-23,GGG,2019-10-23 20:11:00+00:00,GRACO INC,39571.0,38410910,0.0006420971476472914,-0.014331511221826077,-0.020748688802227133,-0.00491977588933723,-0.01925136954022011,-0.004278091122395522,0.03529415180990303,0.12776173474051955,0.0030055686365813017,0.010380612412277834,0.015633931035952786,0.030592665651766326,0.07699663242102517,0.014754571985772902,-0.025734354246117697,0.25,-0.09,0.26,0.007,39571,252,0.0642%,0.0006,1.05,0.2653,0.2302,0.9544%,1.4819%,58.5214%,-0.2404%,13
"Gogo Shares Spike Over $6 Level On Uptick In Volume, Stock Now Up 2.7% For Session; Co. Reports Its AVANCE Platform Achieved 175K+ Business Aviation Flights",2019-10-23,GOGO,2019-10-23 19:26:00+00:00,GOGO INC,13956.0,38046C10,0.038983054459095,0.008156560361385345,0.0244698360587432,0.04730831303034999,0.004893922615984536,0.027732477223182617,-0.05383359646026609,-0.13539965929583664,0.02076122537255287,0.005967660202209402,-0.021558890029359734,0.0592459447675826,0.11215839433681274,0.12595426805394005,0.41486811006426105,0.25,-0.09,0.26,0.007,13956,252,3.8983%,0.0014,1.1216,1.1569,1.299,4.3869%,4.6403%,10.6235%,3.3960%,26
"Credit Suisse Maintains Outperform on Alphabet, Raises Price Target to $1.7K",2019-10-23,GOOG,2019-10-23 12:59:00+00:00,ALPHABET INC,14542.0,02079K10,0.01313964836299419,0.0014771987916901708,0.004765194954589269,0.024516924576307275,0.001715497766388463,0.025946522470369437,0.054799744607992196,0.1789092635131535,-0.002688260283321142,-0.002159745531303603,-0.00819578968735235,-0.0001689133924505093,0.04513387446061734,0.030514139110802585,0.002735185460005729,0.25,-0.09,0.26,0.007,14542,252,1.3140%,0.0001,1.1301,0.0578,-0.6171,1.1646%,1.8034%,58.2942%,1.1920%,11
