"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"Goldman Sachs Initiates Coverage On QUALCOMM Incorporated - Common Stock with Neutral Rating, Announces $73 Price Target","uncertain",0.3,0.6,40013,"QUALCOMM INC",4,NA,136,30,1,"2019-05-23",77178,-1.52214737609029,-2.99611501395702,-2.10240670762465,1.56831644745219,-10.855308920145,-9.54059665826833,-14.9570583460405
"Cowen & Co. Initiates Coverage On Qualys, Inc. - Common Stock with Outperform Rating, Announces $100 Price Target","increase",0.7,0.85,40021,"QUALYS INC",4,NA,141,29,2,"2019-05-23",13600,0.0221815222175791,0.266170012764633,-1.73006286279166,-4.74658842835853,2.14139968156815,5.05769045502158,2.54805812809151
"Rand Capital Reports Final Certified Results For Special Meeting With Shareholders Approving All Proposals","increase",0.6,0.75,40029,"RAND CAPITAL CORP",4,NA,133,29,2,"2019-05-23",65665,12.6422092318535,-5.44666461646557,-8.88000347713243,-5.00000353815279,-5.22063747048378,-9.71864437267241,-9.25723725504962
"Rocky Brands Reports $27M Footwear Order From Defense Logistics Agency","increase",0.7,0.85,40037,"ROCKY BRANDS INC",4,NA,132,29,2,"2019-05-23",78908,0.273978873156011,0,-3.98127129394975,-0.487534732633665,1.26833012327552,0.988142287168725,3.19062602961311
"Citigroup Maintains Neutral on Regeneron Pharmaceuticals, Inc. - Common Stock, Lowers Price Target to $340","decrease",0.6,0.75,40045,"REGENERON PHARMACEUTICALS INC",4,NA,152,34,0,"2019-05-23",76614,-1.50894643738866,-0.856439769268036,-4.29487023286172,-2.70887771508359,3.27149033546448,5.7903921013797,4.9681886770204
"Facebook In Q1 Took Action On About 670,000 Pieces Of Firearm Sale Content","uncertain",0.3,0.6,40053,"STURM RUGER & CO INC",4,NA,144,34,1,"2019-05-23",73219,0.326542765833437,-0.689260242506862,-4.82481422853959,-2.52728265899401,0.77429641969502,0.950168087248748,0.327619948652869
"RenaissanceRe Filing Shows Registration For $750M Mixed Securities Offering","uncertain",0.3,0.6,40061,"RENAISSANCERE HOLDINGS LTD",4,NA,137,34,1,"2019-05-23",83728,0.0233919898164458,1.46775618195534,2.00573532676358,3.12263133119046,0.481932051479816,0.452411469151781,0.855354489182059
"Wedbush Initiates Coverage On Sage Therapeutics, Inc. - Common Stock with Outperform Rating, Announces $207 Price Target","increase",0.7,0.85,40069,"SAGE THERAPEUTICS INC",4,NA,150,33,2,"2019-05-23",14828,-0.386469275690615,0.0684630067553371,-1.93986934617659,0.325208022069123,2.87668723613024,7.67394469826397,4.75084584436669
"S&W Seed Company shares are trading higher after the company announced an agreement with Corteva Agriscience which the company will receive $45 million in cash and $25 million in payments.","increase",0.7,0.85,40077,"S & W SEED CO",4,NA,156,33,2,"2019-05-23",93434,17.6000028848648,-8.50340127944946,0.340135833635191,-8.67347315881348,0,6.38298317790031,5.4852373205077
"S&W Seed Shares To Resume Trade At 7:30 a.m. EDT","uncertain",0.3,0.6,40085,"S & W SEED CO",4,NA,136,34,1,"2019-05-23",93434,17.6000028848648,-8.50340127944946,0.340135833635191,-8.67347315881348,0,6.38298317790031,5.4852373205077
"UPDATE: S&W Says Will Receive $45M In Cash At Closing Plus $25M In Payments Over Regularly-Scheduled Dates Concluding In Feb. 2021","increase",0.6,0.8,40093,"S & W SEED CO",4,NA,154,29,2,"2019-05-23",93434,17.6000028848648,-8.50340127944946,0.340135833635191,-8.67347315881348,0,6.38298317790031,5.4852373205077
"S&W Seed, Corteva Agriscience Report Mutually-Beneficial Alfalfa Deal That Terminates, Replaces Dec. 2014 Deal Between Co., Pioneer Hi-Bred","increase",0.6,0.75,40101,"S & W SEED CO",4,NA,158,33,2,"2019-05-23",93434,17.6000028848648,-8.50340127944946,0.340135833635191,-8.67347315881348,0,6.38298317790031,5.4852373205077
"S&W Seed Shares Halted News Pending","uncertain",0.5,0.7,40109,"S & W SEED CO",4,NA,128,34,1,"2019-05-23",93434,17.6000028848648,-8.50340127944946,0.340135833635191,-8.67347315881348,0,6.38298317790031,5.4852373205077
"An Overlooked Segment In The Tariff Debate","uncertain",0.3,0.6,40117,"VANECK E T F TRUST",4,NA,132,34,1,"2019-05-23",91530,-2.09125597029924,0.693481275811791,-2.5797512861551,0.693481333764301,-1.55080696567893,0.546151782487647,-0.540250566618394
"Morgan Stanley Maintains Equal-Weight on Sempra Energy Common Stock, Raises Price Target to $142","increase",0.6,0.75,40141,"SEMPRA ENERGY",4,NA,137,29,2,"2019-05-23",86136,1.17647191509604,-1.12599255517125,-3.2602352404457,-1.02296082487722,2.12927982211113,2.37841933226941,2.95132703634542
"Going Mirrorless: How Soon Until Cameras Replace Traditional Mirrors?","uncertain",0.3,0.6,40149,"STONERIDGE INC",4,NA,129,34,1,"2019-05-23",85440,-2.5433050468564,0.0756374793127179,-1.55068008015966,6.08925354707119,-1.9161269068718,-1.02152757559171,-1.84515291260041
"Credit Suisse Downgrades Steel Dynamics, Inc. - Common Stock to Neutral, Lowers Price Target to $29","decrease",0.7,0.85,40157,"STEEL DYNAMICS INC",4,NA,143,30,0,"2019-05-23",84262,-6.36832565069199,-0.183827732689679,-7.53676862892394,-4.6691191725091,-4.22024615108967,-1.99055375184958,-3.23118315350089
"Toronto-Dominion Bank Q2 EPS $1.31 Beats $1.15 Estimate, Sales $7.671B Beat $7.27B Estimate","increase",0.7,0.85,40165,"TORONTO DOMINION BANK ONT",4,NA,156,29,2,"2019-05-23",83835,1.89193580299616,1.12480111420155,-2.42813213977768,1.23192733245308,-0.901388097554445,-1.15087101803014,-0.506785120163489
"Analysts Like Target's Strong Comps, Interested In Move To Omnichannel Business","increase",0.6,0.8,40173,"TARGET CORP",4,NA,131,29,2,"2019-05-23",49154,2.37236209213734,2.73299515247345,1.32241246805842,9.38286772574315,7.78209939599037,7.60265783586638,9.40894116278781
"JPMorgan Takes Bullish Turn On Target, Says Retailer Underappreciated By Investors","increase",0.7,0.85,40181,"TARGET CORP",4,NA,133,33,2,"2019-05-23",49154,2.37236209213734,2.73299515247345,1.32241246805842,9.38286772574315,7.78209939599037,7.60265783586638,9.40894116278781
"Citigroup Maintains Neutral on Target Corporation Common Stock, Raises Price Target to $80","uncertain",0.3,0.6,40189,"TARGET CORP",4,NA,131,34,1,"2019-05-23",49154,2.37236209213734,2.73299515247345,1.32241246805842,9.38286772574315,7.78209939599037,7.60265783586638,9.40894116278781
"UBS Maintains Neutral on Target Corporation Common Stock, Raises Price Target to $82","uncertain",0.3,0.6,40197,"TARGET CORP",4,NA,131,30,1,"2019-05-23",49154,2.37236209213734,2.73299515247345,1.32241246805842,9.38286772574315,7.78209939599037,7.60265783586638,9.40894116278781
"JP Morgan Upgrades Target Corporation Common Stock to Overweight, Raises Price Target to $100","increase",0.7,0.85,40205,"TARGET CORP",4,NA,132,33,2,"2019-05-23",49154,2.37236209213734,2.73299515247345,1.32241246805842,9.38286772574315,7.78209939599037,7.60265783586638,9.40894116278781
"UBS Maintains Buy on Thermo Fisher Scientific Inc Common Stock, Raises Price Target to $320","increase",0.7,0.85,40213,"THERMO FISHER SCIENTIFIC INC",4,NA,148,33,2,"2019-05-23",62092,-0.235593994148075,0.287801190279424,-1.49065688369134,3.93698382346117,2.37414035946131,3.32813512548702,3.79398328517302
"'Today the Commissioners approved an application from @sprint seeking approval of a merger transaction that will result in Sprint's indirect transfer of control to @TMobile' -Earlier Tweet From FOX's Charlie Gasparino","increase",0.7,0.8,40221,"T MOBILE U S INC",4,NA,160,33,2,"2019-05-23",91937,-0.445312820374966,1.65766943246126,-3.38113331478801,1.341924516518,-1.03694498538971,-2.4779696518062,1.30024649101357
"'DOJ antitrust chief Makan Delrahim remains open to potential T-Mobile-Sprint deal' -CNBC","increase",0.6,0.75,40229,"T MOBILE U S INC",4,NA,142,33,2,"2019-05-23",91937,-0.445312820374966,1.65766943246126,-3.38113331478801,1.341924516518,-1.03694498538971,-2.4779696518062,1.30024649101357
"Pruning Of The Teekay Family Tree Could Bear Fruit","uncertain",0.3,0.6,40237,"TEEKAY TANKERS LTD",4,NA,134,34,1,"2019-05-23",92518,-9.62962880730629,3.27868536114693,-8.19672312719369,-10.65573701586,-2.87769511342049,-2.87769511342049,-0.735293446803209
"Tuniu shares are trading lower after the company reported worse-than-expected Q1 EPS results.","decrease",0.7,0.85,40245,"TUNIU CORP",4,NA,137,34,0,"2019-05-23",14676,-14.2156839370728,0.571428006514907,-10.2857111314346,-12.8571440342374,2.51256041228771,6.80628255545372,2.25563680079457
"Guggenheim Initiates Coverage On Trupanion, Inc. - Common Stock with Buy Rating, Announces $35 Price Target","increase",0.7,0.85,40269,"TRUPANION INC",4,NA,144,29,2,"2019-05-23",14782,-2.34451107680798,-0.133374484721571,-2.200733087611,7.86928576498795,-0.83952285349369,0.163076486892266,-3.63979191930992
"Tyson Foods Shares Down 4% Premarket; FT Reported Early Thurs. Morning 'Tyson eyes multibillion-dollar bet on Kazakh beef as route to China'","decrease",0.6,0.75,40277,"TYSON FOODS INC",4,NA,153,34,0,"2019-05-23",77730,0.553774228319526,-0.305960117839277,-6.66889402844247,1.39872791604563,0.80635342746973,-0.745084453719369,-1.4910847641721
"Toro Sees FY19 Adj. EPS $2.90-$3 vs $2.99 Estimate, Sales ~$3.2B vs $3.21B Est.","decrease",0.6,0.75,40285,"TORO CO",4,NA,148,34,0,"2019-05-23",60580,-5.60044944286346,-0.96124866977334,-2.1327697861526,1.96755413820797,-1.94633882492781,-0.591963584194,-1.13540449327899
"Toro Sees Q3 Adj. EPS $0.70-$0.75 vs $0.83 Estimate","decrease",0.6,0.8,40293,"TORO CO",4,NA,136,30,0,"2019-05-23",60580,-5.60044944286346,-0.96124866977334,-2.1327697861526,1.96755413820797,-1.94633882492781,-0.591963584194,-1.13540449327899
"T2 Biosystems Reports Robust Clinical Data And Positive Customer Experience With T2bacteria And T2candida Panels Highlighted By Recent Meetings","increase",0.7,0.8,40309,"T2 BIOSYSTEMS INC",4,NA,148,33,2,"2019-05-23",14879,-19.0661489963531,0.961537566035986,-6.24999419988341,-25.96153754576,1.58102624118328,2.39043607612681,-1.90839524981725
"T2 Biosystems shares are trading lower after a Seeking Alpha blogpost from Mako Research called the company ""a disaster in progress.""","decrease",0.7,0.85,40317,"T2 BIOSYSTEMS INC",4,NA,146,34,0,"2019-05-23",14879,-19.0661489963531,0.961537566035986,-6.24999419988341,-25.96153754576,1.58102624118328,2.39043607612681,-1.90839524981725
"Veracyte Highlights Will Present New Data Showing Afirma Xpression Atlas's Potential to Inform Treatment Selection for Patients with Medullary Thyroid Cancer At ASCO","increase",0.7,0.8,40325,"VERACYTE INC",4,NA,148,29,2,"2019-05-23",14263,-0.727273942902684,-0.284899049438536,-7.77370697795083,4.80260654297051,0.405681086704135,2.35731887825787,1.47601741565171
"VirnetX Reports Distribution, Service Deal With IP Dream","increase",0.6,0.75,40333,"VIRNETX HOLDING CORP",4,NA,133,33,2,"2019-05-23",87084,-4.69799004495144,2.28873454034328,4.22535681350142,7.04225575110762,-3.40356603264809,-5.09554379123936,-7.02027791626587
"Citigroup Maintains Buy on Vmware, Inc. Common stock, Class A, Raises Price Target to $235","increase",0.7,0.85,40341,"VMWARE INC",4,NA,137,33,2,"2019-05-23",92257,-3.44590805470944,0.655825389549136,-10.0254205842284,-13.9654309340689,0.731801660731435,3.24345922573621,0.0392859214574992
"Spruce Point Says Verint Systems Has 60-70% Downside Risk, Company Calls Short Report 'Deliberately Misleading'","decrease",0.7,0.85,40349,"VERINT SYSTEMS INC",4,NA,145,34,0,"2019-05-23",89397,-9.28559228777885,1.26148303970695,2.27067626272888,2.0544229961543,-0.2608897164464,0.558928726461771,-0.146915010748006
"Verint shares trading lower following a short report from Spruce Point Capital. The company responded, strongly rejecting the ""misleading and inaccurate short seller report.""","decrease",0.6,0.75,40357,"VERINT SYSTEMS INC",4,NA,148,34,0,"2019-05-23",89397,-9.28559228777885,1.26148303970695,2.27067626272888,2.0544229961543,-0.2608897164464,0.558928726461771,-0.146915010748006
"Spruce Point Capital Issues Press Release Highlighting Strong Sell Rating On Verint Systems","decrease",0.7,0.85,40373,"VERINT SYSTEMS INC",4,NA,134,30,0,"2019-05-23",89397,-9.28559228777885,1.26148303970695,2.27067626272888,2.0544229961543,-0.2608897164464,0.558928726461771,-0.146915010748006
"Goldman Sachs Assumes Vertex Pharmaceuticals Incorporated - Common Stock at Buy, Announces Price Target $220","increase",0.7,0.85,40381,"VERTEX PHARMACEUTICALS INC",4,NA,147,33,2,"2019-05-23",76744,0.371293956413865,-0.716715957969427,-3.94774997074657,0.289000574079989,1.92171242088079,4.0065163963307,2.1572925101226
"Weibo shares trading lower following a Q1 beat but Q2 sales guidance which came in below the analyst consensus estimate.","decrease",0.6,0.8,40405,"WEIBO CORP",4,NA,141,34,0,"2019-05-23",14616,-11.2783432006836,-3.81141118705273,-8.52610481718791,-6.58734933330589,-2.77460869401693,1.18670598846469,-3.65348129574038
"Weibo Sees Q2 Sales $427M-$437M vs $481.8M Estimate","decrease",0.7,0.85,40413,"WEIBO CORP",4,NA,138,34,0,"2019-05-23",14616,-11.2783432006836,-3.81141118705273,-8.52610481718791,-6.58734933330589,-2.77460869401693,1.18670598846469,-3.65348129574038
"Advanced Drainage Systems Raises Qtr. Dividend From $0.08 To $0.09/Share","increase",0.7,0.85,40429,"ADVANCED DRAINAGE SYSTEMS INC",4,NA,145,29,2,"2019-05-23",14759,8.9650109410286,0.200667115859687,-0.434780278488189,5.36277625777597,-0.831223465502262,1.21726264849331,1.55440436376062
"Advanced Drainage Systems Declares $1/Share Special Dividend","increase",0.7,0.85,40437,"ADVANCED DRAINAGE SYSTEMS INC",4,NA,136,29,2,"2019-05-23",14759,8.9650109410286,0.200667115859687,-0.434780278488189,5.36277625777597,-0.831223465502262,1.21726264849331,1.55440436376062
"Advanced Drainage Systems Sees FY20 Sales $1.425B-$1.475B vs $1.45B Estimate, Adj. EBITDA $245M-$265M","uncertain",0.2,0.6,40445,"ADVANCED DRAINAGE SYSTEMS INC",4,NA,160,34,1,"2019-05-23",14759,8.9650109410286,0.200667115859687,-0.434780278488189,5.36277625777597,-0.831223465502262,1.21726264849331,1.55440436376062
"Jon Najarian Sees Unusual Options Activity In XLE And DowDuPont","uncertain",0.3,0.6,40461,"SELECT SECTOR SPDR TRUST",4,NA,136,34,1,"2019-05-23",86454,-3.35327610373497,0.374653120525181,-4.26779440355093,-0.195469869663689,-1.54990116134286,-0.407648698496754,-0.360783615841875
"Yum Brands Reports Taco Bell Signed Largest Master Franchise Deal In India, No Terms Disclosed","increase",0.7,0.8,40469,"YUM BRANDS INC",4,NA,136,33,2,"2019-05-23",85348,-0.0689924054313451,-0.394517742097378,0.946838104251757,7.57471200018274,-0.31440332531929,0.764720066557079,0.157942771985176
"Bank of America Downgrades Accenture plc Class A Ordinary Shares (Ireland) to Neutral","decrease",0.6,0.8,40477,"ACCENTURE PLC IRELAND",4,NA,140,34,0,"2019-05-03",89071,-1.34344371035695,-0.40682633407414,-1.51429127889272,0.762801564717641,-1.05895884335041,-1.795587069124,-1.00436361463458
"US-China Trade Uncertainty Weighs On Grain Volumes","decrease",0.6,0.8,40485,"ARCHER DANIELS MIDLAND CO",4,NA,136,34,0,"2019-05-03",10516,0.298569700680673,-1.32813844829798,-2.83947316672347,-6.04867078368595,-1.20262941345572,-2.37667619243062,0.623990054809576
"ADMA Biologics Elects To Draw Down $27.5M In Capital From Existing Perceptive Advisors Credit Deal","uncertain",0.3,0.6,40493,"ADMA BIOLOGICS INC",4,NA,145,30,1,"2019-05-03",15056,9.19282138347626,-1.64270885288715,1.64270927623169,-17.2484535196157,-0.446428125724196,-3.67170766974285,-4.49678858536048
"Agile Therapeutics Will Present Combined Safety Data From 3 Phase 3 Studies At ACOG Meeting","increase",0.6,0.75,40501,"AGILE THERAPEUTICS INC",4,NA,145,33,2,"2019-05-03",14645,1.35135008022189,-1.33333206176758,-4.66667022216991,-6.00000227548435,-0.671140290796757,-2.63157638332814,-1.33333197320937
"Administrative Law Judge  Finds 19 Of 20 Asserted Align Patent Claims Valid In Case Against 3Shape","increase",0.7,0.85,40509,"ALIGN TECHNOLOGY INC",4,NA,138,29,2,"2019-05-03",88860,1.5956737101078,-0.489306263625622,-2.7636807923708,-2.55829423535471,1.41283646225929,0.369598471409383,2.63937156412626
"American Tower Q1 EPS $0.89 Beats $0.84 Estimate, Adj. FFO $1.84, Unchanged Year Over Year, Sales $1.81B Inline","increase",0.6,0.75,40517,"AMERICAN TOWER CORP NEW",4,NA,160,29,2,"2019-05-03",86111,0.0777976645622402,-0.399069348350167,1.40451238509107,4.9131877338239,-0.0570217263884842,-1.28008187465205,0.187071667862648
"Artista Networks shares are trading lower after the company issued Q2 sales guidance below analyst estimates.","decrease",0.7,0.85,40525,"ARISTA NETWORKS INC",4,NA,136,34,0,"2019-05-03",14714,-10.4359023272991,-1.83183290064335,-5.09680056310897,-10.1612762076443,0.125624774955213,-0.461110631966377,-1.9029281701396
"Stifel Nicolaus Maintains Buy on Arista Networks, Inc. Common Stock, Lowers Price Target to $287","uncertain",0.3,0.7,40533,"ARISTA NETWORKS INC",4,NA,142,34,1,"2019-05-03",14714,-10.4359023272991,-1.83183290064335,-5.09680056310897,-10.1612762076443,0.125624774955213,-0.461110631966377,-1.9029281701396
"'Candy Crush' Boosts Activision Blizzard, But The Market's Not Playing Along","uncertain",0.3,0.6,40541,"ACTIVISION BLIZZARD INC",4,NA,137,34,1,"2019-05-03",79678,-4.8435878008604,2.14209612458944,-2.39660877152966,-1.61188152157661,2.03871056437492,2.7795067429764,2.37602832307953
"Activision Blizzard shares are trading lower after the company announced Q2 EPS and sales guidance below the analyst consensus estimate.","decrease",0.7,0.85,40549,"ACTIVISION BLIZZARD INC",4,NA,142,34,0,"2019-05-03",79678,-4.8435878008604,2.14209612458944,-2.39660877152966,-1.61188152157661,2.03871056437492,2.7795067429764,2.37602832307953
"American Axle Reaffirms FY19 Adj. EBITDA $1.2B-$1.25B, Sales $7.3B-$7.4B vs $7.3B Estimate","increase",0.6,0.75,40557,"AMERICAN AXLE & MFG HLGDS INC",4,NA,170,29,2,"2019-05-03",86547,-5.15679940581322,-2.71858852356672,-11.0947782399903,-14.6216005123698,0.56061614304781,-2.71186166408913,-5.52994868830804
"American Axle & Mfg Hldgs Q1 EPS $0.36 Beats $0.34 Estimate, Sales $1.72B Miss $1.73B Estimate","uncertain",0.3,0.6,40565,"AMERICAN AXLE & MFG HLGDS INC",4,NA,166,34,1,"2019-05-03",86547,-5.15679940581322,-2.71858852356672,-11.0947782399903,-14.6216005123698,0.56061614304781,-2.71186166408913,-5.52994868830804
"AstraZeneca Announces Qternmet XR Approved in US for Type-2 Diabetes","increase",0.6,0.8,40573,"ASTRAZENECA PLC",4,NA,136,33,2,"2019-05-03",79363,2.09994930773974,-0.15621290076524,-1.9786471228595,-1.64020072119768,0.722892815247178,-0.106215948331623,-1.46674010787186
"Citigroup Downgrades BCE, Inc. Common Stock to Neutral","decrease",0.6,0.8,40581,"B C E INC",4,NA,129,34,0,"2019-05-03",29647,0.0675800372846424,-0.0225086041609756,0.360206373515592,1.39577389319014,-0.58231158182025,-0.782302791438583,-0.515462882872575
"Balchem Buys Belgian Specialty Gases Manufacturer Chemogas","increase",0.6,0.75,40589,"BALCHEM CORP",4,NA,129,33,2,"2019-05-03",10318,3.38062234222889,-2.22871135920286,-2.36496380676632,-7.70802748426077,-0.100511079654098,-2.08846678116095,-1.14382479983287
"Balchem Q1 Adj. EPS $0.73 Beats $0.63 Estimate, Sales $157.029M Miss $164.33M Estimate","uncertain",0.3,0.7,40597,"BALCHEM CORP",4,NA,149,30,1,"2019-05-03",10318,3.38062234222889,-2.22871135920286,-2.36496380676632,-7.70802748426077,-0.100511079654098,-2.08846678116095,-1.14382479983287
"Brookfield Infrastructure Partners LP Q1 EPS $(0.05) Down From $0.42 YoY, FFO $0.88 vs $0.85 In Same Qtr. Last Year","decrease",0.6,0.75,40605,"BROOKFIELD INFRASTRUC PARTNER LP",4,NA,168,34,0,"2019-05-03",92550,1.45985968410969,-0.119902240112424,-0.599520339980686,0.527571736684918,-0.700654555112123,-0.676661642031484,-0.916106734929001
"JP Morgan Reinstates Overweight on Bristol-Myers Squibb Company Common Stock","increase",0.7,0.85,40613,"BRISTOL MYERS SQUIBB CO",4,NA,143,29,2,"2019-05-03",19393,3.71159948408604,-1.06951966881752,-3.31139574486977,-3.6404781274773,0.644051562994719,0.969202561817095,1.2089839576003
"Barclays Upgrades Bristol-Myers Squibb Company Common Stock to Overweight, Raises Price Target to $55","increase",0.7,0.85,40621,"BRISTOL MYERS SQUIBB CO",4,NA,150,33,2,"2019-05-03",19393,3.71159948408604,-1.06951966881752,-3.31139574486977,-3.6404781274773,0.644051562994719,0.969202561817095,1.2089839576003
"Bruker shares are trading higher after the company reported better-than-expected Q1 EPS and sales results.","increase",0.7,0.85,40629,"BRUKER CORP",4,NA,139,33,2,"2019-05-03",88504,12.6457661390305,-0.184039177838713,-1.21923756791306,-4.83092307986297,1.28609370440245,-0.0259023422119364,0.888889357562861
"SVB Leerink Upgrades Bruker Corporation - Common Stock to Outperform","increase",0.7,0.85,40637,"BRUKER CORP",4,NA,134,33,2,"2019-05-03",88504,12.6457661390305,-0.184039177838713,-1.21923756791306,-4.83092307986297,1.28609370440245,-0.0259023422119364,0.888889357562861
"Baytex Energy shares are trading higher after the company reported better-than-expected Q1 EPS results.","increase",0.7,0.85,40645,"BAYTEX ENERGY CORP",4,NA,139,29,2,"2019-05-03",91135,13.0434721708298,0,-0.961537504971743,-6.73076285510326,-3.15789170563221,-9.35960310267172,-11.9617173850695
"Credit Suisse Assumes BrightView Holdings, Inc. Common Stock at Neutral","uncertain",0.3,0.6,40653,"BRIGHTVIEW HOLDINGS INC",4,NA,134,34,1,"2019-05-03",17867,1.45454406738281,0.716850906610489,-1.19473633573816,0.119477177489591,1.47601328790188,2.86782446610934,0.979191125293366
"Deutsche Bank Downgrades Cogent Communications Holdings, Inc. - Common Stock to Hold","decrease",0.6,0.8,40661,"COGENT COMMUNICATIONS HLDS INC",4,NA,144,34,0,"2019-05-03",89297,2.82126516103745,0.991321541368961,2.01805510674575,2.09848963301191,-0.471018347889185,-0.525078603728546,-0.272284477293117
"Carlyle Group Option Alert: Dec 20 $22.5 Calls Sweep (2) near the Ask: 1010 @ $1.0 vs 739 OI; Ref=$21.1512","increase",0.6,0.75,40669,"CARLYLE GROUP L P",4,NA,163,33,2,"2019-05-03",13405,1.40029415488243,-1.238096319139,-0.904757905608933,0.585032204798086,1.02438582107425,-1.14559273552878,-3.58473229415491
"Citigroup Downgrades Church & Dwight Company, Inc. Common Stock to Sell","decrease",0.7,0.85,40677,"CHURCH & DWIGHT INC",4,NA,138,30,0,"2019-05-03",23393,-0.428619468584657,-0.65913088619709,-1.11648405501182,-0.306796849207269,1.38512263074517,-0.386915662430032,1.17902526519993
"2019 Kentucky Derby Preview: Why Maximum Security Is More Than Just A Name","increase",0.6,0.75,40685,"CHURCHILL DOWNS INC",4,NA,139,33,2,"2019-05-03",79026,1.52762718498707,-2.67708636820316,-4.72886804950727,-5.41280031143591,1.62298455834389,-0.0396637936231902,-0.982221860294818
"Chegg Option Alert: Jan 17 $60 Calls Sweep (2) near the Ask: 7100 @ $0.651 vs 3 OI; Ref=$36.9","increase",0.6,0.7,40693,"CHEGG INC",4,NA,152,33,2,"2019-05-03",14273,4.04237732291222,-0.562698533758521,-1.66130470003919,0.348341545303987,3.25272642076015,0.61710346119821,-9.67010875874467
"Cigna shares are trading lower despite no company-specific news. Shares fell on Thursday after investors expressed concern over pharmacy benefits profitability despite strong Q1 earnings.","decrease",0.6,0.8,40701,"CIGNA GROUP",4,NA,145,30,0,"2019-05-03",64186,-3.40664871037006,3.90630178153515,3.67074557103266,1.32827234688033,-2.33333259820938,-0.390326798238605,-1.52486275851248
"NeoPhotonics Analyst Breaks Down Chinese, US Demand Trends After Q1 Print","uncertain",0.3,0.6,40709,"CIENA CORP",4,NA,132,34,1,"2019-05-03",84519,-0.538459187373519,-4.51147183775902,-9.59010349036744,-10.7759737066483,1.64191052317619,1.66840292271881,0.983948884462271
"CTI Industries Q4 EPS $(0.79) Down From $(0.24) YoY, Sales $14.1M Down From $14.839M YoY","decrease",0.7,0.85,40725,"YUNHONG CTI LTD",4,NA,158,34,0,"2019-05-03",85540,-0.627942895516753,-3.63349169492722,-0.789892462534059,-3.00157333551951,-1.54560087248683,2.74193669309866,2.90791308236178
"KeyBanc Downgrades Cognizant: 3 Reasons Why","decrease",0.7,0.85,40733,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,144,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"Cognizant Technology shares are trading lower after the company reported worse-than-expected Q1 financial results and announced 2019 EPS guidance below the analyst consensus estimate.","decrease",0.7,0.85,40741,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,163,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"Wedbush Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to Neutral, Lowers Price Target to $70","decrease",0.7,0.85,40749,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,157,30,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"JP Morgan Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to Underweight, Lowers Price Target to $65","decrease",0.7,0.85,40757,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,157,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"Goldman Sachs Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to Neutral, Lowers Price Target to $64","decrease",0.7,0.85,40765,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,157,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"Evercore ISI Group Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to In-Line","decrease",0.6,0.8,40773,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,152,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"KeyBanc Downgrades Cognizant Technology Solutions Corporation - Class A Common Stock to Sector Weight","decrease",0.6,0.8,40781,"COGNIZANT TECHNOLOGY SOLS CORP",4,NA,150,34,0,"2019-05-03",86158,-11.0493928194046,0.59071471914649,-0.202529861233225,0.32067275234029,-7.71681889891624,-8.7033974311062,-7.99723895745765
"Dept. Of Financial Services Has Taken Action Against Health Insurers For Violations Of Insurance Law Related To Contraceptive Coverage","uncertain",0.3,0.6,40789,"C V S HEALTH CORP",4,NA,144,34,1,"2019-05-03",17005,-0.123390962835401,-0.105897232424468,-2.6473702677254,-6.67137087417299,-1.04657644405961,4.32143869650958,5.07500965471348
"Dominion Resources Q1 Adj. EPS $1.1 Misses $1.13 Estimate, Sales $3.858B Miss $4.91B Estimate","decrease",0.7,0.85,40797,"DOMINION ENERGY INC",4,NA,151,30,0,"2019-05-03",64936,-0.246820505708456,-1.69293265789747,-2.90402826942276,-1.54968406216831,-0.207409937866032,-1.14292972532379,1.06341760717832
