"headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","headline.type"
"Mercury Systems Wins $22M Order For Airborne Radar Processing Subsystems",0.7,0.85,26551,"MERCURY SYSTEMS INC",3,NA,134,24,2,"2019-08-29",85738,-0.0233988335821777,0.222372193820774,0.117039390444096,-4.92743341774423,1.32796159014106,0.328714198029934,0.944950840766534,"increase"
"Mercury Systems Receives $9.2M In Orders For Rugged Servers For Airborne Surveillance Application",0.6,0.8,26559,"MERCURY SYSTEMS INC",3,NA,140,35,2,"2019-08-22",85738,-0.991546176373959,-3.65312285721302,-2.76544930719119,-2.65164658175928,2.68425270915031,2.8866192111987,5.84377056173433,"increase"
"Goldman Sachs Initiates Coverage On Mercury Systems with Neutral Rating, Announces $75 Price Target",0.3,0.6,26567,"MERCURY SYSTEMS INC",3,NA,137,35,1,"2019-08-16",85738,1.21922036632896,2.87418458610773,0.966016880430032,2.12283691423676,-0.336870062164962,-1.00382883496453,1.96947140854717,"uncertain"
"Bank of America Upgrades Mercury Systems to Neutral",0.6,0.8,26575,"MERCURY SYSTEMS INC",3,NA,128,35,2,"2019-08-09",85738,0.463411305099726,-1.38383032754064,1.7844152719672,2.76766990514141,1.5479875728488,5.1821460585914,6.20386102606261,"increase"
"Marin Software Q2 EPS $(0.35) Up From $(1.04) YoY, Sales $12.476M Down From $14.251M YoY",0.4,0.6,26583,"MARIN SOFTWARE INC",3,NA,151,35,1,"2019-08-08",13812,-0.985220726579428,3.98009568452835,7.96020317551478,36.8159204442028,5.18134869635105,4.1025602114644,0.744410493263548,"uncertain"
"Xynomic Pharma ReportsInterim Data From Phase 1b Study Of Abexinostat Combined With Keytruda In Multiple Solid Tumors",0.6,0.8,26591,"MERCK & CO INC NEW",3,NA,148,35,2,"2019-08-30",22752,-0.288284127600491,0.208165030926466,-3.46941141481272,-4.50313871350004,0.277518341317773,1.40318597267257,0.97811366010192,"increase"
"Deaths from E. Congo Ebola Outbreak Top 2,000; Cases Top 3,000",0.5,0.7,26599,"MERCK & CO INC NEW",3,NA,139,35,2,"2019-08-30",22752,-0.288284127600491,0.208165030926466,-3.46941141481272,-4.50313871350004,0.277518341317773,1.40318597267257,0.97811366010192,"increase"
"SVB Leerink Initiates Coverage On Merck & Co with Outperform Rating, Announces $103 Price Target",0.75,0.85,26607,"MERCK & CO INC NEW",3,NA,141,35,2,"2019-08-16",22752,1.9170843064785,1.32847977802157,-0.141071084790756,1.65765784176355,0.0719395175110548,-3.04368347636857,-1.83485966828709,"increase"
"Merck 10-Q Out; Shows Co. Received Set Of Investigative Interrogatories From California Attorney General's Office On Apr. 15, 2019 Related To Conduct, Deal That Allegedly Affected, Delayed Competition To Lantus In Insulin Market",0.6,0.8,26615,"MERCK & CO INC NEW",3,NA,174,35,0,"2019-08-06",22752,1.47978309541941,-0.118551834020764,2.05098207897365,1.54120104570488,-1.5981987118721,-0.681084557839129,0.156651320437651,"decrease"
"Marinus Pharmaceuticals shares are trading higher after the company reported Q2 results.",0.7,0.8,26623,"MARINUS PHARMACEUTICALS INC",3,NA,141,35,2,"2019-08-08",14815,8.41120630502701,2.58621480315924,-4.31034108502263,-4.31034086172508,0,0.943406578153372,-2.72727015659954,"increase"
"Marinus Pharmaceuticals Earlier Reported Q2 EPS $(0.24), Inline; Top-Line Phase 2 Refractory Status Epilepticus (Rse) Data On-Track For Q3 2019; Scott Braunstein Appointed As CEO; Nicole Vitullo Appointed As Chairman Of The Board",0.4,0.6,26631,"MARINUS PHARMACEUTICALS INC",3,NA,189,35,1,"2019-08-08",14815,8.41120630502701,2.58621480315924,-4.31034108502263,-4.31034086172508,0,0.943406578153372,-2.72727015659954,"uncertain"
"Wells Fargo Maintains Outperform on Marathon Oil, Lowers Price Target to $20",0.5,0.7,26639,"MARATHON OIL CORP",3,NA,139,35,0,"2019-08-12",15069,-1.01010194048286,1.64835192263126,1.09890323757023,-8.35103664891467,0.0777622801251709,6.8049762805886,5.83881583317167,"decrease"
"Marathon Oil shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. The company also issued Q3 US oil production guidance.",0.75,0.85,26647,"MARATHON OIL CORP",3,NA,153,24,2,"2019-08-08",15069,6.72198683023453,0.0777622801251709,-6.53187600691537,-4.28791470451517,-0.904602464288473,-3.5999984204718,-9.26204478927818,"increase"
"Marathon Oil Sees Q3 US Oil Production 190K-200K Net Barrels Of Oil Equvilent/Day",0.7,0.8,26655,"MARATHON OIL CORP",3,NA,147,35,2,"2019-08-07",15069,-0.904602464288473,6.72198683023453,2.07468820108421,3.47889933033392,-2.7200011536479,-8.43373409141216,-10.1256459703628,"increase"
"Marathon Oil Q2 EPS $0.23 Beats $0.15 Estimate, Sales $1.433B Beat $1.41B Estimate",0.7,0.85,26663,"MARATHON OIL CORP",3,NA,151,24,2,"2019-08-07",15069,-0.904602464288473,6.72198683023453,2.07468820108421,3.47889933033392,-2.7200011536479,-8.43373409141216,-10.1256459703628,"increase"
"Marten Transport Raises Buyback Plan To $34M; Declares $0.65/Share Special Cash Dividend",0.75,0.85,26671,"MARTEN TRANSPORT LTD",3,NA,140,35,2,"2019-08-13",75517,1.29171032458544,-0.743886269629002,4.78214454899113,-0.40562060846101,-3.07772643864155,-5.20408398986882,-1.43236312626613,"increase"
"Craig-Hallum Upgrades Marvell Technology Group to Buy",0.7,0.85,26679,"MARVELL TECHNOLOGY INC",3,NA,131,24,2,"2019-08-30",88360,-0.950419157743454,-2.8368728235364,4.29704078275681,5.96579200890304,2.62935049831867,2.9349235799206,2.54237448512888,"increase"
"Marvell Technology shares are trading lower after the company issued Q3 EPS guidance below analyst estimates.",0.7,0.85,26687,"MARVELL TECHNOLOGY INC",3,NA,137,25,0,"2019-08-29",88360,2.62935049831867,-0.950419157743454,2.72727185881745,6.85950324274913,0.297744339331985,-0.0847476991401308,-0.841046083113128,"decrease"
"Marvell Technology Sees Q3 Adj. EPS $0.15-$0.19 vs $0.21 Est., Sales $660M+/- 3% vs $697.58M Est.",0.7,0.85,26695,"MARVELL TECHNOLOGY INC",3,NA,160,35,0,"2019-08-29",88360,2.62935049831867,-0.950419157743454,2.72727185881745,6.85950324274913,0.297744339331985,-0.0847476991401308,-0.841046083113128,"decrease"
"Marvell Technology Group Q2 EPS $0.16 Beats $0.15 Estimate, Sales $656.57M Beat $652.51M Estimate",0.6,0.8,26703,"MARVELL TECHNOLOGY INC",3,NA,150,35,2,"2019-08-29",88360,2.62935049831867,-0.950419157743454,2.72727185881745,6.85950324274913,0.297744339331985,-0.0847476991401308,-0.841046083113128,"increase"
"Benchmark Assumes Marvell Technology Group at Buy, Announces $30 Price Target",0.7,0.8,26711,"MARVELL TECHNOLOGY INC",3,NA,134,35,2,"2019-08-21",88360,-0.40128561668098,-0.0805820222012698,-4.9959700698267,0.201454998314343,-0.993245933204889,-0.0801943150185113,3.48837256663979,"increase"
"Marvell Technology Group Option Alert: Jan, 2021 $35 Calls Sweep (12) near the Ask: 500 @ $1.47 vs 20479 OI; Earnings 9/5 After Close [est] Ref=$25.1",0.7,0.8,26719,"MARVELL TECHNOLOGY INC",3,NA,171,35,2,"2019-08-09",88360,-2.52366438508034,-3.23624312877655,0.889972060518107,-3.80258399209419,2.67206411808729,4.49114199766345,5.88726444513163,"increase"
"Morgan Stanley On Rumors Of Cigna Looking To Sell Group Insurance Business Says 'ultimately don't think this is a big deal'",0.3,0.6,26727,"MORGAN STANLEY DEAN WITTER & CO",3,NA,154,35,1,"2019-08-20",69032,-1.16422446444631,0.100243359338492,-0.275690719571586,4.08520606655103,1.07661569491029,3.24808307412114,2.64428431173451,"uncertain"
"Italy President Mattarella To Speak On Government Crisis At 1800 Gmt",0.3,0.5,26735,"M S C I INC",3,NA,132,35,1,"2019-08-22",92402,0.412713782861829,-1.27118639647961,-0.165253963695355,2.23305260527691,1.52483750134706,2.04941222325261,3.88984811121744,"uncertain"
"MSCI Issues FY19 Opex, FCF And Adj. EBITDA Guidance",0.4,0.6,26743,"M S C I INC",3,NA,132,35,1,"2019-08-01",92402,-0.84052262827754,-2.28554084897041,0.0621307940621651,-1.10504532569042,-0.280849286355078,-2.20768164073436,-4.22725106250517,"uncertain"
"Motorola Solutions Announces Patent Infringement Lawsuit Against Hytera Communications Will Proceed, Including Claims Against Hytera's i-Series Product Line",0.6,0.8,26759,"MOTOROLA SOLUTIONS INC",3,NA,145,35,2,"2019-08-20",22779,-0.836770422756672,2.17230040580034,1.77889015572423,2.0126569732595,2.04822737723589,2.79553511157844,3.41460354560421,"increase"
"Barclays Initiates Coverage On Motorola Solutions with Overweight Rating, Announces $195 Price Target",0.75,0.85,26767,"MOTOROLA SOLUTIONS INC",3,NA,136,35,2,"2019-08-08",22779,2.90804449468851,-1.54137974604964,-3.90930416956348,-0.184296706826015,1.41041968017817,3.12333579257864,2.30479668962913,"increase"
"Raymond James Reiterates Outperform on Motorola Solutions, Raises Price Target to $182",0.75,0.85,26775,"MOTOROLA SOLUTIONS INC",3,NA,135,35,2,"2019-08-02",22779,3.22894379496574,-0.793747697025537,3.65710317103363,1.90498912005361,-0.723073119297624,-0.746991255534735,-2.37602048364606,"increase"
"Citi Maintains Buy on Motorola Solutions, Raises Price Target to $190",0.75,0.85,26783,"MOTOROLA SOLUTIONS INC",3,NA,132,35,2,"2019-08-02",22779,3.22894379496574,-0.793747697025537,3.65710317103363,1.90498912005361,-0.723073119297624,-0.746991255534735,-2.37602048364606,"increase"
"Motorola Solutions shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. The company also raised FY19 EPS guidance.",0.8,0.9,26791,"MOTOROLA SOLUTIONS INC",3,NA,147,24,2,"2019-08-02",22779,3.22894379496574,-0.793747697025537,3.65710317103363,1.90498912005361,-0.723073119297624,-0.746991255534735,-2.37602048364606,"increase"
"Motorola Solutions Raises FY19 Adj. EPS Guidance From $7.60-$7.72 To $7.67-$7.77 vs $7.73 Estimate",0.6,0.8,26799,"MOTOROLA SOLUTIONS INC",3,NA,151,35,2,"2019-08-01",22779,-0.723073119297624,3.22894379496574,8.67929338835394,4.4306892404709,-0.0240923414821736,-1.6649864336904,-2.43386201406572,"increase"
"Motorola Solutions Sees Q3 Adj. EPS $1.91-$1.96 vs $2 Estimate, Sales Growth ~6.5%",0.6,0.8,26807,"MOTOROLA SOLUTIONS INC",3,NA,146,35,0,"2019-08-01",22779,-0.723073119297624,3.22894379496574,8.67929338835394,4.4306892404709,-0.0240923414821736,-1.6649864336904,-2.43386201406572,"decrease"
"Motorola Solutions Q2 Adj. EPS $1.69 Beats $1.6 Estimate, Sales $1.86B Beat $1.85B Estimate",0.7,0.85,26815,"MOTOROLA SOLUTIONS INC",3,NA,149,35,2,"2019-08-01",22779,-0.723073119297624,3.22894379496574,8.67929338835394,4.4306892404709,-0.0240923414821736,-1.6649864336904,-2.43386201406572,"increase"
"ArcelorMittal shares are trading higher amid speculated layoffs and China's supposed eagerness to reach a trade deal with the US.",0.6,0.7,26831,"ARCELORMITTAL S A LUXEMBOURG",3,NA,158,35,2,"2019-08-26",85261,2.09423881024122,-0.879120081663132,2.27106549693146,22.3443315167199,-2.26608496159315,-0.372579726569489,0.829559906133093,"increase"
"ArcelorMittal SA shares are trading higher potentially on PMI data that was better-than-expected and key steelmaking inputs tanking. The company also tried to raise carbon sheet prices in Europe.",0.7,0.8,26839,"ARCELORMITTAL S A LUXEMBOURG",3,NA,170,35,2,"2019-08-22",85261,1.93740855902433,-2.26608496159315,3.50876840434422,10.5263126562038,1.20663531124592,0.224045761448432,2.36461040730154,"increase"
"UPDATE: Gibbs Also Tells Benzinga, ""MT Also Tried To Raise Carbon Sheet Prices In Europe Yesterday""",0.4,0.6,26847,"ARCELORMITTAL S A LUXEMBOURG",3,NA,152,35,1,"2019-08-22",85261,1.93740855902433,-2.26608496159315,3.50876840434422,10.5263126562038,1.20663531124592,0.224045761448432,2.36461040730154,"uncertain"
"KeyBanc Analyst Philip Gibbs Tells Benzinga Volatility In ArcelorMittal Shares Could Be Attributed To ""PMI Data Out Of Europe Was Poor, But Better Than Expectations. Iron Ore And Coking Coal, Key Steelmaking Inputs For MT, Have Also Been Tanking.""",0.6,0.7,26855,"ARCELORMITTAL S A LUXEMBOURG",3,NA,189,35,0,"2019-08-22",85261,1.93740855902433,-2.26608496159315,3.50876840434422,10.5263126562038,1.20663531124592,0.224045761448432,2.36461040730154,"decrease"
"ArcelorMittal shares are trading higher in sympathy with the overall market on renewed U.S.-China trade war optimism.",0.6,0.8,26863,"ARCELORMITTAL S A LUXEMBOURG",3,NA,155,35,2,"2019-08-19",85261,2.13577952235937,-0.970874633640051,1.94174195845149,4.25690568704078,3.30969356000423,3.63636423297817,-5.2745696867719,"increase"
"ArcelorMittal Earlier Reported Q2 EPS $0.42 Missed $0.5 Estimate, Sales $19.279B Miss $19.68B Estimate",0.7,0.8,26871,"ARCELORMITTAL S A LUXEMBOURG",3,NA,167,35,0,"2019-08-01",85261,-1.78117491304874,-3.95077504217625,-5.8937816051749,-17.8108813836346,-4.95768189430237,-6.26118152336144,-7.52941004192583,"decrease"
"Mettler-Toledo International shares are trading lower after the company reported worse-than-expected Q2 sales results. The company also narrowed FY19 EPS guidance.",0.7,0.85,26879,"METTLER TOLEDO INTERNATIONAL INC",3,NA,154,25,0,"2019-08-02",85621,-5.64807280898094,-3.49670350551605,-2.16488523449598,-7.33192267599031,0.533859012648463,0.107899964663849,-1.83355116477056,"decrease"
"Mettler-Toledo Narrows FY19 Adj. EPS Guidance From $22.55-$22.75 To $22.60-$22.75",0.2,0.6,26887,"METTLER TOLEDO INTERNATIONAL INC",3,NA,154,35,1,"2019-08-01",85621,0.533859012648463,-5.64807280898094,-6.22642239844453,-13.1968046651637,-0.423697102814913,-2.35483865900461,-2.36869415962937,"uncertain"
"Mettler-Toledo Intl Q2 EPS $5.16 Beats $5.08 Estimate, Sales $731.366M Miss $735.99M Estimate",0.3,0.6,26895,"METTLER TOLEDO INTERNATIONAL INC",3,NA,156,35,1,"2019-08-01",85621,0.533859012648463,-5.64807280898094,-6.22642239844453,-13.1968046651637,-0.423697102814913,-2.35483865900461,-2.36869415962937,"uncertain"
"Mannatech Q2 EPS $0.81 Up From $(0.14) YoY, Sales $40.711M Down From $45.137M YoY",0.4,0.6,26903,"MANNATECH INC",3,NA,153,35,1,"2019-08-07",86728,-1.15572093054652,1.84614919126034,-4.55384472723706,-5.41538520207836,5.85962533950806,17.2192581616227,2.11180155669997,"uncertain"
"Materialise Q2 EPS €(0.01) vs €0.01 YoY",0.7,0.8,26911,"MATERIALISE NV",3,NA,131,35,0,"2019-08-06",14705,-6.51137977838516,1.24574927613139,1.64213427401076,3.56738996423207,-0.211309641599655,-6.80809609997389,-2.57864895106172,"decrease"
"Matrix Service shares are trading higher after the company announced it won a 5-year contract as the primary onsite mechanical service contractor at the Shell Puget Sound Refinery.",0.75,0.85,26919,"MATRIX SERVICE CO",3,NA,145,35,2,"2019-08-29",76279,14.1287222504616,-8.89499634504318,-15.3599286977231,-12.4713405131428,3.24149318039417,0.367645420264684,-1.59628977516239,"increase"
"Matrix Service Company Announces That Its Subsidiary Matrix Service Inc. Has Been Awarded A Five-Year Contract As The Primary Onsite Mechanical Services Contractor At The Shell Puget Sound Refinery; Financial Details Not Disclosed",0.7,0.8,26927,"MATRIX SERVICE CO",3,NA,156,35,2,"2019-08-29",76279,14.1287222504616,-8.89499634504318,-15.3599286977231,-12.4713405131428,3.24149318039417,0.367645420264684,-1.59628977516239,"increase"
"DA Davidson Upgrades Matrix Service to Buy",0.7,0.85,26951,"MATRIX SERVICE CO",3,NA,121,24,2,"2019-08-07",76279,3.75426523387432,1.69955845922232,-0.0548258758656272,7.51096980819981,-0.621823687106371,-4.09165308614229,-5.83824406870888,"increase"
"Believe It: This Momentum ETF Is Still Working...Sort Of",0.4,0.6,26967,"ISHARES TRUST",3,NA,127,35,1,"2019-08-26",13851,1.29208117723465,0.0839194981381297,1.04900975866971,5.41420241972901e-09,-2.55136005580425,-2.65618467699713,-1.76200473277643,"uncertain"
"Dougherty & Co. Initiates Coverage On Manitowoc Co with Neutral Rating",0.3,0.6,26975,"MANITOWOC CO INC",3,NA,136,35,1,"2019-08-28",51263,-1.93603113293648,5.40772639214993,6.69528473554903,17.5965681500587,-7.90697336196899,-9.45121814471994,-16.8067203196207,"uncertain"
"Baird Downgrades Manitowoc Co to Neutral, Lowers Price Target to $19",0.7,0.85,26983,"MANITOWOC CO INC",3,NA,138,35,0,"2019-08-12",51263,-7.23104327917099,1.58428996801376,-7.66793414037754,-18.2509511233726,4.54824678599834,8.75958992188404,7.59013146037257,"decrease"
"Manitowoc Co Q2 EPS $0.94 Beats $0.49 Estimate, Sales $504.7M Miss $509.51M Estimate",0.6,0.75,26991,"MANITOWOC CO INC",3,NA,151,35,2,"2019-08-08",51263,4.02813367545605,4.54824678599834,-11.7394018393645,-12.2311039022017,-1.07526928186417,-1.38713317145867,-6.00960983460032,"increase"
"Nand Flash Wafer Prices Rise Above Cash Cost Levels",0.7,0.8,26999,"MICRON TECHNOLOGY INC",3,NA,128,35,2,"2019-08-19",53613,3.35246622562408,-1.73294562846422,-3.5103266583969,-0.0444272194648043,3.1013198196888,3.59181318848094,-1.4036654918293,"increase"
"Micron Opens New NAND Flash Fab in Singapore",0.75,0.85,27007,"MICRON TECHNOLOGY INC",3,NA,126,35,2,"2019-08-15",53613,0.475739175453782,3.1013198196888,6.01325023157442,5.75283206379658,-4.82227168977261,-0.213624890079156,1.25240950076293,"increase"
"Citi: Micron Cons Outweigh The Pros At This Point",0.7,0.8,27015,"MICRON TECHNOLOGY INC",3,NA,131,35,0,"2019-08-13",53613,4.84214834868908,-4.82227168977261,0.135841516028523,-3.91668496488682,1.46917290985584,-1.17288296292171,0.910182109092661,"decrease"
"Micron Technology Option Alert: Fri $42.5 Calls Sweep (14) near the Ask: 1258 @ $0.847 vs 1533 OI; Earnings 9/19 After Close [est] Ref=$42.14",0.4,0.6,27023,"MICRON TECHNOLOGY INC",3,NA,167,35,1,"2019-08-12",53613,1.46917290985584,4.84214834868908,6.83597690382471,3.08568512581098,-2.60380152612925,-0.550897168798048,-2.58094449418033,"uncertain"
"Micron Technology Option Alert: Fri $41 Puts Sweep (33) near the Ask: 853 @ $0.793 vs 2154 OI; Earnings 9/19 After Close [est] Ref=$41.41",0.7,0.8,27031,"MICRON TECHNOLOGY INC",3,NA,165,35,0,"2019-08-07",53613,-2.0412927493453,2.10778694599867,0.694612843483422,5.79640240572235,1.6213646158576,-3.31216623306544,-2.24770553490854,"decrease"
"Micron Technology Option Alert: Fri $42 Puts Sweep (32) near the Ask: 865 @ $0.63 vs 4183 OI; Earnings 9/19 After Close [est] Ref=$42.47",0.7,0.8,27047,"MICRON TECHNOLOGY INC",3,NA,165,35,0,"2019-08-07",53613,-2.0412927493453,2.10778694599867,0.694612843483422,5.79640240572235,1.6213646158576,-3.31216623306544,-2.24770553490854,"decrease"
"Cowen & Co. Upgrades Myers Industries to Outperform",0.7,0.85,27063,"MYERS INDUSTRIES INC",3,NA,129,35,2,"2019-08-27",65365,6.58839046955109,2.87637282162905,1.9125684571903,8.57513285489411,1.38888917863369,-1.41479259433719,-1.73077202091156,"increase"
"Myers Industries Acquires Tuffy Manufacturing Industries, Terms Not Disclosed",0.6,0.75,27071,"MYERS INDUSTRIES INC",3,NA,131,35,2,"2019-08-26",65365,1.38888917863369,6.58839046955109,7.50913393823895,11.5201694904944,-2.76527516543865,-3.07692610582686,-2.7652751597315,"increase"
"Hearing Piper Says Buy Myriad Genetic, Saying Medicare News Increase Target Market; Unconfirmed",0.7,0.8,27079,"MYRIAD GENETICS INC",3,NA,139,35,2,"2019-08-22",82508,-8.13073292374611,-2.42949891835451,1.25813830444124,5.20607706125971,2.449981123209,0.0398732172492977,-1.02564204668021,"increase"
"Deutsche Bank Maintains Hold on Myriad Genetics, Lowers Price Target to $35",0.6,0.8,27103,"MYRIAD GENETICS INC",3,NA,139,35,0,"2019-08-14",82508,-42.7609413862228,-9.01960507035255,-1.60784305065694,-9.56863017227192,-1.61218978464603,-2.04485552479666,-2.85652273050354,"decrease"
"Myriad Genetics shares are trading lower after the company reported worse-than-expected Q4 EPS and sales results. The company also issued Q1 and FY20 guidance below analyst estimates.﻿",0.8,0.9,27111,"MYRIAD GENETICS INC",3,NA,157,25,0,"2019-08-14",82508,-42.7609413862228,-9.01960507035255,-1.60784305065694,-9.56863017227192,-1.61218978464603,-2.04485552479666,-2.85652273050354,"decrease"
"Piper Jaffray Downgrades Myriad Genetics to Equal-Weight, Lowers Price Target to $40",0.7,0.85,27119,"MYRIAD GENETICS INC",3,NA,144,25,0,"2019-08-14",82508,-42.7609413862228,-9.01960507035255,-1.60784305065694,-9.56863017227192,-1.61218978464603,-2.04485552479666,-2.85652273050354,"decrease"
"Myriad Genetics shares are trading lower after the company reported worse-than-expected Q4 EPS and sales results. The company issued Q1 and FY20 EPS and sales guidance below analyst estimates.",0.8,0.9,27127,"MYRIAD GENETICS INC",3,NA,158,30,0,"2019-08-13",82508,-1.61218978464603,-42.7609413862228,-45.0280578189041,-50.4377097062692,-0.43975543230772,-1.26472267563825,0.846319007022478,"decrease"
"Myriad Genetics Sees Q1 Adj. EPS $0.30-$0.32 vs $0.42 Est., Sales $200M-$202M vs $217.35M Est.; Sees FY20 Adj. EPS $1.80-$1.90 vs $1.92 Est., Sales $865M-$875M vs $921.99M Est.",0.7,0.85,27135,"MYRIAD GENETICS INC",3,NA,197,35,0,"2019-08-13",82508,-1.61218978464603,-42.7609413862228,-45.0280578189041,-50.4377097062692,-0.43975543230772,-1.26472267563825,0.846319007022478,"decrease"
"Myriad Genetics Q4 Adj. EPS $0.41 Misses $0.47 Estimate, Sales $215.4M Miss $221.04M Estimate",0.6,0.8,27143,"MYRIAD GENETICS INC",3,NA,154,35,0,"2019-08-13",82508,-1.61218978464603,-42.7609413862228,-45.0280578189041,-50.4377097062692,-0.43975543230772,-1.26472267563825,0.846319007022478,"decrease"
"Myriad Genetics Q4 Earnings Preview",0.4,0.6,27151,"MYRIAD GENETICS INC",3,NA,128,35,1,"2019-08-13",82508,-1.61218978464603,-42.7609413862228,-45.0280578189041,-50.4377097062692,-0.43975543230772,-1.26472267563825,0.846319007022478,"uncertain"
"Myriad Will Seek FDA Approval of BRACAnalysis CDx® As a Companion Diagnostic for Lynparza® (olaparib) In Men with Metastatic Castrate-Resistant Prostate Cancer",0.7,0.8,27159,"MYRIAD GENETICS INC",3,NA,162,35,2,"2019-08-07",82508,0.156144751235843,2.13808249682188,-43.2071284604206,-44.1202686987383,-0.906277261674404,-4.77909929745788,-0.399903419431991,"increase"
"Deutsche Bank Maintains Hold on Myriad Genetics, Raises Price Target to $45",0.5,0.7,27167,"MYRIAD GENETICS INC",3,NA,138,35,2,"2019-08-05",82508,-3.90824154019356,-0.906277261674404,0.0884109018971512,-44.5623362665959,4.59898598492146,61.564866645167,59.5391419695825,"increase"
"Myriad Genetics Shares Tick To Session High Following Unusual Option Activity: Aug. Monthly $48 Calls At The Bid Showing Volume Of 500 Contracts vs Open Interest 5 Contracts",0.7,0.8,27175,"MYRIAD GENETICS INC",3,NA,156,35,2,"2019-08-02",82508,4.59898598492146,-3.90824154019356,-3.39847549820167,-46.1554811727121,54.4612169265747,52.5245588829905,56.7746398172595,"increase"
"Bank of America Upgrades Myriad Genetics to Neutral",0.6,0.8,27183,"MYRIAD GENETICS INC",3,NA,131,35,2,"2019-08-02",82508,4.59898598492146,-3.90824154019356,-3.39847549820167,-46.1554811727121,54.4612169265747,52.5245588829905,56.7746398172595,"increase"
"Myriad Genetics shares trading higher following news UnitedHealthcare issued a positive coverage decision for GeneSight.",0.8,0.9,27191,"MYRIAD GENETICS INC",3,NA,139,35,2,"2019-08-01",82508,54.4612169265747,4.59898598492146,1.88847428821706,-48.4558948530796,-1.25381508842111,1.49773706093776,0.725886856854641,"increase"
"B. Riley FBR Maintains Neutral on MYR Group, Lowers Price Target to $34",0.6,0.8,27199,"M Y R GROUP INC DE",3,NA,139,35,0,"2019-08-02",92782,-0.78740157186985,-5.96825145184994,-9.61904997197212,-9.5238097134006,-12.0985575020313,-15.6930423903698,-14.5126531610619,"decrease"
"Nathan's Famous Q1 EPS $1.28 Up From $1.13 YoY, Sales $30.518M Up From $30.168M YoY",0.6,0.8,27207,"NATHANS FAMOUS INC NEW",3,NA,157,35,2,"2019-08-09",78900,0.0426725135184824,-1.18015324696898,-7.59278214757093,-5.6590381731846,1.13652842119336,3.7332248638267,5.50803825940824,"increase"
"NovaBay Pharmaceuticals: Empery Asset Management Report 8.42% Passive Stake",0.6,0.75,27231,"NOVABAY PHARMACEUTICALS INC",3,NA,144,35,2,"2019-08-15",92345,-6.09003938734531,0.363384233787656,-7.75680956248881,-25.9259301821024,-7.08536431193352,-12.4252872678449,-19.901177426869,"increase"
"NovaBay Pharmaceuticals shares are trading lower after the company announced an offering of 4.2 million shares at $1 per share.",0.7,0.85,27239,"NOVABAY PHARMACEUTICALS INC",3,NA,152,35,0,"2019-08-09",92345,-17.2869548201561,-8.5365854203701,-24.5058868417399,-33.7678734963047,4.54545021057129,-2.54237070415648,-1.70940028935859,"decrease"
"NovaBay Pharma Prices ~4.199M Share Common Stock Offering At $1/Share",0.7,0.8,27247,"NOVABAY PHARMACEUTICALS INC",3,NA,145,35,0,"2019-08-09",92345,-17.2869548201561,-8.5365854203701,-24.5058868417399,-33.7678734963047,4.54545021057129,-2.54237070415648,-1.70940028935859,"decrease"
"NovaBay Pharmaceuticals Q2 EPS $(0.14) Down From $(0.12) YoY, Sales $1.8M Beat $1.53M Estimate",0.4,0.6,27255,"NOVABAY PHARMACEUTICALS INC",3,NA,161,35,1,"2019-08-07",92345,-6.77965506911278,4.54545021057129,-30.7363650547251,-37.1818215269662,0.854700058698654,-2.47934623576994,-9.23076989665459,"uncertain"
"SunTrust Robinson Humphrey Maintains Buy on Norwegian Cruise Line, Raises Price Target to $72",0.75,0.85,27263,"NORWEGIAN CRUISE LINE HLDGS LTD",3,NA,150,35,2,"2019-08-09",13760,2.18107290565968,-0.604106392711401,1.65122777965965,0.120824294260169,2.01511140912771,3.58056338406203,5.53745769124794,"increase"
"Buckingham Research Upgrades Norwegian Cruise Line to Buy, Raises Price Target to $61",0.75,0.85,27279,"NORWEGIAN CRUISE LINE HLDGS LTD",3,NA,148,24,2,"2019-08-09",13760,2.18107290565968,-0.604106392711401,1.65122777965965,0.120824294260169,2.01511140912771,3.58056338406203,5.53745769124794,"increase"
"Norwegian Cruise Line Q2 EPS $1.3 Beats $1.26 Estimate, Sales $1.664B Beat $1.62B Estimate",0.7,0.85,27295,"NORWEGIAN CRUISE LINE HLDGS LTD",3,NA,162,35,2,"2019-08-08",13760,2.01511140912771,2.18107290565968,1.04938724599064,3.90946825363434,1.53452949598432,3.45276913730359,0.400418549922499,"increase"
"National CineMedia Q2 EPS $0.11 Beats $0.09 Estimate, Sales $110.2M Miss $112.62M Estimate",0.4,0.6,27303,"NATIONAL CINEMEDIA INC",3,NA,147,35,1,"2019-08-05",91822,-3.88888530433178,0.578034110367298,2.02311956550916,3.7735008986626,2.27272510528564,1.12359439849516,-0.689657797460319,"uncertain"
"This Day In Market History: OM Group Makes Hostile Takeover Bid For LSE",0.3,0.6,27311,"NASDAQ INC",3,NA,130,35,1,"2019-08-29",90601,1.25849777832627,0.0701610697433352,4.50035633240422,0.222981474856643,0.264579360373318,-0.141886487987308,1.03568720386389,"uncertain"
