"headline","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10","headline.type"
"The Hain Celestial shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.",0.8,0.9,19998,"HAIN CELESTIAL GROUP INC",2,NA,141,29,2,"2019-08-29",80167,0.105089589487761,3.10036856717091,15.3967329272801,0.990100670605898,-0.917431617190567,-0.1088061369236,3.6492,2.5454,0.6433,1.35,0.31,0.34,0.007,2.7642,4.8736,12.7806,"increase"
"Hain Celestial Reports Q4 Earnings Beat",0.7,0.85,20006,"HAIN CELESTIAL GROUP INC",2,NA,127,24,2,"2019-08-29",80167,0.105089589487761,3.10036856717091,15.3967329272801,0.990100670605898,-0.917431617190567,-0.1088061369236,3.6492,2.5454,0.6433,1.35,0.31,0.34,0.007,2.7642,4.8736,12.7806,"increase"
"Hain Celestial Group Option Alert: Jan, 2021 $20 Calls Sweep (28) near the Ask: 883 @ $3.201 vs 19947 OI; Earnings 8/29 Before Open Ref=$18.366",0.6,0.7,20022,"HAIN CELESTIAL GROUP INC",2,NA,168,35,2,"2019-08-26",80167,-1.88883095979691,3.45385510805818,11.9805678977982,-2.80275344848633,0.10892455705207,-1.18280226986073,0.8161,0.1777,0.6299,1.08,-0.02,-0.17,0.007,-0.8239,3.7494,7.8049,"increase"
"The Hain Celestial Group shares are trading lower after JP Morgan downgraded the stock from Neutral to Underweight and lowered the price target from $23 to $18 per share.",0.8,0.9,20030,"HAIN CELESTIAL GROUP INC",2,NA,154,25,0,"2019-08-20",80167,-1.29032135009766,-2.25806499923283,5.26881451036583,0.735969888046384,3.84068034237672,3.01034527509871,-15.0685,-14.7751,0.6246,-0.75,0.3,-0.5,0.007,-16.5632,-14.9947,-9.0036,"decrease"
"JP Morgan Downgrades Hain Celestial Group to Underweight, Lowers Price Target to $18",0.8,0.9,20038,"HAIN CELESTIAL GROUP INC",2,NA,139,30,0,"2019-08-20",80167,-1.29032135009766,-2.25806499923283,5.26881451036583,0.735969888046384,3.84068034237672,3.01034527509871,-15.0685,-14.7751,0.6246,-0.75,0.3,-0.5,0.007,-16.5632,-14.9947,-9.0036,"decrease"
"Halliburton Reports Wins 9 Conditional Contracts From Woodside Energy For Drilling, Completion Services For SNE Field Development Phase 1 Offshore Senegal, No Terms Disclosed",0.7,0.8,20046,"HALLIBURTON CO",2,NA,148,35,2,"2019-08-12",23819,0.360637274570763,-0.412158202824264,-9.84028761023114,-2.0571993663907,-0.661573291172146,-2.15538990017066,-0.5635,1.4328,1.3852,-1.32,0.28,-0.27,0.007,0.4053,0.1134,-6.3966,"increase"
"Raymond James Maintains Outperform on Hallmark Financial Servs, Raises Price Target to $18",0.7,0.85,20054,"HALLMARK FINANCIAL SERVICES INC",2,NA,138,33,2,"2019-08-12",75985,5.12009784579277,10.9987344515764,9.92414464316398,-0.968364253640175,2.26666749747466,1.52217387077,3.1291,4.1538,0.6635,-1.32,0.28,-0.27,0.007,8.4493,14.137,14.5116,"increase"
"Hallmark Financial Servs Q2 EPS $0.42 Beats $0.34 Estimate, Sales $120.903M Beat $105.31M Estimate",0.8,0.9,20062,"HALLMARK FINANCIAL SERVICES INC",2,NA,150,29,2,"2019-08-07",75985,3.26666496694088,8.60000604611932,13.1999967009788,3.4223135560751,-0.329816639797464,-0.526661854312727,-0.728,-0.4718,0.6748,0.07,0.08,-0.9,0.007,1.5415,9.7478,12.155,"increase"
"Halozyme Therapeutics Q2 EPS $(0.10) Beats $(0.14) Estimate, Sales $39.148M Miss $42.76M Estimate",0.3,0.6,20070,"HALOZYME THERAPEUTICS INC",2,NA,155,30,1,"2019-08-06",90436,-2.33235936611891,-5.42274242844936,-3.96501645979972,-1.05386599898338,-1.16959511939224,-0.529724330539605,1.4793,0.1396,1.2508,1.29,-0.42,-0.59,0.007,-2.8319,-7.8772,-6.1976,"uncertain"
"Hasbro To Buy Peppa Pig Owner eOne For $4B",0.7,0.8,20078,"HASBRO INC",2,NA,122,35,2,"2019-08-23",52978,2.94823758304119,6.08854723710635,9.42092156542769,-0.995672307908535,-0.0349688575056572,-0.521964725090496,-8.9375,-6.2639,0.9365,-2.66,-0.55,-0.18,0.007,-4.2817,-2.594,-1.7224,"increase"
"Hasbro shares are trading lower in sympathy with the overall market on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.",0.7,0.8,20086,"HASBRO INC",2,NA,152,30,0,"2019-08-23",52978,2.94823758304119,6.08854723710635,9.42092156542769,-0.995672307908535,-0.0349688575056572,-0.521964725090496,-8.9375,-6.2639,0.9365,-2.66,-0.55,-0.18,0.007,-4.2817,-2.594,-1.7224,"decrease"
"Hasbro To Acquire Entertainment One For $4B",0.7,0.8,20094,"HASBRO INC",2,NA,118,29,2,"2019-08-22",52978,-8.93747359514236,-3.68167792995316,-1.70528769999683,0.970365107059479,0.478471591960394,0.988018949332559,-0.9957,-0.7031,0.871,-0.1,-0.53,0.49,0.007,-6.967,-3.7379,-2.6647,"increase"
"Hasbro And Super Heroic Announce A Licensing Agreement To Bring Nerf-Branded Kids' Apparel And Footwear To Market This August; Financial Details Not Disclosed",0.6,0.8,20102,"HASBRO INC",2,NA,141,29,2,"2019-08-05",52978,1.40920886769891,1.55281888159933,3.17744634594568,-1.14952512085438,-6.31396619285444,-8.227151044227,-1.8501,0.8181,0.8604,-3.07,-0.01,0,0.007,1.4556,2.0154,2.6137,"increase"
"Wells Fargo Maintains Market Perform on Hasbro, Raises Price Target to $111",0.6,0.8,20110,"HASBRO INC",2,NA,125,29,2,"2019-08-01",52978,-1.14952512085438,1.57624083654937,-1.47174317318252,-2.04212386161089,-3.35527572553674,-1.47974012759549,-5.2245,-3.9431,0.8694,-1.04,-0.42,-1.9,0.007,-4.182,-1.1248,-0.344699999999999,"increase"
"Hannon Armstrong Q2 EPS $0.30 Misses $0.34 Estimate, Sales $12.74M Miss $17.11M Estimate",0.7,0.85,20118,"HANNON ARMSTRONG SUST INFRA CAP",2,NA,155,30,0,"2019-08-01",13843,0.732603529468179,4.35897644711125,-1.72160915537355,-1.78890880197287,-1.7185805960067,-1.57762158792676,-0.5465,0.4248,0.4016,-1.04,-0.42,-1.9,0.007,1.6908,5.5645,1.7531,"decrease"
"Haynes International Q3 EPS $0.3 Misses $0.39 Estimate, Sales $126.032M Miss $130.13M Estimate",0.6,0.8,20126,"HAYNES INTERNATIONAL INC",2,NA,143,30,0,"2019-08-01",91902,2.66386326402426,4.87206199918699,4.13599105958709,-2.90375016629696,-1.4569554731221,-3.06189106488922,-4.1331,-0.8116,1.2418,-1.04,-0.42,-1.9,0.007,3.2312,7.058,12.8012,"decrease"
"Home Bancorp Reports 470K Share Buyback",0.7,0.8,20134,"HOME BANCORP INC",2,NA,124,35,2,"2019-08-28",92810,3.12413610517979,5.10460781338791,11.2691801403344,-3.19933891296387,-0.812544679733218,-3.72586080236351,1.2712,-0.0519,0.5791,0.68,0.47,0.62,0.007,1.7327,2.3994,1.9504,"increase"
"Citi Maintains Neutral on Hanesbrands, Lowers Price Target to $16",0.6,0.8,20142,"HANESBRANDS INC",2,NA,129,25,0,"2019-08-02",91416,-1.05540798977017,-0.593668676051939,-9.23147138438026,-6.46364167332649,-5.28634442352148,-4.9273514211086,0.7309,1.9612,1.1738,-0.87,-0.32,0.06,0.007,4.5101,4.5471,-2.0069,"decrease"
"Bank of America Reiterates Neutral on Hanesbrands, Lowers Price Target to $17",0.6,0.8,20150,"HANESBRANDS INC",2,NA,131,30,0,"2019-08-02",91416,-1.05540798977017,-0.593668676051939,-9.23147138438026,-6.46364167332649,-5.28634442352148,-4.9273514211086,0.7309,1.9612,1.1738,-0.87,-0.32,0.06,0.007,4.5101,4.5471,-2.0069,"decrease"
"Hanesbrands Q2 Adj. EPS $0.45, Inline, Sales $1.761B Beat $1.75B Estimate",0.6,0.8,20158,"HANESBRANDS INC",2,NA,140,35,2,"2019-08-01",91416,0.730894738808274,-0.39867397985629,-11.9917138546678,1.25865200534463,1.64245249622874,-0.433166463358559,-6.4636,-3.1412,1.204,-1.04,-0.42,-1.9,0.007,-1.18,-0.558,-6.2102,"increase"
"Hudbay Will Appeal Unprecedented Rosemont Court Decision",0.6,0.8,20174,"HUDBAY MINERALS INC",2,NA,126,30,0,"2019-08-01",12332,-3.41207012534142,-6.82414630332805,-13.3858266291123,-2.61044409126043,-1.2219948595333,-0.614758440245555,-21.4433,-18.6769,1.6074,-1.04,-0.42,-1.9,0.007,-20.249,-21.9054,-21.056,"decrease"
"Jefferies Downgrades Warrior Met Coal to Hold, Lowers Price Target to $22",0.7,0.8,20182,"WARRIOR MET COAL INC",2,NA,135,30,0,"2019-08-06",16653,0.144860881846398,2.02800620744943,1.35200714610264,-2.09663156419992,-0.555559447211273,-12.9760632116079,-3.5847,-4.4882,1.1806,1.29,-0.42,-0.59,0.007,-3.8816,-2.415,-1.8727,"decrease"
"HCI Group Q2 EPS $0.81 Misses $0.83 Estimate, Sales $58.63M Beat $56.88M Estimate",0.3,0.6,20190,"H C I GROUP INC",2,NA,143,35,1,"2019-08-06",92780,2.16795150190592,4.83428511729158,4.97589373382825,-1.95206552743912,-0.576295561903617,-1.02269856955284,1.1341,0.6569,0.5321,1.29,-0.42,-0.59,0.007,2.9565,5.0621,5.7638,"uncertain"
"The Hackett Group Q2 EPS $0.28 Beats $0.26 Estimate, Sales $73.521M Beat $73.24M Estimate",0.7,0.85,20206,"HACKETT GROUP INC",2,NA,143,29,2,"2019-08-06",86048,1.62297263741493,0.749056868527509,1.24843210778895,-2.94117368757725,-3.11926734623955,-3.53227718224283,1.1364,0.8664,0.5093,1.29,-0.42,-0.59,0.007,2.3513,1.0285,1.4963,"increase"
"Home Depot In Q2 Received Grand Jury Subpoena From A U.S. Attorney And An Amendment Of Subpoena From EPA Civil Enforcement Division",0.7,0.8,20214,"HOME DEPOT INC",2,NA,139,30,0,"2019-08-27",66181,1.71394068747759,3.34539525006521,7.26897470155494,0.542600220069289,-1.07230573796163,-0.794010824687763,-0.2012,0.1065,0.8956,-0.46,-0.88,-0.67,0.007,1.2561,1.286,2.8173,"decrease"
"UPDATE: Baird Maintains Outperform On Home Depot, As Firm Notes 'In light of potential demand improvement in H2, we believe there are opportunities within building products given also reasonable valuation'",0.6,0.8,20222,"HOME DEPOT INC",2,NA,148,33,2,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"increase"
"Home Depot Core Strength Goes On Despite Cheaper Lumber, Bad Weather And China",0.3,0.6,20230,"HOME DEPOT INC",2,NA,125,35,1,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"uncertain"
"Cramer To Trump: Listen To Home Depot CFO's Comments On Trade",0.3,0.5,20238,"HOME DEPOT INC",2,NA,124,30,1,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"uncertain"
"Baird Maintains Outperform on Home Depot, Raises Price Target to $230",0.7,0.8,20246,"HOME DEPOT INC",2,NA,126,29,2,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"increase"
"Credit Suisse Maintains Neutral on Home Depot, Raises Price Target to $213",0.5,0.7,20254,"HOME DEPOT INC",2,NA,125,35,2,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"increase"
"UBS Maintains Buy on Home Depot, Raises Price Target to $240",0.7,0.9,20270,"HOME DEPOT INC",2,NA,125,24,2,"2019-08-21",66181,0.281311431899667,0.703268224928388,4.14440555512541,4.39528711140156,6.59955951009492,7.5821416187468,1.5247,0.7582,0.9044,0.85,0.05,-0.3,0.007,1.067,2.6189,3.1638,"increase"
"Home Depot Says Tariffs On List 1 Through 4 Chinese Imports, 4 Being At 10%, Could Raise Cost Of Sales By 2%",0.6,0.8,20278,"HOME DEPOT INC",2,NA,140,25,0,"2019-08-20",66181,1.52471214532852,0.515919937102227,3.87857474823738,2.11146734654903,3.05268043752251,3.1549187485451,4.3953,5.1435,0.9035,-0.75,0.3,-0.5,0.007,5.9017,6.6128,7.7923,"decrease"
"Home Depot Trades Higher On Q2 Earnings Beat",0.8,0.9,20286,"HOME DEPOT INC",2,NA,119,33,2,"2019-08-20",66181,1.52471214532852,0.515919937102227,3.87857474823738,2.11146734654903,3.05268043752251,3.1549187485451,4.3953,5.1435,0.9035,-0.75,0.3,-0.5,0.007,5.9017,6.6128,7.7923,"increase"
"Home Depot shares are trading higher after the company reported better-than-expected Q2 EPS results.",0.8,0.9,20294,"HOME DEPOT INC",2,NA,128,33,2,"2019-08-20",66181,1.52471214532852,0.515919937102227,3.87857474823738,2.11146734654903,3.05268043752251,3.1549187485451,4.3953,5.1435,0.9035,-0.75,0.3,-0.5,0.007,5.9017,6.6128,7.7923,"increase"
"Home Depot Q2 EPS $3.17 Beats $3.09 Estimate, Sales $30.839B Miss $31.04B Estimate",0.4,0.6,20302,"HOME DEPOT INC",2,NA,139,35,1,"2019-08-20",66181,1.52471214532852,0.515919937102227,3.87857474823738,2.11146734654903,3.05268043752251,3.1549187485451,4.3953,5.1435,0.9035,-0.75,0.3,-0.5,0.007,5.9017,6.6128,7.7923,"uncertain"
"Wells Fargo Maintains Outperform on Home Depot, Raises Price Target to $230",0.7,0.9,20310,"HOME DEPOT INC",2,NA,127,24,2,"2019-08-14",66181,0.0992097542621195,9.33081893197878,10.0997078415814,0.637653889134526,-0.804686389020071,-1.5314105550659,-3.2353,-0.5097,0.9171,-2.95,0.22,-0.51,0.007,-0.631,5.8503,7.711,"increase"
"HDFC Bank shares are trading higher on seemingly no company-specific news.",0.3,0.6,20318,"H D F C BANK LTD",2,NA,127,30,1,"2019-08-08",89056,0.248695630580187,-2.531307070005,-6.42152583170746,-0.778247369453311,1.35233520863292,-2.54788412888988,1.5056,0.5293,0.4866,1.97,0.04,-0.23,0.007,1.1413,-0.5919,-5.8343,"uncertain"
"Hudson Technologies Q2 EPS $(0.32) Misses $0.05 Estimate, Sales $56.01M Miss $59.1M Estimate",0.7,0.85,20334,"HUDSON TECHNOLOGIES INC",2,NA,146,30,0,"2019-08-14",81084,-14.7826120257378,-28.0217427041388,11.5217409133252,-4.7872357070446,-18.784029901732,-14.6806512280836,2.7933,3.9064,0.2709,-2.95,0.22,-0.51,0.007,-9.7355,-27.875,49.4787,"decrease"
"Hudson Technologies Reports Receives $8.9M Settlement From Airgas",0.7,0.8,20342,"HUDSON TECHNOLOGIES INC",2,NA,129,24,2,"2019-08-14",81084,-14.7826120257378,-28.0217427041388,11.5217409133252,-4.7872357070446,-18.784029901732,-14.6806512280836,2.7933,3.9064,0.2709,-2.95,0.22,-0.51,0.007,-9.7355,-27.875,49.4787,"increase"
"Hudson Technologies shares are trading lower after Roth Capital downgraded the stock from Buy to Neutral and lowered the price target from $4 to $0.6 per share.",0.8,0.9,20358,"HUDSON TECHNOLOGIES INC",2,NA,148,30,0,"2019-08-12",81084,-4.7872357070446,-20.787233580278,31.5531982457369,5.05242832005024,8.01803413795712,-3.63763417858021,-14.7005,-14.551,0.3527,-1.32,0.28,-0.27,0.007,-19.2106,-36.0263,47.7016,"decrease"
"JP Morgan Downgrades Hawaiian Electric Indus to Underweight, Raises Price Target to $38",0.7,0.8,20374,"HAWAIIAN ELECTRIC INDUSTRIES INC",2,NA,139,30,0,"2019-08-09",41187,-0.585590396076441,0.698192638132289,-0.416717254325194,2.24693100899458,2.90086903137659,3.99353536827736,-1.4428,-1.3754,0.2592,-0.78,-0.42,-0.22,0.007,-1.5123,-0.2244,-1.19,"decrease"
"Hawaiian Electric Indus Q2 EPS $0.39 Misses $0.44 Estimate, Sales $715.485M Beat $670.62M Estimate",0.3,0.6,20382,"HAWAIIAN ELECTRIC INDUSTRIES INC",2,NA,154,35,1,"2019-08-02",41187,-2.3444565013051,0.0901733150316497,0.788995536611048,-0.42410409078002,-0.268273941720731,-0.77846637318878,-0.5604,-0.4876,0.2095,-0.87,-0.32,0.06,0.007,-2.199,-0.3877,0.7633,"uncertain"
"Q2 Earnings Preview For Hawaiian Electric",0.5,0.5,20390,"HAWAIIAN ELECTRIC INDUSTRIES INC",2,NA,127,35,1,"2019-08-01",41187,-0.560412462800741,0.986322756798996,-0.403497755627202,0.156493845861405,-0.355871548202602,0.538594876507026,-0.4241,-0.2775,0.2084,-1.04,-0.42,-1.9,0.007,-0.7651,0.7102,0.1378,"uncertain"
"Turtle Beach shares are trading lower after the company reported worse-than-expected Q2 sales results.﻿",0.7,0.9,20398,"TURTLE BEACH CORP",2,NA,134,30,0,"2019-08-09",13328,2.47748047113419,3.15315028158616,3.26576534712573,6.68037608265877,7.23140267701166,7.34229600889202,-14.4509,-12.7991,1.8409,-0.78,-0.42,-0.22,0.007,-8.1799,-8.0048,-4.4282,"decrease"
"Turtle Beach shares are trading lower after the company reported worse-than-expected Q2 sales results.",0.7,0.9,20414,"TURTLE BEACH CORP",2,NA,133,30,0,"2019-08-08",13328,-14.4508674740791,-11.8497160789038,-4.91329778844893,0.516521045938134,0.620470184432387,-4.23228639828199,6.6804,3.0887,1.7972,1.97,0.04,-0.23,0.007,-9.7104,-1.9577,0.7908,"decrease"
"Turtle Beach Q2 EPS $(0.06) Beats $(0.2) Estimate, Sales $41.33M Miss $41.97M Estimate",0.3,0.6,20422,"TURTLE BEACH CORP",2,NA,146,30,1,"2019-08-08",13328,-14.4508674740791,-11.8497160789038,-4.91329778844893,0.516521045938134,0.620470184432387,-4.23228639828199,6.6804,3.0887,1.7972,1.97,0.04,-0.23,0.007,-9.7104,-1.9577,0.7908,"uncertain"
"SunTrust Robinson Humphrey Maintains Buy on Heico, Raises Price Target to $160",0.7,0.85,20430,"HEICO CORP NEW",2,NA,130,33,2,"2019-08-29",32678,-0.877011846750975,-2.1171610326653,-13.9157230834665,-0.92350896447897,-0.36041323233228,1.33934443814161,1.5234,0.4401,0.8491,1.35,0.31,0.34,0.007,-0.2824,-2.095,-14.1141,"increase"
"Canaccord Genuity Maintains Buy on Heico, Raises Price Target to $160",0.75,0.85,20438,"HEICO CORP NEW",2,NA,130,29,2,"2019-08-29",32678,-0.877011846750975,-2.1171610326653,-13.9157230834665,-0.92350896447897,-0.36041323233228,1.33934443814161,1.5234,0.4401,0.8491,1.35,0.31,0.34,0.007,-0.2824,-2.095,-14.1141,"increase"
"Credit Suisse Maintains Outperform on Heico, Raises Price Target to $163",0.7,0.85,20446,"HEICO CORP NEW",2,NA,128,29,2,"2019-08-29",32678,-0.877011846750975,-2.1171610326653,-13.9157230834665,-0.92350896447897,-0.36041323233228,1.33934443814161,1.5234,0.4401,0.8491,1.35,0.31,0.34,0.007,-0.2824,-2.095,-14.1141,"increase"
"Heico shares are trading lower after the company lowered 2019 sales expectations to $1.97B - $1.99B versus the $2.01B analyst estimate.",0.6,0.8,20454,"HEICO CORP NEW",2,NA,148,25,0,"2019-08-28",32678,1.52337402105331,0.563447900087355,-12.562603041815,0.568344444036484,2.2839458472639,0.276440445001014,-0.9235,-1.3864,0.8435,0.68,0.47,0.62,0.007,-0.9463,-2.4382,-15.9157,"decrease"
"Baird Maintains Outperform on Heico, Raises Price Target to $170",0.7,0.85,20470,"HEICO CORP NEW",2,NA,128,33,2,"2019-08-13",32678,-2.41531785577536,1.62665515736133,2.17591151947489,-0.821512565016747,-1.09929090129793,1.26900226854012,0.538,-0.8933,0.8746,1.47,-0.17,-0.53,0.007,-0.9808,1.1188,2.9675,"increase"
"Heico shares are trading higher on no company-specific news. The overall market is rebounding from yesterday's news that China retaliated in the trade war.",0.5,0.7,20478,"HEICO CORP NEW",2,NA,142,29,2,"2019-08-06",32678,-0.114582967944443,1.6972179797812,3.35148102094232,-2.94655803591013,-4.05767045495803,-3.17367187385408,5.4603,4.2997,0.8768,1.29,-0.42,-0.59,0.007,3.7714,4.0577,6.0698,"increase"
"DA Davidson Maintains Buy on Helen Of Troy, Raises Price Target to $172",0.7,0.8,20486,"HELEN OF TROY LTD",2,NA,130,33,2,"2019-08-19",41452,0.401421822607517,-1.69781648837317,2.08607383264054,0.488699646666646,1.2653940677104,-1.2012031871076,2.641,1.7697,0.6985,1.14,0.01,0.22,0.007,2.826,1.4431,4.6133,"increase"
"Credit Suisse Downgrades Holly Energy Partners to Underperform",0.7,0.9,20494,"HOLLY ENERGY PARTNERS L P",2,NA,127,25,0,"2019-08-19",90253,-0.582241080701351,-3.31149875629395,-1.92867109530092,1.10374996438622,-0.181624210713283,-1.00864799270061,0,-0.7412,0.6182,1.14,0.01,0.22,0.007,-0.7396,-3.1642,-2.53,"decrease"
"Harte-Hanks Q2 EPS $(0.63) Up From $(1.1) YoY, Sales $54.686M Miss $58.5M Estimate",0.6,0.7,20510,"HARTE HANKS INC",2,NA,149,30,0,"2019-08-08",79903,24.3445634841919,14.044943922888,25.4681582333212,-0.366300018504262,-1.09090805460168,-3.20284396319898,-1.8382,-4.5287,1.4863,1.97,0.04,-0.23,0.007,21.0371,18.2409,24.1528,"decrease"
"Hartford Financial Servs Q2 EPS $1.33 Beats $1.15 Estimate, Sales $5.092B Beat $4.97B Estimate",0.8,0.9,20518,"HARTFORD FINANCIAL SVCS GRP INC",2,NA,156,24,2,"2019-08-01",82775,1.01932864636183,3.1634432690729,1.73989082786536,-0.242339260876179,-0.207790362077564,-0.877190123583282,-1.2667,0.045,0.8036,-1.04,-0.42,-1.9,0.007,1.6455,4.0238,5.7703,"increase"
"Hecla Mining shares are trading higher after a company board member bought 40.54K shares at $1.50 per share.",0.7,0.8,20526,"HECLA MINING CO",2,NA,138,29,2,"2019-08-19",32651,3.28947827219963,9.3833264388762,24.5388490854827,-0.684930849820375,0.694443733460459,-5.84415059480495,4.8276,4.1093,0.5018,1.14,0.01,0.22,0.007,7.715,15.8287,30.7605,"increase"
"Hecla Mining shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results.",0.7,0.9,20534,"HECLA MINING CO",2,NA,133,30,0,"2019-08-07",32651,2.39521451294422,-13.7724499006324,-2.99401011982426,-0.497511960566044,5.8201066924439,5.26315928066317,-16.5,-16.1831,0.4116,0.07,0.08,-0.9,0.007,-14.5124,-28.3267,-17.7833,"decrease"
"Hecla Mining Earlier Reported Q2 EPS $(0.07) Misses $(0.04) Estimate, Sales $134.172M Miss $147.57M Estimate",0.7,0.8,20542,"HECLA MINING CO",2,NA,148,30,0,"2019-08-07",32651,2.39521451294422,-13.7724499006324,-2.99401011982426,-0.497511960566044,5.8201066924439,5.26315928066317,-16.5,-16.1831,0.4116,0.07,0.08,-0.9,0.007,-14.5124,-28.3267,-17.7833,"decrease"
"Earnings Preview For Hecla Mining",0.5,0.5,20550,"HECLA MINING CO",2,NA,119,35,1,"2019-08-06",32651,-16.5000021457672,-23.0000021814238,-21.4999980005868,6.34920671582222,5.78947456966721,8.64864686859423,-0.4975,-0.058,0.3762,1.29,-0.42,-0.59,0.007,-16.2411,-23.1456,-20.7612,"uncertain"
"Honda Motor De Argentina to Discontinue Production of Automobiles, HR-X, in 2020 and Focus Its Production Operations on Motorcycles",0.4,0.6,20558,"HONDA MOTOR LTD",2,NA,137,35,1,"2019-08-14",59555,0.305408798158169,1.57068332629309,2.35601668855634,-0.0842834298964589,-0.960741184915803,-1.94376019314139,-3.3319,-0.7613,0.8361,-2.95,0.22,-0.51,0.007,-0.4159,-1.5549,0.4567,"uncertain"
"Honda Motor Co Earlier Reported Q1 EPS $0.89 Down From $1.29 YoY, Sales $36.329B Up From $35.814B YoY",0.6,0.7,20566,"HONDA MOTOR LTD",2,NA,147,30,0,"2019-08-02",59555,-1.47178545594215,-2.12591405577482,-4.66066821812517,-0.241155410185456,-1.97472360040108,-2.78104572330168,-1.4504,-0.7242,0.8691,-0.87,-0.32,0.06,0.007,0.465,-1.8146,-3.1639,"decrease"
"American Honda Motor Reports Jul. Auto Sales Up 1.9%",0.4,0.7,20574,"HONDA MOTOR LTD",2,NA,123,33,2,"2019-08-01",59555,-1.45044568926096,-2.57856328038089,-7.3730861082266,-1.73775888979435,-2.54603020269497,-3.3786440520386,-0.2412,1.3144,0.8668,-1.04,-0.42,-1.9,0.007,0.5902,-0.2327,-1.788,"increase"
"Hennessy Advisors Q3 EPS $0.34 Misses $0.55 Estimate, Sales $10.443M Miss $13.8M Estimate",0.7,0.9,20582,"HENNESSY ADVISORS INC",2,NA,150,34,0,"2019-08-07",14599,4.27606143057346,-1.76516059757625,1.70905697263701,0.0996909802779555,-2.72451575119583,-2.72451575119583,-2.2106,-1.9489,0.2096,0.07,0.08,-0.9,0.007,1.9752,-2.342,0.3333,"decrease"
"Large Harley-Davidson Option Trader Bets On 10% More Downside",0.7,0.8,20590,"HARLEY DAVIDSON INC",2,NA,128,30,0,"2019-08-23",70033,0.553385680541396,3.84114693198614,11.9791741439321,-0.311819091439247,0.28230916522689,-1.812045581558,-3.9099,-0.3285,1.2473,-2.66,-0.55,-0.18,0.007,-1.0065,0.0228999999999999,2.8187,"decrease"
"Harley-Davidson Launches New Motorcycle Models And Technology For 2020",0.7,0.8,20598,"HARLEY DAVIDSON INC",2,NA,129,29,2,"2019-08-20",70033,0.595986656844616,-4.67377608684046,-1.25470394226742,0.929953716695309,3.89279262245146,2.2292024066076,-2.0885,-0.9035,1.247,-0.75,0.3,-0.5,0.007,-1.1803,-2.9121,-3.1223,"increase"
"Hollysys Automation Technologies shares are trading lower after the company reported Q4 sales results.",0.7,0.8,20606,"HOLLYSYS AUTOMATION TECHNLGS LTD",2,NA,137,34,0,"2019-08-14",92769,-2.92063523083925,4.38095585997931,-2.98412856732546,1.05655733495951,1.43480681528434,1.05655734284318,-3.1365,0.2836,1.1215,-2.95,0.22,-0.51,0.007,-2.2957,1.5682,-3.3001,"decrease"
"Hollysys Automation's Earnings Preview",0.5,0.5,20630,"HOLLYSYS AUTOMATION TECHNLGS LTD",2,NA,127,30,1,"2019-08-14",92769,-2.92063523083925,4.38095585997931,-2.98412856732546,1.05655733495951,1.43480681528434,1.05655734284318,-3.1365,0.2836,1.1215,-2.95,0.22,-0.51,0.007,-2.2957,1.5682,-3.3001,"uncertain"
"Hologic Option Alert: Sep 20 $50 Calls Sweep (31) near the Ask: 928 @ $1.6 vs 288 OI; Ref=$50.17",0.6,0.8,20638,"HOLOGIC INC",2,NA,147,35,2,"2019-08-12",76095,1.53318969532847,2.07786721506344,-2.07786723643764,0.0199726753635332,1.66497398646035,2.7287607259123,-0.9986,0.0232,0.8594,-1.32,0.28,-0.27,0.007,0.1706,0.7752,-2.1062,"increase"
"Hologic Reports Purchase Of ~46% Of Shares In SuperSonic Imagine For ~$42M",0.6,0.7,20646,"HOLOGIC INC",2,NA,129,35,2,"2019-08-01",76095,-1.14106200635433,-1.51485428228326,-1.9870196951972,-0.485436897724867,1.72687353357315,3.55627041789015,-0.8195,-0.405,0.8432,-1.04,-0.42,-1.9,0.007,-0.7604,-1.7385,0.2947,"increase"
