BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
111-HR-6169,2010,3,Health,Republican,0,0,To authorize the issuance of United States bonds to fund Alzheimer's research.,0.778,House,TX,2010-09-22
108-S-1937,2003,1,Macroeconomics,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1986 to curtail the use of tax shelters, and for other purposes.",-0.216,Senate,MT,2003-11-24
96-S-2608,1980,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"A bill to improve economy and reduce inefficiency in government and to alleviate the paperwork burdens on individuals, small businesses, and small organizations.",-0.432,Senate,IN,1980-04-24
81-HR-2032,1949,5,Labor and Employment,Democrat,0,0,"To repeal the LaborManagement Relations Act, 1947, to reenact the National Labor Relations Act of 1935, and for other purposes",-0.464,House,MI,
81-HR-5285,1949,19,Government Operations,Democrat,0,0,"To provide additional compensation, in lieu of overtime pay, for certain Federal employees engaged in criminal lawenforcement work",-0.628,House,NY,
99-HR-3636,1985,17,Foreign Trade,Republican,0,0,"A bill to establish a Department of Trade, and for other purposes.",0.339,House,TN,1985-10-28
108-HR-4116,2004,19,Government Operations,Republican,1,1,"To require the Secretary of the Treasury to mint coins celebrating the recovery and restoration of the American bald eagle, the national symbol of the United States, to America's lands, waterways, and skies and the great importance of the designation of the American bald eagle as an endangered species under the Endangered Species Act of 1973, and for other purposes.",0.541,House,TN,2004-04-01
93-S-439,1973,17,Foreign Trade,Democrat,0,0,A bill to amend the U.S. Tariff Code.,-0.431,Senate,IN,1973-01-18
107-HR-834,2001,20,Public Lands and Water Management,Republican,1,0,"To amend the National Trails System Act to clarify Federal authority relating to land acquisition from willing sellers for the majority of the trails in the System, and for other purposes.",0.543,House,CO,2001-03-01
91-HR-13274,1969,12,Social Welfare,Republican,0,0,"To amend the Social Security Act to establish a national program of income maintenance payments to needy individuals who are aged, blind, or disabled and Federal-State programs of public assistance to all other needy individuals and families, to -provide grants to States for services to all needy individuals and families, to strengthen Federal support of the State medical assistance programs, and for other purposes",0.22,House,NY,
93-HR-16688,1974,5,Labor and Employment,Democrat,0,0,A bill to increase the amount of benefits payable to windows of certain former employees of the Lighthouse Service.,-0.439,House,MI,1974-09-17
93-S-725,1973,20,Public Lands and Water Management,Democrat,0,0,"A bill authorizing the Secretary of the Army to construct three floodwater channels for flood prevention and other purposes in the Lower Rio Grande Basin, Willacy, Hidalgo, and Cameron Counties, Texas.",-0.119,Senate,TX,1973-02-01
93-HR-9749,1973,15,Defense,Democrat,0,0,A bill to insure that no public funds be used for the purpose of transporting chemical nerve agents to or from any military installation in the United States for storage or stockpiling purposes unless it is the sense of Congress to do so.,-0.256,House,UT,1973-07-31
82-HR-2122,1951,6,Education,Republican,0,0,"To authorize the Commissioner of Education to bring to Washington, D. C., theater productions of land-grant and State and other accredited colleges and universities",0.26,House,PA,
105-S-2047,1998,17,Foreign Trade,Republican,0,0,"A bill to suspend temporarily the duty on the personal effects of participants in, and certain other individuals associated with, the 1999 International Special Olympics, the 1999 Women's World Cup Soccer, the 2001 International Special Olympics, the 2002 Salt Lake City Winter Olympics, and the 2002 Winter Paralympic Games.",0.395,Senate,UT,1998-05-07
111-HR-4194,2009,11,"Law, Crime, and Family Issues",Republican,1,0,"To amend title 18, United States Code, to exempt qualifying law school students participating in legal clinics or externships from the application of the conflict of interest rules under section 205 of such title.",0.685,House,CA,2009-12-03
104-HR-3698,1996,11,"Law, Crime, and Family Issues",Democrat,0,0,To reduce violent crime by juvenile offenders.,-0.323,House,NY,1996-06-20
108-HR-3689,2003,5,Labor and Employment,Republican,0,0,To amend the Energy Employees Occupational Illness Compensation Program Act of 2000 to provide for certain additional former nuclear weapons program workers to be included in the Special Exposure Cohort under the compensation program established by that Act.,0.286,House,NY,2003-12-08
97-HR-4493,1981,20,Public Lands and Water Management,Republican,0,0,"A bill to modify the project authorizing replacement of locks and dam 26, Mississippi River, Alton, Illinois, and Missouri, to authorize construction of a second lock.",0.038,House,IL,1981-09-16
101-HR-1659,1989,18,International Affairs and Foreign Aid,Democrat,1,0,"To improve aviation security by requiring the installation and use of certain explosive detection equipment at certain airports located outside the United States and by providing assistance for the acquisition of such equipment, and for other purposes.",-0.547,House,MN,1989-04-03
94-S-2540,1975,1,Macroeconomics,Democrat,0,0,"A bill to amend the Federal Reserve Act to reduce the length of terms of members of the Board of Governors of the Federal Reserve System, to provide for annual appropriations for the Federal Reserve Board.",-0.361,Senate,MN,1975-10-21
94-HR-6915,1975,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to amend the Federal Trade Commission Act to provide that exclusive territorial arrangements used in the distribution or sale of a trademarked soft drink product or a trademarked private label food product shall not be deemed unlawful per se.,0.203,House,NY,1975-05-13
99-HR-3886,1985,15,Defense,Republican,0,0,"A bill to amend title 31, United States Code, to require that in the President's budget for a fiscal year the economic assumptions pertaining to inflation for major weapon system programs of the Department of Defense be the same as those for the rest of the budget.",0.191,House,NY,1985-12-10
108-S-1949,2003,9,Immigration,Democrat,0,0,"A bill to establish The Return of Talent Program to allow aliens who are legally present in the United States to return temporarily to the country of citizenship of the alien if that country is engaged in post-conflict reconstruction, and for other purposes.",-0.299,Senate,DE,2003-11-24
85-HR-5109,1957,11,"Law, Crime, and Family Issues",Republican,0,0,To amend the Federal Firearms Act.,0.105,House,CT,
92-HR-4170,1971,3,Health,Democrat,0,0,To amend the Public Health Service Act to increase and expand the national resources for the education of doctors of medicine and osteopathy; and to promote the role of academic medical centers in improving the delivery of health services and medical care,-0.31,House,WV,
110-S-1310,2007,3,Health,Democrat,0,0,A bill to amend title XVIII of the Social Security Act to provide for an extension of increased payments for ground ambulance services under the Medicare program.,-0.407,Senate,NY,2007-05-03
102-S-420,1991,6,Education,Democrat,0,0,"A bill to increase to $50,000 the maximum grant amount awarded pursuant to section 601 of the Library Services and Construction Act.",-0.475,Senate,MD,1991-02-19
111-HR-3481,2009,20,Public Lands and Water Management,Democrat,0,0,To provide for the protection of the quality of water in the Lower Colorado River and the development and implementation of a comprehensive plan for the prevention and elimination of pollution in the Lower Colorado River and the maintenance of a healthy Lower Colorado River ecosystem.,-0.586,House,AZ,2009-07-31
83-HR-7532,1954,12,Social Welfare,Republican,0,0,To amend the Internal Revenue Code so as to provide that the retailers excise tax on luggage shall not apply with respect to certain articles produced or manufactured by physically handicapped individuals,0.406,House,KS,
92-HR-8562,1971,15,Defense,Democrat,0,0,"To amend title 32, United States Code, relating to National Guard technicians",0.09,House,LA,
80-S-1899,1947,4,Agriculture,Republican,0,0,A bill to provide for the establishment of a plan under which consumers may cooperate fn the voluntary rationing of meat and meat products,-0.00021533801515431653,Senate,VT,
92-HR-5983,1971,12,Social Welfare,Republican,0,0,"To amend title II of the Social Security Act to provide a 10-percent, across-the-board increase in benefits, with subsequent increases based on .rises in the cost of living, and to liberalize the earnings text and lower the age alt which lit ceases to apply, and to amend title XVIII of such act to provide payment under the supplementary medical insurance program for outpatient prescription. drugs",0.32,House,NC,
83-S-3457,1954,15,Defense,Republican,0,0,"A bill to authorize the appointment a: United States Commissioner, International Boundary and Water Commission United States and Mexico, of Col. Leland Hazelton Hewitt, United States Army retired, and for other purposes",0.161,Senate,WI,
93-S-2431,1973,19,Government Operations,Republican,0,0,"A bill to provide for the licensing by the District of Columbia of the business of selling, issuing, or delivering checks, drafts, and money orders as a service or for a fee or other consideration in the District of Columbia.",0.374,Senate,TN,1973-09-18
113-S-1571,2013,19,Government Operations,Democrat,0,0,"A bill to permit the District of Columbia to obligate and expend local funds in accordance with the local budget adopted by the Council of the District of Columbia during any period of fiscal year 2014 in which no Federal law appropriating such local funds is in effect, and for other purposes.",-0.237,Senate,LA,2013-10-12
101-HR-2454,1989,6,Education,Democrat,0,0,"To amend the Higher Education Act of 1965 to assure low-income students of postsecondary educational opportunities, and for other purposes.",-0.315798,House,FL,1989-05-23
97-HR-2948,1981,7,Environment,Democrat,0,0,A bill to authorize appropriations to carry out the Marine Mammal Protection Act of 1972 during fiscal year 1982.,-0.03,House,LA,1981-04-01
88-HR-9297,1963,19,Government Operations,Democrat,0,0,To authorize an exhibit at the New York Worlds Fair in honor of the late President of the United States,-0.56,House,NY,
102-HR-2904,1991,11,"Law, Crime, and Family Issues",Republican,0,0,To mandate life imprisonment without a release for drug traffickers or violent criminals convicted for a third offense.,0.449,House,CA,1991-07-16
82-HR-2681,1951,12,Social Welfare,Democrat,0,0,Providing a direct Federal oldage pension at the rate of $100 per month to certain citizens 60 years of age or over,-0.226,House,OK,
111-S-2196,2009,17,Foreign Trade,Democrat,0,0,"A bill to extend the temporary suspension of duty on powdered ion exchange resin comprising a copolymer of styrene crosslinked with divinylbenzene, suphonic acid, sodium form.",0.079,Senate,PA,2009-10-29
90-HR-4462,1967,5,Labor and Employment,Democrat,0,0,"To amend the Internal Revenue Code of 1954 and the Social Security Act to assist in providing means for portability of credits under certain private pension plans, and for other purposes",-0.464,House,MI,
85-HR-889,1957,20,Public Lands and Water Management,Democrat,0,0,To authorize the modification of the existing project for the Mississippi River between the Ohio and Missouri Rivers by the construction of a dam at Chain of Rocks,-0.406,House,IL,
113-S-1886,2013,3,Health,Democrat,0,0,"A bill to ensure that individuals who attempted to, or who are enrolled in, qualified health plans offered through an Exchange have continuity of coverage and to require Exchanges to make coverage under qualified health plans retroactive to January 1, 2014.",-0.441,Senate,OR,2013-12-20
106-HR-2512,1999,20,Public Lands and Water Management,Democrat,0,0,"To amend the Forest and Rangeland Renewable Resources Planning Act of 1974 and related laws to strengthen the protection of native biodiversity and ban clearcutting on Federal lands, to designate certain Federal lands as Ancient Forests, Roadless Areas, Watershed Protection Areas, and Special Areas where logging and other intrusive activities are prohibited, and for other purposes.",-0.389,House,CA,1999-07-14
82-HR-5092,1951,15,Defense,Republican,0,0,"To authorize the advance on the retired list of First Lt. Nicholas Mainiero, United States Marine Corps Reserve (retired), to the grade of captain",0.038,House,CT,
94-S-3546,1976,20,Public Lands and Water Management,Democrat,0,0,A bill to authorize the establishment of the Jean Lafitte National Park in the State of Louisiana.,-0.109,Senate,LA,1976-06-10
114-HR-2333,2015,20,Public Lands and Water Management,Republican,0,0,"To authorize the Secretary of the Interior to acquire certain property related to the Fort Scott National Historic Site in Fort Scott, Kansas.",0.522,House,KS,2015-05-14
100-HR-3127,1987,17,Foreign Trade,Republican,0,0,"A bill to provide authority for the negotiation of bilateral arrangements regarding imported steel products in order to implement effectively the national policy for the United States steel industry, and for other purposes.",0.243,House,PA,1987-08-05
81-HR-1708,1949,13,Community Development and Housing Issues,Republican,0,0,"To provide financial assistance to urban communities of the United States for the acquisition, assembly, revaluation, financing, and disposal of areas for urban redevelopment, and as a part of such redevelopment, for the construction by local agencies in ",0.231,House,NY,
90-HR-17714,1968,15,Defense,Democrat,0,0,"To amend chapter 39 of title 38, United States Code, to increase the assistance payable by the Administrator of Veterans Affairs toward the purchase price of specially equipped automobiles for disabled veterans",0.088,House,TX,
85-HR-3854,1957,10,Transportation,Republican,0,0,To repeal the manufacturers excise tax on passenger automobiles and trucks.,0.27,House,IN,
89-HR-10929,1965,10,Transportation,Democrat,0,0,To amend the Federal Aviation Act of 1958 so as to clarify the powers of the Civil Aeronautics Board with respect to consolidation of certain proceedings.,-0.04,House,AR,
94-HR-7223,1975,15,Defense,Democrat,0,0,A bill to prohibit the transfer of nuclear materials to countries which have not ratified the Treaty on Non-Proliferation of Nuclear Weapons.,-0.517,House,MI,1975-05-21
82-S-1653,1951,15,Defense,Democrat,0,0,"A bill to authorize the Secretary of the Army to transfer to the Department of the Interior the Quartermaster Experimental Fuel Station; Pike County, Mo",0.088,Senate,GA,
94-S-3068,1976,16,"Space, Science, Technology, and Communications",Republican,0,0,A bill to authorize appropriations for the National Science Foundation.,-0.206,Senate,NY,1976-03-02
110-HR-1981,2007,10,Transportation,Democrat,0,0,"To amend title 49, United States Code, to direct the Assistant Secretary of Homeland Security (Transportation Security Administration) to issue regulations establishing security standards for foreign repair stations performing maintenance for aircraft used to provide air transportation.",-0.355,House,RI,2007-04-20
111-S-3787,2010,8,Energy,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1986 to extend and modify the benefits available in empowerment zones and other tax-incentive areas, to require the Secretary of Commerce to establish a program for the award of grants to States to establish revolving loan funds for small and medium-sized manufacturers to improve energy efficiency and produce clean energy technology, to amend the Internal Revenue Code of 1986 to provide a tax credit for farmers' investments in value-added agriculture, and for other purposes.",-0.478,Senate,NY,2010-09-15
94-HR-10685,1975,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend the Internal Revenue Code of 1954 to provide an additional personal exemption of $750 for individuals serving in certain volunteer organizations providing firefighting, ambulance, or rescue services.",-0.311,House,NJ,1975-11-11
103-HR-4002,1994,20,Public Lands and Water Management,Republican,0,0,"To amend section 410 of the Surface Mining Control and Reclamation Act of 1977 to prohibit the limitation of appropriations on emergency reclamation projects in any one State, and for other purposes.",0.366,House,KY,1994-03-10
82-HR-7128,1952,4,Agriculture,Republican,0,0,To avoid false representations to the consuming public as to the true weight of food products subject to shrinkage,0.229,House,NJ,
105-S-106,1997,5,Labor and Employment,Democrat,0,0,"A bill to require that employees who participate in cash or deferred arrangements are free to determine whether to be invested in employer real property and employer securities, and if not, to protect such employees by applying the same prohibited transaction rules that apply to traditional defined benefit pension plans, and for other purposes.",-0.501,Senate,CA,1997-01-21
106-HR-4218,2000,4,Agriculture,Republican,0,0,To amend the Agricultural Adjustment Act to allow for the continued dissemination of statistical industry information relating to olive handlers with the consent of those handlers.,0.44,House,CA,2000-04-06
81-HR-4281,1949,19,Government Operations,Republican,0,0,To amend the license law of the District of Columbia,0.257,House,MD,
85-S-168,1957,12,Social Welfare,Democrat,0,0,A bill to amend title II of the Social Security Act to increase the amount of minimum old-age insurance benefit.,-0.061,Senate,LA,
84-HR-12393,1956,19,Government Operations,Republican,0,0,"To exempt from taxation certain property of the National Association. of Colored Womens Clubs, Inc., in the District of Columbia.",0.372,House,IL,
101-HR-5487,1990,17,Foreign Trade,Republican,0,0,To suspend temporarily the duty on galanthamine hydrobromide.,0.045,House,NY,1990-08-03
91-HR-11508,1969,10,Transportation,Democrat,0,0,"To amend the act of August 27, 1954 (commonly known as the Fishermen's Protective Act), to strengthen the provisions therein relating to the protection of U.S. vessels on the high seas",-0.33,House,CA,
89-HR-14024,1966,10,Transportation,Democrat,0,0,"To amend .the act entitled An act to promote the safety of employees and travelers upon railroads by limiting the hours of service of employees thereon, approved March 4, 1907",-0.32,House,LA,
105-S-779,1997,3,Health,Democrat,0,0,"A bill to amend title XVIII of the Social Security Act to increase the number of physicians that complete a fellowship in geriatric medicine and geriatric psychiatry, and for other purposes.",-0.299,Senate,NV,1997-05-22
94-HR-13969,1976,4,Agriculture,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to allow the investment tax credit for certain farm property purchased by an individual from an ancestor of the individual.,-0.369,House,WI,1976-05-24
105-HR-1207,1997,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"To amend the Internal Revenue Code of 1986 to provide all taxpayers with a 50 percent deduction for capital gains, to increase the exclusion for gain on qualified small business stock, to index the basis of certain capital assets, and for other purposes.",0.443,House,OK,1997-03-20
96-HR-3284,1979,19,Government Operations,Democrat,0,0,"A bill to amend the Federal Property and Administrative Services Act of 1949, as amended, to extend and clarify the authority of the General Services Administration with respect to the protection of buildings and areas owned and occupied by the United States and under the charge and control of the Administrator of General Services, and for other purposes.",-0.197,House,TN,1979-03-28
89-HR-18225,1966,12,Social Welfare,Democrat,0,0,To amend title XIX of the Social Security Act,-0.1,House,AR,
114-S-2073,2015,19,Government Operations,Democrat,0,0,"A bill to designate the facility of the United States Postal Service located at 7715 Post Road in North Kingstown, Rhode Island, as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Melvoid J. Benson Post Office Building"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",-0.429,Senate,RI,2015-09-24
84-HR-136,1955,20,Public Lands and Water Management,Democrat,0,0,"To amend the act of August 17, 1950 (64 Stat. 459), relating to the expenditure of funds for cooperating with the public school board at Walker. Minn., for the extension of public-school facilities to be available to all Indian children in the district",-0.174,House,MN,
105-HR-1671,1997,12,Social Welfare,Democrat,0,0,"To amend the Older Americans Act of 1965 to provide for Federal-State performance partnerships, to consolidate all nutrition programs under the Act in the Department of Health and Human Services, to extend authorizations of appropriations for programs under the Act through fiscal year 2000, and for other purposes.",-0.284,House,CA,1997-05-20
84-HR-11484,1956,19,Government Operations,Democrat,0,0,To amend the Federal Property and Administrative Services Act of 1949 to permit the disposal of certain surplus property to State defense forces.,-0.089,House,TX,
89-HR-15920,1966,17,Foreign Trade,Democrat,0,0,To amend the Tariff Act of 1930 to facilitate the formulation of sound tariff policies with respect to agricultural commodities,-0.3,House,OR,
87-S-2076,1961,19,Government Operations,Republican,0,0,A bill to grant second-class mailing privileges to tax-supported elementary and secondary schools.,-0.063,Senate,NY,
106-S-268,1999,7,Environment,Democrat,0,0,A bill to specify the effective date of and require an amendment to the final rule of the Environmental Protection Agency regulating exhaust emissions from new spark-ignition gasoline marine engines.,-0.306,Senate,CA,1999-01-20
99-S-2166,1986,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"A bill to amend the Internal Revenue Code of 1954 to modify the tax treatment of tax-exempt municipal bonds, and for other purposes.",0.06,Senate,MN,1986-03-10
90-S-1262,1967,20,Public Lands and Water Management,Democrat,0,0,A bill to authorize the Army Corps of Engineers to initiate a 3-year appraisal report of our national tidal and Great Lakes shoreline.,-0.42,Senate,MD,
100-HR-2202,1987,10,Transportation,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to provide that the harbor maintenance tax shall apply only once to cargo entering the United States in a continous transportation by a single shipper.,0.26,House,MD,1987-04-29
81-HR-7542,1950,4,Agriculture,Democrat,0,0,"To authorize the Secretary of Agriculture to quitclaim 5 acres of land near Muirkirk, Md., to the William Francis Smith Post, No. 235, American Legion",-0.15,House,MD,
100-S-654,1987,17,Foreign Trade,Republican,0,0,A bill to make various amendments to the Export Administration Act of 1979.,0.023,Senate,PA,1987-03-03
94-HR-13080,1976,3,Health,Republican,0,0,A bill to provide for the reform of the administrative and reimbursement procedures currently employed under the medicare and medicaid programs.,0.181,House,TN,1976-04-07
99-S-2053,1986,17,Foreign Trade,Democrat,0,0,A bill entitled the Eximbank Capital Restoration Act of 1986.,-0.471,Senate,WI,1986-02-06
81-S-2228,1949,3,Health,Democrat,0,1,"A bill to amend the Public Health Service Act with respect to venereal diseaserapidtreatment centers, and for otherpurposes",-0.318,Senate,UT,
91-HR-19077,1970,7,Environment,Democrat,0,0,"To amend the National Environmental Policy Act of 1969 to require a longer period of notice before a Federal agency commences any action significantly affecting' the environment, and for other purposes",-0.46,House,MI,
98-S-1418,1983,3,Health,Democrat,0,0,A bill to amend title XVIII of the Social Security Act to provide that services furnished by a clinical social worker shall be reimbursable under medicare when furnished by a health maintenance organization to a member of that organization.,-0.332,Senate,HI,1983-06-07
94-S-2360,1975,3,Health,Democrat,0,0,A bill to amend the Public Health Service Act to provide health care services for pregnant adolescents before and after childbirth.,-0.421,Senate,IN,1975-09-17
82-HR-4974,1951,20,Public Lands and Water Management,Democrat,1,0,"To provide for the addition of certain Government lands to the Cape Hatteras National Seashore Recreational Area project, and for other purposes",-0.037,House,NC,
81-HR-488,1949,15,Defense,Democrat,0,0,To credit to active and retired officers of the Medical Department of T the Army all service performed as interns in Army hospitals on a civilian employee status,-0.296,House,MA,
107-S-1025,2001,12,Social Welfare,Democrat,0,0,A bill to provide for savings for working families.,-0.268,Senate,CT,2001-06-13
83-S-2911,1954,17,Foreign Trade,Republican,0,1,"A bill to provide for the development of a sound and profitable domestic wool industry under our national policy of expanding world trade, to encourage increased domestic production of wool for our national security, and for other purposes",0.028,Senate,VT,
86-S-3145,1960,19,Government Operations,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 so as to provide that lawful expenditures for legislative purposes shall be allowed as deductions from gross income.,-0.396,Senate,IN,
100-HR-3903,1988,4,Agriculture,Republican,0,0,"A bill to amend the Internal Revenue Code of 1986 to exempt farmers from the requirement to capitalize preproductive costs, and to require farmers with large farming operations to use an accrual method of accounting.",0.326,House,WI,1988-02-03
105-S-2134,1998,10,Transportation,Republican,0,0,"A bill to provide for air transportation between Denver, Colorado, and London, England.",0.594,Senate,CO,1998-06-04
110-S-1379,2007,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend chapter 35 of title 28, United States Code, to strike the exception to the residency requirements for United States attorneys.",-0.344,Senate,CA,2007-05-14
91-HR-10578,1969,12,Social Welfare,Democrat,0,0,"To provide that disabled Individuals entitled to disability insurance benefits under section 223 of the Social Security Act or to child's or widow's Insurance benefits on the basis of d1sability under section 202 of such act, land individuals in the corresponding categories under .the Railroad Retirement Act of 1937, shall be eligible for health insurance benefits under title XVIII of the Social Security Act without regard to their age",-0.34,House,OH,
99-HR-1050,1985,10,Transportation,Democrat,0,0,A bill to restrict temporarily the quantity of imported motor vehicles that may be introduced into interstate commerce for sale at retail in order to prevent or remedy the existing and threatened serious injury to the domestic motor vehicle industry of the United States and its employees and suppliers.,-0.431,House,MI,1985-02-07
101-HR-4733,1990,5,Labor and Employment,Democrat,0,0,To amend the Fair Labor Standards Act of 1938 to reform the provisions relating to child labor.,-0.314,House,OH,1990-05-03
100-S-6,1987,3,Health,Democrat,0,0,"A bill to amend title 38, United States Code, to improve various aspects of Veterans' Administration health-care programs, to provide certain new categories of persons with eligibility for readjustment counseling from the Veterans' Administration and to postpone the transition period for the Vet Center Program, to authorize the establishment of a pilot program for the furnishing of noninstitutional care to certain veterans, and to increase the per diem rates paid to States for providing care to veterans in State homes; and to prohibit the excessing of certain Veterans' Administration properties; and to promote greater emphasis of affiliated health-professional training institutions on geriatric training and research, and for other purposes.",-0.425,Senate,CA,1987-01-06
107-HR-4931,2002,5,Labor and Employment,Republican,1,0,To provide that the pension and individual retirement arrangement provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent.,0.494,House,OH,2002-06-13
105-HR-966,1997,3,Health,Republican,0,0,"To provide reimbursement under the Medicare Program for telehealth services, and for other purposes.",0.468,House,TX,1997-03-06
110-HR-463,2007,15,Defense,Democrat,0,0,"To amend title 38, United States Code, to terminate the administrative freeze on the enrollment into the health care system of the Department of Veterans Affairs of veterans in the lowest priority category for enrollment (referred to as Priority 8).",-0.347,House,NJ,2007-01-12
86-HR-5402,1959,3,Health,Democrat,0,0,To amend the hospital survey and construction provisions of the Public Health Service Act to provide special assistance for hospital construction in areas of severe Federal impact,0.128,House,FL,
89-S-3917,1966,12,Social Welfare,Democrat,0,0,A bill to amend title II of the Social Security Act so as to permit individuals entitled to monthly insurance benefits thereunder to waive their entitlement to all or any part of such benefits.,-0.06,Senate,FL,
101-S-1444,1989,3,Health,Republican,0,0,"A bill to amend the Public Health Service Act to establish model projects concerning the effect of substance abuse on pregnant females, postpartum females and infants, and for other purposes.",0.316,Senate,CA,1989-07-31
101-HR-2726,1989,9,Immigration,Democrat,0,0,To treat Hong Kong as a separate foreign state for purposes of applying the numerical limitations on immigration.,-0.494,House,CA,1989-06-22
93-HR-7328,1973,6,Education,Democrat,0,0,A bill to discourage experimentation on animals by elementary and secondary schoolchildren.,-0.666,House,CA,1973-04-30
88-HR-9008,1963,6,Education,Democrat,0,0,"To amend the National Defense Education Act of 1958 in order to extend the provisions of title II relating to cancellation of loans under such title to teachers in private nonprofit elementary and secondary schools and in institutions of higher education,",-0.284,House,IL,
110-HR-2486,2007,18,International Affairs and Foreign Aid,Democrat,0,0,"To keep faith with the thousands of Iraqi nationals who have risked everything by assisting and working for the United States Government and United States Armed Forces in Iraq, and for other purposes.",-0.379,House,NY,2007-05-24
99-S-2412,1986,20,Public Lands and Water Management,Republican,0,1,A bill to withdraw and reserve certain public lands.,0.535,Senate,ID,1986-05-06
94-HR-11139,1975,12,Social Welfare,Republican,0,0,"A bill to amend the Social Security Act to change the standard of liability and to provide for expenses of legal counsel in certain civil suits, actions, and proceedings against professional standards review organizations, and members, directors, trustees, employees, officials, and consultants thereto.",-0.123,House,MD,1975-12-12
105-HR-2957,1997,10,Transportation,Democrat,0,0,To provide for development and implementation of certain plans to reduce risks to the public health and welfare caused by helicopter operations.,-0.388,House,NY,1997-11-08
100-HR-3725,1987,12,Social Welfare,Republican,0,0,"A bill to extend for one year the provision of title II of the Social Security Act which allows continued payment of disability insurance benefits during appeal, and to make permanent the provisions of titles IV and XVI of such Act which permit or require the disregarding of in-kind assistance to AFDC and SSI recipients.",0.048,House,NY,1987-12-09
86-HR-4036,1959,17,Foreign Trade,Democrat,0,0,To amend the Tariff Act of 1930with respect to the dutiable status of wood moldings,-0.259,House,NM,
92-HR-15676,1972,11,"Law, Crime, and Family Issues",Democrat,0,0,"To provide for a comprehensive program designed to strengthen the criminal justice system in the United States, to attack urban street crime, to undertake new training programs for law enforcement personnel, to improve the training, care, and rehabilitation of criminal offenders, and for other purposes",-0.75,House,NY,
93-S-1800,1973,20,Public Lands and Water Management,Democrat,0,0,A bill to authorize the use of facilities at the Owyhee Indian Hospital of the Duck Valley Indian Reservation to provide certain medical care to non-Indians.,-0.195,Senate,NV,1973-05-14
80-HR-976,1947,19,Government Operations,Democrat,0,0,Providing for the promotion of certain substitute rural carriers,0.226,House,MS,
102-HR-5569,1992,18,International Affairs and Foreign Aid,Democrat,0,0,To require the President to impose economic sanctions against countries that engage in commercial whaling.,-0.454,House,OR,1992-07-08
83-HR-4129,1953,15,Defense,Republican,0,0,"To amend title V of the Department of Defense Appropriation Act, 1953, so as to permit the continued use of appropriations thereunder to make payments to ARO, Inc., for operation of the Arnold Engineering Development Center after March 31, 1953",0.331,House,CA,
100-HR-5160,1988,18,International Affairs and Foreign Aid,Republican,0,0,"A bill to strengthen the role of United States business enterprises in the educational, community, and economic development of South African workers and their families.",0.065,House,CT,1988-08-04
89-S-1474,1965,19,Government Operations,Democrat,0,1,A bill to create a bipartisan commission. to study Federal laws limiting political activity by officers and employees of Government,-0.331,Senate,MD,
96-HR-4593,1979,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend the Act of December 22, 1974 (88 Stat. 1712), and for other purposes.",-0.379,House,AZ,1979-06-22
80-S-881,1947,20,Public Lands and Water Management,Republican,0,0,"A bill to provide for the leasing of restricted Indian lands under the supervision of the Crow Indian Agency in Montana, and for the limitation of the establishment and size of grazing ofrange units thereon",-0.00021533801515431653,Senate,MT,
83-S-1646,1953,15,Defense,Republican,0,0,"A bill to amend section 301, Servicemens Readjustment Act of 1944, to further limit the jurisdiction of boards of review established under that section",0.176,Senate,MA,
103-S-1730,1993,17,Foreign Trade,Republican,0,0,"A bill to suspend temporarily the duty on 3,4-Dimethylbenzaldehyde (3,4-DBAL).",0.38,Senate,SC,1993-11-19
89-HR-17589,1966,4,Agriculture,Democrat,0,0,"To amend section - 201 of the Agricultural Adjustment Act of 1938, as amended, in order to require the Secretary of Agriculture 4n certain eases to make complaint of the Interstate Commerce Commission with respect to rates, charges, tariffs and practices relating- to the transportaion of farm products",-0.34,House,CA,
111-HR-5610,2010,12,Social Welfare,Democrat,1,1,To provide a technical adjustment with respect to funding for independent living centers under the Rehabilitation Act of 1973 in order to ensure stability for such centers.,-0.647,House,CA,2010-06-28
111-S-1407,2009,15,Defense,Democrat,0,0,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes.",-0.317,Senate,SD,2009-07-07
