"combination_id","train_proportion","prompt","model","variable","major_topic"
1213,0.05,4,"gpt-4o","Senate",20
1214,0.1,4,"gpt-4o","Senate",20
1215,0.25,4,"gpt-4o","Senate",20
1216,0.5,4,"gpt-4o","Senate",20
1217,0.05,5,"gpt-4o","Senate",20
1218,0.1,5,"gpt-4o","Senate",20
1219,0.25,5,"gpt-4o","Senate",20
1220,0.5,5,"gpt-4o","Senate",20
1221,0.05,6,"gpt-4o","Senate",20
1222,0.1,6,"gpt-4o","Senate",20
1223,0.25,6,"gpt-4o","Senate",20
1224,0.5,6,"gpt-4o","Senate",20
1225,0.05,7,"gpt-4o","Senate",20
1226,0.1,7,"gpt-4o","Senate",20
1227,0.25,7,"gpt-4o","Senate",20
1228,0.5,7,"gpt-4o","Senate",20
1229,0.05,8,"gpt-4o","Senate",20
1230,0.1,8,"gpt-4o","Senate",20
1231,0.25,8,"gpt-4o","Senate",20
1232,0.5,8,"gpt-4o","Senate",20
1233,0.05,9,"gpt-4o","Senate",20
1234,0.1,9,"gpt-4o","Senate",20
1235,0.25,9,"gpt-4o","Senate",20
1236,0.5,9,"gpt-4o","Senate",20
1237,0.05,10,"gpt-4o","Senate",20
1238,0.1,10,"gpt-4o","Senate",20
1239,0.25,10,"gpt-4o","Senate",20
1240,0.5,10,"gpt-4o","Senate",20
1241,0.05,11,"gpt-4o","Senate",20
1242,0.1,11,"gpt-4o","Senate",20
1243,0.25,11,"gpt-4o","Senate",20
1244,0.5,11,"gpt-4o","Senate",20
1245,0.05,12,"gpt-4o","Senate",20
1246,0.1,12,"gpt-4o","Senate",20
1247,0.25,12,"gpt-4o","Senate",20
1248,0.5,12,"gpt-4o","Senate",20
1249,0.05,1,"gpt-3.5","Democrat",20
1250,0.1,1,"gpt-3.5","Democrat",20
1251,0.25,1,"gpt-3.5","Democrat",20
1252,0.5,1,"gpt-3.5","Democrat",20
1253,0.05,2,"gpt-3.5","Democrat",20
1254,0.1,2,"gpt-3.5","Democrat",20
1255,0.25,2,"gpt-3.5","Democrat",20
1256,0.5,2,"gpt-3.5","Democrat",20
1257,0.05,3,"gpt-3.5","Democrat",20
1258,0.1,3,"gpt-3.5","Democrat",20
1259,0.25,3,"gpt-3.5","Democrat",20
1260,0.5,3,"gpt-3.5","Democrat",20
1261,0.05,4,"gpt-3.5","Democrat",20
1262,0.1,4,"gpt-3.5","Democrat",20
1263,0.25,4,"gpt-3.5","Democrat",20
1264,0.5,4,"gpt-3.5","Democrat",20
1265,0.05,5,"gpt-3.5","Democrat",20
1266,0.1,5,"gpt-3.5","Democrat",20
1267,0.25,5,"gpt-3.5","Democrat",20
1268,0.5,5,"gpt-3.5","Democrat",20
1269,0.05,6,"gpt-3.5","Democrat",20
1270,0.1,6,"gpt-3.5","Democrat",20
1271,0.25,6,"gpt-3.5","Democrat",20
1272,0.5,6,"gpt-3.5","Democrat",20
1273,0.05,7,"gpt-3.5","Democrat",20
1274,0.1,7,"gpt-3.5","Democrat",20
1275,0.25,7,"gpt-3.5","Democrat",20
1276,0.5,7,"gpt-3.5","Democrat",20
1277,0.05,8,"gpt-3.5","Democrat",20
1278,0.1,8,"gpt-3.5","Democrat",20
1279,0.25,8,"gpt-3.5","Democrat",20
1280,0.5,8,"gpt-3.5","Democrat",20
1281,0.05,9,"gpt-3.5","Democrat",20
1282,0.1,9,"gpt-3.5","Democrat",20
1283,0.25,9,"gpt-3.5","Democrat",20
1284,0.5,9,"gpt-3.5","Democrat",20
1285,0.05,10,"gpt-3.5","Democrat",20
1286,0.1,10,"gpt-3.5","Democrat",20
1287,0.25,10,"gpt-3.5","Democrat",20
1288,0.5,10,"gpt-3.5","Democrat",20
1289,0.05,11,"gpt-3.5","Democrat",20
1290,0.1,11,"gpt-3.5","Democrat",20
1291,0.25,11,"gpt-3.5","Democrat",20
1292,0.5,11,"gpt-3.5","Democrat",20
1293,0.05,12,"gpt-3.5","Democrat",20
1294,0.1,12,"gpt-3.5","Democrat",20
1295,0.25,12,"gpt-3.5","Democrat",20
1296,0.5,12,"gpt-3.5","Democrat",20
1297,0.05,1,"gpt-4o","Democrat",20
1298,0.1,1,"gpt-4o","Democrat",20
1299,0.25,1,"gpt-4o","Democrat",20
1300,0.5,1,"gpt-4o","Democrat",20
1301,0.05,2,"gpt-4o","Democrat",20
1302,0.1,2,"gpt-4o","Democrat",20
1303,0.25,2,"gpt-4o","Democrat",20
1304,0.5,2,"gpt-4o","Democrat",20
1305,0.05,3,"gpt-4o","Democrat",20
1306,0.1,3,"gpt-4o","Democrat",20
1307,0.25,3,"gpt-4o","Democrat",20
1308,0.5,3,"gpt-4o","Democrat",20
1309,0.05,4,"gpt-4o","Democrat",20
1310,0.1,4,"gpt-4o","Democrat",20
1311,0.25,4,"gpt-4o","Democrat",20
1312,0.5,4,"gpt-4o","Democrat",20
1313,0.05,5,"gpt-4o","Democrat",20
1314,0.1,5,"gpt-4o","Democrat",20
1315,0.25,5,"gpt-4o","Democrat",20
1316,0.5,5,"gpt-4o","Democrat",20
1317,0.05,6,"gpt-4o","Democrat",20
1318,0.1,6,"gpt-4o","Democrat",20
1319,0.25,6,"gpt-4o","Democrat",20
1320,0.5,6,"gpt-4o","Democrat",20
1321,0.05,7,"gpt-4o","Democrat",20
1322,0.1,7,"gpt-4o","Democrat",20
1323,0.25,7,"gpt-4o","Democrat",20
1324,0.5,7,"gpt-4o","Democrat",20
1325,0.05,8,"gpt-4o","Democrat",20
1326,0.1,8,"gpt-4o","Democrat",20
1327,0.25,8,"gpt-4o","Democrat",20
1328,0.5,8,"gpt-4o","Democrat",20
1329,0.05,9,"gpt-4o","Democrat",20
1330,0.1,9,"gpt-4o","Democrat",20
1331,0.25,9,"gpt-4o","Democrat",20
1332,0.5,9,"gpt-4o","Democrat",20
1333,0.05,10,"gpt-4o","Democrat",20
1334,0.1,10,"gpt-4o","Democrat",20
1335,0.25,10,"gpt-4o","Democrat",20
1336,0.5,10,"gpt-4o","Democrat",20
1337,0.05,11,"gpt-4o","Democrat",20
1338,0.1,11,"gpt-4o","Democrat",20
1339,0.25,11,"gpt-4o","Democrat",20
1340,0.5,11,"gpt-4o","Democrat",20
1341,0.05,12,"gpt-4o","Democrat",20
1342,0.1,12,"gpt-4o","Democrat",20
1343,0.25,12,"gpt-4o","Democrat",20
1344,0.5,12,"gpt-4o","Democrat",20
1345,0.05,1,"gpt-3.5","DW1",20
1346,0.1,1,"gpt-3.5","DW1",20
1347,0.25,1,"gpt-3.5","DW1",20
1348,0.5,1,"gpt-3.5","DW1",20
1349,0.05,2,"gpt-3.5","DW1",20
1350,0.1,2,"gpt-3.5","DW1",20
1351,0.25,2,"gpt-3.5","DW1",20
1352,0.5,2,"gpt-3.5","DW1",20
1353,0.05,3,"gpt-3.5","DW1",20
1354,0.1,3,"gpt-3.5","DW1",20
1355,0.25,3,"gpt-3.5","DW1",20
1356,0.5,3,"gpt-3.5","DW1",20
1357,0.05,4,"gpt-3.5","DW1",20
1358,0.1,4,"gpt-3.5","DW1",20
1359,0.25,4,"gpt-3.5","DW1",20
1360,0.5,4,"gpt-3.5","DW1",20
1361,0.05,5,"gpt-3.5","DW1",20
1362,0.1,5,"gpt-3.5","DW1",20
1363,0.25,5,"gpt-3.5","DW1",20
1364,0.5,5,"gpt-3.5","DW1",20
1365,0.05,6,"gpt-3.5","DW1",20
1366,0.1,6,"gpt-3.5","DW1",20
1367,0.25,6,"gpt-3.5","DW1",20
1368,0.5,6,"gpt-3.5","DW1",20
1369,0.05,7,"gpt-3.5","DW1",20
1370,0.1,7,"gpt-3.5","DW1",20
1371,0.25,7,"gpt-3.5","DW1",20
1372,0.5,7,"gpt-3.5","DW1",20
1373,0.05,8,"gpt-3.5","DW1",20
1374,0.1,8,"gpt-3.5","DW1",20
1375,0.25,8,"gpt-3.5","DW1",20
1376,0.5,8,"gpt-3.5","DW1",20
1377,0.05,9,"gpt-3.5","DW1",20
1378,0.1,9,"gpt-3.5","DW1",20
1379,0.25,9,"gpt-3.5","DW1",20
1380,0.5,9,"gpt-3.5","DW1",20
1381,0.05,10,"gpt-3.5","DW1",20
1382,0.1,10,"gpt-3.5","DW1",20
1383,0.25,10,"gpt-3.5","DW1",20
1384,0.5,10,"gpt-3.5","DW1",20
1385,0.05,11,"gpt-3.5","DW1",20
1386,0.1,11,"gpt-3.5","DW1",20
1387,0.25,11,"gpt-3.5","DW1",20
1388,0.5,11,"gpt-3.5","DW1",20
1389,0.05,12,"gpt-3.5","DW1",20
1390,0.1,12,"gpt-3.5","DW1",20
1391,0.25,12,"gpt-3.5","DW1",20
1392,0.5,12,"gpt-3.5","DW1",20
1393,0.05,1,"gpt-4o","DW1",20
1394,0.1,1,"gpt-4o","DW1",20
1395,0.25,1,"gpt-4o","DW1",20
1396,0.5,1,"gpt-4o","DW1",20
1397,0.05,2,"gpt-4o","DW1",20
1398,0.1,2,"gpt-4o","DW1",20
1399,0.25,2,"gpt-4o","DW1",20
1400,0.5,2,"gpt-4o","DW1",20
1401,0.05,3,"gpt-4o","DW1",20
1402,0.1,3,"gpt-4o","DW1",20
1403,0.25,3,"gpt-4o","DW1",20
1404,0.5,3,"gpt-4o","DW1",20
1405,0.05,4,"gpt-4o","DW1",20
1406,0.1,4,"gpt-4o","DW1",20
1407,0.25,4,"gpt-4o","DW1",20
1408,0.5,4,"gpt-4o","DW1",20
1409,0.05,5,"gpt-4o","DW1",20
1410,0.1,5,"gpt-4o","DW1",20
1411,0.25,5,"gpt-4o","DW1",20
1412,0.5,5,"gpt-4o","DW1",20
1413,0.05,6,"gpt-4o","DW1",20
1414,0.1,6,"gpt-4o","DW1",20
1415,0.25,6,"gpt-4o","DW1",20
1416,0.5,6,"gpt-4o","DW1",20
1417,0.05,7,"gpt-4o","DW1",20
1418,0.1,7,"gpt-4o","DW1",20
1419,0.25,7,"gpt-4o","DW1",20
1420,0.5,7,"gpt-4o","DW1",20
1421,0.05,8,"gpt-4o","DW1",20
1422,0.1,8,"gpt-4o","DW1",20
1423,0.25,8,"gpt-4o","DW1",20
1424,0.5,8,"gpt-4o","DW1",20
1425,0.05,9,"gpt-4o","DW1",20
1426,0.1,9,"gpt-4o","DW1",20
1427,0.25,9,"gpt-4o","DW1",20
1428,0.5,9,"gpt-4o","DW1",20
1429,0.05,10,"gpt-4o","DW1",20
1430,0.1,10,"gpt-4o","DW1",20
1431,0.25,10,"gpt-4o","DW1",20
1432,0.5,10,"gpt-4o","DW1",20
1433,0.05,11,"gpt-4o","DW1",20
1434,0.1,11,"gpt-4o","DW1",20
1435,0.25,11,"gpt-4o","DW1",20
1436,0.5,11,"gpt-4o","DW1",20
1437,0.05,12,"gpt-4o","DW1",20
1438,0.1,12,"gpt-4o","DW1",20
1439,0.25,12,"gpt-4o","DW1",20
1440,0.5,12,"gpt-4o","DW1",20
