headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Deutsche Bank shares are trading higher after the company announced it has begun exploratory merger talks with Commerzbank.,2019-03-18,DB,2019-03-18 11:54:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.04279280453920364,-0.022678188979625702,-0.051835905000234495,-0.08963281904685438,-0.11771059743850165,-0.07667387195899122,-0.10583158746501875,-0.24429150635292474,-0.0033669734839348875,-0.01986758291780255,0.002257387761292584,0.027777749672072805,-0.04413345992086315,1.1578928926780918e-09,0.0325581105877597,-0.004962773993611336,-0.02244392782449722,-0.01275515090674162,0.01550392340868711,0.04071249067783356,0.03667472302913666,-0.01886790804564953,0.02163465321063995,0.05176465585827827,-0.004474268760532141,-0.01573026925325394,0.03196343779563904,0.01106198877096176,0.002188129583373666,0.08296945691108704,-0.008064508438110352,-0.05284557491540909,-0.03218876197934151,-0.0155211016535759,0.03603599965572357,-0.0304347537457943,0.07623321563005447,-0.01458336878567934,-0.03594081848859787,-0.03070172481238842,0.05656108632683754,-0.03211993351578712,-0.006637214682996273,-0.05122484639286995,0.01408449281007051,0.0300925076007843,0.04943826422095299,-0.05139191448688507,0.01128672529011965,-0.02678568847477436,0.0,0.01834860630333424,0.01351350080221891,-0.002222273033112288,-0.08685966581106186,-0.01463413238525391,-0.004950490314513445,0.02985071763396263,-0.01449273992329836,-0.04656858369708061,0.007712074555456638,-0.002551018027588725,-0.01023023016750813,-0.03100772388279438,0.02933330461382866,0.01036274619400501,-0.03846156224608421,0.02133331261575222,-0.03916445374488831,0.02173910848796368,-0.04255321621894836,0.002777775283902884,0.01939062960445881,0.02445649728178978,-0.007957552559673786,0.46,0.16,0.44,0.009,89199,252,4.2793%,-0.0014,1.4278,0.5286,1.4143,1.8974%,2.3402%,34.2676%,2.9267%,18
"German Finance Ministry Spokesman Says We Are Taking Note Of Deutsche Bank, Commerzbank Talks",2019-03-18,DB,2019-03-18 10:07:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.04279280453920364,-0.022678188979625702,-0.051835905000234495,-0.08963281904685438,-0.11771059743850165,-0.07667387195899122,-0.10583158746501875,-0.24429150635292474,-0.0033669734839348875,-0.01986758291780255,0.002257387761292584,0.027777749672072805,-0.04413345992086315,1.1578928926780918e-09,0.0325581105877597,-0.05176465585827827,-0.004962773993611336,-0.02244392782449722,-0.01275515090674162,0.01550392340868711,0.04071249067783356,0.03667472302913666,-0.01886790804564953,0.02163465321063995,0.05176465585827827,-0.004474268760532141,-0.01573026925325394,0.03196343779563904,0.01106198877096176,0.002188129583373666,0.08296945691108704,-0.008064508438110352,-0.05284557491540909,-0.03218876197934151,-0.0155211016535759,0.03603599965572357,-0.0304347537457943,0.07623321563005447,-0.01458336878567934,-0.03594081848859787,-0.03070172481238842,0.05656108632683754,-0.03211993351578712,-0.006637214682996273,-0.05122484639286995,0.01408449281007051,0.0300925076007843,0.04943826422095299,-0.05139191448688507,0.01128672529011965,-0.02678568847477436,0.0,0.01834860630333424,0.01351350080221891,-0.002222273033112288,-0.08685966581106186,-0.01463413238525391,-0.004950490314513445,0.02985071763396263,-0.01449273992329836,-0.04656858369708061,0.007712074555456638,-0.002551018027588725,-0.01023023016750813,-0.03100772388279438,0.02933330461382866,0.01036274619400501,-0.03846156224608421,0.02133331261575222,-0.03916445374488831,0.02173910848796368,-0.04255321621894836,0.002777775283902884,0.01939062960445881,0.02445649728178978,0.46,0.16,0.44,0.009,89199,252,4.2793%,-0.0014,1.4278,0.5286,1.4143,1.8974%,2.3402%,34.2676%,2.9267%,14
US Agriculture Secretary David Perdue Says US Will Not Reach A Deal With EU Without Agriculture,2019-03-18,DE,2019-03-18 14:25:00+00:00,DEERE & CO,19350.0,24419910,0.01359474658966064,0.004179651848971844,-0.003992509955710211,-0.0035558782531190936,-0.01852776744571405,0.014899651197702424,0.038217717305611965,-0.06734044881213119,0.0024721056688576937,-0.009581656562466456,-0.006220972505148525,-0.005408469068193811,-0.03159637271534621,-0.035670768807418485,0.08828941837406168,0.03378380462527275,-0.03485845774412155,-0.002257280517369509,0.006787269841879606,0.03820226714015007,-0.002164448611438274,-0.01518441829830408,-0.03303967043757439,0.01822321861982346,0.008948644623160362,0.02439016662538052,-0.004329000134021044,0.01739128865301609,0.01068380195647478,0.05073991045355797,-0.006036163773387671,0.03643721342086792,-0.04687495529651642,-0.01024594064801931,-0.01863357238471508,0.0,-0.01476786844432354,0.004282651003450155,-0.03198296204209328,-0.0176211278885603,-0.01121080480515957,-0.02040809020400047,0.002314757322892547,-0.09237872064113617,0.002544526709243655,-0.01269034296274185,-0.06683804094791412,0.04958672821521759,-0.05774278938770294,-0.002785512711852789,-0.02793293446302414,-0.01149424165487289,0.06395349651575089,-0.01639349199831486,-0.05833327770233154,0.1445427685976028,0.0,0.0,0.007731951307505369,0.01534525398164988,-0.01511333603411913,-0.01278777234256268,0.007772075477987528,0.0179948415607214,-0.03030306100845337,0.03645836189389229,-0.01256280206143856,0.01781168766319752,0.03999996185302734,0.01201927661895752,0.0166271198540926,-0.01635517925024033,-0.002375351265072823,0.0,0.04523811116814613,0.46,0.16,0.44,0.009,19350,252,1.3595%,0.0,1.2707,0.0544,0.0818,1.4373%,1.9429%,45.2735%,0.7261%,16
"UPDATE: Barclays Upgrades Dollar General As Firm Believes 'Fresh/Fast Track investments will lead to: 1) greater frequency of visits, 2) a more robust/efficient supply chain, 3) lower costs-to-serve, and 4) labor productivity gains'",2019-03-18,DG,2019-03-18 15:07:00+00:00,DOLLAR GENERAL CORP NEW,93096.0,25667710,0.02318025566637516,0.0060928440652787685,0.005148875888489002,0.011070118905411208,0.01905089888961986,0.015446692398937145,0.084870113692193,0.17047924370623946,0.020154066383838654,-0.05626451178168912,-0.047822101395434635,-0.04060315150174554,-0.046945615053178624,-0.013341430337909133,0.10727729915774109,0.02064887620508671,-0.005780258681625128,0.02034874819219112,-0.005697919055819511,0.002865285612642765,0.02000002190470695,-0.02521012537181377,0.002873629098758101,0.00573057122528553,-0.02849002927541733,0.008797744289040565,-0.01453488320112228,0.0,0.01769906841218472,-0.0115942470729351,-0.005865013226866722,0.0147492615506053,-0.002907043090090156,-0.002915407530963421,-0.005847975611686707,0.008823506534099579,0.01457726024091244,0.02586211264133453,-0.02240894176065922,0.00573057122528553,0.0,0.01994304172694683,0.0,0.01955309510231018,-0.01095894630998373,-0.0083102285861969,-0.002793253632262349,-0.002801184542477131,-0.005617891903966665,-0.01129947789013386,0.01428571436554193,-0.03098587319254875,-0.02616283297538757,0.01791040226817131,-0.03812314569950104,-0.02743901312351227,-0.006269556470215321,-0.00315458606928587,0.006329077761620283,-0.00628927256911993,0.0,0.003164568915963173,-0.015772869810462,0.01282049994915724,0.003164568915963173,0.006309112068265676,0.0,-0.02194353751838207,-0.01602564007043839,-0.0130293658003211,0.0429043285548687,-0.01265821605920792,0.0,0.03525635972619057,0.01547987665981054,0.46,0.16,0.44,0.009,93096,252,2.3180%,0.0009,0.7933,0.2724,0.1123,1.3395%,1.5715%,27.3471%,1.8601%,33
"Barclays Upgrades Dollar General to Overweight, Raises Price Target to $125",2019-03-18,DG,2019-03-18 11:17:00+00:00,DOLLAR GENERAL CORP NEW,93096.0,25667710,0.02318025566637516,0.0060928440652787685,0.005148875888489002,0.011070118905411208,0.01905089888961986,0.015446692398937145,0.084870113692193,0.17047924370623946,0.020154066383838654,-0.05626451178168912,-0.047822101395434635,-0.04060315150174554,-0.046945615053178624,-0.013341430337909133,0.10727729915774109,-0.01081085205078125,-0.002732198918238282,-0.01369863003492355,-0.02777777798473835,-0.008571406826376915,0.005763710476458073,-0.00859607569873333,0.0,-0.002890129340812564,-0.008695630356669426,-0.005847975611686707,0.005882375407963991,-0.01169595122337341,-0.02366861701011658,-0.093939408659935,-0.01003341935575008,0.03040539287030697,-0.003278701100498438,-0.01315788272768259,0.0,0.02000001259148121,0.006535910069942474,-0.02272723615169525,-0.01328902412205935,0.01010098401457071,0.02000001259148121,-0.006535972468554974,-0.009868396446108818,-0.009966814890503883,0.01006715279072523,0.02990031987428665,0.02903224527835846,0.02194353751838207,0.01226998586207628,0.02121214382350445,-0.03560832887887955,-0.00923074595630169,0.006211203522980213,0.003086372511461377,0.01846149191260338,0.01208463869988918,0.0,0.005970172118395567,0.002967313630506396,0.002958647673949599,0.002949807327240705,-0.02058825828135014,0.0,-0.01801797188818455,0.0,0.02752286568284035,0.05059526488184929,0.00849856249988079,-0.02808988839387894,0.03468210622668266,0.005586613435298204,0.01388888899236917,0.008219157345592976,0.03804352134466171,-0.01308900490403175,0.46,0.16,0.44,0.009,93096,252,2.3180%,0.0009,0.7933,0.2724,0.1123,1.3395%,1.5715%,27.3471%,1.8601%,11
Credit Suisse Downgrades Quest Diagnostics to Neutral,2019-03-18,DGX,2019-03-18 12:07:00+00:00,QUEST DIAGNOSTICS INC,84373.0,74834L10,0.002826455747708678,0.008004585281014442,-0.0007891738037162366,0.01037210588283477,-0.002818490264199447,0.016234525359750007,0.09292848207287951,0.12830864317271895,0.006257058121263981,0.0015853175362823269,0.018891826859420258,0.048358351638733366,0.023608300194833953,0.01259300109409045,0.04277823279394477,-0.01427719555795193,-0.01738069020211697,-0.02187736332416534,-0.02046321146190166,0.02040483057498932,0.009522334672510624,0.01210496202111244,0.0009320470853708684,0.006672878284007311,0.02435631491243839,0.006320629268884659,0.01465523708611727,0.01400154177099466,0.003633720800280571,0.008254882879555225,-0.002010907512158155,-0.004317833110690117,0.01300956215709448,0.03253422677516937,0.02059145644307137,0.003114466555416584,-0.005804539658129215,0.003530239453539252,-0.0009471968514844775,0.005281785503029823,-0.02721277438104153,-0.04209944605827332,-0.011131945066154,-0.02309944108128548,-0.004639293067157269,0.01458429079502821,0.009039610624313354,-0.01571449264883995,0.01193678099662066,-0.008404595777392387,0.01531596668064594,-0.02475106157362461,-0.001651794416829944,-0.009326154366135597,0.02368657104671001,0.02402851916849613,0.0005793875316157937,-0.00376378302462399,0.01496656145900488,0.001288532163016498,-0.05361738428473473,-0.01676991395652294,-0.01398284640163183,0.02072622440755367,-0.02519086375832558,-0.03288956359028816,0.01311743073165417,-0.008471908047795296,0.04642922803759575,0.002002730732783675,-0.009225068613886833,0.02513958886265755,-0.01332118175923824,-0.002147888764739037,-0.06334567815065384,0.46,0.16,0.44,0.009,84373,252,0.2826%,-0.0006,0.6843,0.0547,0.0798,1.2798%,1.4572%,22.8730%,-0.0851%,7
Dynavax Reports Exercised Option for $75M In Non-Dilutive Debt,2019-03-18,DVAX,2019-03-18 20:26:00+00:00,DYNAVAX TECHNOLOGIES CORP,90029.0,26815820,-0.02261304296553135,0.026992231607437134,-0.032133673051761624,-0.0282776664973593,-0.0784061836639598,-0.04627250965713037,-0.1452442239510794,-0.5218509017737225,-0.025703798979520798,-0.054631833917171524,-0.07441864286945854,-0.04556356433276165,-0.13759475505624075,-0.27767698221485937,-0.2157635172640764,-0.00386525085195899,-0.01496676541864872,-0.02701179124414921,0.01445922441780567,-0.02109468728303909,0.009318569675087929,0.00461626797914505,0.03159099444746971,0.04342988505959511,-0.00907150935381651,0.007539008744060993,0.004810270387679338,0.0287234541028738,-0.003102350747212768,0.007261378690600395,-0.007723976392298937,0.01453029457479715,0.004603588487952948,-0.006109925452619791,0.001024613622575998,0.01484129950404167,0.005042883567512035,0.02207729779183865,-0.01325480826199055,-0.004975143354386091,-0.006999969482421875,0.0,-0.007552946917712688,-0.01623539812862873,0.00309444940648973,0.004113106522709131,0.004608302377164364,-0.003567869542166591,0.01739131286740303,-0.01106080040335655,-0.01016780734062195,0.01386751234531403,-0.01925021037459373,0.009297535754740238,0.004094161558896303,-0.01936804503202438,-0.01559247635304928,-0.01055970229208469,-0.005336199887096882,0.01341201737523079,-0.010587552562356,0.01979662477970123,-0.0257082786411047,0.005923565477132797,-0.04282661154866219,0.008948644623160362,-0.002217345638200641,-0.01611116155982018,0.01355176139622927,0.01615593209862709,0.02631576545536518,0.1105770096182823,0.00961995404213667,0.05145306885242462,-0.041685551404953,0.46,0.16,0.44,0.009,90029,252,-2.2613%,-0.0029,0.9608,1.8598,-1.0665,3.3015%,3.7930%,24.2337%,-2.5571%,9
Equifax Announces a Partnership with Gwynn Group to Offer Collections Management Solutions,2019-03-18,EFX,2019-03-18 11:20:00+00:00,EQUIFAX INC,52476.0,29442910,0.01522250473499298,0.00638808635994792,-0.0023068242505290826,0.02031763778805118,-0.00301655785248256,0.060420527356579434,0.11746959533203527,0.16593023727138512,0.00634515006095171,-0.004929667894598255,-0.0006301167304944011,0.026568424883600894,0.008631820056700379,0.041052827437840556,0.14575763115951879,0.01139380875974894,0.006895203143358231,-0.02420912496745586,-0.00474444730207324,-0.04479096084833145,0.007277988828718662,-0.004851296544075012,0.01192815974354744,0.06806067377328873,-0.003838713048025966,-0.1366088688373566,0.01439411845058203,-0.007479928433895111,-0.008201324380934238,0.05497827753424644,-0.006249379832297564,0.06054146587848663,0.02783916145563126,-0.01349366642534733,0.00307262921705842,0.005434812977910042,-0.001375915366224945,0.003838198957964778,-0.001666648662649095,0.01040948182344437,9.72119378275238e-05,0.001652071601711214,-0.00485107209533453,0.02018133737146854,-0.006880745757371187,-0.0177058931440115,0.02194355241954327,-0.028470104560256,0.003552053356543183,-0.01337135583162308,-0.002092666458338499,-0.0008987052133306861,-0.004997501149773598,0.0003013438254129142,-0.005924924276769161,-0.04000403359532356,-0.02862255275249481,-0.006608175113797188,-0.03227916359901428,0.0173540785908699,-0.0142888892441988,-0.02371053583920002,0.09000920504331589,-0.02143610268831253,0.02330855466425419,0.01244332268834114,0.000520731380674988,-0.002706584520637989,0.0009394189692102373,0.00187715410720557,-0.0008327452233061194,-0.004062917083501816,0.05209208652377129,0.03072177618741989,0.0008681775652803481,0.46,0.16,0.44,0.009,52476,252,1.5223%,-0.0003,0.7138,-0.0756,0.1455,1.4855%,1.6466%,18.6075%,1.1404%,12
Enanta Pharmaceuticals Completes Enrollment In Two Ongoing Phase 2 Studies,2019-03-18,ENTA,2019-03-18 11:32:00+00:00,ENANTA PHARMACEUTICALS INC,13825.0,29251M10,0.01313711795955896,-0.05946750507059528,-0.04258329629022051,-0.048672710841122346,-0.0921287367546072,-0.03275726375214072,-0.19371067783772122,-0.13240168079932535,-0.015756929446773205,-0.002361114717952306,-0.015060816694790535,-0.015756929053811985,-0.010019892351405879,-0.16534583553705573,-0.24037091098626406,0.01607231050729752,0.005931826308369637,-0.007125329691916704,-0.003959412220865488,0.001242217025719583,-0.02357321977615356,0.01651846431195736,-0.006750011350959539,-0.01208153925836086,-0.01757958345115185,0.003371297847479582,-0.01292323600500822,-0.05263153836131096,0.004422328434884548,0.008255344815552235,-0.01337330415844917,0.02876893617212772,-0.03199781477451324,-0.01444445736706257,0.004791487939655781,-0.01661994867026806,0.01528254803270102,0.00994042307138443,-0.0005624425248242915,-0.009003930725157261,-0.007382229436188936,0.03003430366516113,0.006942516192793846,0.009928313083946705,-0.01037676818668842,0.009933685883879662,-0.01366120297461748,-0.001385020441375673,0.02773925103247166,-0.02078273892402649,0.007717822678387165,0.02188181690871716,0.00856530200690031,0.009554156102240086,-0.013144058175385,-0.007991455495357513,0.008055833168327808,-0.01971235126256943,-0.03342390060424805,-0.01349450554698706,0.003134813625365496,0.01107952743768692,0.007867343723773956,0.01784219220280647,0.003560697659850121,-0.0193777047097683,0.0005566506297327578,-0.01808070950210094,0.007365499623119831,0.02615298889577389,0.009591626934707165,0.001357199740596116,0.0,-0.001084329560399055,0.02496613375842571,0.46,0.16,0.44,0.009,13825,252,1.3137%,0.0011,1.4222,1.5582,0.0464,2.7213%,3.2276%,28.9158%,0.3822%,10
Embraer's COE To Step Down Following Shareholder Approval Of Boeing Deal,2019-03-18,ERJ,2019-03-18 20:58:00+00:00,EMBRAER S A,88392.0,29082A10,0.0195982176810503,-0.010091258212924004,-0.014416109553921141,-0.028351761480407744,-0.07256128241709059,-0.07160018493503029,-0.03844302185256965,-0.08601629190902593,0.04827943444252014,0.0397351368401071,0.03551500836637622,0.025628152700714946,0.008399212309625259,-0.040883496242022366,-0.06589470910980633,0.005054320208728313,0.002140001859515905,0.01815072447061539,-0.04110736399888992,0.01498244795948267,-0.0215494018048048,0.00825900211930275,-0.005897782277315855,-0.0001098056163755246,-0.01560274418443441,0.01328276004642248,0.005728180985897779,0.004956148099154234,0.005252252332866192,-0.01600088365375996,0.00630530621856451,-0.02242498472332954,0.01855393499135971,-0.04415985941886902,0.004735458642244339,0.0001149802992586046,-0.008045941591262817,-0.001042919582687318,0.001159940497018397,0.01251305639743805,0.0002289080293849111,-0.0002288556424900889,-0.01773661747574806,0.006523825693875551,-0.01076389197260141,0.01497600041329861,0.02559079229831696,0.00696858623996377,0.007032089401036501,-0.008423876017332077,-0.006036227568984032,-0.0032613689545542,-0.002595009980723262,0.002375555224716663,-0.008238385431468487,0.0287893321365118,0.01504250522702932,0.002397310920059681,0.002935148077085614,0.003902022494003177,-0.001187655027024448,-0.01686309836804867,0.01275430154055357,0.01443927735090256,-0.001177232479676604,0.02882240153849125,0.01322645600885153,0.001644526957534254,0.01272453088313341,-0.001722624292597175,-0.03207466751337051,-0.03020131401717663,0.04790225252509117,-0.0003096316941082478,-0.01950866542756557,0.46,0.16,0.44,0.009,88392,252,1.9598%,-0.0005,0.7259,0.4797,0.3793,2.0856%,2.2105%,10.9823%,1.3836%,11
Esperion Reports Late-Breaking Publication Of Final Results Of Bempedoic Acid Pivotal Phase 3 Study 2 At American College of Cardiology 2019 Scientific Sessions,2019-03-18,ESPR,2019-03-18 13:21:00+00:00,ESPERION THERAPEUTICS INC NEW,13954.0,29664W10,-0.02686986513435841,-0.09437457472085953,-0.11024105899878389,-0.08860497307950788,-0.14218005319642169,-0.17185247175666107,-0.11188956228085234,0.02163616527426493,0.01713237166404724,-0.06906852490946869,0.0012045284929775857,0.05993623297879114,0.05478003801732578,0.07362751703560422,0.07757131224495639,-0.002359657548367977,0.00946077425032854,0.004451701417565346,-0.01259615365415812,0.002362354658544064,-0.002356786979362369,-0.002126155188307166,0.01515149977058172,-0.0006996873416937888,-0.01470238715410233,0.02084313705563545,-0.002552130026742816,-0.009769760072231293,-0.004933029878884554,0.03328611329197884,0.002284635091200471,-0.001139713684096932,0.0006845910684205592,-0.004789032973349094,-0.006416104268282652,0.003228768240660429,0.02045975625514984,0.01531877275556326,0.00576885137706995,0.01478045713156462,-0.003478257451206446,-0.001745240646414459,-0.001748208422213793,0.0002188774378737435,-0.01597722806036472,-0.02557824179530144,-0.001826108898967505,-0.003430087119340897,-0.111748568713665,0.02195820957422256,-0.05915065854787827,0.01907574012875557,0.003954693675041199,-0.03282563015818596,0.01954920962452888,0.02529962174594402,0.01324672996997833,-0.0129165593534708,0.009945068508386612,0.00621927110478282,0.02163266204297543,-0.01789763383567333,0.008726903237402439,-0.02213737741112709,0.003122532740235329,0.02204934693872929,0.01573601365089417,-0.006746638100594282,-0.004528309684246778,-0.016679298132658,0.005911065265536308,0.01456309948116541,0.009065741673111916,-0.01073122769594193,0.01034308411180973,0.46,0.16,0.44,0.009,13954,252,-2.6870%,-0.0011,1.4716,1.346,-0.3008,4.1124%,4.5053%,16.6800%,-3.4774%,23
"Morgan Stanley Maintains Overweight on Edwards Lifesciences, Raises Price Target to $197",2019-03-18,EW,2019-03-18 13:30:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.06197496131062508,-0.008015081286430359,-0.01037244388258829,0.006600630660917872,-0.007805572710613107,-0.004662369984597126,-0.0776362932508532,-0.0319031732118914,0.009717985056340694,0.010342287214590407,0.024566788875638457,0.06197569275212422,0.034770554346359006,0.05474710667414362,0.15952777036411758,-0.01937570609152317,0.008781550452113152,0.009793270379304886,-0.002155119087547064,-0.03455730527639389,0.005592862609773874,0.01890990883111954,-0.02074231207370758,-0.04793760180473328,-0.03161586821079254,-0.02055623568594456,-0.04320992156863213,-0.09548383951187134,0.02853064239025116,0.04022190719842911,0.01333332061767578,-0.07763154059648514,-0.05706135183572769,0.05567322671413422,-0.03840643912553787,-0.03725782409310341,0.02012385614216328,-0.02883157134056091,-0.04531249403953552,-0.06219314411282539,-0.03141358122229576,-0.02432436496019363,0.006463499274104834,-0.003669721307232976,0.0184162762016058,0.01084989868104458,-0.03041146136820316,0.09225092083215714,0.01858110353350639,0.04147589579224586,0.0270537007600069,0.03643412888050079,0.1159312054514885,0.0120643638074398,-0.01324508339166641,-0.0375838577747345,-0.05578801780939102,0.01477103494107723,-0.01310038939118385,-0.007374659180641174,0.005943530704826117,-0.06056127697229385,-0.02830193378031254,0.006472486071288586,0.04983929917216301,-0.05206740275025368,0.02261710353195667,0.02053714357316494,0.0309597235172987,0.04054053872823715,0.0634920746088028,-0.008141105063259602,-0.08755128085613251,-0.02548726834356785,-0.04307695478200912,0.46,0.16,0.44,0.009,87657,252,6.1975%,0.0007,1.05,0.0148,-1.0133,1.3850%,2.0219%,53.0788%,6.1888%,12
Edwards Lifesciences shares are trading higher after Bank of America reiterated a Buy on the stock and raised the price target from $190 to $215.,2019-03-18,EW,2019-03-18 13:21:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.06197496131062508,-0.008015081286430359,-0.01037244388258829,0.006600630660917872,-0.007805572710613107,-0.004662369984597126,-0.0776362932508532,-0.0319031732118914,0.009717985056340694,0.010342287214590407,0.024566788875638457,0.06197569275212422,0.034770554346359006,0.05474710667414362,0.15952777036411758,-0.005246791522949934,-0.01937570609152317,0.008781550452113152,0.009793270379304886,-0.002155119087547064,-0.03455730527639389,0.005592862609773874,0.01890990883111954,-0.02074231207370758,-0.04793760180473328,-0.03161586821079254,-0.02055623568594456,-0.04320992156863213,-0.09548383951187134,0.02853064239025116,0.04022190719842911,0.01333332061767578,-0.07763154059648514,-0.05706135183572769,0.05567322671413422,-0.03840643912553787,-0.03725782409310341,0.02012385614216328,-0.02883157134056091,-0.04531249403953552,-0.06219314411282539,-0.03141358122229576,-0.02432436496019363,0.006463499274104834,-0.003669721307232976,0.0184162762016058,0.01084989868104458,-0.03041146136820316,0.09225092083215714,0.01858110353350639,0.04147589579224586,0.0270537007600069,0.03643412888050079,0.1159312054514885,0.0120643638074398,-0.01324508339166641,-0.0375838577747345,-0.05578801780939102,0.01477103494107723,-0.01310038939118385,-0.007374659180641174,0.005943530704826117,-0.06056127697229385,-0.02830193378031254,0.006472486071288586,0.04983929917216301,-0.05206740275025368,0.02261710353195667,0.02053714357316494,0.0309597235172987,0.04054053872823715,0.0634920746088028,-0.008141105063259602,-0.08755128085613251,-0.02548726834356785,0.46,0.16,0.44,0.009,87657,252,6.1975%,0.0007,1.05,0.0148,-1.0133,1.3850%,2.0219%,53.0788%,6.1888%,25
"Bank of America Reiterates Buy on Edwards Lifesciences, Raises Price Target to $215",2019-03-18,EW,2019-03-18 12:30:00+00:00,EDWARDS LIFESCIENCES CORP,87657.0,28176E10,0.06197496131062508,-0.008015081286430359,-0.01037244388258829,0.006600630660917872,-0.007805572710613107,-0.004662369984597126,-0.0776362932508532,-0.0319031732118914,0.009717985056340694,0.010342287214590407,0.024566788875638457,0.06197569275212422,0.034770554346359006,0.05474710667414362,0.15952777036411758,0.04209182783961296,-0.04528762400150299,0.03846156224608421,-0.02037042379379272,0.08002517372369766,-0.02917153015732765,0.00480768783017993,0.003588598920032382,-0.01907041668891907,-0.0206560306251049,0.006823740433901548,0.1508317887783051,-0.005246791522949934,-0.01937570609152317,0.008781550452113152,0.009793270379304886,-0.002155119087547064,-0.03455730527639389,0.005592862609773874,0.01890990883111954,-0.02074231207370758,-0.04793760180473328,-0.03161586821079254,-0.02055623568594456,-0.04320992156863213,-0.09548383951187134,0.02853064239025116,0.04022190719842911,0.01333332061767578,-0.07763154059648514,-0.05706135183572769,0.05567322671413422,-0.03840643912553787,-0.03725782409310341,0.02012385614216328,-0.02883157134056091,-0.04531249403953552,-0.06219314411282539,-0.03141358122229576,-0.02432436496019363,0.006463499274104834,-0.003669721307232976,0.0184162762016058,0.01084989868104458,-0.03041146136820316,0.09225092083215714,0.01858110353350639,0.04147589579224586,0.0270537007600069,0.03643412888050079,0.1159312054514885,0.0120643638074398,-0.01324508339166641,-0.0375838577747345,-0.05578801780939102,0.01477103494107723,-0.01310038939118385,-0.007374659180641174,0.005943530704826117,-0.06056127697229385,0.46,0.16,0.44,0.009,87657,252,6.1975%,0.0007,1.05,0.0148,-1.0133,1.3850%,2.0219%,53.0788%,6.1888%,13
Spokesperson For UK Prime Minister Theresa May Says UK Would Have To Give Notice Of Poll By Apr. 12 If It Wants To Participate In European Parliament Election,2019-03-18,EWU,2019-03-18 16:06:00+00:00,ISHARES TRUST,14907.0,46435G33,0.005386005621403456,0.002083324361592531,-0.0017856417226665977,-0.003571397009740962,-0.020535674800246984,-0.004464218203927839,0.004761899929927482,-0.026190396040014163,0.010583564639091492,0.013956283438610662,0.027991383848539497,0.034995267985186373,0.024210758636245666,0.06128924688983428,0.14407336069324805,0.04875511303544044,0.02571713551878929,-0.02555451728403568,0.01187539286911488,0.003422967856749892,-0.003411291167140007,0.001466932939365506,-0.01562498509883881,0.01537695806473494,-0.02882267534732819,0.005030200351029634,-0.004504512064158916,0.01206635404378176,0.01639343984425068,0.02688177675008774,-0.008091388270258904,0.005278340075165033,-0.001432013581506908,0.02055450715124607,-0.0004683947772718966,0.01452668569982052,0.02771364338696003,0.00179779389873147,-0.02288022451102734,-0.01469245180487633,-0.02423106133937836,-0.0004775658308062702,-0.000477794004837051,-0.005736177787184715,0.022115433588624,-0.01928503438830376,0.0,-0.004796181339770555,-0.02072290703654289,-0.01870074681937695,-0.02808432094752789,-0.003095947904512286,-0.002587952185422182,0.02023868076503277,-0.06205489858984947,-0.005965325981378555,-0.002182160736992955,-0.001093518687412143,-0.03831421583890915,-0.01365963462740183,-0.006924456916749477,0.01104012504220009,-0.01896551251411438,0.0275337565690279,0.02679585479199886,-0.003331452840939164,-0.02952650003135204,0.03272099420428276,0.01167320739477873,0.00989002175629139,-0.002176224719733,-0.02399130538105965,0.0,-0.0145251527428627,-0.001133704674430192,0.46,0.16,0.44,0.009,14907,252,0.5386%,0.0,0.6528,0.0475,0.2748,0.5857%,0.8596%,53.5688%,0.1015%,28
