,original_index,context,labels,prompts,gold,q_chatgpt,LLM_correct
246,468,Best-selling skeptical book 'The Politically Incorrect Guide to Climate Change' ranks 14th in Book Authority's '100 Best Climate Change Books of All Time',Misinformation,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,0
247,1404,Face mask use causes lung cancer,Misinformation,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,1
248,481,"Eastern States Inching Toward New Regional Climate Pact That Could Cut Carbon Emissions, Raise Gas Prices",Misinformation,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,0
249,2088,"The 90-year-old British grandmother who became the first person in the world to receive the Pfizer-BioNTech Covid-19 vaccine outside of a clinical trial was previously pictured receiving the Covid-19 vaccine in a CNN news report in October 2020, at least two months before the UK vaccination drive started.",Misinformation,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,1
250,845,"Trudeau goes it alone with new climate plan, proposes carbon price hike",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
251,596,"Reaching UK net zero target cheaper than we thought, says climate adviser",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
252,630,"As 2020 Ends, It's Time for News Outlets to Declare a 'Climate Emergency'",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
253,1278,"Battle for Congress hinges on top of ticket, pandemic dynamics",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
254,1347,"ESPN's Kirk Herbstreit tests positive for COVID-19, will work College GameDay, Sugar Bowl from home",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
255,696,Biden and the Climate Crisis: Fighting for Net Zero,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
256,1050,Skull Fossil Shows How Human Cousin Adapted to Changing Climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
257,697,The Paris Agreement five years on: renewing calls for climate action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
258,945,The Danish climate minister closing down the oil industry for good,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
259,1089,First ever US climate envoy warns Paris agreement 'is not enough',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
260,502,Biden to tap Brenda Mallory to lead White House environment council -sources,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
261,822,Environment Agency faces questions over works on protected river,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
262,1373,Warnings on fines as England's new lockdown begins,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
263,748,Biden election sparks hope for meeting global climate targets,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
264,914,"With a Single Climate Initiative, Biden Could Generate $4 Trillion for Green Investment",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
265,1014,Climate change: UK aim of 68% emissions cut a 'colossal challenge',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
266,520,"Biden Be Bold: AOC & Cori Bush Join Climate Protest Outside DNC Urging Activists to ""Bring the Heat""",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
267,2131,"Vaccine development software shows promise in influenza effort, could help defeat coronavirus",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
268,939,We Don't Have To Live This Way': Doctors Call For Climate Action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
269,916,NC Appeals Judge Censured for 'Toxic Work Environment',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
270,1254,Vaccine News From Britain and China Bolsters Push for Inoculations,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
271,566,"Faith and the fight against climate change, Part 4",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
272,1120,'The most significant climate legislation ever': How stimulus bill tackles warming planet,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
273,726,DeepMind unveils new details of game-mastering A.I. it says may help in complex real-world environments,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
274,1022,Why Australia's Climate Gains Can't Offset Their Expanding Gas Industry,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
275,616,389-day Arctic research mission brings urgent call for climate action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
276,2129,Virologists develop broadly protective coronavirus vaccines,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
277,772,Joe Biden says 'no time to waste' as climate team unveiled,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
278,1104,Hurricane season 2020: Is global warming making hurricanes stronger?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
279,1010,"Costs of climate change are soaring in Canada, yet still barely understood: report",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
280,833,Brazil off to bad start on Paris climate deal: watchdog,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
281,834,"Fight Climate Change Like We Battle COVID-19, Says Paris Accord's Chief Negotiator",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
282,983,Environmental value of renewable energy varies from place to place,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
283,800,"Vaccines, tech, and climate: Europe pitches a new partnership to President-elect Biden",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
284,891,Biden's Next Climate Chief Will Tackle 'Existential Threat' At Home,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
285,848,"American Housewife Co-Star Carly Hughes Calls It Quits, Citing a 'Toxic Environment'",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
286,519,Biden will rejoin the Paris Climate Accord. Here's what happens next,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
287,713,Wisconsin's Original Renewables Roll With Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
288,1339,Dr. Drew Pinsky tests positive for COVID-19 months after apologizing for downplaying the virus,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,0
289,771,"NC's Regan, top EPA pick, promises environmental policy that serves 'every person'",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
290,870,Biden Team Close to Announcing Picks for Core Climate and Energy Jobs,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
291,704,"Pick up the pace on combating climate change, Bank of Canada governor says",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
292,634,Lake ice destabilized by climate change linked to increase in youth drownings,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
293,932,The most significant climate legislation ever': How stimulus bill tackles warming planet,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
294,672,Global summit to present 'ambitious' climate change goals,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
295,1353,"Budget process, COVID-19 spending being undermined by OMB, Biden transition says",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
296,716,"Trudeau to tout climate and trade at Asia-Pacific summit where China, U.S. dominate",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
297,1251,"Election 2020 live updates: Joe Biden wins Wisconsin, Michigan as Trump files lawsuits in three states",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
298,887,How a new type of glove can reduce environmental damage,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
299,532,"Paris climate deal 'designed to kill US economy', Trump claims",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,0
300,636,Top court gives France three months to show climate efforts,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
301,674,How Biden Could Use the Presidential Bully Pulpit to Drive Climate Action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
302,774,Longtime Head of EPA's Environmental Justice Program: Biden's Climate Picks Show Power of Movements,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
303,1314,When 'the American Way' Met the Coronavirus,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
304,627,California's 'climate damn emergency' can't be ignored,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
305,521,The Drilldown: Opposition disappointed with government's climate legislation,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
306,901,First drone goes flying to the North Pole on a climate mission,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
307,816,Climate change: Welsh green energy hindered by 'strained' grid capacity,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
308,977,"If the World Is Ending, It's Not Because of Climate Change",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
309,980,"Even under Trump, America did a better job at tackling the climate emergency than Canada did, says Green Party Leader Annamie Paul",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
310,1264,U.S. confirms first case of new COVID-19 strain found in the U.K.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
311,755,Biden Has Oportunity To Take on Worsening Climate Crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
312,1056,Here's How Scientists Want Biden to Take on Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
313,660,"CO2 pricing, transfers may pay large dividends in the fight to curb climate change",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
314,946,"Climate Change Threatens Not Just the Environment, But the U.S Financial System",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
315,1263,California sets new record for COVID-19 deaths,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
316,546,Carbon Capture Is Not a Climate Savior,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
317,1295,NC Gov. Cooper holds press conference to give COVID-19 update. Here's how to watch.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
318,928,Highgate Cemetery wants help to save site from climate change impact,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
319,632,UK ban on new fossil fuel vehicles by 2030 'not enough' to hit climate targets,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
320,646,How Biden's Climate Plans Will Shake Up Global Energy Markets,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
321,997,"Neal eyes massive coronavirus relief, climate and infrastructure package",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
322,1274,Govt says new English lockdown could last longer than month,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
323,770,Auditor general issues scathing rebuke of Ford government's environmental policies,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
324,1292,Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
325,819,Whoever wins the election will face one of the most challenging market environments to start a presidential term in history,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
326,1279,Covid-19: Rise in HSE staff redeployed to nursing homes,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
327,559,Russia's Environmental Disasters in 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
328,725,Biden picks Kerry for Cabinet-level climate role,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
329,1081,Global climate summit promises ambitious plans for 5th anniversary of Paris Agreement,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
330,972,"Climate-changing methane emissions from oilpatch twice as high as thought, study shows",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
331,1324,Minister says most vulnerable people should receive Covid vaccine by Spring,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
332,818,Colorado looks to logging to help re-balance forests in an era of climate-triggered megafires,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
333,823,Paris climate agreement: What will happen if Biden wins the US election?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
334,992,Time is now for Canada's public pension giants to invest in a safe climate future,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
335,937,Foals' Edwin considered quitting the band over climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
336,710,Trump pushes new environmental rollbacks on way out the door,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
337,509,"Biden taps Haaland for Interior, N.C. environment chief Regan for EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
338,873,Supernova explosions may have helped shape Earth's climate history,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
339,715,"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
340,1095,Climate activist Seth Klein's call to arms to fight climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
341,537,Facebook is reportedly planning to woo Joe Biden by rolling out new vaccine and climate change features,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
342,778,The Top Five Climate Stories of 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
343,729,Zombie' greenhouse gas lurks in permafrost beneath the Arctic Ocean,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
344,1317,"Biden warns that it could take years for Americans to be vaccinated at the current rate, and says his target of 100 million doses in 100 days requires extra Congress funding",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
345,682,Greta Thunberg Says She's 'More Than Happy' That U.S. Is Rejoining Paris Climate Agreement,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
346,1067,Women lead the climate movement. Don't leave them out of the green recovery,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
347,623,"California Air, Climate Regulator Mary Nichols Hopes To Run Biden's EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
348,528,"The final days of lame-duck Trump: Electioneering, revenge and environmental attacks as the president refuses to go quietly",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
349,1107,Climate Change and California's Favorite Trees,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
350,767,Biden to pick North Carolina environmental regulator to run EPA,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
351,888,Climate crisis: CO2 hits new record despite Covid-19 lockdowns,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
352,702,Hothouse 2020: An out-of-bounds look at election day and what it could mean for the climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
353,522,Many loopholes in international ban on heavy fuel in Arctic shipping: environmentalists,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
354,1047,Greta Thunberg blasts leaders as 'hypocrites' over climate crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
355,1297,"The Spin: Pandemic, politicians make Jan. 1 reset difficult | An 'inflection point' for police reform? | Illinois' minimum wage goes up $1 next month",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
356,530,Biden Taps Climate Team Focused on Environmental Racism & Science to Take Over from Industry Lobbyists,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
357,677,Climate heroes: the countries pioneering a green future,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
358,526,"Biden Announces Climate Team, Including First-Ever National Climate Advisor",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
359,1271,Covid: What will the England lockdown achieve?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
360,666,9 Things the Biden Administration Could Do Quickly on the Environment,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
361,897,Some Republican states would fight forced utility emissions cuts under Biden climate agenda,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
362,1320,U.K. COVID-19 variant detected in Southern California,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
363,1042,Climate Inequality Exists in U.S. Cities and Has Deep Racist Roots,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
364,756,"How Joe Biden could make Brazil his first ""climate outlaw""",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
365,1306,Partisanship Is a Public Health Threat,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
366,1309,Covid: What are the lockdown rules in place across Europe?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
367,854,Al Gore: I Have Hope on the Climate Crisis. America Must Lead.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
368,895,Climate crisis to triple flooding threat for low-income US homes by 2050,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
369,764,Biden's Climate Team Begins to Take Shape,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
370,609,"Top California Air, Climate Regulator Hopes to Run Biden EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
371,1293,NYE gatherings cause concern among health officials during COVID-19 crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
372,1093,European states ordered to respond to youth activists' climate lawsuit,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
373,1111,'We Don't Have To Live This Way': Doctors Call For Climate Action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
374,504,International shipping is killing the climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
375,806,Climate report warns of rising risk as U.N. pushes nations to take action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,1
