custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num
25215,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,2,increase,0.8,0.6,,2.0
25216,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,3,increase,0.8,0.6,,2.0
25217,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,4,increase,0.8,0.6,,2.0
25218,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,5,increase,0.85,0.7,,2.0
25219,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,6,increase,0.8,0.7,"the announcement of a 3.5-year charter for the gaslog shanghai suggests stable revenue and operational continuity, which is likely to positively influence investor sentiment.",2.0
2522,ARES MANAGEMENT CORP,"Ares Mgmt. Corp., Development Capital Resources Report DCR Entered Drilling, Development Joint Venture With Private Operator In Permian Basin; Will Invest Up To $165M",1,increase,0.7,0.5,,2.0
25220,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,7,increase,0.8,0.7,"the announcement of a 3.5-year charter for the gaslog shanghai indicates stable revenue and long-term contracts, which are generally viewed positively by investors.",2.0
25221,GASLOG PARTNERS LP,GasLog Partners Announces a 3.5 Year Charter For the GasLog Shanghai,8,increase,0.8,0.7,"the announcement of a 3.5-year charter for the gaslog shanghai indicates stable revenue and long-term contracts, which are generally viewed positively by investors.",2.0
25222,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,0,decrease,0.85,0.7,,0.0
25223,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,2,decrease,0.85,0.7,,0.0
25224,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,3,decrease,0.85,0.7,,0.0
25225,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,4,decrease,0.85,0.7,,0.0
25226,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,5,decrease,0.85,0.7,,0.0
25227,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,6,decrease,0.85,0.7,the downgrade by morgan stanley and the reduction in price target are likely to negatively impact investor sentiment towards w.w. grainger.,0.0
25228,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,7,decrease,0.85,0.7,"the downgrade in rating and reduction of the price target by a major analyst firm typically signals negative sentiment, leading investors to reassess the stock's value and likely resulting in a decrease in investor sentiment.",0.0
25229,GRAINGER W W INC,W.W. Grainger shares are trading lower after analysts at Morgan Stanley maintained an Underweight rating on the stock and lowered the price target from $273 to $258.,8,decrease,0.85,0.7,"the downgrade by morgan stanley and the reduction in price target typically signal negative sentiment, likely leading to decreased investor confidence in w.w. grainger's stock.",0.0
2523,AURINIA PHARMACEUTICALS INC,"Aurinia Pharma Reports ISS, Glass Lewis Have Recommended Shareholders Vote On YELLOW Proxy Card For All Co. Nominees",1,increase,0.7,0.5,,2.0
25230,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",0,decrease,0.8,0.6,,0.0
25231,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",2,decrease,0.8,0.6,,0.0
25232,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",3,decrease,0.85,0.7,,0.0
25233,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",4,decrease,0.85,0.7,,0.0
25234,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",5,decrease,0.85,0.7,,0.0
25235,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",6,decrease,0.8,0.7,"morgan stanley's maintenance of an underweight rating and the lowering of the price target typically signals a negative outlook, which is likely to decrease investor sentiment.",0.0
25236,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",7,decrease,0.8,0.7,"morgan stanley's decision to maintain an 'underweight' rating and lower the price target suggests a negative outlook on w.w. grainger's stock, likely leading to decreased investor sentiment.",0.0
25237,GRAINGER W W INC,"Morgan Stanley Maintains Underweight on W.W. Grainger, Lowers Price Target to $258",8,decrease,0.8,0.7,"morgan stanley's decision to maintain an 'underweight' rating and lower the price target typically signals a negative outlook, which is likely to decrease investor sentiment.",0.0
25238,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,0,increase,0.85,0.7,,2.0
25239,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,2,increase,0.85,0.7,,2.0
2524,AXALTA COATING SYSTEMS LTD,Axalta Coating Systems shares are trading higher after the company announced it has initiated a review of strategic alternatives to maximize shareholder value.,1,increase,0.7,0.5,,2.0
25240,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,3,increase,0.85,0.7,,2.0
25241,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,4,increase,0.85,0.7,,2.0
25242,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,5,increase,0.85,0.7,,2.0
25243,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,6,increase,0.85,0.7,"the upgrade from market perform to outperform by raymond james typically signals positive sentiment and potential for stock price appreciation, likely boosting investor confidence in harmonic inc.",2.0
25244,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,7,increase,0.85,0.7,"the upgrade from market perform to outperform by raymond james, along with a specific price target, is likely to boost investor confidence and sentiment towards harmonic inc.",2.0
25245,HARMONIC INC,Harmonic shares are trading higher after Raymond James upgraded the company's stock from Market Perform to Outperform and announced a $6.75 price target.,8,increase,0.85,0.7,"the upgrade from market perform to outperform by raymond james typically signals positive sentiment and potential for growth, likely boosting investor confidence in harmonic inc.",2.0
25246,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",0,increase,0.8,0.7,,2.0
25247,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",2,increase,0.8,0.6,,2.0
25248,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",3,increase,0.85,0.7,,2.0
25249,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",4,increase,0.85,0.7,,2.0
2525,AXALTA COATING SYSTEMS LTD,Axalta Reports Initiation Review Of Strategic Alternatives,1,increase,0.7,0.5,,2.0
25250,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",5,increase,0.85,0.7,,2.0
25251,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",6,increase,0.8,0.7,"the upgrade to 'outperform' and the announcement of a price target typically signal positive sentiment and potential for stock appreciation, likely boosting investor confidence in harmonic inc.",2.0
25252,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",7,increase,0.85,0.7,"the upgrade to 'outperform' and the announcement of a price target typically signal positive sentiment and potential for stock appreciation, likely boosting investor confidence in harmonic inc.",2.0
25253,HARMONIC INC,"Raymond James Upgrades Harmonic to Outperform, Announces $6.75 Price Target",8,increase,0.8,0.7,"the upgrade to 'outperform' by raymond james typically signals positive sentiment and potential for stock price appreciation, which is likely to boost investor confidence.",2.0
25254,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,0,increase,0.8,0.7,,2.0
25255,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,2,increase,0.8,0.6,,2.0
25256,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,3,increase,0.8,0.6,,2.0
25257,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,4,increase,0.8,0.6,,2.0
25258,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,5,increase,0.75,0.6,,2.0
25259,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,6,increase,0.8,0.7,the announcement of the frost #1-h well being put into production is likely to boost investor sentiment as it indicates potential revenue generation and operational progress for houston american energy corp.,2.0
2526,ASTRAZENECA PLC,AstraZeneca Annonces Breztri Aerosphere Approved in Japan for Patients with COPD,1,increase,0.7,0.5,,2.0
25260,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,7,increase,0.8,0.7,the announcement of the frost #1-h well being put into production is likely to boost investor sentiment as it indicates potential revenue generation and operational progress for houston american energy corp.,2.0
25261,HOUSTON AMERICAN ENERGY CORP,Houston American Energy Says its Frost #1-H Well Has Been Put into Production,8,increase,0.8,0.7,"the announcement that the frost #1-h well has been put into production is likely to be viewed positively by investors, as it suggests potential revenue generation and operational progress for houston american energy corp.",2.0
25262,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",0,increase,0.8,0.7,,2.0
25263,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",2,increase,0.75,0.6,,2.0
25264,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",3,increase,0.75,0.6,,2.0
25265,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",4,increase,0.8,0.6,,2.0
25266,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",5,increase,0.75,0.6,,2.0
25267,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",6,increase,0.8,0.6,securing a hemp cultivation and harvesting license in arizona is likely to enhance i g c pharma inc's business prospects and investor confidence in the growing hemp market.,2.0
25268,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",7,increase,0.8,0.7,securing a hemp cultivation and harvesting license in arizona is likely to enhance i g c pharma inc's business prospects and investor confidence in the growing hemp market.,2.0
25269,I G C PHARMA INC,"India Globalization Capital Subsidiary Secures Hemp Cultivation, Harvesting License In Arizona",8,increase,0.8,0.7,securing a hemp cultivation and harvesting license in arizona is likely to enhance i g c pharma inc's business prospects and investor confidence in the growing hemp market.,2.0
2527,BIOLASE INC,"Benchmark Initiates Coverage On Biolase with Speculative Buy Rating, Announces $2 Price Target",1,increase,0.7,0.5,,2.0
25270,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",0,increase,0.8,0.7,,2.0
25271,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",2,increase,0.8,0.6,,2.0
25272,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",3,increase,0.8,0.6,,2.0
25273,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",4,increase,0.8,0.6,,2.0
25274,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",5,increase,0.75,0.6,,2.0
25275,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",6,increase,0.8,0.7,"the approval of holi hemp to participate in arizona's industrial hemp program is likely to be viewed positively by investors, as it opens up new business opportunities and potential revenue streams for i g c pharma inc.",2.0
25276,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",7,increase,0.8,0.6,"the approval of holi hemp to participate in arizona's industrial hemp program is likely to be viewed positively by investors, as it indicates growth potential and expansion opportunities for i g c pharma inc.",2.0
25277,I G C PHARMA INC,"India Globalization Capital shares are trading higher after the company announced its subsidiary, Holi Hemp, has been approved to participate in Arizona's Industrial Hemp program.",8,increase,0.8,0.6,"the approval of holi hemp to participate in arizona's industrial hemp program is likely to be viewed positively by investors, as it opens up new business opportunities and potential revenue streams for i g c pharma inc.",2.0
25278,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,0,increase,0.8,0.6,,2.0
25279,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,2,increase,0.85,0.4,,2.0
2528,BOOT BARN HOLDINGS INC,"DA Davidson Initiates Coverage On Boot Barn Holdings with Buy Rating, Announces $41 Price Target",1,increase,0.8,0.5,,2.0
25280,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,3,increase,0.85,0.4,,2.0
25281,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,4,increase,0.85,0.4,,2.0
25282,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,5,increase,0.85,0.6,,2.0
25283,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,6,increase,0.8,0.6,the approval of holi hemp to participate in arizona's industrial hemp program is likely to boost investor sentiment due to the potential for increased business opportunities and revenue growth.,2.0
25284,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,7,increase,0.8,0.4,the approval of holi hemp to participate in arizona's industrial hemp program is likely to boost investor sentiment due to the potential for increased business opportunities and revenue growth.,2.0
25285,I G C PHARMA INC,India Globalization Capital Shares Rise 40% Premarket; Co Announced Late Thursday its Subsidiary Holi Hemp has been Approved to Participate in Arizona's Industrial Hemp Program,8,increase,0.8,0.4,the approval of holi hemp to participate in arizona's industrial hemp program is a positive development that likely boosts investor sentiment and confidence in i g c pharma inc's growth potential.,2.0
25286,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",0,increase,0.7,0.6,,2.0
25287,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",2,increase,0.8,0.6,,2.0
25288,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",3,increase,0.75,0.6,,2.0
25289,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",4,increase,0.8,0.6,,2.0
2529,PEABODY ENERGY CORP NEW,Low Prices And High Waters Backing Coal Railcars Into Storage,1,decrease,0.7,0.5,,0.0
25290,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",5,increase,0.75,0.6,,2.0
25291,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",6,increase,0.8,0.6,"the positive outlook on the us building product sector, highlighting effective pricing actions and cost reduction initiatives, is likely to boost investor sentiment towards ishares trust, which may have exposure to this sector.",2.0
25292,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",7,increase,0.8,0.6,"the positive outlook on the us building product sector, highlighting effective pricing actions and cost reduction initiatives, is likely to boost investor sentiment towards ishares trust, which may have exposure to this sector.",2.0
25293,ISHARES TRUST,"Fitch, On US Building Product Sector, Says Pricing Actions, Supply Chain And Cost Reduction Initiatives Will Help Offset Effect Of Tariffs; Says US Building Product Sector FCF Should Remain Meaningfully Positive In 2019",8,increase,0.8,0.6,"the positive outlook on the us building product sector, driven by pricing actions and cost reduction initiatives, is likely to boost investor sentiment towards ishares trust, which may have exposure to this sector.",2.0
25294,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,0,increase,0.7,0.6,,2.0
25295,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,2,increase,0.7,0.6,,2.0
25296,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,3,increase,0.7,0.6,,2.0
25297,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,4,increase,0.7,0.6,,2.0
25298,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,5,increase,0.7,0.6,,2.0
25299,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,6,uncertain,0.6,0.3,"while the ceo's encouragement for boeing to develop a midsize plane could indicate a strategic interest in expanding jetblue's fleet, it does not provide clear immediate benefits or risks to investor sentiment.",1.0
253,HOWARD HUGHES CORP,"Howard Hughes shares are trading higher after CNBC reported the company has hired Centerview Partners to explore alternatives, including a sale.",1,increase,0.7,0.5,,2.0
2530,PEABODY ENERGY CORP NEW,Peabody Energy shares are trading higher after the company announced it has entered into a definitive agreement with Arch Coal to combine companies' Power River Basin and Colorado assets to unlock approximately $820 million in pre-tax synergies.,1,increase,0.8,0.6,,2.0
25300,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,7,uncertain,0.6,0.3,"while the ceo's encouragement for boeing to develop a midsize plane could indicate a strategic interest in expanding jetblue's fleet, it does not provide immediate financial implications, leading to uncertainty in investor sentiment.",1.0
25301,JETBLUE AIRWAYS CORP,JetBlue's CEO Encourages Boeing to Work on its Midsize Plane,8,increase,0.7,0.6,"the ceo's encouragement for boeing to develop a midsize plane suggests a potential for future fleet expansion and modernization, which could positively impact jetblue's operational capabilities and market competitiveness.",2.0
25302,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,0,increase,0.8,0.6,,2.0
25303,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,2,increase,0.8,0.6,,2.0
25304,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,3,increase,0.8,0.6,,2.0
25305,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,4,increase,0.8,0.6,,2.0
25306,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,5,increase,0.8,0.6,,2.0
25307,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,6,increase,0.8,0.7,positive phase 3 results for tremfya in treating active psoriatic arthritis are likely to boost investor sentiment due to the potential for increased sales and market share in a growing therapeutic area.,2.0
25308,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,7,increase,0.8,0.7,positive phase 3 results for tremfya in treating active psoriatic arthritis are likely to boost investor sentiment as they indicate potential for increased sales and market share in a growing therapeutic area.,2.0
25309,JOHNSON & JOHNSON,Janssen Reports Top-Line Phase 3 Results For Tremfya In Adults With Active Psoriatic Arthritis,8,increase,0.8,0.7,"the positive phase 3 results for tremfya in treating active psoriatic arthritis suggest potential for increased sales and market share, likely boosting investor sentiment.",2.0
2531,PEABODY ENERGY CORP NEW,"Peabody, Arch Coal To Combine US PRB, Colorado Assets Expected To Unlock ~$820M In Pre-Tax Synergies",1,increase,0.7,0.5,,2.0
25310,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,0,increase,0.7,0.6,,2.0
25311,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,2,increase,0.75,0.6,,2.0
25312,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,3,increase,0.75,0.6,,2.0
25313,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,4,increase,0.75,0.6,,2.0
25314,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,5,increase,0.75,0.6,,2.0
25315,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,6,increase,0.75,0.6,the presentation of new and updated combination data from a clinical study at a prominent annual meeting typically generates positive interest and confidence among investors in the company's prospects.,2.0
25316,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,7,increase,0.8,0.6,the presentation of new and updated combination data from a clinical study at a significant medical meeting typically generates positive interest and confidence among investors in the company's prospects.,2.0
25317,KARYOPHARM THERAPEUTICS INC,Karyopharm Reports New and Updated Selinexor Combination Data from the Phase 1b/2 STOMP Study at the European Hematology Association 2019 Annual Meeting,8,increase,0.8,0.6,"the report of new and updated combination data from a clinical study typically indicates progress in drug development, which can positively influence investor sentiment.",2.0
25318,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,0,uncertain,0.5,0.1,,1.0
25319,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,2,uncertain,0.5,0.1,,1.0
2532,CACI INTERNATIONAL INC,"UPDATE: CACI Reaffirms Prelim. FY19 Guidance: EPS $10.31-$10.63 vs $10.64 Estimate, Sales $4.9B-$5.025B vs $4.98B Est.",1,increase,0.7,0.5,,2.0
25320,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,3,uncertain,0.2,0.1,,1.0
25321,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,4,uncertain,0.3,0.1,,1.0
25322,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,5,uncertain,0.2,0.1,,1.0
25323,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,6,uncertain,0.3,0.1,"the news pertains to a pharmaceutical company's study results and does not directly relate to l l flooring holdings inc, making its impact on investor sentiment unclear.",1.0
25324,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,7,uncertain,0.5,0.5,"the news pertains to a pharmaceutical company and its products, which does not directly relate to l l flooring holdings inc, making the impact on investor sentiment unclear.",1.0
25325,L L FLOORING HOLDINGS INC,Lilly Highlights Presentation Of Results For Taltz Humira In A Head-To-Head Superiority Study In Patients With Active Psoriatic Arthritis At The European Congress Of Rheumatology,8,uncertain,0.6,0.3,"the news pertains to a pharmaceutical company's presentation of results unrelated to l l flooring holdings inc, making its impact on investor sentiment uncertain.",1.0
25326,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",0,increase,0.7,0.5,,2.0
25327,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",2,increase,0.7,0.5,,2.0
25328,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",3,increase,0.75,0.6,,2.0
25329,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",4,increase,0.75,0.6,,2.0
2533,CACI INTERNATIONAL INC,"CACI Sees Prelim. FY20 EPS $11.52-$12.30 vs $11.52 Estimate, Sales $5.5B-$5.7B vs $5.51B Est.",1,increase,0.8,0.5,,2.0
25330,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",5,increase,0.75,0.6,,2.0
25331,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",6,increase,0.7,0.6,"maintaining an equal-weight rating while raising the price target suggests a positive outlook for lockheed martin, which may boost investor sentiment.",2.0
25332,LOCKHEED MARTIN CORP,"Morgan Stanley Maintains Equal-Weight on Lockheed Martin, Raises Price Target to $356",7,increase,0.7,0.5,"the maintenance of an equal-weight rating combined with a raised price target suggests a positive outlook for lockheed martin, which may boost investor sentiment.",2.0
