"headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3","ret","exret","b_mkt","mkt.rf","smb","hml","rf","sum_exret_1","sum_exret_5","sum_exret_10"
"Wells Fargo Cuts Cheesecake Factory's Price Target On Lower Outlook, Higher M&A Risks","negative",0.7,0.9,6786,"CHEESECAKE FACTORY INC",0,NA,124,29,0,"2019-08-01",77902,-4.20434102416039,-6.75859282183736,-17.3303085025495,-3.19100730121136,-3.3647375907308,-1.75597893148551,2.6927,3.2095,0.4941,-1.04,-0.42,-1.9,0.007,-0.5719,-3.3092,-13.4624
"Wedbush Maintains Neutral on Cheesecake Factory, Lowers Price Target to $43","neutral",0.2,0.8,6794,"CHEESECAKE FACTORY INC",0,NA,124,29,1,"2019-08-01",77902,-4.20434102416039,-6.75859282183736,-17.3303085025495,-3.19100730121136,-3.3647375907308,-1.75597893148551,2.6927,3.2095,0.4941,-1.04,-0.42,-1.9,0.007,-0.5719,-3.3092,-13.4624
"Wells Fargo Maintains Market Perform on Cheesecake Factory, Lowers Price Target to $46","negative",0.6,0.8,6802,"CHEESECAKE FACTORY INC",0,NA,125,29,0,"2019-08-01",77902,-4.20434102416039,-6.75859282183736,-17.3303085025495,-3.19100730121136,-3.3647375907308,-1.75597893148551,2.6927,3.2095,0.4941,-1.04,-0.42,-1.9,0.007,-0.5719,-3.3092,-13.4624
"Can-Fite BioPharma Reports $4M Deal With Kyongbo Pharm","positive",0.7,0.85,6810,"CAN FITE BIOPHARMA LTD",0,NA,122,29,2,"2019-08-01",14272,5.66037185490131,2.26414883302681,-5.66038076716997,4.72727678716183,-2.37287914507293,-2.37287914507293,-7.9861,-7.3293,0.669,-1.04,-0.42,-1.9,0.007,-1.0939,-4.0259,-9.6801
"Can-Fite BioPharma Reports Deal With Kyongbo Pharm For Distribution In South Korea Of Piclidenoson For Psoriasis, Will Receive $4M Upfront, Milestone Payments","positive",0.8,0.9,6818,"CAN FITE BIOPHARMA LTD",0,NA,145,29,2,"2019-08-01",14272,5.66037185490131,2.26414883302681,-5.66038076716997,4.72727678716183,-2.37287914507293,-2.37287914507293,-7.9861,-7.3293,0.669,-1.04,-0.42,-1.9,0.007,-1.0939,-4.0259,-9.6801
"JP Morgan Upgrades Crown Castle Intl to Overweight, Raises Price Target to $150","positive",0.8,0.9,6826,"CROWN CASTLE INC",0,NA,117,29,2,"2019-08-01",86339,1.0385531000793,5.30484638723054,6.40317366168344,0.437143398448825,2.38167705021401,2.05237611905151,0.4352,0.83,0.3815,-1.04,-0.42,-1.9,0.007,2.1935,6.2264,8.6417
"Crown Holdings Option Alert: Oct 18 $70 Calls at the Ask: 2379 @ $1.351 vs 641 OI; Ref=$65.33","positive",0.6,0.8,6834,"CROWN HOLDINGS INC",0,NA,135,29,2,"2019-08-01",17726,-0.245291506871581,0.490571243729021,-0.306614739818145,-1.37133952230215,-0.311473148152697,-0.759686529594183,1.906,2.8435,0.8976,-1.04,-0.42,-1.9,0.007,3.3721,3.899,6.3506
"Top 10 Most Oversold Stocks Via Benzinga Pro's Screener Tool For Thu., August 1, 2019","neutral",0.1,0.7,6842,"CLEAR CHANNEL OUTDOOR HLDGS NEW",0,NA,133,24,1,"2019-08-01",90989,-7.19178169965744,-20.8904145553476,-22.6027415163133,-6.76923170685768,-10.8823563707697,-9.2814357434706,-3.6304,-2.6719,0.9328,-1.04,-0.42,-1.9,0.007,-9.0591,-24.7295,-22.8516
"Clear Channel Outdoor Earlier Reported Q2 EPS $(0.01) Beat $(0.03) Estimate, Sales $698.015M Missed $698.7M Estimate","negative",0.6,0.8,6850,"CLEAR CHANNEL OUTDOOR HLDGS NEW",0,NA,144,29,0,"2019-08-01",90989,-7.19178169965744,-20.8904145553476,-22.6027415163133,-6.76923170685768,-10.8823563707697,-9.2814357434706,-3.6304,-2.6719,0.9328,-1.04,-0.42,-1.9,0.007,-9.0591,-24.7295,-22.8516
"Clear Channel Outdoor Q2 EPS $(0.01) Beats $(0.03) Estimate, Sales $698.015M Miss $698.7M Estimate","negative",0.6,0.8,6858,"CLEAR CHANNEL OUTDOOR HLDGS NEW",0,NA,140,29,0,"2019-08-01",90989,-7.19178169965744,-20.8904145553476,-22.6027415163133,-6.76923170685768,-10.8823563707697,-9.2814357434706,-3.6304,-2.6719,0.9328,-1.04,-0.42,-1.9,0.007,-9.0591,-24.7295,-22.8516
"Cadiz And Glass House Farms Enter Hemp Joint Venture","positive",0.7,0.8,6866,"CADIZ INC",0,NA,106,29,2,"2019-08-01",85570,2.48927008360624,6.60944605412392,7.98283531246222,0.6511599291116,2.85170359730649,2.07546507961203,7.671,8.1426,0.4242,-1.04,-0.42,-1.9,0.007,10.9939,14.9043,17.5786
"'CA governor just signed SB 307 into law, effectively delaying $CDZI's key water project for (at least) 2 years. With $136m of debt, ~$0 revenue, only $16m of cash, and almost all of its hope resting on this project...' -Tweet From Hindenburg Research","negative",0.8,0.9,6874,"CADIZ INC",0,NA,161,29,0,"2019-08-01",85570,2.48927008360624,6.60944605412392,7.98283531246222,0.6511599291116,2.85170359730649,2.07546507961203,7.671,8.1426,0.4242,-1.04,-0.42,-1.9,0.007,10.9939,14.9043,17.5786
"Cadiz Says Signing of Senate Bill 307 by California Governor Will Not Stop Cadiz Water Project","positive",0.7,0.8,6882,"CADIZ INC",0,NA,115,29,2,"2019-08-01",85570,2.48927008360624,6.60944605412392,7.98283531246222,0.6511599291116,2.85170359730649,2.07546507961203,7.671,8.1426,0.4242,-1.04,-0.42,-1.9,0.007,10.9939,14.9043,17.5786
"Century Aluminum Q2 EPS $(0.17) Beats $(0.28) Estimate, Sales $473.1M Miss $475.86M Estimate","negative",0.6,0.8,6890,"CENTURY ALUMINUM CO",0,NA,133,29,0,"2019-08-01",83244,-0.142250757198781,1.13797899663814,-19.3456622661224,-2.44233142584562,0.700282723947865,-1.90995731702063,-2.2253,-0.0081,2.1412,-1.04,-0.42,-1.9,0.007,1.7055,2.8182,-11.9064
"UBS Maintains Buy on CF Industries Holdings, Raises Price Target to $58","positive",0.7,0.9,6898,"C F INDUSTRIES HOLDINGS INC",0,NA,120,29,2,"2019-08-01",90829,0.630376022309065,-0.38203792349415,-9.7643790553617,-0.361882383003831,4.29293115682177,2.92834846124315,5.6295,7.018,1.3121,-1.04,-0.42,-1.9,0.007,8.7829,7.6471,2.2358
"Cigna Raises FY19 Adj. EPS Guidance From $16.25-$16.65 To $16.60-$16.90 vs $16.53 Estimate","positive",0.8,0.9,6906,"CIGNA GROUP",0,NA,131,29,2,"2019-08-01",64186,-1.77846495062113,-0.572924230884053,-4.69085775638902,-1.35268615558743,-1.34696198462233,1.5660459418648,-1.3889,-0.5072,0.8544,-1.04,-0.42,-1.9,0.007,-1.5493,-0.4928,-1.5847
"Cigna Q2 Adj. EPS $4.3 Beats $3.74 Estimate, Sales $38.819B Beat $33.19B Estimate","positive",0.8,0.9,6914,"CIGNA GROUP",0,NA,129,29,2,"2019-08-01",64186,-1.77846495062113,-0.572924230884053,-4.69085775638902,-1.35268615558743,-1.34696198462233,1.5660459418648,-1.3889,-0.5072,0.8544,-1.04,-0.42,-1.9,0.007,-1.5493,-0.4928,-1.5847
"City Office REIT Q2 EPS $0.34 Up From $0.26 YoY, Sales $41.171M Beat $37.9M Estimate","positive",0.7,0.9,6922,"CITY OFFICE REIT INC",0,NA,133,29,2,"2019-08-01",14559,-0.15785681316629,1.49960204867947,3.07813999316982,-0.322060892358422,0.650405878835247,0.81433537685911,2.3425,2.9074,0.5363,-1.04,-0.42,-1.9,0.007,3.2091,4.7243,8.035
"CIRCOR Sees Q3 Sales $250M-$260M vs $279M Estimate, Adj. EPS $0.52-$0.60 vs $0.59 Est.","negative",0.7,0.85,6930,"CIRCOR INTERNATIONAL INC",0,NA,137,29,0,"2019-08-01",87268,-3.10814045369625,-3.36501767039159,-10.6344706077505,-1.88484266400337,-2.43902632950205,-4.99999999118043,2.4474,4.3554,1.8192,-1.04,-0.42,-1.9,0.007,2.823,2.2791,0.4945
"Circor International Q2 Adj. EPS $0.45 Beats $0.44 Estimate, Sales $269.6M Miss $277.06M Estimate","negative",0.6,0.8,6938,"CIRCOR INTERNATIONAL INC",0,NA,132,29,0,"2019-08-01",87268,-3.10814045369625,-3.36501767039159,-10.6344706077505,-1.88484266400337,-2.43902632950205,-4.99999999118043,2.4474,4.3554,1.8192,-1.04,-0.42,-1.9,0.007,2.823,2.2791,0.4945
"Clearwater Paper shares are trading lower after the company reported weak Q2 EPS results. RBC Capital also downgraded the stock from Sector Perform to Underperform and lowered the price target from $20 to $15 per share.","negative",0.8,0.9,6946,"CLEARWATER PAPER CORP",0,NA,146,29,0,"2019-08-01",92854,17.1884223818779,5.1978688863022,-2.95333710461763,-0.152597588021308,4.63752091252703,3.80750570626749,-13.7545,-12.4177,1.348,-1.04,-0.42,-1.9,0.007,5.9365,-4.7766,-8.8379
"RBC Capital Downgrades Clearwater Paper to Underperform, Lowers Price Target to $15","negative",0.8,0.9,6954,"CLEARWATER PAPER CORP",0,NA,121,29,0,"2019-08-01",92854,17.1884223818779,5.1978688863022,-2.95333710461763,-0.152597588021308,4.63752091252703,3.80750570626749,-13.7545,-12.4177,1.348,-1.04,-0.42,-1.9,0.007,5.9365,-4.7766,-8.8379
"Clorox shares are trading lower after the company reported worse-than-expected Q4 sales results.","negative",0.8,0.9,6962,"CLOROX CO",0,NA,117,29,0,"2019-08-01",46578,0.486739166080952,1.8188780717731,1.79966529997033,-1.55596788972616,-1.0440118879035,-1.61515605522702,-3.9729,-3.6049,0.3743,-1.04,-0.42,-1.9,0.007,-2.7995,-1.5184,-0.3504
"Clorox Sees FY20 EPS $6.30-$6.50 vs $6.49 Estimate","neutral",0.1,0.8,6970,"CLOROX CO",0,NA,120,29,1,"2019-08-01",46578,0.486739166080952,1.8188780717731,1.79966529997033,-1.55596788972616,-1.0440118879035,-1.61515605522702,-3.9729,-3.6049,0.3743,-1.04,-0.42,-1.9,0.007,-2.7995,-1.5184,-0.3504
"Clorox Q4 EPS $1.88 Beats $1.83 Estimate, Sales $1.627B Miss $1.68B Estimate","negative",0.6,0.8,6978,"CLOROX CO",0,NA,128,29,0,"2019-08-01",46578,0.486739166080952,1.8188780717731,1.79966529997033,-1.55596788972616,-1.0440118879035,-1.61515605522702,-3.9729,-3.6049,0.3743,-1.04,-0.42,-1.9,0.007,-2.7995,-1.5184,-0.3504
"Universal Orlando Announces New Theme Park: Epic Universe","positive",0.7,0.85,6986,"COMCAST CORP NEW",0,NA,109,29,2,"2019-08-01",89525,-0.536379497498274,-0.513062581171064,-1.23601354740344,-2.06443648785353,-2.39656649103778,-3.27134852662483,-0.6718,0.1812,0.8256,-1.04,-0.42,-1.9,0.007,0.3561,0.1813,2.3382
"'Comcast CEO Brian Roberts announces new Universal theme park in Orlando, FL called 'Epic Universe' that is expected to create 14,000 new jobs with $15/hour base pay.' -Tweet From CNBC Now","positive",0.8,0.9,6994,"COMCAST CORP NEW",0,NA,143,29,2,"2019-08-01",89525,-0.536379497498274,-0.513062581171064,-1.23601354740344,-2.06443648785353,-2.39656649103778,-3.27134852662483,-0.6718,0.1812,0.8256,-1.04,-0.42,-1.9,0.007,0.3561,0.1813,2.3382
"CME Group shares are trading higher in sympathy with S&P Global after the company reported better-than-expected Q2 earnings results.","positive",0.6,0.8,7002,"C M E GROUP INC",0,NA,125,29,2,"2019-08-01",89626,2.27317921817303,5.23429709991103,6.03688981293415,-1.46469995379448,-2.61470710825337,-3.30731037237675,3.1787,3.4946,0.2993,-1.04,-0.42,-1.9,0.007,6.0211,8.7782,10.6655
"Comtech Telecommunications Corp. Awarded $1.9M Additional Funding From US Army","positive",0.8,0.9,7010,"COMTECH TELECOMMUNICATIONS CORP",0,NA,123,29,2,"2019-08-01",26201,-2.4373771622777,-3.04672155562775,-8.93703895085554,1.01833390071988,1.91780639538814,2.33837799380496,-0.7392,0.2652,0.9689,-1.04,-0.42,-1.9,0.007,-1.3362,-2.0694,-4.9776
"CNH Industrial Sees FY19 Adj. EPS $0.84-$0.88 vs $0.87 Est., Sales $27.0B-$27.5B vs $28.66B Est.","negative",0.6,0.8,7018,"C N H INDUSTRIAL N V",0,NA,147,29,0,"2019-08-01",14144,-3.89221869409084,-6.98603517472455,-13.7724554734929,-1.74927413463593,-2.31884751433586,-3.53053341985088,-0.8902,0.4036,1.2476,-1.04,-0.42,-1.9,0.007,-2.4102,-5.9367,-9.1089
"CNH Industrial Q2 Adj. EPS $0.31 Beats $0.29 Estimate, Sales $7.1B Miss $7.74B Estimate","negative",0.6,0.8,7026,"C N H INDUSTRIAL N V",0,NA,136,29,0,"2019-08-01",14144,-3.89221869409084,-6.98603517472455,-13.7724554734929,-1.74927413463593,-2.31884751433586,-3.53053341985088,-0.8902,0.4036,1.2476,-1.04,-0.42,-1.9,0.007,-2.4102,-5.9367,-9.1089
"Cinemark Q2 Earnings Preview","neutral",0.1,0.7,7034,"CINEMARK HOLDINGS INC",0,NA,109,24,1,"2019-08-01",91915,4.52695526182652,0.25431983128541,-5.56968068046984,0.782624445855618,1.52593708831155,2.75418202930922,-1.503,-0.8865,0.5983,-1.04,-0.42,-1.9,0.007,4.154,-0.1199,-3.8827
"Consolidated Comms Hldgs Q2 EPS $(0.03) Beats $(0.07) Estimate, Sales $333.532M Miss $334.42M Estimate","negative",0.6,0.8,7042,"CONSOLIDATED COMMS HLDGS INC",0,NA,147,29,0,"2019-08-01",90803,7.77310654520988,-2.51567988662771e-07,-9.87395519375466,-1.67014449834824,-1.05042404984321,-0.42283249563756,1.0616,2.3719,1.2535,-1.04,-0.42,-1.9,0.007,11.2286,4.1155,-1.8976
"Corcept Therapeutics Q2 EPS $0.25 Beats $0.18 Estimate, Sales $72.257M Beat $70.88M Estimate","positive",0.8,0.9,7050,"CORCEPT THERAPEUTICS INC",0,NA,137,29,2,"2019-08-01",90125,14.0510946512222,13.2299254547172,15.5109472170018,-0.617826078087091,1.35014013727144,-0.353981976402096,-2.6643,-1.2951,1.3252,-1.04,-0.42,-1.9,0.007,13.9019,13.1128,19.0924
"Cooper-Standard Holdings Cuts FY19 Sales Guidance From $3.0B-$3.2B To $3.2B-$3.4B vs $3.38B Est.","negative",0.6,0.8,7058,"COOPER STANDARD HOLDINGS INC",0,NA,141,29,0,"2019-08-01",14185,-7.32424259185791,-16.7681034539532,-33.8719845294727,0.630468549206853,-1.19808763070569,-0.98059172612498,-3.6985,-2.4556,1.2092,-1.04,-0.42,-1.9,0.007,-8.7349,-19.5512,-37.125
"Cooper-Standard Holdings Q2 EPS $0.31 Does Not Compare To $0.96 Estimate, Sales $764.81M May Not Compare To $841.04M Estimate","negative",0.8,0.9,7066,"COOPER STANDARD HOLDINGS INC",0,NA,140,29,0,"2019-08-01",14185,-7.32424259185791,-16.7681034539532,-33.8719845294727,0.630468549206853,-1.19808763070569,-0.98059172612498,-3.6985,-2.4556,1.2092,-1.04,-0.42,-1.9,0.007,-8.7349,-19.5512,-37.125
"CRA International Q2 EPS $0.73 Beats $0.7 Estimate, Sales $110.573M Beat $109.19M Estimate","positive",0.8,0.9,7074,"C R A INTERNATIONAL INC",0,NA,129,29,2,"2019-08-01",85972,-0.828258600085974,1.48599415975439,0.414133991457222,1.25932153314352,2.6720199220517,0.836035160972726,-5.4583,-4.9191,0.5419,-1.04,-0.42,-1.9,0.007,-5.2829,-2.9314,-2.3039
"Ceragon Networks Reports $19M In Follow-On Orders In India","positive",0.8,0.9,7082,"CERAGON NETWORKS LTD",0,NA,113,29,2,"2019-08-01",88526,-0.327868550084531,-5.90164160564193,-26.2295070683724,2.70270016044378,2.01342095993087,3.40135730152475,0.3289,1.3023,0.9382,-1.04,-0.42,-1.9,0.007,1.7836,-4.1087,-24.5847
"Crocs shares are trading higher after the company reported better-than-expected Q2 EPS results. The company also issued Q3 sales guidance above analyst estimates.","positive",0.8,0.9,7090,"CROCS INC",0,NA,126,29,2,"2019-08-01",91090,0.204579532146454,3.47790662432568,-3.55974162052286,-1.25323692336679,-1.88922508729642,-3.4642995573625,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.2665,12.2913,8.9273
"Crocs Sees Q3 Sales $295M-$305M vs $278M Estimate; FY19 Sales Growth 9-11%","positive",0.7,0.85,7098,"CROCS INC",0,NA,123,29,2,"2019-08-01",91090,0.204579532146454,3.47790662432568,-3.55974162052286,-1.25323692336679,-1.88922508729642,-3.4642995573625,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.2665,12.2913,8.9273
"Crocs Q2 Adj. EPS $0.59 Beats $0.46 Estimate, Sales $358.899M Miss $358.9M Estimate","positive",0.5,0.7,7106,"CROCS INC",0,NA,127,29,2,"2019-08-01",91090,0.204579532146454,3.47790662432568,-3.55974162052286,-1.25323692336679,-1.88922508729642,-3.4642995573625,6.9584,8.1206,1.09,-1.04,-0.42,-1.9,0.007,9.2665,12.2913,8.9273
"Carpenter Technology Q4 EPS $1 Beats $0.94 Estimate, Sales $641.4M Beat $637.84M Estimate","positive",0.8,0.9,7114,"CARPENTER TECHNOLOGY CORP",0,NA,133,29,2,"2019-08-01",20618,2.62123364955187,7.62342014027291,-3.60418917147719,-4.17288243770599,-2.99569657140095,-4.74074441712729,1.7107,3.4481,1.6663,-1.04,-0.42,-1.9,0.007,7.512,12.1585,7.0768
"Carlisle Raises Qtr. Dividend From $0.40 To $0.50/Share","positive",0.8,0.9,7122,"CARLISLE COMPANIES",0,NA,124,29,2,"2019-08-01",27334,0.0571495911572128,0.664470348762247,-2.25064948105693,0.250261090695858,0.494778194316003,1.54919531205928,-2.9471,-2.1202,0.8099,-1.04,-0.42,-1.9,0.007,-1.3655,-0.9457,-1.0655
"California Water Service Q2 EPS $0.35 Misses $0.37 Estimate, Sales $179.031M Beat $175.94M Estimate","negative",0.6,0.8,7130,"CALIFORNIA WATER SERVICE GROUP",0,NA,135,29,0,"2019-08-01",20750,0.487625924870372,0.918983102815507,3.67731795606421,0.394883565604687,0.678862181348983,0.697847839419774,-0.1311,0.3359,0.4527,-1.04,-0.42,-1.9,0.007,1.2103,1.5179,5.849
"Dominion Energy shares are trading higher potentially on a rebound from yesterday's bearish price action after the company released Q2 earnings results.","positive",0.6,0.8,7138,"DOMINION ENERGY INC",0,NA,125,29,2,"2019-08-01",64936,0.144899194128811,-0.764064967971312,1.50177758014323,-0.986269302666187,-1.01266100839356,-1.14437867852067,2.1806,2.2902,0.1015,-1.04,-0.42,-1.9,0.007,2.5164,1.5282,4.2384
"DuPont de Nemours Reports Mixed Q2 Earnings, Raises Guidance","positive",0.6,0.8,7146,"DUPONT DE NEMOURS INC",0,NA,117,29,2,"2019-08-01",16851,-3.68252098560333,-1.29725267547671,-9.09471905846251,-1.68937034904957,-0.868875076930054,-1.03136664178761,-0.6513,0.5289,1.137,-1.04,-0.42,-1.9,0.007,-2.1715,0.074,-4.0879
"DuPont Raises FY19 Adj. EPS Guidance To $3.75-$3.85 vs $3.77 Estimate","positive",0.7,0.9,7154,"DUPONT DE NEMOURS INC",0,NA,128,29,2,"2019-08-01",16851,-3.68252098560333,-1.29725267547671,-9.09471905846251,-1.68937034904957,-0.868875076930054,-1.03136664178761,-0.6513,0.5289,1.137,-1.04,-0.42,-1.9,0.007,-2.1715,0.074,-4.0879
"DuPont Reports $2B Buyback Plan Authorized Upon Stand-Up As Independent Co.","positive",0.7,0.85,7162,"DUPONT DE NEMOURS INC",0,NA,120,29,2,"2019-08-01",16851,-3.68252098560333,-1.29725267547671,-9.09471905846251,-1.68937034904957,-0.868875076930054,-1.03136664178761,-0.6513,0.5289,1.137,-1.04,-0.42,-1.9,0.007,-2.1715,0.074,-4.0879
"DuPont de Nemours Q2 Adj. EPS $0.97 Beats $0.82 Estimate, Sales $5.468B Miss $5.63B Estimate","negative",0.6,0.8,7170,"DUPONT DE NEMOURS INC",0,NA,138,29,0,"2019-08-01",16851,-3.68252098560333,-1.29725267547671,-9.09471905846251,-1.68937034904957,-0.868875076930054,-1.03136664178761,-0.6513,0.5289,1.137,-1.04,-0.42,-1.9,0.007,-2.1715,0.074,-4.0879
"Wedbush Maintains Outperform on Dine Brands Global, Lowers Price Target to $120","neutral",0.2,0.7,7178,"DINE BRANDS GLOBAL INC",0,NA,122,29,1,"2019-08-01",76732,-1.79676599800587,-1.0114214992236,-10.0071437568035,-5.06534613668919,-7.75368206051528,-9.57259587812894,2.3754,3.0753,0.6695,-1.04,-0.42,-1.9,0.007,1.854,2.6312,-4.5311
"Raymond James Downgrades Dine Brands Global to Outperform","negative",0.7,0.9,7186,"DINE BRANDS GLOBAL INC",0,NA,115,29,0,"2019-08-01",76732,-1.79676599800587,-1.0114214992236,-10.0071437568035,-5.06534613668919,-7.75368206051528,-9.57259587812894,2.3754,3.0753,0.6695,-1.04,-0.42,-1.9,0.007,1.854,2.6312,-4.5311
"Roth Capital Upgrades Delta Apparel to Buy","positive",0.8,0.9,7194,"DELTA APPAREL INC",0,NA,111,29,2,"2019-08-01",88287,3.42941656708717,15.7554671134454,14.8608335407771,-0.157308753114194,2.1459310352288,2.09115984509778,5.6723,6.0262,0.3253,-1.04,-0.42,-1.9,0.007,9.7316,21.4866,21.5255
"Dolby Laboratories shares are trading lower after the company worse-than-expected Q3 sales results. The company also issued Q4 and FY19 sales guidance below analyst estimates.","negative",0.8,0.9,7202,"DOLBY LABORATORIES INC",0,NA,139,29,0,"2019-08-01",90550,-13.6163339018822,-11.8683923785826,-14.0608641042172,1.23383654281497,2.28296271697823,2.7924504886784,-0.0294,0.9461,0.9388,-1.04,-0.42,-1.9,0.007,-11.8604,-10.0338,-9.064
"Dolby Sees Q4 Adj. EPS $0.62-$0.68 vs $0.61 Estimate, Sales $288M-$308M vs $317.3M Est.; Sees FY19 Sales $1.23B-$1.25B vs $1.26B Estimate","negative",0.6,0.8,7210,"DOLBY LABORATORIES INC",0,NA,167,29,0,"2019-08-01",90550,-13.6163339018822,-11.8683923785826,-14.0608641042172,1.23383654281497,2.28296271697823,2.7924504886784,-0.0294,0.9461,0.9388,-1.04,-0.42,-1.9,0.007,-11.8604,-10.0338,-9.064
"Dolby Laboratories Q3 Adj. EPS $0.76, Sales $302.2M Miss $305.29M Estimate","negative",0.7,0.85,7218,"DOLBY LABORATORIES INC",0,NA,132,29,0,"2019-08-01",90550,-13.6163339018822,-11.8683923785826,-14.0608641042172,1.23383654281497,2.28296271697823,2.7924504886784,-0.0294,0.9461,0.9388,-1.04,-0.42,-1.9,0.007,-11.8604,-10.0338,-9.064
"Earnings Preview For Dolby Laboratories","neutral",0.1,0.7,7226,"DOLBY LABORATORIES INC",0,NA,112,24,1,"2019-08-01",90550,-13.6163339018822,-11.8683923785826,-14.0608641042172,1.23383654281497,2.28296271697823,2.7924504886784,-0.0294,0.9461,0.9388,-1.04,-0.42,-1.9,0.007,-11.8604,-10.0338,-9.064
"Dover Raises Qtr. Dividend From $0.48 To $0.49/Share","positive",0.8,0.9,7234,"DOVER CORP",0,NA,117,29,2,"2019-08-01",25953,-1.73747148364782,-2.08708657540068,-5.71034986628607,-1.06241796165705,0.0826720797512337,-1.38478837576893,-2.54,-1.6087,0.9055,-1.04,-0.42,-1.9,0.007,-2.5654,-3.1202,-3.7138
"Durect shares are trading lower after the company reported worse-than-expected Q2 sales results.","negative",0.8,0.9,7242,"DURECT CORP",0,NA,119,29,0,"2019-08-01",88626,14.6788954734802,31.1926514396666,19.2660466977477,0,6.56829252839088,6.66666003568044,4.8077,6.6338,1.7464,-1.04,-0.42,-1.9,0.007,22.8251,37.251,33.602
"Durect Q2 EPS $(0.04), Inline, Sales $3.985M Miss $4.02M Estimate","negative",0.6,0.8,7250,"DURECT CORP",0,NA,126,29,0,"2019-08-01",88626,14.6788954734802,31.1926514396666,19.2660466977477,0,6.56829252839088,6.66666003568044,4.8077,6.6338,1.7464,-1.04,-0.42,-1.9,0.007,22.8251,37.251,33.602
"DaVita Raises FY19 Operating Income Guidance From $1.54B-$1.64B To $1.64B-$1.7B","positive",0.8,0.9,7258,"DAVITA INC",0,NA,127,29,2,"2019-08-01",82307,1.28075210377574,0.758342972880666,-1.65149902282152,-0.415973365306854,0.318469037509495,0.757570594334678,-0.8521,0.3364,1.1476,-1.04,-0.42,-1.9,0.007,2.6085,1.8898,3.2057
"DaVita Q2 Adj. EPS $1.22 Beats $1.09 Estimate, Sales $2.843B Miss $2.86B Estimate","negative",0.6,0.8,7266,"DAVITA INC",0,NA,128,29,0,"2019-08-01",82307,1.28075210377574,0.758342972880666,-1.65149902282152,-0.415973365306854,0.318469037509495,0.757570594334678,-0.8521,0.3364,1.1476,-1.04,-0.42,-1.9,0.007,2.6085,1.8898,3.2057
"Earnings Preview For DaVita","neutral",0,0.7,7274,"DAVITA INC",0,NA,103,24,1,"2019-08-01",82307,1.28075210377574,0.758342972880666,-1.65149902282152,-0.415973365306854,0.318469037509495,0.757570594334678,-0.8521,0.3364,1.1476,-1.04,-0.42,-1.9,0.007,2.6085,1.8898,3.2057
"Dawson Geophysical Q2 EPS $(0.49) Misses $(0.41) Estimate, Sales $24.076M Miss $24.91M Estimate","negative",0.8,0.9,7282,"DAWSON GEOPHYSICAL CO NEW",0,NA,143,29,0,"2019-08-01",80912,-2.04917825758457,-7.78688721492563,-16.8032815026038,4.38597127795219,6.25000461833283,2.14593095458291,2.521,3.4894,0.9199,-1.04,-0.42,-1.9,0.007,2.2335,-4.0761,-10.6906
"Bank of America Maintains Buy on DexCom, Raises Price Target to $185","positive",0.8,0.9,7290,"DEXCOM INC",0,NA,114,29,2,"2019-08-01",90664,-2.77103595435619,3.96439402637312,6.8837586770133,0.306922267191112,2.16881714084103,2.01599182480148,-5.4504,-3.9125,1.5009,-1.04,-0.42,-1.9,0.007,-5.3847,1.4188,9.2093
"Baird Maintains Outperform on DexCom, Raises Price Target to $186","positive",0.7,0.9,7298,"DEXCOM INC",0,NA,114,29,2,"2019-08-01",90664,-2.77103595435619,3.96439402637312,6.8837586770133,0.306922267191112,2.16881714084103,2.01599182480148,-5.4504,-3.9125,1.5009,-1.04,-0.42,-1.9,0.007,-5.3847,1.4188,9.2093
"UBS Maintains Neutral on DexCom, Raises Price Target to $160","neutral",0.2,0.8,7306,"DEXCOM INC",0,NA,113,29,1,"2019-08-01",90664,-2.77103595435619,3.96439402637312,6.8837586770133,0.306922267191112,2.16881714084103,2.01599182480148,-5.4504,-3.9125,1.5009,-1.04,-0.42,-1.9,0.007,-5.3847,1.4188,9.2093
"Raymond James Maintains Outperform on DexCom, Raises Price Target to $172","positive",0.7,0.9,7314,"DEXCOM INC",0,NA,115,29,2,"2019-08-01",90664,-2.77103595435619,3.96439402637312,6.8837586770133,0.306922267191112,2.16881714084103,2.01599182480148,-5.4504,-3.9125,1.5009,-1.04,-0.42,-1.9,0.007,-5.3847,1.4188,9.2093
"Stifel Nicolaus Maintains Buy on Electronic Arts, Raises Price Target to $115","positive",0.8,0.9,7322,"ELECTRONIC ARTS INC",0,NA,119,29,2,"2019-08-01",75828,-1.80761013180017,0.665967165035575,-7.10359546107436,4.43716868758202,4.08461474151143,3.34040640583806,2.2703,3.3986,1.074,-1.04,-0.42,-1.9,0.007,2.5183,4.8499,0.7424
"Ellington Residential Q2 Adj. Core EPS $0.22 Misses $0.27 Estimate","negative",0.7,0.9,7330,"ELLINGTON RESIDENTIAL MTG REIT",0,NA,130,29,0,"2019-08-01",13894,-1.06194587424397,-2.5663712385155,-7.43362944715301,-1.21739432215691,-0.69930010478797,0.264781317320373,-0.5282,-0.2604,0.2653,-1.04,-0.42,-1.9,0.007,-1.0986,-2.748,-6.8379
