ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
12539,12,Social Welfare,0.95,,1539,15
12540,2,"Civil Rights, Minority Issues, and Civil Liberties",0.92,,1658,15
12541,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,247,6
12542,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,249,18
12543,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,256,18
12544,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,268,18
12545,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,263,18
12546,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,265,18
12547,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,"The bill pertains to assisting the Menominee Tribe of Indians, which falls under minority issues and civil rights as it involves the termination of Federal supervision and the associated studies to support the tribe.",267,61
12548,19,Government Operations,0.85,"The bill involves the Federal Government authorizing payments for studies to assist the Menominee Tribe in preparing for the termination of Federal supervision, which falls under the category of Government Operations.",275,59
12549,19,Government Operations,0.85,"The bill involves the Federal Government authorizing payments for studies to assist the Menominee Tribe in preparing for the termination of Federal supervision, which falls under the category of Government Operations.",272,59
12550,2,"Civil Rights, Minority Issues, and Civil Liberties",0.89,,1631,18
12551,2,"Civil Rights, Minority Issues, and Civil Liberties",0.90,,1543,18
12552,2,"Civil Rights, Minority Issues, and Civil Liberties",0.89,,1662,18
12553,5,Labor and Employment,0.90,,246,6
12554,5,Labor and Employment,0.85,,249,19
12555,5,Labor and Employment,0.85,,256,19
12556,5,Labor and Employment,0.85,,268,19
12557,5,Labor and Employment,0.85,,263,19
12558,5,Labor and Employment,0.85,,265,19
12559,5,Labor and Employment,0.85,"The bill pertains to amending the Civil Service Retirement Act for certain Federal employees, which falls under Labor and Employment issues.",267,49
12560,5,Labor and Employment,0.85,"The bill pertains to amending the Civil Service Retirement Act for certain Federal employees, which falls under Labor and Employment issues.",276,49
12561,5,Labor and Employment,0.85,"The bill pertains to amending the Civil Service Retirement Act for certain Federal employees, which falls under Labor and Employment issues.",272,49
12562,5,Labor and Employment,0.98,,1628,15
12563,5,Labor and Employment,0.98,,1540,15
12564,19,Government Operations,0.85,,1659,15
12565,5,Labor and Employment,0.85,,249,6
12566,5,Labor and Employment,0.95,,251,18
12567,19,Government Operations,0.95,,258,18
12568,19,Government Operations,0.95,,270,18
12569,19,Government Operations,0.95,,265,18
12570,19,Government Operations,0.95,,267,18
12571,19,Government Operations,0.95,"The bill pertains to amending the Civil Service Retirement Act, which is related to the management and operations of government employees and their benefits.",269,50
12572,5,Labor and Employment,0.95,"The bill pertains to amending the Civil Service Retirement Act to adjust annuities for federal employees, which falls under labor and employment issues.",277,51
12573,5,Labor and Employment,0.95,"The bill pertains to amending the Civil Service Retirement Act to adjust annuities for federal employees, which falls under labor and employment issues.",274,51
12574,19,Government Operations,0.95,,1633,18
12575,19,Government Operations,0.94,,1545,18
12576,19,Government Operations,0.94,,1664,18
12577,10,Transportation,0.95,,251,6
12578,10,Transportation,0.85,,254,19
12579,10,Transportation,0.85,,261,19
12580,10,Transportation,0.85,,273,19
12581,10,Transportation,0.85,,268,19
12582,10,Transportation,0.85,,270,19
12583,10,Transportation,0.85,"The bill pertains to amending regulations related to air transportation, falling under the category of Transportation.",272,44
12584,10,Transportation,0.95,"The bill pertains to amending regulations related to air transportation, falling under the category of Transportation.",281,44
12585,10,Transportation,0.85,"The bill focuses on amending regulations related to air transportation, making it fall under the Transportation category.",277,44
12586,10,Transportation,0.95,,1633,15
12587,10,Transportation,0.98,,1545,15
12588,10,Transportation,0.92,,1664,15
12589,10,Transportation,0.85,,254,6
12590,10,Transportation,0.95,,256,18
12591,10,Transportation,0.90,,263,18
12592,10,Transportation,0.95,,275,18
12593,10,Transportation,0.95,,270,18
12594,10,Transportation,0.95,,272,18
12595,10,Transportation,0.95,"The bill pertains to amendments in the Federal Aviation Act, which directly relates to regulations and provisions in the transportation sector, specifically air transportation.",274,50
12596,10,Transportation,0.95,"The bill pertains to amending the Federal Aviation Act of 1958, which directly relates to air transportation and the insurance contracts for passengers, making it most relevant to the Transportation category.",282,60
12597,10,Transportation,0.95,"The bill pertains to amendments in the Federal Aviation Act, which directly relates to regulations and provisions in the transportation sector, specifically air transportation.",279,50
12598,10,Transportation,0.95,,1638,18
12599,10,Transportation,0.95,,1550,18
12600,10,Transportation,0.94,,1669,18
12601,20,Public Lands and Water Management,0.90,,269,6
12602,19,Government Operations,0.85,,272,19
12603,19,Government Operations,0.85,,279,19
12604,19,Government Operations,0.85,,291,19
12605,19,Government Operations,0.85,,286,19
12606,20,Public Lands and Water Management,0.85,,288,19
12607,19,Government Operations,0.85,The bill pertains to the operation and management of government properties and facilities.,290,39
12608,20,Public Lands and Water Management,0.85,"The bill pertains to the flying of the flag on specific public lands, indicating a focus on public lands and water management.",299,49
12609,20,Public Lands and Water Management,0.85,"The bill pertains to the flying of the flag at specific locations, which falls under public lands and water management.",295,47
12610,15,Defense,0.90,,1651,15
12611,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,1563,15
12612,15,Defense,0.90,,1682,15
12613,19,Government Operations,0.85,,270,6
12614,19,Government Operations,0.95,,272,18
12615,19,Government Operations,0.95,,279,18
12616,19,Government Operations,0.95,,291,18
12617,19,Government Operations,0.95,,286,18
12618,19,Government Operations,0.95,,288,18
12619,19,Government Operations,0.85,"The bill pertains to the regulation of the flying of the U.S. flag, which falls under government operations.",290,45
12620,19,Government Operations,0.95,"The bill pertains to the regulation of the flying of the U.S. flag at specific historical sites, which falls under government operations.",298,49
12621,19,Government Operations,0.95,"The bill pertains to the regulation of the flying of the U.S. flag, which falls under government operations.",295,45
12622,19,Government Operations,0.88,,1654,18
12623,19,Government Operations,0.90,,1566,18
12624,19,Government Operations,0.88,,1685,18
12625,12,Social Welfare,0.95,,238,6
12626,12,Social Welfare,0.85,,241,19
12627,12,Social Welfare,0.85,,248,19
12628,12,Social Welfare,0.85,,260,19
12629,12,Social Welfare,0.85,,255,19
12630,12,Social Welfare,0.85,,257,19
12631,12,Social Welfare,0.85,"The bill pertains to providing supplemental grants for needy families, falling under the category of Social Welfare.",259,44
12632,12,Social Welfare,0.90,"The bill pertains to providing supplemental grants for needy families, falling under the category of Social Welfare.",268,44
12633,12,Social Welfare,0.85,"The bill pertains to providing supplemental grants for needy families, falling under the category of Social Welfare.",264,44
12634,12,Social Welfare,0.95,,1620,15
12635,12,Social Welfare,0.95,,1532,15
12636,12,Social Welfare,0.85,,1651,15
12637,12,Social Welfare,0.95,,240,6
12638,12,Social Welfare,0.95,,242,18
12639,12,Social Welfare,0.95,,249,18
12640,12,Social Welfare,0.95,,261,18
12641,12,Social Welfare,0.95,,256,18
12642,12,Social Welfare,0.95,,258,18
12643,12,Social Welfare,0.95,"The bill pertains to the temporary assistance to needy families program, which falls under social welfare.",260,41
12644,12,Social Welfare,0.95,"The bill pertains to the temporary assistance to needy families program, which falls under social welfare.",268,41
12645,12,Social Welfare,0.95,"The bill pertains to the temporary assistance to needy families program, which falls under social welfare.",265,41
12646,12,Social Welfare,0.95,,1624,18
12647,12,Social Welfare,0.95,,1536,18
12648,12,Social Welfare,0.95,,1655,18
12649,6,Education,0.95,,224,6
12650,6,Education,0.85,,227,19
12651,6,Education,0.95,,234,19
12652,6,Education,0.95,,246,19
12653,6,Education,0.95,,241,19
12654,6,Education,0.95,,243,19
12655,6,Education,0.95,"The bill focuses on amending the District of Columbia Teachers Salary Act of 1955, which falls under the Education category.",245,49
12656,6,Education,0.95,"The bill focuses on amending the District of Columbia Teachers Salary Act of 1955, which falls under the Education category.",254,49
12657,6,Education,0.95,"The bill focuses on amending the District of Columbia Teachers Salary Act of 1955, which falls under the Education category.",250,49
12658,6,Education,0.98,,1606,15
12659,6,Education,0.98,,1518,15
12660,6,Education,0.95,,1637,15
12661,6,Education,0.95,,227,6
12662,6,Education,0.95,,229,18
12663,6,Education,0.95,,236,18
12664,6,Education,0.95,,248,18
12665,6,Education,0.95,,243,18
12666,6,Education,0.95,,245,18
12667,6,Education,0.95,"The bill pertains to amending the salary act for teachers, which directly relates to the field of education.",247,44
12668,6,Education,0.95,"The bill aims to amend the District of Columbia Teachers Salary Act of 1955, which directly pertains to the compensation and employment conditions of teachers, making it most relevant to the Education category.",255,61
12669,6,Education,0.95,"The bill aims to amend the District of Columbia Teachers Salary Act of 1955, which directly pertains to the compensation and employment conditions of teachers, making it most relevant to the Education category.",252,61
12670,6,Education,0.95,,1611,18
12671,6,Education,0.95,,1523,18
12672,6,Education,0.95,,1642,18
12673,15,Defense,0.90,,259,5
12674,15,Defense,0.95,,262,19
12675,15,Defense,0.95,,269,19
12676,15,Defense,0.95,,281,19
12677,15,Defense,0.95,,276,19
12678,15,Defense,0.95,,278,19
12679,15,Defense,0.95,"The bill focuses on amending the United States Army Reserve Command within the Department of Defense, making it fall under the category of Defense.",280,51
12680,15,Defense,0.90,The bill pertains to the establishment and organization of the United States Army Reserve Command within the Department of Defense.,289,46
12681,15,Defense,0.85,"The bill focuses on amending the United States Code related to the Army Reserve Command, which falls under the category of Defense.",285,49
12682,15,Defense,0.98,,1641,15
12683,15,Defense,0.98,,1553,15
12684,15,Defense,0.95,,1672,15
12685,15,Defense,0.95,,261,6
12686,15,Defense,0.95,,263,18
12687,15,Defense,0.95,,270,18
12688,15,Defense,0.95,,282,18
12689,15,Defense,0.95,,277,18
12690,15,Defense,0.95,,279,18
12691,15,Defense,0.95,"The bill pertains to the organizational structure and command of the United States Army Reserve, which falls under the category of Defense.",281,47
12692,15,Defense,0.95,"The bill pertains to the organizational structure and command of the United States Army Reserve, which falls under the category of Defense.",289,47
12693,15,Defense,0.95,"The bill pertains to the organizational structure and command of the United States Army Reserve, which falls under the category of Defense.",286,47
12694,15,Defense,0.98,,1645,18
12695,15,Defense,0.98,,1557,18
12696,15,Defense,0.98,,1676,18
12697,15,Defense,0.90,,259,5
12698,15,Defense,0.85,,262,19
12699,15,Defense,0.85,,269,19
12700,15,Defense,0.85,,281,19
12701,15,Defense,0.95,,276,19
12702,15,Defense,0.85,,278,19
12703,15,Defense,0.90,"The bill pertains to providing recognition and support for journalists covering armed conflicts, which falls under the Defense category.",280,46
12704,15,Defense,0.90,The bill focuses on amending title 10 of the United States Code related to defense and providing recognition to journalists who lose their lives while covering armed conflicts.,289,55
12705,15,Defense,0.85,"The bill focuses on providing recognition and support for journalists covering armed conflicts, which falls under the Defense category.",285,45
12706,15,Defense,0.98,,1641,15
12707,15,Defense,0.98,,1553,15
12708,15,Defense,0.92,,1672,15
12709,15,Defense,0.85,,262,6
12710,15,Defense,0.90,,264,18
12711,15,Defense,0.90,,271,18
12712,15,Defense,0.90,,283,18
12713,15,Defense,0.95,,278,18
12714,15,Defense,0.90,,280,18
12715,15,Defense,0.90,"The bill pertains to awarding a medal related to armed conflicts, which falls under the category of Defense.",282,43
12716,15,Defense,0.90,"The bill pertains to awarding a medal related to armed conflicts, which falls under the domain of defense.",290,43
12717,15,Defense,0.95,"The bill pertains to amending title 10 of the United States Code, which deals with the armed forces, to provide an award for journalists who lose their lives covering armed conflicts, thus it is most closely related to defense.",287,68
12718,15,Defense,0.95,,1646,18
12719,15,Defense,0.95,,1558,18
12720,15,Defense,0.94,,1677,18
12721,7,Environment,0.95,,246,6
12722,7,Environment,1.00,,249,19
12723,7,Environment,0.95,,256,19
12724,7,Environment,0.95,,268,19
12725,7,Environment,0.95,,263,19
12726,7,Environment,0.95,,265,19
12727,7,Environment,0.95,"The bill focuses on environmental remediation oversight of a landfill, falling under the category of Environment.",267,43
12728,7,Environment,0.95,"The bill focuses on environmental remediation oversight of a landfill, falling under the category of Environment.",276,43
12729,7,Environment,0.95,"The bill focuses on environmental remediation oversight of a landfill, falling under the category of Environment.",272,43
12730,7,Environment,0.98,,1628,15
12731,7,Environment,0.98,,1540,15
12732,7,Environment,0.95,,1659,15
12733,7,Environment,0.95,,246,6
12734,7,Environment,0.95,,248,18
12735,7,Environment,0.95,,255,18
12736,7,Environment,0.95,,267,18
12737,7,Environment,0.95,,262,18
12738,7,Environment,0.95,,264,18
12739,7,Environment,0.95,"The bill involves remediation oversight of a landfill, which is directly related to environmental management and protection.",266,42
12740,7,Environment,0.95,"The bill involves remediation oversight of a landfill, which is directly related to environmental management and protection.",274,42
12741,7,Environment,0.95,"The bill involves remediation oversight of a landfill, which directly pertains to environmental management and protection.",271,41
12742,7,Environment,0.95,,1630,18
12743,7,Environment,0.94,,1542,18
12744,7,Environment,0.94,,1661,18
12745,7,Environment,0.90,,226,6
12746,14,"Banking, Finance, and Domestic Commerce",0.75,,229,19
12747,12,Social Welfare,0.75,,236,19
12748,14,"Banking, Finance, and Domestic Commerce",0.75,,248,19
12749,14,"Banking, Finance, and Domestic Commerce",0.75,,243,19
12750,14,"Banking, Finance, and Domestic Commerce",0.75,,245,19
12751,12,Social Welfare,0.85,"This bill relates to consumer protection and ensuring the durability and performance of products, which falls under the category of Social Welfare.",247,48
12752,7,Environment,0.85,"The bill focuses on labeling durable consumer products, which falls under environmental regulations and consumer protection.",256,42
12753,14,"Banking, Finance, and Domestic Commerce",0.75,This bill relates to domestic commerce by requiring labeling on durable consumer products.,252,38
12754,7,Environment,0.95,,1608,15
12755,14,"Banking, Finance, and Domestic Commerce",0.85,,1520,15
12756,14,"Banking, Finance, and Domestic Commerce",0.85,,1639,15
12757,14,"Banking, Finance, and Domestic Commerce",0.85,,228,6
12758,14,"Banking, Finance, and Domestic Commerce",0.85,,230,18
12759,14,"Banking, Finance, and Domestic Commerce",0.85,,237,18
12760,14,"Banking, Finance, and Domestic Commerce",0.85,,249,18
12761,14,"Banking, Finance, and Domestic Commerce",0.95,,244,18
12762,14,"Banking, Finance, and Domestic Commerce",0.85,,246,18
12763,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill pertains to labeling requirements for consumer products, which falls under the regulation of domestic commerce.",248,42
12764,14,"Banking, Finance, and Domestic Commerce",0.90,"The bill pertains to the labeling of durable consumer products, which falls under the regulation of commerce and consumer protection, making it most relevant to Banking, Finance, and Domestic Commerce.",256,58
12765,14,"Banking, Finance, and Domestic Commerce",0.95,"The bill pertains to the labeling of durable consumer products, which falls under the regulation of domestic commerce.",253,43
12766,14,"Banking, Finance, and Domestic Commerce",0.95,,1612,18
12767,14,"Banking, Finance, and Domestic Commerce",0.90,,1524,18
12768,14,"Banking, Finance, and Domestic Commerce",0.94,,1643,18
12769,12,Social Welfare,0.85,,247,6
12770,3,Health,0.85,,250,19
12771,3,Health,0.85,,257,19
12772,3,Health,0.85,,269,19
12773,3,Health,0.85,,264,19
12774,3,Health,0.85,,266,19
12775,3,Health,0.85,The bill focuses on healthcare and amending the military health care system to allow beneficiaries to enroll in the Federal Employees Health Benefits program.,268,50
12776,3,Health,0.85,The bill pertains to healthcare and amends the military health care system to allow beneficiaries to enroll in the Federal Employees Health Benefits program.,277,51
12777,3,Health,0.85,"The bill pertains to health care benefits for military beneficiaries and Medicare recipients, making it fall under the Health category.",273,47
12778,15,Defense,0.98,,1629,15
12779,15,Defense,0.98,,1541,15
12780,15,Defense,0.92,,1660,15
12781,3,Health,0.85,,250,6
12782,3,Health,0.85,,252,18
12783,3,Health,0.90,,259,18
12784,3,Health,0.90,,271,18
12785,3,Health,0.95,,266,18
12786,3,Health,0.90,,268,18
12787,3,Health,0.90,"The bill pertains to amendments in the military health care system and Medicare, which are directly related to health care services and benefits.",270,48
12788,3,Health,0.95,"The bill pertains to amendments in the military health care system and Medicare, which are directly related to health care services and benefits.",278,48
12789,3,Health,0.95,"The bill pertains to amendments in the military health care system and Medicare, which are directly related to health care services and benefits.",275,48
12790,3,Health,0.89,,1634,18
12791,3,Health,0.90,,1546,18
12792,15,Defense,0.94,,1665,18
12793,15,Defense,0.90,,242,6
12794,15,Defense,0.85,,245,19
12795,15,Defense,0.85,,252,19
12796,15,Defense,0.85,,264,19
12797,15,Defense,0.85,,259,19
12798,15,Defense,0.85,,261,19
12799,15,Defense,0.90,"The bill pertains to allowing individuals to contribute their Federal income tax refunds to Operation Desert Storm, which falls under the category of Defense.",263,51
12800,15,Defense,0.90,"The bill pertains to allowing individuals to contribute their Federal income tax refunds to Operation Desert Storm, which falls under defense-related issues.",272,50
12801,15,Defense,0.85,"The bill pertains to allowing individuals to contribute part or all of their Federal income tax refunds to Operation Desert Storm, which falls under the category of Defense.",268,55
12802,15,Defense,0.98,,1624,15
12803,15,Defense,0.98,,1536,15
12804,15,Defense,0.92,,1655,15
12805,15,Defense,0.85,,245,6
12806,15,Defense,0.85,,247,18
12807,15,Defense,0.85,,254,18
12808,15,Defense,0.90,,266,18
12809,15,Defense,0.90,,261,18
12810,15,Defense,0.95,,263,18
12811,15,Defense,0.85,"The bill pertains to allowing individuals to contribute their tax refunds to Operation Desert Storm, which is a military operation, thus falling under the category of Defense.",265,53
12812,15,Defense,0.85,"The bill involves directing tax refunds to support Operation Desert Storm, which is a military operation, thus falling under the category of Defense.",273,49
12813,15,Defense,0.85,"The bill pertains to allowing tax refunds to be contributed to Operation Desert Storm, which is a military operation, thus falling under the category of Defense.",270,52
12814,15,Defense,0.95,,1629,18
12815,15,Defense,0.90,,1541,18
12816,15,Defense,0.94,,1660,18
12817,10,Transportation,0.95,,228,6
12818,10,Transportation,0.95,,231,19
12819,10,Transportation,0.95,,238,19
12820,10,Transportation,0.85,,250,19
12821,10,Transportation,0.95,,245,19
12822,10,Transportation,0.95,,247,19
12823,10,Transportation,0.95,"The bill relates to technical corrections in the Coast Guard and Maritime Transportation Act of 2004, which falls under the Transportation category.",249,50
12824,10,Transportation,0.90,"The bill pertains to technical corrections related to the Coast Guard and Maritime Transportation Act of 2004, which falls under the category of Transportation.",258,53
12825,10,Transportation,0.95,"The bill relates to technical corrections in the Coast Guard and Maritime Transportation Act of 2004, which falls under the Transportation category.",254,50
12826,10,Transportation,0.95,,1610,15
12827,10,Transportation,0.98,,1522,15
12828,10,Transportation,0.95,,1641,15
12829,10,Transportation,0.95,,231,6
12830,10,Transportation,0.95,,233,18
12831,10,Transportation,0.95,,240,18
12832,10,Transportation,0.95,,252,18
12833,10,Transportation,0.95,,247,18
12834,10,Transportation,0.95,,249,18
12835,10,Transportation,0.95,"The bill pertains to making technical corrections related to the Coast Guard and Maritime Transportation Act, which falls under the domain of transportation.",251,48
12836,10,Transportation,0.95,"The bill pertains to making technical corrections related to the Coast Guard and Maritime Transportation Act, which falls under the domain of transportation.",259,48
12837,10,Transportation,0.95,"The bill pertains to making technical corrections related to the Coast Guard and Maritime Transportation Act, which falls under the domain of transportation.",256,48
12838,10,Transportation,0.95,,1615,18
12839,10,Transportation,0.95,,1527,18
12840,10,Transportation,0.95,,1646,18
12841,15,Defense,0.90,,236,6
12842,15,Defense,0.85,,239,19
12843,15,Defense,0.85,,246,19
12844,15,Defense,0.85,,258,19
12845,15,Defense,0.85,,253,19
12846,15,Defense,0.85,,255,19
12847,15,Defense,0.85,"The bill focuses on increasing the rates of basic pay for members of the uniformed services, which falls under the Defense category.",257,49
12848,15,Defense,0.85,"The bill aims to increase the rates of basic pay for members of the uniformed services, which falls under the Defense category.",266,49
12849,15,Defense,0.85,"The bill focuses on increasing the rates of basic pay for members of the uniformed services, which falls under the Defense category.",262,49
12850,15,Defense,0.98,,1618,15
12851,15,Defense,0.98,,1530,15
12852,15,Defense,0.95,,1649,15
12853,15,Defense,0.95,,239,6
12854,15,Defense,0.95,,241,18
12855,15,Defense,0.95,,248,18
12856,15,Defense,0.95,,260,18
12857,15,Defense,0.95,,255,18
12858,15,Defense,0.95,,257,18
12859,15,Defense,0.95,"The bill pertains to increasing the rates of basic pay for members of the uniformed services, which falls under the category of Defense.",259,49
12860,15,Defense,0.95,"The bill pertains to increasing the rates of basic pay for members of the uniformed services, which falls under the category of Defense.",267,49
12861,15,Defense,0.95,"The bill pertains to increasing the rates of basic pay for members of the uniformed services, which falls under the category of Defense.",264,49
12862,15,Defense,0.95,,1623,18
12863,15,Defense,0.95,,1535,18
12864,15,Defense,0.95,,1654,18
12865,15,Defense,0.90,,236,6
12866,15,Defense,0.85,,239,19
12867,15,Defense,0.85,,246,19
12868,15,Defense,0.85,,258,19
12869,15,Defense,0.85,,253,19
12870,15,Defense,0.85,,255,19
12871,15,Defense,0.85,"The bill pertains to authorizing a memorial for the 101st Airborne Division, which falls under the category of Defense.",257,50
12872,15,Defense,0.90,"The bill pertains to authorizing a memorial for the 101st Airborne Division, which falls under defense-related issues.",266,49
12873,15,Defense,0.85,"The bill pertains to authorizing a memorial for the 101st Airborne Division Association, which falls under the category of Defense.",262,51
12874,15,Defense,0.90,,1618,15
12875,15,Defense,0.95,,1530,15
12876,15,Defense,0.90,,1649,15
12877,15,Defense,0.85,,237,6
12878,15,Defense,0.85,,239,18
12879,15,Defense,0.85,,246,18
12880,19,Government Operations,0.85,,258,18
12881,19,Government Operations,0.85,,253,18
12882,15,Defense,0.95,,255,18
12883,15,Defense,0.95,"The bill pertains to the 101st Airborne Division Association, which is a military organization, and the erection of a memorial, which is related to defense and military affairs.",257,58
12884,15,Defense,0.90,"The bill pertains to the authorization of a memorial for the 101st Airborne Division, which is a military unit, making it most relevant to the Defense category.",265,56
12885,15,Defense,0.90,"The bill pertains to the 101st Airborne Division Association, which is a military organization, and the erection of a memorial, which is related to honoring military service, thus falling under the category of Defense.",262,65
12886,15,Defense,0.95,,1621,18
12887,15,Defense,0.95,,1533,18
12888,15,Defense,0.95,,1652,18
12889,12,Social Welfare,0.85,,238,6
12890,13,Community Development and Housing Issues,0.85,,241,19
12891,13,Community Development and Housing Issues,0.85,,248,19
12892,12,Social Welfare,0.85,,260,19
12893,12,Social Welfare,0.85,,255,19
12894,13,Community Development and Housing Issues,0.85,,257,19
12895,13,Community Development and Housing Issues,0.85,"The bill focuses on community responsibility standards, which falls under the category of Community Development and Housing Issues.",259,44
12896,12,Social Welfare,0.85,"The bill focuses on establishing ethical and community responsibility standards, which falls under the category of Social Welfare.",268,44
12897,13,Community Development and Housing Issues,0.85,The bill focuses on providing assistance for community development and establishing ethical standards.,264,38
12898,12,Social Welfare,0.90,,1620,15
12899,12,Social Welfare,0.95,,1532,15
12900,19,Government Operations,0.85,,1651,15
12901,13,Community Development and Housing Issues,0.85,,241,6
12902,19,Government Operations,0.85,,243,18
12903,19,Government Operations,0.85,,250,18
12904,19,Government Operations,0.85,,262,18
12905,13,Community Development and Housing Issues,0.85,,257,18
12906,13,Community Development and Housing Issues,0.85,,259,18
12907,19,Government Operations,0.85,"The bill focuses on providing federal assistance to states for establishing ethical and community responsibility standards, which aligns with government operations.",261,46
12908,19,Government Operations,0.85,"The bill focuses on providing federal assistance to states and their political subdivisions to establish ethical and community responsibility standards, which falls under the domain of government operations.",269,53
12909,13,Community Development and Housing Issues,0.85,"The bill aims to provide federal assistance for projects that establish ethical and community responsibility standards, which aligns with community development and housing issues.",266,49
12910,13,Community Development and Housing Issues,0.88,,1625,18
12911,13,Community Development and Housing Issues,0.88,,1537,18
12912,19,Government Operations,0.89,,1656,18
12913,15,Defense,0.90,,245,6
12914,15,Defense,0.85,,248,19
12915,15,Defense,0.85,,255,19
12916,15,Defense,0.85,,267,19
12917,15,Defense,0.85,,262,19
12918,15,Defense,0.85,,264,19
12919,15,Defense,0.85,"The bill focuses on amending the Helium Act for defense and security purposes, which falls under the category of Defense.",266,48
12920,15,Defense,0.90,"The bill focuses on amending the Helium Act for defense and security purposes, which falls under the category of Defense.",275,48
12921,15,Defense,0.85,"The bill focuses on amending the Helium Act for defense and security purposes, indicating a connection to national defense and security issues.",271,50
12922,15,Defense,0.98,,1627,15
12923,15,Defense,0.98,,1539,15
12924,15,Defense,0.95,,1658,15
12925,15,Defense,0.85,,247,6
12926,16,"Space, Science, Technology, and Communications",0.85,,249,18
12927,16,"Space, Science, Technology, and Communications",0.85,,256,18
12928,8,Energy,0.85,,268,18
12929,15,Defense,0.85,,263,18
12930,16,"Space, Science, Technology, and Communications",0.85,,265,18
12931,15,Defense,0.85,"The bill aims to amend the Helium Act for purposes including defense and security, which are directly related to national defense.",267,47
12932,16,"Space, Science, Technology, and Communications",0.85,"The bill pertains to the amendment of the Helium Act, which is related to the management and use of helium, a critical resource for various scientific, technological, and defense applications.",275,59
12933,16,"Space, Science, Technology, and Communications",0.85,"The bill pertains to the amendment of the Helium Act, which is related to the management and use of helium, a critical resource in various scientific, technological, and defense applications.",272,59
12934,15,Defense,0.88,,1631,18
12935,15,Defense,0.90,,1543,18
12936,16,"Space, Science, Technology, and Communications",0.88,,1662,18
12937,4,Agriculture,0.95,,225,6
12938,4,Agriculture,0.85,,228,19
12939,4,Agriculture,0.85,,235,19
12940,4,Agriculture,0.85,,247,19
12941,4,Agriculture,0.85,,242,19
12942,4,Agriculture,0.85,,244,19
12943,4,Agriculture,0.95,"The bill pertains to the temporary suspension of duty on a pesticide, which falls under the category of Agriculture.",246,46
12944,4,Agriculture,0.90,"The bill pertains to the temporary suspension of duty on Thiamethoxam Technical, which is a pesticide commonly used in agriculture.",255,51
12945,4,Agriculture,0.95,"The bill pertains to the temporary suspension of duty on Thiamethoxam Technical, which is a pesticide used in agriculture.",251,50
12946,17,Foreign Trade,0.98,,1607,15
12947,17,Foreign Trade,0.98,,1519,15
12948,17,Foreign Trade,0.95,,1638,15
12949,4,Agriculture,0.85,,228,6
12950,17,Foreign Trade,0.95,,230,18
12951,17,Foreign Trade,0.85,,237,18
12952,17,Foreign Trade,0.85,,249,18
12953,17,Foreign Trade,0.85,,244,18
12954,17,Foreign Trade,0.85,,246,18
12955,17,Foreign Trade,0.85,"The bill pertains to the suspension of duty, which is a matter related to foreign trade and tariffs.",248,43
12956,17,Foreign Trade,0.90,"The bill pertains to the suspension of duty, which is a tariff-related issue, thus falling under the category of Foreign Trade.",256,48
12957,17,Foreign Trade,0.95,"The bill pertains to the suspension of duty, which is a matter related to foreign trade.",253,41
12958,17,Foreign Trade,0.89,,1612,18
12959,17,Foreign Trade,0.90,,1524,18
12960,17,Foreign Trade,0.95,,1643,18
12961,15,Defense,0.90,,249,6
12962,15,Defense,0.85,,252,19
12963,15,Defense,0.85,,259,19
12964,15,Defense,0.85,,271,19
12965,15,Defense,0.85,,266,19
12966,15,Defense,0.85,,268,19
12967,19,Government Operations,0.85,"The bill focuses on amending regulations related to property disposal within the military departments, which falls under Government Operations.",270,46
12968,19,Government Operations,0.85,"The bill focuses on amending the disposal process of unclaimed property within the military departments, which falls under Government Operations.",279,48
12969,15,Defense,0.85,"The bill focuses on amending title 10, United States Code, which pertains to the military departments, indicating a defense-related issue.",275,52
12970,15,Defense,0.98,,1631,15
12971,15,Defense,0.98,,1543,15
12972,15,Defense,0.92,,1662,15
12973,15,Defense,0.90,,251,6
12974,15,Defense,0.95,,253,18
12975,15,Defense,0.95,,260,18
12976,15,Defense,0.95,,272,18
12977,15,Defense,0.95,,267,18
12978,15,Defense,0.95,,269,18
12979,15,Defense,0.95,"The bill pertains to the disposal of property in the custody of military departments, which falls under the category of Defense.",271,46
12980,15,Defense,0.95,"The bill pertains to the disposal of property in the custody of military departments, which falls under the domain of defense.",279,46
12981,15,Defense,0.95,"The bill pertains to the disposal of property in the custody of military departments, which falls under the category of Defense.",276,46
12982,15,Defense,0.95,,1635,18
12983,15,Defense,0.95,,1547,18
12984,15,Defense,0.95,,1666,18
12985,4,Agriculture,0.90,,240,6
12986,4,Agriculture,0.85,,243,19
12987,12,Social Welfare,0.85,,250,19
12988,4,Agriculture,0.85,,262,19
12989,4,Agriculture,0.85,,257,19
12990,4,Agriculture,0.85,,259,19
