StrategyID,BillID,Description,PromptingStrategy,Model,Major,MajorText,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM
9,83-HR-540,"To amend part I of the Interstate Commerce Act to provide for filing of equipment trust agreements and other documents evidencing or relating to the lease, mortgage, conditional sale or bailment of railroad equipment",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
10,83-HR-540,"To amend part I of the Interstate Commerce Act to provide for filing of equipment trust agreements and other documents evidencing or relating to the lease, mortgage, conditional sale or bailment of railroad equipment",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
11,83-HR-540,"To amend part I of the Interstate Commerce Act to provide for filing of equipment trust agreements and other documents evidencing or relating to the lease, mortgage, conditional sale or bailment of railroad equipment",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.75,
1,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",No Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
2,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
3,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
4,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
5,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
6,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,"The bill focuses on maritime commerce and transportation between specific locations, indicating it falls under the Transportation category."
7,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.95,"The bill focuses on maritime interstate commerce and transportation between specific locations, indicating it falls under the Transportation category."
8,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,"The bill focuses on maritime commerce and transportation between specific U.S. territories and the west coast, making it fall under the Transportation category."
9,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.95,
10,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.95,
11,95-S-23,"A bill to provide for the normal flow of maritime interstate commerce between Hawaii, Guam, American Samoa, or the Trust Territory of the Pacific Islands and the west coast, and to prevent certain interruptions thereof.",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.92,
1,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",No Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
2,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
3,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
4,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
5,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Persona Modification,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
6,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,The bill focuses on amending regulations related to domestic commerce and transportation in the United States.
7,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,"The bill focuses on amending regulations related to domestic maritime commerce, specifically the Merchant Marine Act, which falls under the Transportation category."
8,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Chain-of-Thoughts Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,"The bill pertains to the authorization of construction differential subsidy for certain operators in domestic commerce, which falls under the category of Transportation."
9,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.75,
10,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,17,Foreign Trade,0.85,
11,88-S-1774,"A bill to amend title V of the Merchant Marine Act, 1936, in order to authorize construction differential subsidy for certain qualified operators in the coastwise, intercoastal, and noncontiguous domestic commerce of the United States, and for other purpo",Few-Shot Prompting,gpt-3.5-turbo,10,Transportation,10,Transportation,0.85,
1,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",No Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
2,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
3,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
4,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
5,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
6,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,"The bill deals with administrative matters related to federal judicial districts in the state of Illinois, falling under Government Operations."
7,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,"The bill deals with administrative matters related to federal judicial districts in the state of Illinois, falling under Government Operations."
8,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,"The bill deals with administrative matters related to federal judicial districts in the state of Illinois, falling under Government Operations."
9,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.85,
10,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
11,96-S-443,"A bill to amend the Federal District Court Organization Act of 1978 with respect to certain administrative matters arising from the redrawing of the federal judicial districts in the state of Illinois, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",19,Government Operations,0.95,
1,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",No Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
2,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
3,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
4,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
5,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
6,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,"This bill relates to assaults and homicides against certain officers and employees of the Department of Health, Education, and Welfare, falling under the category of Law, Crime, and Family Issues."
7,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,"The bill relates to assaults and homicides, falling under the category of Law, Crime, and Family Issues."
8,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,"The bill relates to assaults and homicides, which fall under the category of Law, Crime, and Family Issues."
9,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",6,Education,0.85,
10,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.85,
11,87-HR-9503,"To include certain officers and employees of the Department of Health, Education, and Welfare within the provisions of sections 111 and 1114 of title 18 of the United States Code relating to assaults and homicides",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.95,
1,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",No Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.85,
2,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.9,
3,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
4,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.95,
5,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.95,
6,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.85,"The bill focuses on providing benefits for federal law officers and firefighters, which falls under social welfare and support for those who serve in public safety roles."
7,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.9,"The bill focuses on providing benefits for federal law officers and firefighters, which falls under social welfare."
8,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",12,Social Welfare,0.95,This bill falls under the category of Social Welfare as it aims to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty.
9,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",15,Defense,0.9,
10,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",15,Defense,0.92,
11,96-HR-2543,"A bill to provide lump sum death benefits for certain Federal law officers and firefighters killed in the line of duty, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",15,Defense,0.92,
1,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",No Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
2,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
3,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
4,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
5,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
6,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,"The bill focuses on addressing juvenile crime, gang violence, and rehabilitation of juvenile criminals, falling under the category of Law, Crime, and Family Issues."
7,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.9,"The bill focuses on reducing violent juvenile crime, promoting accountability through rehabilitation, and addressing gang crime, which falls under Law, Crime, and Family Issues."
8,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,"The bill focuses on reducing violent juvenile crime, promoting accountability through rehabilitation, and addressing gang crime, which falls under Law, Crime, and Family Issues."
9,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
10,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
11,106-S-254,"A bill to reduce violent juvenile crime, promote accountability by rehabilitation of juvenile criminals, punish and deter violent gang crime, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
1,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",No Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.85,
2,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
3,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
4,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
5,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Persona Modification,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.95,
6,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.95,"The bill focuses on amending the Public Health Service Act to address the epidemic of gun violence, which falls under the health category."
7,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.95,"The bill focuses on amending the Public Health Service Act to address the epidemic of gun violence, which falls under the Health category."
8,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",3,Health,0.95,"The bill focuses on amending the Public Health Service Act to address the epidemic of gun violence, which falls under the health category."
9,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.95,
10,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.85,
11,114-HR-3926,"To amend the Public Health Service Act to provide for better understanding of the epidemic of gun violence, and for other purposes.",Few-Shot Prompting,gpt-3.5-turbo,11,"Law, Crime, and Family Issues",11,"Law, Crime, and Family Issues",0.92,
1,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",No Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
2,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
3,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
4,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
5,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
6,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,"The bill focuses on increasing income tax exemptions for taxpayers, their spouses, and dependents, which falls under social welfare policies."
7,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,"The bill focuses on increasing income tax exemptions, which falls under social welfare policies."
8,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,"The bill focuses on increasing income tax exemptions for taxpayers, which falls under social welfare policies."
9,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,14,"Banking, Finance, and Domestic Commerce",0.75,
10,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,14,"Banking, Finance, and Domestic Commerce",0.85,
11,85-HR-8872,"To in crease from $600 t o $700 the income tax exemptions allowed for a taxpayer, his spouse, and his dependents, and the additional exemptions allowed for old age and blindness.",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,1,Macroeconomics,0.78,
1,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",No Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
2,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
3,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
4,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
5,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Persona Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
6,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,"The bill focuses on amending the Social Security Act to provide assistance to elderly, blind, and disabled individuals, falling under the category of Social Welfare."
7,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,"The bill focuses on amending the Social Security Act to provide assistance to elderly, blind, and disabled individuals, falling under the category of Social Welfare."
8,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Chain-of-Thoughts Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,"The bill focuses on amending the Social Security Act to provide assistance to elderly, blind, and disabled individuals, falling under the category of Social Welfare."
9,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
10,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
11,82-HR-6407,"To amend the Social Security Act to provide that the Federal payment for old-age assistance, aid to the blind, and aid to the permanently and totally disabled shall be 1830 per recipient per month",Few-Shot Prompting,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.95,
1,96-S-1498,A bill to amend title II of the Social Security Act to provide an alternative retirement test for certain individuals receiving self-employment income substantially attributable to their activities in a preceding taxable year.,No Modification,gpt-3.5-turbo,12,Social Welfare,12,Social Welfare,0.85,
