"prompt","model","V","regression","coef_name","coef","se","t","lci","uci"
7,"gpt-4o","DW1","10k_V_Yllm","20",-0.0233653650291676,0.0115723130520785,-2.0190747453873,-0.0460466818290643,-0.000684048229270939
7,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0765261903567408,0.00504821397811054,-15.1590623314631,-0.0864205079400891,-0.0666318727733924
8,"gpt-4o","DW1","10k_V_Yllm","3",-0.093510361038961,0.0144214263813849,-6.48412705969668,-0.121775837352171,-0.0652448847257509
8,"gpt-4o","DW1","10k_V_Yllm","14",-0.0436465846109867,0.0134219886253482,-3.25187167336423,-0.0699531989175755,-0.017339970304398
8,"gpt-4o","DW1","10k_V_Yllm","15",-0.012539938504658,0.0142015983497571,-0.882994871128185,-0.0403745597930854,0.0152946827837694
8,"gpt-4o","DW1","10k_V_Yllm","19",-0.048918669855342,0.0100835199772248,-4.85134853363037,-0.0686820058480927,-0.0291553338625913
8,"gpt-4o","DW1","10k_V_Yllm","20",-0.0195022643595912,0.0117285601489565,-1.66280124004193,-0.0424898198420576,0.00348529112287527
8,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0771715067101638,0.00501807439804412,-15.3787091598807,-0.0870067518020728,-0.0673362616182548
9,"gpt-4o","DW1","10k_V_Yllm","3",-0.0957310336787565,0.0144460649286601,-6.62678965874175,-0.124044800657257,-0.0674172667002556
9,"gpt-4o","DW1","10k_V_Yllm","14",-0.0469502288940839,0.0131121992056315,-3.58065250213094,-0.0726496670952364,-0.0212507906929314
9,"gpt-4o","DW1","10k_V_Yllm","15",-0.0169031140940394,0.0141418102583952,-1.19525815897614,-0.0446205528766931,0.0108143246886143
9,"gpt-4o","DW1","10k_V_Yllm","19",-0.046979256635414,0.0099329482050376,-4.72963874024713,-0.0664474773775895,-0.0275110358932385
9,"gpt-4o","DW1","10k_V_Yllm","20",-0.0231593522101106,0.0115210195434787,-2.01018252965464,-0.0457401355805109,-0.000578568839710272
9,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0762952656274693,0.005073242447369,-15.0387580366943,-0.0862386381091523,-0.0663518931457862
10,"gpt-4o","DW1","10k_V_Yllm","3",-0.0946412974767596,0.0147844082989687,-6.40142612155546,-0.123618205275473,-0.0656643896780459
10,"gpt-4o","DW1","10k_V_Yllm","14",-0.0469027305433307,0.0136444007493024,-3.43750754650979,-0.0736452646025946,-0.0201601964840668
10,"gpt-4o","DW1","10k_V_Yllm","15",-0.0179929428064757,0.0125286393391732,-1.43614500500603,-0.0425486246865468,0.00656273907359549
10,"gpt-4o","DW1","10k_V_Yllm","19",-0.0537334436345906,0.0115060695777507,-4.67000857864574,-0.076284925610594,-0.0311819616585873
10,"gpt-4o","DW1","10k_V_Yllm","20",-0.0270316426601925,0.0115616882714299,-2.3380359360657,-0.0496921352726743,-0.00437115004771073
10,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0741898022152684,0.00495312212565922,-14.9783914737201,-0.083897743192589,-0.0644818612379479
11,"gpt-4o","DW1","10k_V_Yllm","3",-0.0997096094316808,0.0138598405866735,-7.19413825924905,-0.126874397813027,-0.0725448210503342
11,"gpt-4o","DW1","10k_V_Yllm","14",-0.0573182985948257,0.0133540892483369,-4.292190768604,-0.0834918325678996,-0.0311447646217518
11,"gpt-4o","DW1","10k_V_Yllm","15",-0.0119710869119853,0.0134045839636888,-0.89305919112547,-0.0382435887085584,0.0143014148845878
11,"gpt-4o","DW1","10k_V_Yllm","19",-0.0580963364486966,0.0112655319899486,-5.15699893272077,-0.0801763734156797,-0.0360162994817135
11,"gpt-4o","DW1","10k_V_Yllm","20",-0.0283114947846748,0.0117425576038215,-2.41101604436338,-0.0513264847745519,-0.00529650479479777
11,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0706390243675118,0.00496945999461686,-14.2146278356262,-0.0803789869795735,-0.0608990617554502
12,"gpt-4o","DW1","10k_V_Yllm","3",-0.102047459279039,0.0147031729543906,-6.94050594355322,-0.130865148728108,-0.0732297698299698
12,"gpt-4o","DW1","10k_V_Yllm","14",-0.0894117312852064,0.0150563324461329,-5.93848014482248,-0.118921600618889,-0.0599018619515242
12,"gpt-4o","DW1","10k_V_Yllm","15",-0.0219048817220335,0.0109662646610418,-1.99747884982674,-0.0433983655026098,-0.000411397941457115
12,"gpt-4o","DW1","10k_V_Yllm","19",-0.0667730137721275,0.0103608913747998,-6.4447170959186,-0.0870799877144667,-0.0464660398297883
12,"gpt-4o","DW1","10k_V_Yllm","20",-0.0269824096589251,0.0113198436911995,-2.38363800729,-0.0491688956042991,-0.00479592371355115
12,"gpt-4o","DW1","10k_V_Yllm","Other",-0.0668203402352805,0.00514785888448262,-12.9802198806769,-0.0769099582463609,-0.0567307222242
