"prompt","model","V","Y","regression","coef_name","coef","se","t","lci","uci"
1,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0694444444444444,0.00404004077100748,17.1890454529069,0.0615261100371963,0.0773627788516925
1,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00719278881530532,0.00509792384664774,-1.41092512004374,-0.0171845359506628,0.00279895832005215
2,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0588383838383838,0.00373988554917432,15.7326696404851,0.0515083428557003,0.0661684248210673
2,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00254699310990692,0.00477322190464698,-0.533600398386525,-0.0119023361332327,0.00680834991341884
3,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0580808080808082,0.00371722619404892,15.6247710117271,0.0507951786180834,0.065366437543533
3,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.000299351127165859,0.00477841769797178,-0.0626464964109185,-0.00966487771827935,0.00906617546394763
4,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0583333333333333,0.0037247989527579,15.6608005084791,0.0510328615362753,0.0656338051303913
4,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00402869757174385,0.00473058324953338,-0.851628088807283,-0.0133004703666977,0.00524307522321002
5,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0593434343434343,0.00375489437286057,15.804288603257,0.0519839766068755,0.0667028920799932
5,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00288648070105017,0.00478753178279208,-0.602916248290007,-0.0122698705701635,0.00649690916806315
6,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0603535353535354,0.00378468239830714,15.9467899817779,0.0529356941599307,0.0677713765471401
6,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00389658171115137,0.00481093022979551,-0.809943508849639,-0.0133258316936856,0.00553266827138283
7,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0606060606060606,0.00379208222480873,15.9822643637738,0.053173716019021,0.0680384051931003
7,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00348685530804742,0.0048268340758306,-0.722389718243505,-0.0129472762560261,0.00597356563993124
8,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0601010101010102,0.00377726381119876,15.9112556350509,0.0526977090709541,0.0675043111310663
8,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00364405645862617,0.00480509632778534,-0.758373237505046,-0.0130618722033311,0.00577375928607875
9,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0593434343434343,0.00375489437286058,15.804288603257,0.0519839766068755,0.0667028920799932
9,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00288648070105018,0.00478753178279208,-0.602916248290009,-0.0122698705701635,0.00649690916806314
10,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0785353535353535,0.00427531167822607,18.3695036634007,0.0701558966233469,0.0869148104473601
10,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00187972439628067,0.00547714356227275,-0.343194290036223,-0.0126147285164907,0.00885527972392934
11,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0724747474747475,0.00412052038902207,17.5887365265405,0.0643986759147013,0.0805508190347937
11,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00558733025620447,0.00522629072464619,-1.06908140985263,-0.0158306718492467,0.0046560113368378
12,"gpt-4o","Democrat",15,"10k_Yllm_V","(Intercept)",0.0987373737373737,0.00474091651375637,20.826642580791,0.0894453481167001,0.108029399358047
12,"gpt-4o","Democrat",15,"10k_Yllm_V","V",-0.00403538698240679,0.00605585834406758,-0.66636086135666,-0.0159046512322556,0.00783387726744204
1,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.060777265252718,0.00244641954300265,24.8433533923303,0.0559823710573579,0.0655721594480781
1,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0236805475522338,0.00622355630624484,3.80498647187819,0.0114826013362368,0.0358784937682308
2,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0738252095969923,0.00267255470343763,27.623460616927,0.0685870986315415,0.0790633205624432
2,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0244490949220171,0.00676056885232823,3.61642569672184,0.0111986234564504,0.0376995663875837
3,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0767142142455414,0.00272010368475787,28.20268016819,0.0713829089892013,0.0820455195018815
3,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0258758385677219,0.0068416050256607,3.78212984682247,0.0124665391209787,0.0392851380144651
4,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0741056020704432,0.00267651673608695,27.6873299805273,0.068859725663694,0.0793514784771923
4,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0241347864632112,0.00672831334637158,3.58704852475792,0.0109475346276227,0.0373220382987996
5,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0794694027465084,0.0027657261386554,28.7336485112527,0.0740486791236428,0.084890126369374
5,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0283635087203553,0.0069725302722489,4.06789323428882,0.0146976005056322,0.0420294169350784
6,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0724810673903248,0.00264975168376968,27.3539093622574,0.0672876495221618,0.0776744852584877
6,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.023741495780882,0.00669041550183323,3.54858315965228,0.0106285223556804,0.0368544692060836
7,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0680788297862684,0.00257404047018896,26.4482359833568,0.0630338031699495,0.0731238564025873
7,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0221026279878241,0.00649289770155119,3.40412386022095,0.00937678233748091,0.0348284736381674
8,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0593714929788021,0.00241406638102552,24.5939769699209,0.0546400098157031,0.0641029761419011
8,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0187790209920591,0.00600096897699919,3.12933145697575,0.00701733792479856,0.0305407040593197
9,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.0662174999648363,0.00254230692769751,26.046225671425,0.0612346699489025,0.0712003299807701
9,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0227225105720426,0.0063959951941579,3.55261532916682,0.0101865903462019,0.0352584307978834
10,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.141241330310937,0.00355381881657962,39.7435371921618,0.13427597342286,0.148206687199014
10,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0439434980719108,0.00892479029924711,4.92375692856536,0.0264512305158141,0.0614357656280076
11,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.139384845164521,0.00353777197981005,39.3990471856259,0.132450939498579,0.146318750830464
11,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0494500378150209,0.00897011946784033,5.51275130641338,0.0318689267210322,0.0670311489090095
12,"gpt-3.5","DW1",15,"10k_Yllm_V","(Intercept)",0.13529190908623,0.00348614538054325,38.8084529811395,0.128459189695494,0.142124628476965
12,"gpt-3.5","DW1",15,"10k_Yllm_V","V",0.0351362812136349,0.00868137609524164,4.04731701842677,0.0181210967307143,0.0521514656965554
1,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0666586964741281,0.00255082563341994,26.1322042560619,0.0616591701017835,0.0716582228464728
1,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0249858892349751,0.00622323597236661,4.01493521150754,0.0127885708618424,0.0371832076081077
2,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0584797150802566,0.00239626070080089,24.4045712808757,0.0537831304091181,0.063176299751395
2,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0189108211979558,0.00579976991593167,3.26061576098196,0.00754348104411083,0.0302781613518008
3,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0589179876020931,0.00240153609904862,24.5334590745622,0.054211063340385,0.0636249118638012
3,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0163183313048191,0.00580693543993748,2.81014512277663,0.00493694698199237,0.0276997156276458
4,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0571206601187243,0.00237072374187294,24.0941865599225,0.0524741269673593,0.0617671932700893
4,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0195671697641183,0.00567027622949162,3.45083184172716,0.00845363257192116,0.0306807069563155
5,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0587933566341408,0.00240251729339067,24.4715643861884,0.0540845092668604,0.0635022040014211
5,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0191294951732936,0.00583017505501107,3.28111849006174,0.00770256204190804,0.0305564283046791
6,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0592899769661877,0.00241368527277246,24.5640878017559,0.054559240761539,0.0640207131708365
6,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0206783181509826,0.00587853809687238,3.5175953290129,0.00915659519936615,0.0322000411025991
7,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0597158502993379,0.00241970033827909,24.6790271318507,0.0549733247829315,0.0644583758157443
7,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0194900684063978,0.0058133550500693,3.35263685746588,0.0080961018789179,0.0308840349338776
8,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0591894063642948,0.00241130769058087,24.546600417484,0.0544633301351118,0.0639154825934777
8,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0206691714082194,0.00580822958708,3.55860096408664,0.00928525060360267,0.0320530922128362
9,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0587704380828491,0.00240109189646902,24.476546761611,0.0540643844421989,0.0634764917234994
9,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0187621110202504,0.00575062036117528,3.26262382871261,0.00749110222358413,0.0300331198169166
10,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0789350879966326,0.00275282358392474,28.6742268765708,0.0735396529163477,0.0843305230769176
10,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0246074455716324,0.00676191247664303,3.63912512275652,0.0113543406508,0.0378605504924647
11,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0706563875750938,0.00261962975280538,26.9718984140516,0.0655220076067657,0.0757907675434219
11,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0249488776060377,0.00648899665317482,3.84479742239212,0.0122306778700141,0.0376670773420613
12,"gpt-4o","DW1",15,"10k_Yllm_V","(Intercept)",0.0980416195007889,0.00303239769096799,32.3313857522074,0.0920982292396892,0.103985009761889
12,"gpt-4o","DW1",15,"10k_Yllm_V","V",0.0279181435632135,0.00731972465534379,3.81409750745634,0.0135717468619898,0.0422645402644371
1,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0753915971307276,0.00319478532581966,23.598329603378,0.069129932953784,0.0816532613076712
1,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00533795244786232,0.00554689829209046,-0.96233104823175,-0.0162096733262664,0.00553376843054172
2,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0881276533450446,0.00343023928853981,25.6914010749841,0.0814045078811523,0.094850798808937
2,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00986952775337521,0.00587651382431793,-1.67948686048071,-0.0213872832036901,0.00164822769693966
3,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.10320597277119,0.00368129024942618,28.0352718146246,0.0959907764656764,0.110421169076704
3,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0107477840681292,0.006327359281396,-1.69862079742023,-0.0231491803769106,0.00165361224065222
4,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0875420875420875,0.0034199216869696,25.5976877703474,0.0808391642056797,0.0942450108784954
4,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0127550884887583,0.00579092824577539,-2.20259826186991,-0.0241050992875337,-0.00140507768998279
5,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.100863709559362,0.00364402646827262,27.679192354268,0.0937215489228367,0.108005870195887
5,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0118766473946409,0.00623423875808078,-1.90506778060857,-0.0240955308315029,0.000342236042221174
6,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0992534036012298,0.00361805621421819,27.4327975367506,0.0921621437273208,0.106344663475139
6,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00774188577226164,0.00627137050481552,-1.23448068748561,-0.0200335460954068,0.00454977455088355
7,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.089884350753916,0.00346092051365113,25.971226556455,0.0831010711938039,0.0966676303140281
7,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00815509862390646,0.00597202862224993,-1.36554915251462,-0.0198600596381587,0.00354986239034576
8,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0996925779534476,0.00362516784883194,27.5001274728753,0.0925873795318245,0.106797776375071
8,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0107055157887268,0.00622323436192869,-1.72024949827038,-0.0229028310054592,0.00149179942800551
9,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0919338310642659,0.0034962116710742,26.2952703421471,0.0850813821066319,0.0987862800218999
9,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00641789543788532,0.0060750243473206,-1.0564394594922,-0.0183247243638377,0.00548893348806701
10,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0661689357341532,0.00300789397839677,21.9984268758774,0.0602735718671806,0.0720642996011257
10,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.00779089849843214,0.00513780841923817,-1.51638556028279,-0.0178608179596056,0.00227902096274135
11,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.0815400380617772,0.00331143977191873,24.6237418398013,0.075049735371843,0.0880303407517115
11,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0133797351270975,0.00556884884886636,-2.40260339079255,-0.0242944783062229,-0.00246499194797208
12,"gpt-3.5","Senate",19,"10k_Yllm_V","(Intercept)",0.102327624066755,0.00366738637147376,27.9020571333022,0.095139678861273,0.109515569272236
12,"gpt-3.5","Senate",19,"10k_Yllm_V","V",-0.0114472201538483,0.00628701987145106,-1.82077047439111,-0.02376955267198,0.000875112364283439
1,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.126628604889474,0.00402408072261803,31.4677099238434,0.118741551602261,0.134515658176688
1,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0221792517812383,0.00676137774060831,-3.28028585772267,-0.0354313086387014,-0.0089271949237752
2,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.141414141414142,0.00421637837471684,33.5392435987528,0.133150191654503,0.14967809117378
2,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0196091556142046,0.00717908512300873,-2.73142820822084,-0.033679903897249,-0.0055384073311602
3,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.138925486751574,0.00418516536017572,33.1947425718301,0.130722713376285,0.147128260126863
3,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.020591627489977,0.00710243298488652,-2.89923573144506,-0.0345121403429639,-0.0066711146369901
4,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.129849216805739,0.00406741247293081,31.9242805272155,0.121877234848525,0.137821198762952
4,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0203509523690077,0.0068789135555198,-2.95845444266089,-0.0338333751905909,-0.00686852954742457
5,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.13160591421461,0.00409069804135611,32.1719943354658,0.123588293381923,0.139623535047296
5,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0176898523654461,0.00697081392291697,-2.53770256401331,-0.0313523965972937,-0.00402730813359845
6,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.128824476650564,0.0040537159802817,31.779354369472,0.120879339325657,0.13676961397547
6,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0145928578433689,0.00695470509956922,-2.09827126160573,-0.0282238293616216,-0.000961886325116167
7,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.143170838823013,0.00423814386856757,33.7814956884421,0.134864229479321,0.151477448166705
7,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0163169416945811,0.00727465260558005,-2.24298569007476,-0.0305749988015585,-0.00205888458760375
8,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.144488361879666,0.00425432521481928,33.9626978624867,0.1361500376801,0.152826686079233
8,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0201589204154819,0.00724302121245894,-2.78321985041351,-0.034354981131161,-0.0059628596998027
9,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.146830625091495,0.00428279457464762,34.2838355966619,0.138436501972002,0.155224748210988
9,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0152433735925992,0.00737623766814861,-2.06655130682974,-0.0297005337635782,-0.000786213421620248
10,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.107744107744108,0.00375182668435464,28.7177731832357,0.100390662566536,0.115097552921679
10,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0137081342508923,0.00640038210901973,-2.14176810343465,-0.0262526526718654,-0.00116361582991906
11,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.113160591421461,0.00383328744965025,29.5205076341942,0.105647486077757,0.120673696765165
11,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.0137601496417196,0.00655350291891293,-2.09966331166326,-0.0266047793353671,-0.000915519948072131
12,"gpt-4o","Senate",19,"10k_Yllm_V","(Intercept)",0.129849216805739,0.00406741247293081,31.9242805272155,0.121877234848525,0.137821198762952
12,"gpt-4o","Senate",19,"10k_Yllm_V","V",-0.011199800586111,0.00703908963841536,-1.59108651280541,-0.0249961627613542,0.0025965615891322
1,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0752525252525253,0.00419245062842703,17.9495316515532,0.067035473013846,0.0834695774912046
1,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00257040604722727,0.00536075743784958,-0.479485609454914,-0.0130772975552677,0.00793648546081311
2,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0871212121212121,0.00448192261017158,19.4383570844113,0.07833680522378,0.0959056190186441
2,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00351194059803318,0.00572497975601416,-0.613441574940741,-0.0147326947320418,0.00770881353597547
3,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.102020202020202,0.00481030056604262,21.2086959264861,0.0925921861559459,0.111448217884458
3,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00367583115927497,0.00615002830116626,-0.597693372984627,-0.0157296651334629,0.00837800281491295
4,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0871212121212122,0.00448192261017156,19.4383570844115,0.0783368052237802,0.0959056190186442
4,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00599538430664265,0.00569490051103389,-1.05276366023016,-0.0171571842038078,0.00516641559052251
5,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0994949494949495,0.00475706882963103,20.9151797163857,0.0901712659168946,0.108818633073004
5,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00396514817044615,0.00607765086557917,-0.652414601980972,-0.01587712497759,0.00794682863669771
6,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.101010101010101,0.00478911923191091,21.0915820046929,0.0916235997978875,0.110396602222315
6,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00697036591076329,0.00608636396050014,-1.1452430311431,-0.0188994200701461,0.00495868824861954
7,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0886363636363636,0.00451697465966733,19.6229490565465,0.0797832559843355,0.0974894712883916
7,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00221252257676085,0.00578598783724493,-0.382393229816115,-0.0135528503527477,0.00912780519922601
8,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.098989898989899,0.00474631012014219,20.8561801661063,0.0896873020949623,0.108292495884836
8,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00445347514883931,0.00605824746559346,-0.735109480775073,-0.0163274219908335,0.00742047169315493
9,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0914141414141414,0.00458021136112625,19.9584984636305,0.0824370921047528,0.10039119072353
9,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",-0.00250685664592941,0.00586447568553531,-0.427464752239072,-0.0140010177777895,0.00898730448593064
10,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0616161616161617,0.00382149610025039,16.1235704550698,0.0541261668926106,0.0691061563397127
10,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",0.00345006354940132,0.00496764245834559,0.694507219134753,-0.00628633675702804,0.0131864638558307
11,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0765151515151515,0.0042245888583463,18.1118575276229,0.0682351095033035,0.0847951935269994
11,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",0.00129941802127246,0.00545254374746693,0.238314093651449,-0.00938737134789179,0.0119862073904367
12,"gpt-3.5","Democrat",19,"10k_Yllm_V","(Intercept)",0.0931818181818182,0.00461978261863882,20.1701737665902,0.084127210632882,0.102236425730754
12,"gpt-3.5","Democrat",19,"10k_Yllm_V","V",0.0091360626128839,0.00604584239284225,1.51113145517988,-0.00271357073329237,0.0209856959590602
1,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.122222222222222,0.00520550921493498,23.4793979177979,0.112019611639758,0.132424832804686
1,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00434142752023552,0.00665708759697006,-0.652151178273739,-0.0173890794522251,0.00870622441175409
2,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.136616161616162,0.00545819236823889,25.0295615103506,0.125918301153722,0.147314022078601
2,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00234463843735349,0.00700294158342835,-0.334807653244146,-0.016070151726711,0.011380874852004
3,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.133838383838384,0.00541110111794212,24.7340385849754,0.123232820530513,0.144443947146255
3,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00238143019599976,0.0069416937263931,-0.34306183618348,-0.0159868998914379,0.0112240394994383
4,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.125505050505051,0.00526508146215417,23.8372476109232,0.115185680463559,0.135824420546542
4,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00348518295538179,0.00674251842053617,-0.516896319447451,-0.0167002762247306,0.009729910313967
5,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.126515151515152,0.00528317259546821,23.9468140078697,0.116160323503925,0.136869979526378
5,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.000852899859522326,0.00679015138667824,-0.125608371736107,-0.0141613520269864,0.0124555523079417
6,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.125,0.00525599415808912,23.7823704213258,0.114698440747192,0.135301559252808
6,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00132450331125818,0.00675075927836592,-0.196200643015491,-0.014555748365155,0.0119067417426386
7,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.14040404040404,0.00552119169951866,25.4300245391372,0.129582703521242,0.151225377286838
7,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00398019934443757,0.00707056009152177,-0.562925608851014,-0.0178382424743465,0.00987784378547132
8,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.139393939393939,0.00550452675301116,25.3235102032497,0.1286052652061,0.150182613581778
8,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00214228376480009,0.00706460498560724,-0.303241832935398,-0.0159886551015924,0.0117040875719922
9,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.144444444444444,0.00558689320947973,25.8541624170217,0.133494334968393,0.155394553920496
9,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.00404709345106685,0.00715531185862613,-0.565606856979664,-0.0180712469921264,0.00997706008999273
10,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.103535353535354,0.0048417990378258,21.3836536226514,0.0940456018008344,0.113025105269873
10,"gpt-4o","Democrat",19,"10k_Yllm_V","V",-0.000224095257207912,0.00622764082337619,-0.0359839726733667,-0.0124300469796766,0.0119818564652608
11,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.107323232323232,0.00491914731850859,21.8174462715158,0.0976818807443087,0.116964583902156
11,"gpt-4o","Democrat",19,"10k_Yllm_V","V",0.00244497959729755,0.00635451919509417,0.384762327759609,-0.0100096491641555,0.0148996083587506
12,"gpt-4o","Democrat",19,"10k_Yllm_V","(Intercept)",0.120959595959596,0.00518227461742689,23.3410239497603,0.110802524351443,0.131116667567749
12,"gpt-4o","Democrat",19,"10k_Yllm_V","V",0.00884172854371533,0.0067498540067439,1.30991404182689,-0.00438774221040608,0.0220711992978367
1,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0745684861252521,0.00267842128830812,27.8404620104983,0.0693188768647428,0.0798180953857614
1,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0139218240933024,0.00719800715220956,1.9341220144563,-0.000186010685490073,0.0280296588720948
2,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0861018443072193,0.00286072391805674,30.0979216357611,0.0804949284581158,0.0917087601563229
2,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0176625534678071,0.0076477140632099,2.30952063869316,0.00267330933985527,0.032651797595759
3,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.101017793974727,0.00307096659487146,32.8944620053595,0.0949988100510537,0.107036777898401
3,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0195212255038809,0.00810867071692558,2.40745076293866,0.00362852293621213,0.0354139280715496
4,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0846398100115063,0.00283944588924714,29.808565936063,0.0790745983325316,0.090205021690481
4,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0182711433361921,0.00759498088125307,2.40568654771618,0.0033852543456658,0.0331570323267184
5,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0981404774294126,0.00303016414459726,32.3878419604416,0.0922014648387574,0.104079490020068
5,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.016678843016782,0.00800858607104013,2.08262018648889,0.000982302750454168,0.0323753832831097
6,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0980826352464086,0.00303216982998499,32.3473422486016,0.0921396915846291,0.104025578908188
6,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0205606304547311,0.00799396503360783,2.57201906291698,0.00489274689518722,0.0362285140142749
7,"gpt-3.5","DW1",19,"10k_Yllm_V","(Intercept)",0.0883665729518805,0.00289332627785289,30.5415167408829,0.0826957576517655,0.0940373882519955
7,"gpt-3.5","DW1",19,"10k_Yllm_V","V",0.0170971539867066,0.00770414464593579,2.21921508129081,0.00199730794898532,0.0321970000244278
