BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
91-S-88,1969,3,Health,Democrat,0,0,"A bill to amend the Public Health Service Act to provide for a comprehensive review of the medical, technical, social, and legal problems and opportunities which the Nation faces as a result of medical progress toward making transplantation of organs, and",-0.3,Senate,WA
93-HR-333,1973,1,Macroeconomics,Republican,0,0,"To provide authorizations for appropriations for the regulatory agencies of the Federal Government for fiscal years 1964, 1975, and 197.",0.236,House,NC
82-HR-4608,1951,17,Foreign Trade,Republican,0,0,"To control imports of fats and oils, oil-bearing materials, peanuts, butter, cheese and other dairy products, and rice and rice products",0.439,House,MN
106-HR-4598,2000,3,Health,Republican,0,0,"To prevent evasion of United States excise taxes on cigarettes, and for other purposes.",0.354,House,FL
92-HR-12245,1971,15,Defense,Democrat,0,0,To .provide that veterans be provided employment opportunities after discharge at certain minimum salary rates,-0.39,House,FL
84-HR-9291,1956,6,Education,Republican,0,0,To amend part VIII of Veterans Regulation No. 1 (a) to extend by 18 months the period within which education and training may be afforded certain veterans.,0.088,House,PA
83-HR-6012,1953,16,"Space, Science, Technology, and Communications",Republican,0,0,To provide a civil remedy for violations of section 506 of the Communications Act of 1934,0.454,House,MI
95-HR-12616,1978,1,Macroeconomics,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 to provide a more equitable estate tax treatment of joint interest in farm and closely held business property.,0.213939,House,VT
97-HR-5437,1982,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to limit availability and use of handgun bullets that are capable of penetrating certain body armor.,-0.324,House,NY
81-HR-1751,1949,6,Education,Republican,0,0,"To provide for the transfer of certain educational benefits not used by veterans of World War II to the children of such veterans, and for other purposes",0.348,House,KY
110-S-3143,2008,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to assist law enforcement agencies in locating, arresting, and prosecuting fugitives from justice.",-0.505,Senate,IL
83-HR-6073,1953,19,Government Operations,Republican,0,0,To provide that the Uniform Simultaneous Death Act shall apply in the District of Columbia,0.183,House,MD
107-HR-5084,2002,3,Health,Republican,0,0,"To amend title 38, United States Code, to improve accountability of research corporations established at Department of Veterans Affairs medical centers.",0.567,House,IN
111-HR-719,2009,1,Macroeconomics,Republican,0,0,To amend the Internal Revenue Code of 1986 to extend relief from the alternative minimum tax.,0.518,House,NY
103-S-1697,1993,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"A bill to improve the ability of the Federal Government to prepare for and respond to major disasters, and for other purposes.",-0.406,Senate,MD
110-S-132,2007,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to end the trafficking of methamphetamines and precursor chemicals across the United States and its borders.,0.612,Senate,CO
111-S-884,2009,10,Transportation,Democrat,0,0,"A bill to amend title 23, United States Code, to remove privatized highway miles as a factor in apportioning highway funding.",-0.346,Senate,NM
110-S-594,2007,15,Defense,Democrat,0,0,"A bill to limit the use, sale, and transfer of cluster munitions.",-0.344,Senate,CA
111-S-1530,2009,19,Government Operations,Democrat,0,0,"A bill to prohibit an agency or department of the United States from establishing or implementing an internal policy that discourages or prohibits the selection of a resort or vacation destination as the location for a conference or event, and for other purposes.",-0.399,Senate,NV
89-HR-10327,1965,10,Transportation,Democrat,1,1,"To require operators of ocean cruises by water between the United States, its possessions and territories, and foreign countries to file evidence of financial security and other information",-0.28,House,MD
101-HR-4969,1990,19,Government Operations,Republican,0,0,"To amend title 5, United States Code, to repeal the provisions which prevent annuity benefits under the Civil Service Retirement System or the Federal Employees' Retirement System from being garnished.",0.33,House,MI
113-HR-3341,2013,19,Government Operations,Republican,0,0,"To amend title 5, United States Code, to provide for the consideration of costs and benefits during rule making and for the review of existing rules.",0.737,House,GA
86-HR-2573,1959,1,Macroeconomics,Democrat,1,0,To amend the Internal Revenue Code of 1954 with respect to the application of the estate tax marital deduction to widows allowance or award,-0.535,House,IL
107-HR-851,2001,1,Macroeconomics,Democrat,0,0,To amend the Emergency Steel Loan Guarantee Act of 1999 to prohibit steel companies receiving loan guarantees from investing the loan proceeds in foreign steel companies and using the loan proceeds to import steel products from foreign countries that are subject to certain trade remedies.,-0.396,House,MI
84-HR-11658,1956,5,Labor and Employment,Republican,0,0,"Relating to certain inspections and investigations in inetallic and nonmetallic mines (excluding cool and ignite mines) for the purpose of obtaining information relating to health and safety conditions, accidents, and occupational diseases therein, and fo",0.002,House,PA
95-S-1268,1977,19,Government Operations,Republican,0,0,A bill to increase the compensation of the Chairman and the members of the Board of Governors of the Federal Reserve System and of the Director and Deputy Director of the Office of Management and Budget.,0.059,Senate,IL
92-HR-15601,1972,15,Defense,Republican,0,0,"To amend section 410ta) of title 38, United States Codb, to pi-e- vide a statutory, presumption of service- connected death of any vtran lWhe W been rated totally fiisahieii 6y reason bf service-coiinectk disatility for f) or more years",0.21,House,CA
85-HR-6380,1957,5,Labor and Employment,Democrat,0,0,"To amend the Railroad Retirement Act of 1937 to eliminate existing restrictions upon an individuals right to receive benefits simultaneously under that act and title II of the Social Security Act or to receive more than one annuity under that act, and for",-0.458,House,CA
80-HR-5801,1948,19,Government Operations,Democrat,0,0,"To authorize the payment of employees of the Bureau of Animal Industry for overtime duty performed at establishments which prepare virus, serum. toxin, or analogous products for use in the treatment of domestic animals",-0.297,House,MA
97-S-2566,1982,17,Foreign Trade,Republican,0,0,A bill to reduce the duty on certain texturing machines.,0.016,Senate,PA
93-HR-12222,1974,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to correct an inequity in the case of certain applications for letters of patent of Tsukumo Nobusawa.,-0.299053,House,DC
89-HR-9505,1965,9,Immigration,Democrat,0,0,To amend the Immigration and NationalityAct,-0.35,House,RI
89-HR-4018,1965,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"To amend the Small Business Act, as amended",-0.73,House,CA
95-HR-6192,1977,5,Labor and Employment,Democrat,0,0,"A bill to amend the Act entitled An Act to amend the Railroad Retirement Act of 1937 to revise the retirement system for employees of employers covered thereunder, and for other purposes to provide the same eligibility requirements for all spouses benefits.",-0.427,House,MN
87-HR-9822,1962,20,Public Lands and Water Management,Democrat,1,1,"To provide that lands within the exterior boundaries of a national forest acquired under section 8 of the act of June 28, 1934, as amended (43 U.S.C. 315g), may be added to the national forest",-0.286,House,ID
92-HR-9236,1971,20,Public Lands and Water Management,Democrat,0,0,"To reimburse the Shoshone and Arapahoe Tribes of the Wind River Reservation, Wyo., for tribal funds that were expended to benefit only individuals in the construction, operation, and maintenance of the Wind River irrlgation project",-0.34,House,WY
89-HR-16423,1966,11,"Law, Crime, and Family Issues",Republican,0,0,To amend the tort claims procedure contained in title 28 of the United States Code to provide that the United States shall be immune from suits for tart claims by individuals confined in Federal penal or correctional institutions arising out of acts or omissions of Government employees in the operation or management of such institutions,0.37,House,IL
87-HR-6306,1961,11,"Law, Crime, and Family Issues",Republican,0,0,"To provide that Delaware, Madison, Randolph, Rush, Henry, Union, and Wayne Counties in the State of Indiana shall constitute a new and separate judicial division to be known as the Muncie-Richmond Division of Indiana",0.362,House,IN
110-HR-6668,2008,20,Public Lands and Water Management,Democrat,0,0,"To establish the Centennial Historic District in Philadelphia, Pennsylvania, and for other purposes.",-0.417,House,PA
90-HR-173,1967,1,Macroeconomics,Democrat,0,0,"To increase from $600 to $1,000 the personal income tax exemption of a taxpayer (including the exemption for a spouse, the exemption for a dependent, and the additional exemption for old age or blindness",0.357,House,MS
103-HR-2659,1993,3,Health,Democrat,1,1,To amend the Public Health Service Act to revise and extend programs relating to the transplantation of organs and of bone marrow.,-0.477,House,CA
111-HR-4079,2009,5,Labor and Employment,Democrat,0,0,"To amend title 38, United States Code, to temporarily remove the requirement for employers to increase wages for veterans enrolled in on-the-job training programs.",-0.099,House,VA
80-S-999,1947,15,Defense,Republican,0,1,"A bill to amend the Veterans Preference Act of 1944 with respect to preference accorded in Federal employment to disabled veterans, and for other purposes",-0.00021533801515431653,Senate,WA
97-HR-3875,1981,12,Social Welfare,Republican,0,0,"A bill to extend from five to ten years (until November 30, 1987) the period during which spouses and surviving spouses who are eligible for Government pensions may qualify for an exemption from the pension offset provisions in title II of the Social Security Act.",0.324,House,MO
95-S-1974,1977,19,Government Operations,Democrat,0,1,"A bill to amend section 553 of title 5, United States Code, to improve Federal rulemaking practice by creating procedures for regulatory issuance in two or more parts.",-0.52,Senate,WI
89-HR-16158,1966,15,Defense,Democrat,0,0,To amend section .112 of the Internal Revenue Code of 1954 to remove the dollar ceiling on the amount of combat pay received by commissioned officers which may be excluded from gross income,-0.14,House,NY
99-S-2249,1986,4,Agriculture,Republican,0,0,"A bill to add a new chapter to the Bankruptcy Act, title 11 of the United States Code, to aid in the reorganization of family farms.",0.255,Senate,IA
94-HR-15701,1976,19,Government Operations,Republican,0,0,A bill granting the consent of Congress to the compact of agreement between the States of North Dakota and Minnesota with respect to the boundary between the States.,0.088,House,ND
95-HR-7543,1977,17,Foreign Trade,Democrat,0,0,A bill to establish an Office of Foreign Business Practices within the Department of Commerce.,-0.349,House,PA
80-S-20,1947,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to regulate the review of judgments of conviction in certain criminal cases,-0.00021533801515431653,Senate,NV
101-S-480,1989,19,Government Operations,Republican,0,0,A bill to authorize the several States and District of Columbia to collect certain taxes with respect to sales of tangible personal property by nonresident persons who solicit such sales.,0.263,Senate,MS
107-S-1081,2001,13,Community Development and Housing Issues,Democrat,0,0,"A bill to amend the Internal Revenue Code of 1986 to allow a business credit for the development of low-to-moderate income housing for home ownership, and for other purposes.",-0.286,Senate,NJ
88-S-2847,1964,20,Public Lands and Water Management,Democrat,0,0,"A bill authorizing the Secretary of the Army to convey certain land in the State of Utah to the Cerebral Palsy Center for Multiple Handicapped, Salt Lake County, Utah.",-0.436,Senate,UT
84-HR-9396,1956,17,Foreign Trade,Democrat,1,1,To amend the Tariff Act of 1930 to place guar seed on the free list.,-0.419,House,RI
90-HR-8357,1967,13,Community Development and Housing Issues,Democrat,0,0,To amend the Housing and Urban Development Act of 1965 to increase from $200 million to $500 million the amount of the annual appropriations authorized thereunder for grants for basic water and sewer facilities,-0.642,House,NY
90-HR-10824,1967,18,International Affairs and Foreign Aid,Republican,0,0,"To provide that American foreign aid shall be suspended with respect to any country which has severed diplomatic relations with the United States on or after January 1, 1967, and for other purposes.",0.194,House,CA
83-HR-8439,1954,4,Agriculture,Republican,0,0,"To permit farmers to feed corn which is under a farm-storage loan to livestock, where the livestock is substituted for the corn as security for the loan",0.41,House,IA
94-HR-2187,1975,10,Transportation,Democrat,0,0,A bill to amend the Fish and Wildlife Act of 1956 to authorize the Secretary of Commerce to make loans to associations of fishing vessel owners and operators organized to provide insurance against the damage or loss of fishing vessels or the injury or death of fishing crews and for other purposes.,0.018,House,VA
90-S-1776,1967,12,Social Welfare,Republican,0,0,A bill to amend title II of the Social Security Act to increase to $50 per month the minimum old-age insurance benefit payable under section 202 thereof.,0.29,Senate,CO
86-HR-10813,1960,12,Social Welfare,Democrat,0,0,To amend title II of the Social Security Act to eliminate the waiting period for disability insurance benefits in the case of certain individuals who were previously entitled to benefits on account of the same disability,-0.471,House,MI
95-HR-5879,1977,7,Environment,Democrat,0,0,A bill to exempt the Columbia Dam and Reservoir in Tennessee from the provisions of the Endangered Species Act of 1973.,-0.286,House,TN
103-HR-2527,1993,4,Agriculture,Democrat,0,0,To forgive the repayment to the Government of advance deficiency payments received by producers who are prevented from planting a crop due to damaging weather or related condition.,-0.2,House,MN
111-S-3805,2010,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to authorize the Attorney General to award grants for States to implement minimum and enhanced DNA collection processes.,-0.346,Senate,NM
101-S-1470,1989,17,Foreign Trade,Democrat,0,0,A bill to suspend temporarily the duty on MBEP.,-0.343,Senate,WV
92-HR-16221,1972,10,Transportation,Republican,0,0,To provide for the sale of the Washington National and Dulles International Airports,0.27,House,MI
93-HR-15440,1974,12,Social Welfare,Democrat,0,0,"A bill to provide that the increase in supplemental security income benefits under title XVI of the Social Security Act which was enacted (effective July 1, 1974) by section 4 of Public Law 93-233 shall not be taken into account in determining the minimum level of required State supplementation of such benefits, in any State, until the legislature of the State has had an opportunity to consider such supplementation.",-0.459,House,MN
102-HR-1438,1991,4,Agriculture,Democrat,0,0,"To clarify that certain greenhouses and nurseries that suffer damage in connection with a major disaster declared by the President on or after November 26, 1990, are eligible for loans under section 7 of the Small Business Act.",-0.473,House,WA
91-HR-19318,1970,11,"Law, Crime, and Family Issues",Republican,1,0,"To amend the Public Health Service Act to expand, improve, and better coordinate the family planning services and population research activities of the Federal Government, and for other purposes",0.13,House,KY
84-HR-61,1955,19,Government Operations,Republican,0,0,"To require a premarital examine tion of all applicants for marriage It, censes in the District of Columbia",0.204,House,NJ
102-HR-6150,1992,1,Macroeconomics,Democrat,0,0,"To rescind certain budget authority, and make certain supplemental appropriations, for international affairs programs for fiscal year 1993.",-0.087,House,UT
93-S-3617,1974,7,Environment,Democrat,0,0,"A bill to amend the Marine Protection, Research, and Sanctuaries Act for 2 years.",-0.307,Senate,WA
97-S-2020,1982,1,Macroeconomics,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 to provide that the individual income tax rate reductions enacted by the Economic Recovery Tax Act of 1981 for 1982 and subsequent years shall take effect 6 months sooner than scheduled under the Act.,0.202,Senate,WI
113-HR-3858,2014,3,Health,Republican,0,0,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to enter into contracts with health care providers to improve health care access and care coordination for veterans, and for other purposes.",0.448,House,IL
95-HR-129,1977,19,Government Operations,Democrat,0,0,"A bill to amend the Budget and Accounting Act, 1921, to emphasize the fact that the President's annual budget is a proposal or recommendation only, requiring action by the Congress (with or without modification) for its effectuation, and to require that Federal agencies make this fact clear in all of their budgetary statements and publications.",-0.147,House,NC
80-S-1143,1947,3,Health,Republican,0,0,"A bill to provide for the procurement of physicians and surgeons in the Medical Department of the Army, and for other purposes",-0.00021533801515431653,Senate,SD
85-S-3150,1958,10,Transportation,Republican,0,0,"A bill to amend section 111 of the Federal-Aid Highway Act of 1956, relating to the availability of Federal funds for reimbursement to the States for the cost of relocation of utility facilities necessitated by the construction of Federal-aid highway proj",0.328,Senate,SD
80-S-1358,1947,15,Defense,Democrat,0,0,A bill to extend for 1 year the time within which application may be made for benefits under the Armed Forces Leave Act of 1946,-0.00021533801515431653,Senate,MD
96-HR-4446,1979,10,Transportation,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to provide that the retirement-replacement-betterment method of accounting for property used by a common carrier (including a railroad switching company or a terminal company) is an acceptable method for determining depreciation allowances for income tax purposes.,-0.217,House,SC
86-HR-6160,1959,16,"Space, Science, Technology, and Communications",Democrat,0,0,To repeal the excise tax onamounts paid for communication services or facilities,-0.32,House,FL
93-HR-261,1973,19,Government Operations,Democrat,0,0,"To establish the Cabinet Committee for Asian American Affairs, and for other purpose.",-0.29,House,CA
92-S-2326,1971,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize the Secretary of the Interior to acquire certain lands within the area comprising the Organ Pipe Cactus National Monument, Arizona, and to administer such lands so acquired as a part of such monument",0.572,Senate,AZ
97-HR-874,1981,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to amend title 18 of the United States Code to enhance personal safety and reduce crime by providing for the registration of handguns, the licensing of handgun users, and a ban on the sale, manufacture, and importation of certain handguns, and for other purposes.",-0.092,House,NY
95-S-1302,1977,17,Foreign Trade,Democrat,0,0,A bill to amend the Tariff Schedules of the United States to provide a temporary suspension of the duty on chlorendic acid.,-0.268,Senate,KY
80-S-490,1947,19,Government Operations,Republican,0,1,"A bill to provide for the extension and ap. plication of the provisions of the Classification Act of 1923, as amended, to certain officers and employees of the Immigration and Naturalization Service in the Department of Justice",-0.00021533801515431653,Senate,WI
91-S-3678,1970,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,"A bill to amend the Federal Deposit Insurance Act to require insured banks to maintain certain records, to require that certain transactions in U.S. currency be reported to the Department of the Treasury, and for other purposes",-0.345,Senate,WI
97-HR-2209,1981,19,Government Operations,Republican,0,0,"A bill to amend Chapter 5 of title 5, United States Code, and for other purposes.",0.372,House,OH
99-S-587,1985,3,Health,Democrat,0,0,A bill to permit individuals who received National Health Service Corps scholarships to perform obligated service in such units of the Department of Defense as the Secretaries of Defense and Health and Human Services may determine by agreement.,-0.334,Senate,HI
85-S-3856,1958,12,Social Welfare,Republican,0,0,A bill to amend title I of the Social Security Act to permit the States to disregard certain income in determining need for old-age assistance under the State programs established pursuant to such title.,0.414,Senate,WY
85-HR-11022,1958,19,Government Operations,Republican,0,0,To prohibit the using of improper methods to influence the acts or decisions of certain Federal regulatory agencies engaged in regulating activities or transactions in or related to interstate or foreign commerce,-0.023,House,NJ
89-HR-11172,1965,19,Government Operations,Republican,0,0,"To provide for repair by the District of Columbia, at the expense of the owner, of buildings violating the District of Columbias housing regulations, and to make tenants evicted from unsafe and insanitary buildings in the District of Columbia eligible for relocation payments",-0.08,House,MD
93-HR-14050,1974,15,Defense,Democrat,0,0,A bill to provide survivorship benefits for the families of certain severely disabled veterans.,-0.024,House,GA
105-HR-3537,1998,11,"Law, Crime, and Family Issues",Democrat,0,0,"To amend title 18, United States Code, to prohibit the delivery of alcohol to minors.",-0.469,House,CA
104-S-670,1995,19,Government Operations,Democrat,0,0,A bill to amend the Internal Revenue Code of 1986 to prevent the unauthorized inspection of tax returns or tax return information.,-0.337,Senate,OH
104-HR-3580,1996,5,Labor and Employment,Republican,0,0,"To ensure that employees who work under a security agreement that requires such employees to pay union dues as a condition of employment have a right to object to the use of their dues for political, legislative, social, or charitable purposes.",0.356,House,IL
98-S-714,1983,18,International Affairs and Foreign Aid,Republican,0,0,"A bill to amend the Foreign Assistance Act of 1969 to authorize fiscal year 1984 appropriations for the Inter-American Foundation, and for other purposes.",0.084,Senate,IL
102-S-1927,1991,17,Foreign Trade,Republican,0,0,"A bill to authorize the Secretary of Agriculture to carry out a grant program to increase the international competitiveness of the forest products industries in the United States, and for other purposes.",0.155,Senate,NY
89-HR-5657,1965,18,International Affairs and Foreign Aid,Democrat,0,0,"To promote the general welfare, foreign policy, and security of the UnitedStates",-0.29,House,IL
101-S-1500,1989,17,Foreign Trade,Democrat,0,0,A bill to suspend the duty on rhodamine 2C base.,-0.203,Senate,LA
87-HR-3443,1961,18,International Affairs and Foreign Aid,Republican,0,0,"To authorize the appropriation of $4,404,000 as an ex gratis payment to the city of New York to assist in defraying the extraordinary and unprecedented expenses incurred during the Fifteenth General Assembly of the United Nations",-0.182,House,NY
100-S-1570,1987,15,Defense,Republican,0,0,"A bill to withdraw and reserve for the Department of the Navy certain Federal lands within Inyo, Kern, San Bernadino, and Imperial Counties, California, and for other purposes.",0.316,Senate,CA
105-S-852,1997,14,"Banking, Finance, and Domestic Commerce",Republican,1,1,"A bill to establish nationally uniform requirements regarding the titling and registration of salvage, nonrepairable, and rebuilt vehicles.",0.471,Senate,MS
110-HR-2646,2007,3,Health,Democrat,0,0,"To amend the Public Health Service Act to establish grant programs to provide funding for mental health services in response to public health emergencies, for statewide plans for providing such services in response to such emergencies, and for the training of mental health professional with respect to the treatment of victims of such emergencies, and to establish the National Mental Health Crisis Response Technical Assistance Center.",-0.349,House,LA
94-HR-1457,1975,12,Social Welfare,Democrat,0,0,A bill to amend the Food Stamp Act of 196U.,-0.336,House,MT
92-HR-11725,1971,19,Government Operations,Democrat,0,0,"Relating to withholding, for purposes of the income tax imposed by certain cities, on :the compensation of Federal employees",-0.17,House,KY
88-HR-10624,1964,19,Government Operations,Republican,0,0,"To establish the position of U.S. customs inspector (nonsupervisory) in the Bureau of Customs, Department of the Treasury, to place such position in grade 10 of the Classification Act of 1949, and for other purposes",0.029,House,NJ
96-S-1273,1979,20,Public Lands and Water Management,Republican,0,1,"A bill to restore the Shivwits, Kanosh, Koosharem and Indian Peaks Bands of Paiute Indians of Utah as a federally recognized sovereign Indian tribe, to restore to the Cedar City, Shivwits, Kanosh, Koosharem and Indian Peaks Bands of Paiute Indians of Utah and its members those Federal services and benefits furnished to federally recognized American Indian tribes and their members, and for other purposes.",0.43,Senate,UT
105-HR-4000,1998,19,Government Operations,Democrat,1,0,"To designate the United States Postal Service building located at 400 Edgmont Avenue, Chester, Pennsylvania, as the Thomas P. Foglietta Post Office Building.",-0.529,House,PA
108-HR-4431,2004,11,"Law, Crime, and Family Issues",Democrat,0,0,"To provide for competitive grants for the establishment and expansion of programs that use networks of public, private, and faith-based organizations to recruit and train foster and adoptive parents and provide support services to foster children and their families.",-0.195,House,TN
85-S-3237,1958,3,Health,Republican,0,0,"A bill to appropriate funds necessary for the construction of badly needed housing for doctors and nurses at the Veterans Hospital in Fargo, N. Dak.",0.235,Senate,ND
90-S-1972,1967,20,Public Lands and Water Management,Democrat,1,1,"A bill to provide for the disposition of funds appropriated to pay a judgment in favor of the Emigrant New York Indians in Indian Claims Commission Docket Numbered 75, and for other purposes.",-0.6,Senate,WI
110-HR-3556,2007,15,Defense,Democrat,0,0,To amend the Family and Medical Leave Act to provide an additional 12 weeks of leave for a family member to care for a member of the Armed Forces who is seriously injured in combat.,-0.315,House,TX
95-S-383,1977,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,A bill to provide for financial disclosure by Federal officers and employees.,-0.465,Senate,ME
103-HR-3701,1993,10,Transportation,Democrat,0,0,"To deauthorize a portion of the project for navigation, Falmouth, Massachusetts, and for other purposes.",-0.483,House,MA
108-HR-3011,2003,19,Government Operations,Democrat,1,1,"To designate the facility of the United States Postal Service located at 135 East Olive Avenue in Burbank, California, as the Bob Hope Post Office Building.",-0.307,House,CA
103-HR-4800,1994,7,Environment,Republican,0,0,To grant the consent of the Congress to the Texas Low-Level Radioactive Waste Disposal Compact.,0.101,House,ME
113-S-2188,2014,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian tribes.",-0.276,Senate,MT
101-HR-3772,1989,10,Transportation,Republican,0,0,"To prohibit Amtrak from disposing wastes from trains, and for other purposes.",0.493,House,UT
104-S-228,1995,19,Government Operations,Democrat,0,0,"A bill to amend certain provisions of title 5, United States Code, relating to the treatment of Members of Congress and Congressional employees for retirement purposes.",-0.289,Senate,NV
86-HR-2531,1959,15,Defense,Republican,0,0,"To amend section 522 of title 38, United States Code, to provide that the waiver of certain retirement benefits shall be effective in the computation of income of veterans entitled to non-service-connected pension benefits",0.016,House,NY
93-HR-4773,1973,15,Defense,Republican,0,0,"A bill to amend sections 112, 692, 6013, and 7508 of the Internal Revenue Code of 1954, for the relief of certain members of the Armed Forces of th United States returning from the Vietnam conflict combat zone.",0.3,House,MI
81-HR-34,1949,15,Defense,Democrat,0,0,"To exempt persons who served in the merchant marine of the United States between September 16, 1940, and June 24, 1948, from induction or service under the Selective Service Act of 1948.",0.107,House,MS
103-HR-1473,1993,17,Foreign Trade,Democrat,0,0,To correct the Harmonized Tariff Schedule of the United States as it applies to electric toothbrushes and parts thereof.,-0.406,House,NY
93-S-388,1973,7,Environment,Republican,0,0,A bill to amend the Soil Conservation and Domestic Allotment Act in order to prohibit the impoundment of funds appropriated to carry out the Rural Environmental Assistance Program.,0.135,Senate,KY
93-HR-93,1973,20,Public Lands and Water Management,Democrat,0,0,A bill the Federal Lands Protection Act.,-0.059,House,FL
110-S-3402,2008,3,Health,Democrat,0,0,A bill to provide information and education to consumers concerning health care services and health insurance coverage.,-0.272,Senate,CO
98-HR-1803,1983,1,Macroeconomics,Republican,0,0,A bill to amend the Internal Revenue Code of 1954 to allow certain lifetime residents of residential retirement facilities a deduction for their proportionate share of the real property taxes imposed on such facilities.,0.231,House,IL
95-HR-4969,1977,5,Labor and Employment,Republican,0,0,A bill to provide for common situs picketing on construction sites.,0.142,House,MN
101-S-1266,1989,4,Agriculture,Republican,0,0,"A bill to amend the Federal Food, Drug and Cosmetic Act to specify the authority to regulate food products with cheese and meat, to require food containing imitation or substitute cheese to be labeled to reflect the fact that such cheese is contained in the food, and for other purposes.",0.249,Senate,WI
89-HR-7046,1965,12,Social Welfare,Democrat,0,0,"To amend title  II of the Social Security Act to provide that for benefit computation purposes, a mans insured status and average monthly wage will be figured on the basis of an age 62 cutoff (the same as is presently done in the case of women)",-0.33,House,MN
114-S-939,2015,19,Government Operations,Republican,0,0,A bill to require the evaluation and consolidation of duplicative green building programs within the Department of Energy.,0.829,Senate,AZ
81-HR-1001,1949,10,Transportation,Democrat,0,0,"To clarify and formulate a consistent and coordinated national policy with respect to transportation costs in interstate commerce; to strengthen, the antitrust laws of the United States and to provide, for their more effective enforcement; and to promote ",-0.146,House,MA
106-HR-4555,2000,3,Health,Democrat,0,0,To provide for a 6-year demonstration project to stabilize coverage and benefits under the Medicare+Choice Program.,-0.44,House,OH
100-S-575,1987,20,Public Lands and Water Management,Republican,0,1,"A bill to convey public land to the Catholic Diocese of Reno/Las Vegas, Nevada.",0.468,Senate,NV
89-HR-17395,1966,11,"Law, Crime, and Family Issues",Democrat,0,0,To provide compensation to survivors of local law enforcement officers killed while apprehending person for committing Federal crimes,-0.54,House,PA
84-HR-60,1955,4,Agriculture,Democrat,0,0,To provide for price supports for dairy products at 85 to 90 percent s4 parity,-0.309,House,OK
95-HR-4792,1977,12,Social Welfare,Republican,0,0,"A bill to amend title II of the Social Security Act to increase to $4,000 the amount of outside earnings which (subject to further increases under the automatic adjustment provisions) is permitted an individual each year without any deductions from benefits thereunder.",-0.084,House,NJ
105-S-1377,1997,15,Defense,Republican,1,1,A bill to amend the Act incorporating the American Legion to make a technical correction.,0.395,Senate,UT
114-S-1432,2015,8,Energy,Democrat,0,0,"A bill to require the Secretary of Energy to conduct a study on the technology, potential lifecycle energy savings, and economic impact of recycled carbon fiber, and for other purposes.",-0.288,Senate,WA
105-S-2093,1998,6,Education,Democrat,0,0,A bill to provide class size demonstration grants.,-0.55,Senate,WI
85-HR-1046,1957,4,Agriculture,Democrat,0,0,"To amend section 203 of the Agricultural Act of 1956 (Public Law 540, 84th Cong.)",0.23,House,MS
88-S-1594,1963,20,Public Lands and Water Management,Republican,0,1,"A bill to determine the rights and interests of the Navajo Tribe and the Ute Mountain Tribe of the Ute Mountain Reservation in and to certain lands in the State of New Mexico, and for other purposes.",0.288,Senate,CO
87-HR-9092,1961,1,Macroeconomics,Democrat,0,0,To amend the Employment Act of 1946 to provide more effective means for bringing to bear an informed public opinion upon price and wage increases which threaten economic stability,-0.544,House,WI
93-HR-95,1973,19,Government Operations,Democrat,0,0,"A bill to provide a code of ethics for Federal judges, including Supreme Court Justices, by amending chapter 11 of title 18, United States Code.",-0.059,House,FL
80-S-2248,1948,15,Defense,Republican,0,0,A bill to increase the amount of Federal aid to State or Territorial homes for the support of disabled soldiers and sailors of the United States,-0.00021533801515431653,Senate,MA
110-HR-1692,2007,11,"Law, Crime, and Family Issues",Democrat,0,0,To fight criminal gangs.,-0.507,House,NJ
106-HR-3688,2000,19,Government Operations,Democrat,0,0,"To amend the Internal Revenue Code of 1986 to require certain political organizations under such Code to report information to the Federal Election Commission, and for other purposes.",-0.267,House,KS
102-HR-179,1991,6,Education,Democrat,0,0,"To amend the Higher Education Act of 1965 to permit the deferral of payments on student loans during professional internships, regardless of duration.",-0.041,House,MN
89-HR-4398,1965,19,Government Operations,Democrat,0,0,"To bring certain holders of star route and other contracts for the carrying of mail within the purview of the Civil Service Retirement Act, the Federal Employees Group, Life Insurance Act of 1954, and the Federal Employees Health Benefits Act of 1959, and for other purposes",0.05,House,MO
110-HR-2094,2007,20,Public Lands and Water Management,Democrat,1,0,"To provide for certain administrative and support services for the Dwight D. Eisenhower Memorial Commission, and for other purposes.",-0.248,House,KS
